run_id,round,logical_round,physical_round,phase,client_id,num_examples,distance_m,train_loss,phase1_loss,phase2_loss,local_steps,local_precision_mean,local_precision_min,local_precision_max,local_precision_delta_l2,local_precision_delta_max_abs,local_precision_changed_fraction,local_precision_gradient_l2_mean,local_precision_gradient_max_abs,local_nu_l2,local_implied_mean_l2,sparse_enabled,sparse_selection,sparse_keep_ratio,sparse_kept_coordinates,sparse_total_coordinates,sparse_score_threshold,sparse_score_mean,sparse_selected_score_mean,sparse_dropped_score_mean
sparse_bayesian_keep75_proposed_rep00_seed12026,1,1,1,precision,0,61,120.8947488997338,2.5590768282530743,2.5590768282530743,0.0,1,10000.000000000075,9999.999998646796,10000.000001357092,8.85486137780089e-06,1.3570916053140536e-06,0.9996412396430969,0.0001770972349714831,2.7141815796991815e-05,0.0,0.0,True,bayesian,0.75,58532,78042,0.016211718319226513,0.09730980593508694,0.1274420956741739,0.006909847810625738
sparse_bayesian_keep75_proposed_rep00_seed12026,1,1,1,precision,1,51,154.9212092751972,1.9003905651616115,1.9003905651616115,0.0,1,9999.99999999992,9999.999999129746,10000.000000698425,6.153030759725506e-06,8.702536433702335e-07,0.9995002746582031,0.00012306062389577633,1.7405087015488914e-05,0.0,0.0,True,bayesian,0.75,58532,78042,0.013232231138813196,0.09228341606741985,0.12120932600149822,0.005502721025827092
sparse_bayesian_keep75_proposed_rep00_seed12026,1,1,1,precision,2,43,79.07464007719265,2.6878014143123186,2.6878014143123186,0.0,1,9999.999999999933,9999.999999253416,10000.000001436234,5.719633249488963e-06,1.4362340152729303e-06,0.9995899796485901,0.00011439265396097756,2.8724669905117976e-05,0.0,0.0,True,bayesian,0.75,58532,78042,0.014729425309614934,0.09415061838579841,0.12341576364670796,0.006352182588178859
sparse_bayesian_keep75_proposed_rep00_seed12026,1,1,1,precision,3,52,180.7906616075072,1.963428908128005,1.963428908128005,0.0,1,9999.999999999956,9999.999999058442,10000.000001102615,6.20895244447236e-06,1.1026149877579883e-06,0.9996540546417236,0.00012417903797791856,2.2052287669645552e-05,0.0,0.0,True,bayesian,0.75,58532,78042,0.012513762338698196,0.09002603171777032,0.11830058617466367,0.005199469879180787
sparse_bayesian_keep75_proposed_rep00_seed12026,1,1,1,precision,4,59,184.30548742158038,1.8902832031249999,1.8902832031249999,0.0,1,9999.999999999995,9999.999999350328,10000.000000635077,5.752089028987618e-06,6.496720743598416e-07,0.9996668696403503,0.00011504178135863148,1.2993433630592777e-05,0.0,0.0,True,bayesian,0.75,58532,78042,0.01640897244051508,0.09195851065580722,0.12016875000083374,0.007324900745858912
sparse_bayesian_keep75_proposed_rep00_seed12026,1,1,1,precision,5,39,187.3668745111221,1.9415461613581733,1.9415461613581733,0.0,1,9999.999999999956,9999.99999949115,10000.000000361915,4.2973425147530845e-06,5.088495527161285e-07,0.9995387196540833,8.59468346838302e-05,1.0176974407743905e-05,0.0,0.0,True,bayesian,0.75,58532,78042,0.012294227780010679,0.09075023306019117,0.119346590406601,0.0049582295645447935
sparse_bayesian_keep75_proposed_rep00_seed12026,1,1,1,precision,6,49,43.95736304887522,2.677124615104831,2.677124615104831,0.0,1,9999.99999999994,9999.99999944336,10000.00000157818,6.241266117748512e-06,1.5781806723680347e-06,0.9997053146362305,0.00012482532110772175,3.156360332006895e-05,0.0,0.0,True,bayesian,0.75,58532,78042,0.01421365886784581,0.0957990577173428,0.12574830243209725,0.005948253430105113
sparse_bayesian_keep75_proposed_rep00_seed12026,1,1,1,precision,7,54,55.11203897120465,2.1812601442690247,2.1812601442690247,0.0,1,10000.000000000011,9999.999999474097,10000.0000009668,6.18999410607688e-06,9.66800143942237e-07,0.9997565150260925,0.00012379989434991727,1.9336020882063476e-05,0.0,0.0,True,bayesian,0.75,58532,78042,0.015196157617840522,0.09157698464820149,0.1198425629427894,0.006777352216688517
sparse_bayesian_keep75_proposed_rep00_seed12026,1,1,1,precision,8,63,172.99616225966753,1.815295579698351,1.815295579698351,0.0,1,10000.000000000162,9999.999997783145,10000.000000616923,6.789815824389775e-06,2.216855136794038e-06,0.9998974800109863,0.00013579629813078323,4.43370957543069e-05,0.0,0.0,True,bayesian,0.75,58532,78042,0.015585869549156167,0.09301879395169202,0.12169488446597895,0.00698758277884512
sparse_bayesian_keep75_proposed_rep00_seed12026,1,1,1,precision,9,59,184.10110972934027,1.8691168057716494,1.8691168057716494,0.0,1,10000.00000000023,9999.999999247068,10000.000001499988,6.263235465098797e-06,1.499987774877809e-06,0.9997308850288391,0.00012526470444357057,2.9999741072068994e-05,0.0,0.0,True,bayesian,0.75,58532,78042,0.016852468250494523,0.09545294143820068,0.12479844212048581,0.007413431139096997
