run_id,experiment,condition,method,realization,seed,round,logical_round,physical_round,phase,num_clients,labels_per_client,mean_samples_per_client,local_epochs,batch_size,optimizer,momentum,weight_decay,lr_scheduler,min_learning_rate,learning_rate,power_dbm,noise_dbm,num_subchannels,path_loss_exponent,path_loss_reference_m,gamma_db,power_control_mode,deterministic_payload_mode,deterministic_reference_power_mode,sparse_enabled,sparse_selection,sparse_keep_ratio,sparse_kept_coordinates,accuracy,nll,ece,posterior_predictive_accuracy,posterior_predictive_nll,posterior_predictive_ece,posterior_mean_accuracy,posterior_mean_nll,posterior_mean_ece,train_loss,phase1_train_loss,phase2_train_loss,posterior_variance,posterior_precision_mean,posterior_precision_min,posterior_precision_max,posterior_precision_std,posterior_precision_offset_l2,posterior_precision_offset_max_abs,global_mean_update_l2,global_mean_update_max_abs,global_model_update_l2,ideal_model_update_l2,received_model_update_l2,global_precision_update_l2,global_precision_update_max_abs,channel_uses_round,channel_uses_cumulative,ofdm_symbols_round,ofdm_symbols_cumulative,aircomp_nmse,aircomp_distortion_nmse,aircomp_clipped_fraction,aircomp_average_symbol_power_watts,aircomp_maximum_symbol_power_watts,aircomp_noise_l2,aircomp_ideal_l2,aircomp_received_l2,aircomp_delta_bar,aircomp_retained_magnitude_ratio,aircomp_distorted_to_ideal_norm_ratio,precision_aircomp_nmse,precision_aircomp_distortion_nmse,precision_aircomp_clipped_fraction,precision_aircomp_average_symbol_power_watts,precision_aircomp_maximum_symbol_power_watts,precision_aircomp_noise_l2,precision_aircomp_ideal_l2,precision_aircomp_received_l2,precision_aircomp_delta_bar,precision_aircomp_retained_magnitude_ratio,precision_aircomp_distorted_to_ideal_norm_ratio,mean_aircomp_nmse,mean_aircomp_distortion_nmse,mean_aircomp_clipped_fraction,mean_aircomp_average_symbol_power_watts,mean_aircomp_maximum_symbol_power_watts,mean_aircomp_noise_l2,mean_aircomp_ideal_l2,mean_aircomp_received_l2,mean_aircomp_delta_bar,mean_aircomp_retained_magnitude_ratio,mean_aircomp_distorted_to_ideal_norm_ratio,wall_time_sec
fig2_default_proposed_rep00_seed12027,fig2,default,proposed,0,12027,0,0,0,model,40,1,50,1,256,sgd,0.9,0.0,cosine,0.0001,0.06,23.0,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,78042,0.0911,2.404833810314198,0.07284562032848597,0.0911,2.404833810314198,0.07284562032848597,0.0985,2.41944392844557,0.07166586440354586,nan,0.0,0.0,0.00010000000000000003,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.75770662119612
fig2_default_proposed_rep00_seed12027,fig2,default,proposed,0,12027,1,1,2,natural_mean,40,1,50,1,256,sgd,0.9,0.0,cosine,0.0001,0.06,23.0,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,78042,0.1036,2.326179135958283,0.04005787887677553,0.1036,2.326179135958283,0.04005787887677553,0.103,2.329093960315444,0.06094933769106865,4.876114676015148,2.449228775988724,2.426885900026424,0.0001000000000000002,9999.999999999982,9999.999999909009,10000.000000098229,4.750699981381953e-09,1.3271660838370368e-06,9.822906577028334e-08,0.11033500325679159,0.010706417262554169,0.0,0.0,0.0,1.3271660838370368e-06,9.822906577028334e-08,156084,156084,154,154,0.006515151360269526,0.006515145499228554,0.024438099091963178,0.020699022284068475,0.19952623149688797,8.48275349547917e-07,0.11141913426560716,0.11033500430948395,2.306450232024859e-06,0.9979422322219239,0.9863666362044644,0.008713676287472548,0.008713665454553885,0.025072158339677072,0.019973869707330883,0.19952623036028538,1.1873802192025056e-11,1.3508561797837859e-06,1.3271668416169581e-06,9.043613176792565e-16,0.99774300070182,0.9824634555655677,0.004316626433066505,0.004316625543903223,0.023804039844249284,0.02142417486080607,0.19952623149688797,8.482753494648147e-07,0.11141913425741821,0.11033500430150203,4.612900463145357e-06,0.9981414637420278,0.9902698168433611,51.38470265083015
fig2_default_proposed_rep00_seed12027,fig2,default,proposed,0,12027,2,2,4,natural_mean,40,1,50,1,256,sgd,0.9,0.0,cosine,0.0001,0.05998492144437639,23.0,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,78042,0.1,2.3286913251600163,0.06750097646042708,0.1,2.3286913251600163,0.06750097646042708,0.1002,2.337107155570747,0.08605798517763615,4.570535384475457,2.279800198677051,2.290735185798406,0.00010000000000000007,9999.99999999999,9999.999999840937,10000.000000191125,6.709732134354903e-09,1.8744319945227612e-06,1.9112485460937023e-07,0.04695585976332857,0.005257855635136366,0.0,0.0,0.0,1.3263346128995192e-06,1.9681101548485458e-07,156084,312168,154,308,0.013083119389639663,0.013083130706847107,0.017293795990204877,0.018925047589753996,0.19952623149688797,8.47861594884183e-07,0.04786809260581727,0.04695586034503709,2.305291276991532e-06,0.9981872334014184,0.987118885232163,0.005139728772645972,0.005139726618998099,0.019171400622818118,0.01878102286244503,0.19952623127320118,1.1613613260857774e-11,1.3352868869992414e-06,1.3263337055772291e-06,8.662423506357998e-16,0.9982502221674749,0.9932949413540964,0.021026510006633355,0.021026534794696114,0.015416191357591634,0.019069072317062966,0.19952623149688797,8.47861594804644e-07,0.047868092587193274,0.04695586032630502,4.610582553116822e-06,0.9981242446353616,0.9809428291102296,78.54079861426726
fig2_default_proposed_rep00_seed12027,fig2,default,proposed,0,12027,3,3,6,natural_mean,40,1,50,1,256,sgd,0.9,0.0,cosine,0.0001,0.05993970096033294,23.0,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,78042,0.1,2.345019177484113,0.09481362452745438,0.1,2.345019177484113,0.09481362452745438,0.1,2.3478637868583054,0.1046593949601054,4.550315754019828,2.27912279514955,2.2711929588702784,9.99999999999995e-05,10000.00000000005,9999.999999806994,10000.000000202968,8.221377849727019e-09,2.296764928543223e-06,2.029682946158573e-07,0.031870881224963614,0.0028056204319000244,0.0,0.0,0.0,1.3129120317174361e-06,1.6114790923893452e-07,156084,468252,154,462,0.03973409489472068,0.03973404998676939,0.020679736526119534,0.020563594435579945,0.19952623149688797,8.487677266240712e-07,0.03146187826744447,0.03187088421653099,2.3018167939180532e-06,0.9980241857224962,0.9946045666047261,0.009682667195462496,0.009682671280305533,0.023664709564374605,0.020130721490550917,0.19952623126217214,1.1409370308703537e-11,1.3449101336097014e-06,1.3129135343041072e-06,8.4329304889118045e-16,0.9980361147149571,0.9762091281920051,0.06978552259397885,0.06978542869323325,0.017694763487864463,0.020996467380608976,0.19952623149688797,8.487677265473873e-07,0.03146187823869883,0.031870884189488406,4.603633586992813e-06,0.9980122567300352,1.013000005017447,106.28372335992754
fig2_default_proposed_rep00_seed12027,fig2,default,proposed,0,12027,4,4,8,natural_mean,40,1,50,1,256,sgd,0.9,0.0,cosine,0.0001,0.059864384081063884,23.0,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,78042,0.1,2.339493490601035,0.07922355610102418,0.1,2.339493490601035,0.07922355610102418,0.1,2.349665597607927,0.10134270385354757,4.523595077992752,2.2678442081364314,2.2557508698563207,9.999999999999911e-05,10000.000000000091,9999.999999736532,10000.000000348846,9.557575258725104e-09,2.6701190257232937e-06,3.4884578781202435e-07,0.025007846384672884,0.002127561252564192,0.0,0.0,0.0,1.3193446625268401e-06,1.4669421943835914e-07,156084,624336,154,616,0.046315843951490035,0.046315874731526034,0.018850949095601633,0.01989209395660539,0.19952623149688797,8.408318079707089e-07,0.025034272135077806,0.025007847243427014,2.296035702462163e-06,0.9977905246966532,0.9925269714678228,0.006042196379753044,0.0060421995066213,0.017911773840617776,0.019528327808160235,0.199526231442731,1.1552082849274075e-11,1.3379302227330664e-06,1.3193455047090518e-06,8.552119088813414e-16,0.9979231129234726,0.9861093552842212,0.08658949152322702,0.08658954995643077,0.01979012435058549,0.02025586010505055,0.19952623149688797,8.408318078913526e-07,0.025034272099325672,0.025007847208624485,4.592071404069114e-06,0.9976579364698337,0.9989445876514244,132.65370954899117
fig2_default_proposed_rep00_seed12027,fig2,default,proposed,0,12027,5,5,10,natural_mean,40,1,50,1,256,sgd,0.9,0.0,cosine,0.0001,0.05975904664428232,23.0,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,78042,0.1003,2.339011087706969,0.06478732638865711,0.1003,2.339011087706969,0.06478732638865711,0.1,2.3487147534894817,0.0954264096096158,4.502199353477895,2.2567207113581005,2.245478642119794,9.999999999999879e-05,10000.000000000122,9999.999999662736,10000.000000254238,1.063424135765666e-08,2.9709710905605473e-06,3.372642822796479e-07,0.02471737916242439,0.002181403338909149,0.0,0.0,0.0,1.309239670537832e-06,1.9187427824363112e-07,156084,780420,154,770,0.059078863233211404,0.05907891542914586,0.01820790866368964,0.01826659770357829,0.19952623149688797,8.410898863289874e-07,0.023984793396199428,0.024717379249446517,2.287962698219606e-06,0.9976158441709067,1.0016995475439974,0.014522962281153871,0.01452297867306058,0.020433589951195808,0.018242195130886187,0.19952623123455054,1.1474012001769615e-11,1.3457706917036072e-06,1.3092401148988232e-06,8.400689261620484e-16,0.9975080400048477,0.9728552786440651,0.10363476418526893,0.10363485218523114,0.015982227376183468,0.018291000276270394,0.19952623149688797,8.410898862507241e-07,0.023984793358444282,0.02471737921477234,4.575925395599143e-06,0.9977236483369655,1.0305438164439296,162.57602348783985
fig2_default_proposed_rep00_seed12027,fig2,default,proposed,0,12027,6,6,12,natural_mean,40,1,50,1,256,sgd,0.9,0.0,cosine,0.0001,0.059623794715858006,23.0,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,78042,0.1,2.3430616617355127,0.09034412458121775,0.1,2.3430616617355127,0.09034412458121775,0.1,2.3506029380746005,0.10465184548944235,4.509268840803976,2.2554846355906206,2.2537842052133557,9.999999999999834e-05,10000.000000000166,9999.999999648237,10000.000000293589,1.1821786008922612e-08,3.3028562946392056e-06,3.517634468153119e-07,0.023147962753982048,0.002522476017475128,0.0,0.0,0.0,1.3149378645605296e-06,1.3559292710851878e-07,156084,936504,154,924,0.0767142456858835,0.07671439282388481,0.019698496018948124,0.01983752937245522,0.19952623149688797,8.370979954955921e-07,0.021944892416743272,0.02314796572324224,2.2776178824004516e-06,0.9974054902996461,1.0194080570104596,0.009454359423611353,0.009454358886267625,0.020022013060398736,0.019485655318983774,0.19952623136746883,1.1344055419229046e-11,1.3363279503297336e-06,1.3149380302164057e-06,8.242309430041071e-16,0.9973482682997172,0.9839935541261376,0.14397413194815564,0.143974426761502,0.019374978977497515,0.020189403425926664,0.19952623149688797,8.370979954187269e-07,0.021944892376055618,0.023147965685894206,4.5552357639766725e-06,0.9974627122995751,1.0548225598947814,191.17972620297223
fig2_default_proposed_rep00_seed12027,fig2,default,proposed,0,12027,7,7,14,natural_mean,40,1,50,1,256,sgd,0.9,0.0,cosine,0.0001,0.05945876448301806,23.0,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,78042,0.1,2.3327944210273475,0.0729615085811913,0.1,2.3327944210273475,0.0729615085811913,0.1,2.3480760851878877,0.10592579151839017,4.497521770880441,2.245547748713562,2.2519740221668796,9.999999999999805e-05,10000.000000000195,9999.999999640795,10000.000000360633,1.2726007948219806e-08,3.555558070312883e-06,3.606328391470015e-07,0.023511154458406694,0.004930704832077026,0.0,0.0,0.0,1.2761898085431493e-06,1.440585037926212e-07,156084,1092588,154,1078,0.11647576782389066,0.11647573881240286,0.024293029975993446,0.021477332472715258,0.19952623149688797,8.408590481609607e-07,0.021786158030390277,0.023511154930742535,2.26502707207054e-06,0.997542952840898,1.0325656552802909,0.0083614712863763,0.008361468178767663,0.025520760378907326,0.021015196841438592,0.19952623094394767,1.1176920084450502e-11,1.2943722466329222e-06,1.2761898023985032e-06,8.128413119341467e-16,0.9977411549023738,0.9859526837097533,0.22459006436140502,0.22459000944603807,0.02306529957307957,0.021939468103991926,0.19952623149688797,8.408590480866774e-07,0.021786157991939267,0.023511154896106626,4.530054143328238e-06,0.9973447507794222,1.0791786268508285,220.7646491941996
fig2_default_proposed_rep00_seed12027,fig2,default,proposed,0,12027,8,8,16,natural_mean,40,1,50,1,256,sgd,0.9,0.0,cosine,0.0001,0.05926412211721794,23.0,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,78042,0.1003,2.336046870009067,0.06553614864602683,0.1003,2.336046870009067,0.06553614864602683,0.1,2.3403382014561203,0.0924675567239523,4.484751358883088,2.2423758966139,2.242375462269188,9.999999999999767e-05,10000.000000000233,9999.999999682406,10000.000000394011,1.3493520185989791e-08,3.7701157023080592e-06,3.9401129470206797e-07,0.024385885862877967,0.0024706311523914337,0.0,0.0,0.0,1.266850055278091e-06,1.3845965440850705e-07,156084,1248672,154,1232,0.07035187724526998,0.07035189162920663,0.02469786940344222,0.02003168507349172,0.19952623149688797,8.361862299973263e-07,0.023568324669372424,0.02438588578943764,2.2502218583640268e-06,0.9974434288449947,1.0133542814627403,0.008623257206583307,0.008623245110032426,0.026240422995644334,0.02005520035033047,0.19952623078699847,1.1129241180141981e-11,1.2770413399643304e-06,1.2668499498773937e-06,7.975629601836124e-16,0.9976397343665304,0.9920195139392989,0.13208049728395665,0.13208053814838083,0.023155315811240113,0.02000816979665297,0.19952623149688797,8.361862299232639e-07,0.023568324634774408,0.02438588575653113,4.500443715930491e-06,0.9972471233234589,1.0346890489861817,249.26164514385164
fig2_default_proposed_rep00_seed12027,fig2,default,proposed,0,12027,9,9,18,natural_mean,40,1,50,1,256,sgd,0.9,0.0,cosine,0.0001,0.05904006360682087,23.0,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,78042,0.1,2.335786383470022,0.09015031873941422,0.1,2.335786383470022,0.09015031873941422,0.1,2.3395625042846913,0.10083312082290649,4.5038941385894145,2.248448359022987,2.2554457795664278,9.999999999999716e-05,10000.000000000286,9999.999999695781,10000.000000485346,1.4261284460382938e-08,3.984830562641008e-06,4.853463906329125e-07,0.02247693366359916,0.00289173424243927,0.0,0.0,0.0,1.2810732787874238e-06,1.5205296222120523e-07,156084,1404756,154,1386,0.056020677184329765,0.056020681842854955,0.036472615058106395,0.024288974855415243,0.19952623149688797,8.340592484987896e-07,0.02152666416127527,0.022476935204888943,2.233239053559206e-06,0.9976524904720006,1.0151026086563377,0.007747669413010714,0.007747666295900602,0.033793612338614394,0.023520155752878604,0.19952623138625908,1.1146573649251839e-11,1.2991823110461606e-06,1.2810735533023658e-06,8.00972704748399e-16,0.9976530628446096,0.9860614148428686,0.10429368495564882,0.10429369738980931,0.03915161777759839,0.025057793957951886,0.19952623149688797,8.340592484243068e-07,0.02152666412207099,0.02247693516838153,4.466478106317439e-06,0.9976519180993914,1.0441438024698069,276.79667040426284
