round,num_clients,num_examples,client_id,effective_prior_lambda,local_steps,lr,posterior_mean_abs_mean,posterior_precision_max,posterior_precision_mean,posterior_precision_min,posterior_sigma_mean,prior_loss,server_round,task_loss,train_accuracy,train_loss,update_l2,update_max_abs,update_rms,variance_floor_fraction
1,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.004999999999999999,0.026779042189694152,0.40530732159795757,4.3491848175214756e-05,0.0,58913.6131726701,0.0,1.0,0.2879441996137021,0.849137793070337,0.2879441996137021,1.6639713684075508,0.22157742640196876,0.0017752747401552622,0.0
2,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.004999924056991283,0.009833059923533151,0.4812370617077681,0.0002045056681277737,8.903928256693027e-18,3655.0627059719095,0.0026590074742790593,2.0,0.26483228967819694,0.8631431543570455,0.26749129706872465,2.856626276176161,0.1518698343654908,0.003047706569021464,0.0
3,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.004999696232673172,0.008755709387184596,1.432576746982036,0.00037013648583924147,2.1898058302457611e-16,3075.7008958410374,0.008522842377055534,3.0,0.32326954732207075,0.847295350884212,0.3317923897118911,2.57598641468087,0.2342962917951402,0.0027482946520543707,0.0
4,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.004999316541169467,0.00857414432533217,1.1555455932237915,0.0004833992070700132,2.1898058235234708e-16,2947.786247017973,0.004095675501925978,4.0,0.2962800345516465,0.8524905977434585,0.30037571028005994,2.9328917943343478,0.20232155804465027,0.0031290735026728855,0.0
5,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.00499878500601888,0.008327522077352288,2.731837082757677,0.0007714791923408633,2.1898058235234708e-16,2912.1215395732843,0.028406218372022354,5.0,0.3285162743781644,0.8475954229014964,0.35692249299865847,3.1578728484973024,0.32586255287635674,0.00336910358375008,0.0
6,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.0049981016601735526,0.008321627041878922,1.7276870055972093,0.0008807496935358544,2.1898058235234708e-16,2884.8568135151354,0.003221087398490809,6.0,0.30406726165650494,0.8447027286548772,0.3072883491206328,2.2324788499373263,0.1770884763080948,0.002381809798817341,0.0
7,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.00499726654599703,0.008308788066548254,4.217434952611913,0.0011928798169351783,2.1898058235234708e-16,2868.1932816105664,0.023843093367843807,7.0,0.30251260928898926,0.8537629030967431,0.32635570233300937,4.035636292440519,0.46442800276446455,0.0043055807969099285,0.0
8,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.004996279715261624,0.008315816072976054,5.417858004832331,0.0012858751356039618,2.1898058235234708e-16,2858.7663853989943,0.00983469355992372,8.0,0.3455360669029663,0.835420500920221,0.3553707601731958,2.189068191525175,0.41853302870973597,0.0023354953929352524,0.0
9,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.00499514122914521,0.008414015903047077,9.444160575755856,0.0018165309687286433,2.1898058235234708e-16,2848.701336775429,0.0077621409215568255,9.0,0.3128270017290135,0.8568416419940785,0.320589142323407,4.144670214865077,0.3598542341478502,0.004421908019826998,0.0
10,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.004993851158227426,0.008620948521894545,22.52414361949996,0.0033014945887789478,2.1898058235234708e-16,2842.295503077137,0.2677129199204717,10.0,0.48169711573567975,0.8527006481555574,0.7494100355031662,6.964914382528398,0.7720783847913566,0.007430798873949323,0.0
11,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.004992409582485311,0.008850089677542666,18.749751864351865,0.003627876002723669,2.1898058235234708e-16,2835.4905725883523,0.01459890667437617,11.0,0.3530769732285284,0.8437785068416419,0.3676758801290371,3.82852323878012,0.28598942284372586,0.00408461391039937,0.0
12,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.0049908165912883285,0.008931548527628685,18.406563536323546,0.0036750916754232834,2.1898058235234708e-16,2831.4015261646146,0.005237553527625519,12.0,0.2776817772162399,0.8564635512523008,0.2829193306085414,1.9321520691611407,0.2984432790259809,0.002061394100670831,0.0
13,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.004989072283392844,0.00894102888401649,18.401819487481134,0.003824399526449665,2.1898058235234708e-16,2827.7104999220473,0.009957582993307013,13.0,0.3083661825138662,0.8569256621589182,0.31832376574747784,2.73695819128579,0.21768775690637449,0.002920033862421985,0.0
14,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.004987176766935993,0.008918296000612416,18.38932991027832,0.003857108679869192,2.1898058235234708e-16,2824.8568144131573,0.003132133673750143,14.0,0.28591640117418365,0.8530727374569895,0.2890485349652103,1.5987237211288103,0.3377145289932234,0.0017056626649310578,0.0
15,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.004985130159428975,0.008872465876508168,18.57560878033885,0.003951730077796782,2.1898058235234708e-16,2823.0406464295343,0.006911508848581069,15.0,0.2831209999269173,0.8577338561254703,0.29003250888784465,2.3506651455116496,0.31855044839937247,0.0025079015989223,0.0
16,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.004982932587749779,0.008811020273471915,18.399873956657558,0.003980587326788665,2.1898058235234708e-16,2821.5777538274056,0.00507613108491919,16.0,0.2797173855571207,0.8606005441305914,0.28479351624449434,1.6224613041997784,0.3077612319442356,0.0017309880595972873,0.0
