round,accuracy,nll,brier,ece,mce,mean_confidence,predictive_entropy,expected_entropy,mutual_information
0.0,0.1,3.407407000867831,1.1536125362969796,0.44903655523061753,0.6025577634572983,0.5490365552306176,1.419154473263359,1.419154473263359,0.0
1.0,0.1,4.709152196794181,1.024012736831844,0.2731759687334299,0.46941930800676346,0.3731759687334299,1.6887080572363495,1.6887080572363495,0.0
2.0,0.1,3.8767452795617507,1.1023853579454104,0.33951875899136064,0.46350789070129395,0.4394260574132204,1.4170934988474968,1.4170934988474968,0.0
3.0,0.1,3.4934597186983054,1.0252256065600327,0.27184787118434905,0.3546798037814683,0.37184787118434903,1.7218071204975094,1.7218071204975094,0.0
4.0,0.1,2.532620243846181,0.9319315436500767,0.10557828540205957,0.11216095794565567,0.20557828540205955,2.126670608163072,2.126670608163072,0.0
5.0,0.1002,2.662078731764317,0.956382089438665,0.14759917676746845,0.15724056305748127,0.24779917676746846,2.0125095709765506,2.0125095709765506,0.0
6.0,0.1,2.7754120238473905,0.973354123124558,0.19736845459640026,0.21665593753954404,0.29736845459640027,1.924712668499905,1.924712668499905,0.0
7.0,0.1,2.8357530868120837,0.9906903811215778,0.24884279288053512,0.3509088514579667,0.3488427928805351,1.9079411481324255,1.9079411481324255,0.0
8.0,0.0923,2.59782827192058,0.9372551511616494,0.09153310855925081,0.1022979556055973,0.18383310855925084,2.082152546561799,2.082152546561799,0.0
9.0,0.1305,2.6304140176356188,0.9621521516985573,0.12222752437591554,0.6621387004852295,0.2525950966358185,1.98646524793946,1.98646524793946,0.0
10.0,0.1,3.452165393906375,1.1050511610963603,0.3214120171099902,0.32794177532196045,0.4214120171099901,1.4411238787344824,1.4411238787344824,0.0
11.0,0.1387,3.146918817637305,0.9564193553222969,0.1095879921346903,0.1943518829490492,0.24828799213469027,1.8801973683141187,1.8801973683141187,0.0
12.0,0.1,2.492859240445374,0.9503009009193806,0.1874144232749939,0.24126650650560122,0.2874144232749939,2.0678110690307303,2.0678110690307303,0.0
13.0,0.1014,2.643873300930325,0.9606336679630962,0.2030284507483244,0.21684188998446746,0.3044284507483244,1.9929368322871257,1.9929368322871257,0.0
14.0,0.1084,2.4909401555961033,0.9271499201443123,0.08203073226809501,0.09555344145684742,0.190430732268095,2.104090115257988,2.104090115257988,0.0
15.0,0.1166,2.510174918379808,0.9341632415057008,0.1075981302216649,0.4268011152744293,0.2241981302216649,2.080958453478091,2.080958453478091,0.0
16.0,0.1284,2.407766392161154,0.9161374374366371,0.0756034522265196,0.7159592026755923,0.20086598767340183,2.153085754543039,2.153085754543039,0.0
17.0,0.1281,2.5346438394701662,0.9498629569016716,0.14689230869859457,0.5701901614665985,0.27279106644839046,2.016378625931947,2.016378625931947,0.0
18.0,0.127,2.7734016410745457,0.9711906781507483,0.17046425650417804,0.49034433744170447,0.29638549896180627,1.8879636260233408,1.8879636260233408,0.0
19.0,0.1413,3.0157817141105587,1.0095619471127542,0.22398322058320044,0.3091464638710022,0.36463375720381735,1.711593725877003,1.711593725877003,0.0
20.0,0.1013,3.3396489764432875,1.019351662359131,0.2730692929208278,0.295044018184927,0.3743692929208279,1.6823191007897453,1.6823191007897453,0.0
21.0,0.1314,2.439275108830145,0.9194225787691361,0.1176331766307354,0.1593827900251532,0.2482762762248516,2.0889025093467923,2.0889025093467923,0.0
22.0,0.1007,2.54542585697197,0.9452998174149346,0.11536771129667758,0.12956663667325521,0.2160677112966776,2.0238647243723342,2.0238647243723342,0.0
23.0,0.1555,2.6421976765214708,0.9566807803732116,0.19982712328583002,0.25097769498825073,0.3545362674728036,1.8478579249727751,1.8478579249727751,0.0
24.0,0.1,3.481216694452454,1.0195054508638568,0.21108114068508152,0.2596266455948353,0.31108114068508147,1.6588702987948996,1.6588702987948996,0.0
25.0,0.1522,3.0128605112361173,1.0067337598962058,0.2843809100359678,0.3303013198975656,0.4361612051576376,1.6491204241821467,1.6491204241821467,0.0
26.0,0.1305,2.6024351962046284,0.9271845287893542,0.10925525449067357,0.49610271056493127,0.2297393401041627,2.0538996340010742,2.0538996340010742,0.0
27.0,0.1659,2.3395247350742814,0.9104005719631026,0.1390021640121937,0.38700098149916706,0.28857949545383454,2.094974001453117,2.094974001453117,0.0
28.0,0.1197,2.729960962804657,0.9462346962808633,0.15259352504312995,0.513662447532018,0.26847533651292327,1.9596670712327942,1.9596670712327942,0.0
29.0,0.1099,3.4352062152175744,1.0592956150467059,0.33205432569682597,0.396725594997406,0.44173437047898767,1.4840943689883432,1.4840943689883432,0.0
30.0,0.1954,2.4662118541414224,0.8914708993898391,0.05842492963522673,0.3678296038082668,0.2134796075209975,2.067842794334596,2.067842794334596,0.0
31.0,0.1368,2.294477421927166,0.8955162624959535,0.08656296864002945,0.5659087498982747,0.20962165209501982,2.165224573123039,2.165224573123039,0.0
32.0,0.1721,2.317152133386297,0.8989081728504843,0.09636054441183806,0.3696998390369117,0.2453546810850501,2.073721629832651,2.073721629832651,0.0
33.0,0.176,2.6676395686900443,0.9472583596543045,0.1220818884074688,0.46749652425448096,0.28776921459436416,1.8767967235984402,1.8767967235984402,0.0
34.0,0.1463,2.688421331509833,0.9609387030142689,0.18968876345306634,0.2922155559062958,0.3350385847583413,1.8070575569793534,1.8070575569793534,0.0
35.0,0.144,2.6712797745946713,0.9582554405222541,0.239776625455916,0.31089314818382263,0.377175607432425,1.84018973864605,1.84018973864605,0.0
36.0,0.1443,2.392607419461803,0.8991987486456168,0.07905263030380011,0.48165837448576215,0.20366730550974607,2.109174527968186,2.109174527968186,0.0
