round,accuracy,nll,brier,ece,mce,mean_confidence,predictive_entropy,expected_entropy,mutual_information
0.0,0.1,3.6764320911854322,1.211299512264927,0.506355626487732,0.6706073880195618,0.6063556264877319,1.2614568913184878,1.2614568913184878,0.0
1.0,0.1,2.5196132838261254,0.9702380359784877,0.2443567040592432,0.287561978842761,0.3443567040592432,1.9932797349765925,1.9932797349765925,0.0
2.0,0.1599,2.315278269396103,0.9288211014420358,0.193905911578238,0.27062847614288327,0.353805911578238,1.9699026690327481,1.9699026690327481,0.0
3.0,0.1896,2.1684725576122177,0.8833344809659757,0.13572744879424573,0.16211635458251195,0.32503261938989164,1.955124710337476,1.955124710337476,0.0
4.0,0.2036,2.076869527201046,0.8653467774410539,0.14508645251542332,0.2442878931760788,0.3486864525154233,1.851621064104935,1.851621064104935,0.0
5.0,0.2551,1.9629977171897757,0.8430468163161792,0.10814349245131018,0.279586556260703,0.36324349245131016,1.7852227778665124,1.7852227778665124,0.0
6.0,0.3053,1.8858658892727327,0.8241877280070302,0.09663300915062426,0.29645581037456,0.4019330091506243,1.688546127397655,1.688546127397655,0.0
7.0,0.3381,1.8444167588723488,0.7930039706922749,0.08096862151473762,0.15596345804586736,0.41660722538083794,1.614709543184979,1.614709543184979,0.0
8.0,0.3565,1.765396270279849,0.7806858134496121,0.09512242850214243,0.18188964702922444,0.44872818593233826,1.5481221731277666,1.5481221731277666,0.0
9.0,0.3991,1.655459567955848,0.743152687069758,0.07235075233131645,0.13657060378345953,0.4696526462301612,1.4989927605771878,1.4989927605771878,0.0
10.0,0.4336,1.5814917539503588,0.7103858798076839,0.04873207706063987,0.07658003474311004,0.47938180104345085,1.467771564695783,1.467771564695783,0.0
11.0,0.4388,1.544514368375152,0.7048772634211072,0.0767049089476466,0.1137578716468075,0.5138830716535449,1.384882300168569,1.384882300168569,0.0
12.0,0.4611,1.4483700283551213,0.6750175594791399,0.06263907775133848,0.12420463562011719,0.5226609341189266,1.3635475535896826,1.3635475535896826,0.0
13.0,0.4749,1.4092096979397444,0.6610548509759646,0.07024003091305495,0.09038649523068998,0.5438606556579471,1.3060396529170066,1.3060396529170066,0.0
14.0,0.4832,1.3711972844935116,0.6485315576113988,0.07255495625734328,0.11207976460456848,0.5543658876538277,1.279738574900746,1.279738574900746,0.0
15.0,0.4944,1.3724943910677772,0.6461300302881859,0.08316167640835047,0.12550924970656974,0.5760927097663283,1.2116523641057566,1.2116523641057566,0.0
16.0,0.5177,1.2770020423115334,0.6067109540248461,0.05615440198406578,0.12462588399648666,0.5728491829775274,1.2114100557708674,1.2114100557708674,0.0
17.0,0.5206,1.2581908912465718,0.6031373379793112,0.06771110728532076,0.11906203266153936,0.5880637798145414,1.1756593620030225,1.1756593620030225,0.0
18.0,0.5169,1.2605431259898423,0.6112232541884783,0.0847751493692398,0.157412167273973,0.6005103195458651,1.1447266952992479,1.1447266952992479,0.0
19.0,0.5271,1.263383837920854,0.6057051252858743,0.08572098204046488,0.14667850364386115,0.612794231249392,1.10165905811403,1.10165905811403,0.0
20.0,0.547,1.1962974991303996,0.5784030040064879,0.07090893000811338,0.12855219841003418,0.617313747279346,1.0862819872495395,1.0862819872495395,0.0
21.0,0.5578,1.172465362898614,0.5658310068556562,0.06571683577448129,0.14767519185940425,0.6235168357744812,1.0648552252158134,1.0648552252158134,0.0
22.0,0.5598,1.156790752008635,0.5638544226142889,0.06593017820119859,0.13582163690947568,0.6256564489543438,1.0615141616081831,1.0615141616081831,0.0
23.0,0.5664,1.1478313560280906,0.5584602072819608,0.0687904470473528,0.14056513992716657,0.6350110430985689,1.036193449371118,1.036193449371118,0.0
24.0,0.5784,1.1101327760063717,0.5424237881318587,0.0600714624479413,0.1544543177309171,0.6379249977305531,1.0247621266911415,1.0247621266911415,0.0
25.0,0.5739,1.1220222333613405,0.5508110002660563,0.07075754744708539,0.15358153087089244,0.6443096157610416,1.0074180379865239,1.0074180379865239,0.0
26.0,0.591,1.0891549633628927,0.5305316772108039,0.055209341487288476,0.10101027914139415,0.6462093414872885,0.9997081272724073,0.9997081272724073,0.0
27.0,0.597,1.0793682584128605,0.5241344900610737,0.058596547918021685,0.12281167222645173,0.6555965479180217,0.9740584285011123,0.9740584285011123,0.0
28.0,0.6104,1.040717553182463,0.5093644222782278,0.04414377409219741,0.10699809950833417,0.6544911362051964,0.9726154118214898,0.9726154118214898,0.0
29.0,0.6097,1.0492152037438909,0.5104697863432224,0.049712463803589325,0.12104926011792316,0.659311755438149,0.9592677101057275,0.9592677101057275,0.0
30.0,0.6137,1.0238229241423107,0.5053720933426578,0.04583395499885082,0.10170223858298322,0.6592766127765178,0.9591353862043568,0.9591353862043568,0.0
31.0,0.6184,1.0176490438433765,0.49967110127100056,0.0574745928004384,0.10530973599759741,0.674025153426826,0.9226801115954746,0.9226801115954746,0.0
32.0,0.6221,1.0027399939495907,0.4952458773842669,0.05331131863892079,0.14935401640832421,0.6742982772201299,0.9188195326583897,0.9188195326583897,0.0
33.0,0.6297,0.9937260717739907,0.4858842621249347,0.05182933789789676,0.08926714601970853,0.6815028670728207,0.8997167598889264,0.8997167598889264,0.0
