round,num_clients,num_examples,client_id,effective_prior_lambda,local_steps,lr,posterior_mean_abs_mean,posterior_precision_max,posterior_precision_mean,posterior_precision_min,posterior_sigma_mean,prior_loss,server_round,task_loss,train_accuracy,train_loss,update_l2,update_max_abs,update_rms,variance_floor_fraction
1,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.020000000000000004,0.02677214994208431,0.2775632361980488,7.730912786615485e-05,0.0,37253.68322812826,0.0,1.0,0.7776814315819794,0.7062252133157072,0.7776814315819794,1.3316715483800148,0.1296888254564974,0.0014207473198802412,0.0
2,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.01999969157839318,0.014387473300849319,0.29097201607932466,0.00018012251445556512,3.9795466196993386e-14,690.034737451471,0.000530808384279901,2.0,0.7097431500876686,0.7346953491166928,0.7097962308014113,1.2215041272760017,0.08374462809472022,0.0013032107783343535,0.0
3,20,1927.8050314465409,9.575571846332572,0.10000000000000002,607.1009093458318,0.019998766332693083,0.01253295395778135,0.5084177859287797,0.00028862839140986765,5.128855644804362e-14,513.6873745052404,0.000704578477820055,3.0,0.6756009872815592,0.748928414052798,0.6756714451021162,1.1737527656579299,0.07106738182389738,0.001252265318756097,0.0
4,20,1927.8050314465409,9.575571846332572,0.10000000000000002,607.1009093458318,0.019997224320259674,0.011616544545297657,0.8284363646346904,0.000401864499867121,5.128855646392358e-14,479.03673902276125,0.0007765143403076222,4.0,0.6524142988469934,0.7580058486560108,0.6524919502372254,1.1267232993917096,0.06759357073823363,0.0012020900422516066,0.0
5,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.019995065636688916,0.011039305457578735,1.2279467475422394,0.000519055274519713,5.128855646392358e-14,461.26888319636447,0.0008182947663394416,5.0,0.6338169824341493,0.7657332852621882,0.633898811660005,1.1044380482044729,0.06365822772441025,0.0011783141262341464,0.0
6,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.019992290415806878,0.010632937960856934,1.6850981147884392,0.0006395093464094356,5.128855646392358e-14,449.949543824513,0.0008393776071524803,6.0,0.6195427385378075,0.7713055321876378,0.6196266762527844,1.0832716939554419,0.0638413452502186,0.0011557319503909145,0.0
7,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.01998889882966141,0.010330505663575741,2.1470083013891443,0.0007632440746538646,5.128855646392358e-14,441.8044375494927,0.0008493673269890956,7.0,0.6050230772238248,0.7766053759564157,0.6051080140729054,1.0711430635177792,0.05608400362878882,0.0011427920334804045,0.0
8,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.01998489108851149,0.010095826587204,2.590260972351293,0.0008878952580250179,5.128855646392358e-14,435.4871766076434,0.0008945895152397797,8.0,0.5927802593713578,0.7817489885029846,0.5928697183240086,1.0626422341103394,0.057711173902334635,0.0011337225819237713,0.0
9,20,1927.8050314465409,9.575571846332572,0.10000000000000002,607.1009093458318,0.01998026744081422,0.009908876056214915,3.0276612040085684,0.0010139083456536177,5.128855646392358e-14,430.4616927599299,0.0008654047117025845,9.0,0.5841008614741476,0.7857989824940914,0.5841874019913448,1.0522140101704387,0.05534112822900611,0.0011225968120357323,0.0
10,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.019975028173209345,0.009757222985127892,3.450899449228758,0.0011416101033275697,5.128855646392358e-14,426.33317633106674,0.0009056661090793485,10.0,0.5750552258428007,0.7894243480350919,0.5751457925071877,1.048361514146868,0.05137132110256002,0.0011184866217962578,0.0
11,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.019969173610501562,0.009632485628449294,3.8727335071819686,0.0012723142204850123,5.128855646392358e-14,422.8734822976833,0.0008567860487615324,11.0,0.5666069514125721,0.7907262748868326,0.5666926297917171,1.046556017257658,0.0496892116246279,0.001116560354865408,0.0
12,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.01996270411564036,0.009528510055998066,4.287797678416153,0.0014056983895148242,5.128855646392358e-14,419.8869497428271,0.0008799359302138116,12.0,0.5596162433655901,0.794712174017546,0.5597042370208389,1.0467832716699843,0.05686706859813435,0.001116802810370023,0.0
13,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.01995562008969747,0.009441882650005607,4.691744895688722,0.001541756886754552,5.128855646392358e-14,417.26884119574817,0.0008702196048701921,13.0,0.5496043368305427,0.798141249048592,0.5496913587427009,1.0425435621908226,0.04783184423672083,0.0011122795058908384,0.0
14,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.019947921971842097,0.009369112411096406,5.055874474522434,0.0016770542720852993,5.128855646392358e-14,414.9553006750632,0.0008237920786260802,14.0,0.5427980997336778,0.8003805632335858,0.542880479067307,1.0330369519862208,0.04882565143061536,0.001102136996661919,0.0
15,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.019939610239313597,0.009306455447228757,5.424709595668508,0.001814905366133205,5.128855646392358e-14,412.90176695862624,0.0008497200458155188,15.0,0.5361435063189554,0.8027921323558866,0.5362284780878364,1.0282792153843268,0.04545295373281645,0.001097061014123987,0.0
16,20,1927.8050314465409,9.575571846332572,0.10000000000000002,607.1009093458318,0.01993068540739196,0.009254593579644166,5.793876948133329,0.0019540703757269847,5.128855646392358e-14,411.07121413713406,0.0008343154133668322,16.0,0.5307493259279231,0.8047390137403357,0.530832757712586,1.0376607627087038,0.04738891886903165,0.0011070700949920536,0.0
17,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.019921148029365825,0.009210069241488855,6.132306825072176,0.0020918354700255252,5.128855646392358e-14,409.42802344246246,0.0008326656459122759,17.0,0.5234187430247963,0.808512598645996,0.5235020093557367,1.0314427676319775,0.045674073298987816,0.0011004361770030166,0.0
18,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.0199109986964982,0.009171595079282908,6.488045520604443,0.002232387729041086,5.128855646392358e-14,407.93650147340924,0.0008350171712463046,18.0,0.518890349034962,0.8094299563353763,0.5189738508969464,1.0324317373679133,0.045037735905793,0.0011014912991188885,0.0
19,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.019900238037989796,0.009140518669702837,6.823520662253261,0.002372689571735905,5.128855646392358e-14,406.5590255334274,0.000806531797658666,19.0,0.5136700450867796,0.8113928614349236,0.5137506983753923,1.0290759205553095,0.046831764845155964,0.0010979110110603835,0.0
20,20,1927.8050314465409,9.575571846332572,0.10000000000000002,607.1009093458318,0.019888866720940028,0.009115630918451367,7.133889481658685,0.00251453508221356,5.128855646392358e-14,405.28797521891767,0.0007718565207784744,20.0,0.5080109357164875,0.8138444898449706,0.5080881212950192,1.0292173833635736,0.04274649001920686,0.001098061936343685,0.0
21,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.019876885450305658,0.009094081406134824,7.448039354023221,0.0026577868519518967,5.128855646392358e-14,404.129420282409,0.0007959538139722316,21.0,0.5035843451829651,0.8144533910187076,0.5036639403654479,1.0295381318440595,0.042360089253876715,0.0010984041397530471,0.0
22,20,1927.8050314465409,9.575571846332572,0.10000000000000002,607.1009093458318,0.01986429496885709,0.009077803459348319,7.755112238965231,0.0028004622142001148,5.128855646392358e-14,403.0505818077388,0.0007897423898936364,22.0,0.49865537866976684,0.8158875135200097,0.4987343527267132,1.0359119461206536,0.04481708263512831,0.001105204299718845,0.0
23,20,1927.8050314465409,9.575571846332572,0.10000000000000002,607.1009093458318,0.019851096057132308,0.009065204381213334,8.049850972088532,0.0029442950267658183,5.128855646392358e-14,402.04761928487056,0.0007942120093375373,23.0,0.49486072984808976,0.8189881023915395,0.49494015093702654,1.039243746114461,0.044219526858804904,0.0011087589644688258,0.0
24,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.01983728953338851,0.009055440821512927,8.329636924728982,0.003087129879566588,5.128855646392358e-14,401.1042705888758,0.0008068398489816321,24.0,0.4895243121753537,0.8202780114569566,0.48960499608700303,1.0329851094551235,0.04531552612410906,0.0011020816863737313,0.0
25,20,1927.8050314465409,9.575571846332572,0.10000000000000002,607.1009093458318,0.01982287625355138,0.009048403779227356,8.606842353252944,0.003231793983158827,5.128855646392358e-14,400.2191155551547,0.0007753568554857208,25.0,0.48644467461105395,0.8213956655850659,0.48652220998964524,1.0370041168212105,0.04333198010208222,0.0011063695259321373,0.0
26,20,1927.8050314465409,9.575571846332572,0.10000000000000002,607.1009093458318,0.01980785711116201,0.009044623403529859,8.877084963301533,0.003378305562286166,5.128855646392358e-14,399.38802034117987,0.000775231292123284,26.0,0.4807075720709599,0.8243961062372309,0.480785095009022,1.0374987278675973,0.04410854287506581,0.001106897221608591,0.0
27,20,1927.8050314465409,9.575571846332572,0.1,607.1009093458318,0.019792233037321506,0.009043497961270451,9.153300478725543,0.0035255991817654394,5.128855646392358e-14,398.61221934479767,0.0007515731101890611,27.0,0.47826400569578764,0.8247686576132678,0.47833916294913814,1.0405970131072182,0.04229829507605213,0.0011102027517566001,0.0
28,20,1927.8050314465409,9.575571846332572,0.09999999999999999,607.1009093458318,0.019776005000633274,0.009045340426248927,9.419782409366926,0.003672465501785567,5.128855646392358e-14,397.87505879037906,0.0007461485889173434,28.0,0.4754453014924161,0.8252894283539639,0.4755199164653113,1.0403128519255769,0.04144119520569479,0.0011098995829776903,0.0
