keep_ratio,label,prune_fraction,round,sparse_compression_ratio_mean,sparse_dropped_update_l2_mean,sparse_num_params_sent_mean,sparse_num_params_total_mean,sparse_score_mean_mean,sparse_score_p50_mean,sparse_score_p90_mean,sparse_sent_update_fraction_l2_mean,sparse_sent_update_l2_mean,sparse_threshold_mean
0.5,drop050_keep050,0.5,92,0.5,0.008379967482268299,50885.0,101770.0,2.113375251788516e-07,7.470357169364176e-08,2.5607462646302197e-07,0.9946440457189432,0.08080997357063542,7.4705240474296e-08
0.5,drop050_keep050,0.5,93,0.5,0.009893073565886073,50885.0,101770.0,2.395948594672809e-07,8.645365517319515e-08,3.006619621617951e-07,0.9939898138995875,0.09063473750622451,8.645525102734421e-08
0.5,drop050_keep050,0.5,94,0.5,0.008101552431247232,50885.0,101770.0,1.8287607628482816e-07,7.177943276202979e-08,2.360153644807158e-07,0.9936583315040879,0.07100845258848842,7.17801732988481e-08
0.5,drop050_keep050,0.5,95,0.5,0.011766012612302956,50885.0,101770.0,2.7099007501095095e-07,1.0255839137225519e-07,3.414004903920962e-07,0.9938375677855855,0.10323147103773711,1.0255924787813704e-07
0.5,drop050_keep050,0.5,96,0.5,0.011648204593110868,50885.0,101770.0,2.733106292709585e-07,1.0140868833744085e-07,3.4307408710084506e-07,0.9938766836266809,0.10015109604233298,1.0141018617279743e-07
0.5,drop050_keep050,0.5,97,0.5,0.007735551820453578,50885.0,101770.0,1.893329104126373e-07,6.657047734002967e-08,2.348395896707993e-07,0.9941114858644676,0.06970451118869797,6.657112833587806e-08
0.5,drop050_keep050,0.5,98,0.5,0.00957872791493217,50885.0,101770.0,2.3330977990159514e-07,8.417021864980583e-08,2.9152627407163877e-07,0.994262504312349,0.09041489948184478,8.417137858680907e-08
0.5,drop050_keep050,0.5,99,0.5,0.008125828689710063,50885.0,101770.0,2.0164014361130994e-07,7.074804441224207e-08,2.532475723904084e-07,0.9946188190782492,0.07698726117352314,7.074928951092769e-08
0.5,drop050_keep050,0.5,100,0.5,0.01048191865329397,50885.0,101770.0,2.677795497553816e-07,9.190629954452637e-08,3.20630651180431e-07,0.9947079025559094,0.09843082005760526,9.190774019959954e-08
0.5,drop050_keep050,0.5,101,0.5,0.009525786739296204,50885.0,101770.0,2.2155679696877377e-07,8.205013177668612e-08,2.7144332011027244e-07,0.9940599063463008,0.08610139181937426,8.205057917353137e-08
0.5,drop050_keep050,0.5,102,0.5,0.008933298477909886,50885.0,101770.0,3.2267654214856755e-07,7.705298423846781e-08,3.1208855097260724e-07,0.9938798259668965,0.08607014109736062,7.70543875573537e-08
0.5,drop050_keep050,0.5,103,0.5,0.0074381763731336216,50885.0,101770.0,1.7413563917489532e-07,6.549216124038171e-08,2.23323275592751e-07,0.9938431421407061,0.06819284305395137,6.54925527191758e-08
0.5,drop050_keep050,0.5,104,0.5,0.008655325911169,50885.0,101770.0,1.94708428002953e-07,7.425236612965449e-08,2.4172442158513837e-07,0.994138172111032,0.07536552611697167,7.425319289126745e-08
0.5,drop050_keep050,0.5,105,0.5,0.010184542485025313,50885.0,101770.0,2.4545113823910206e-07,8.787607375551069e-08,3.013781902231583e-07,0.994246310911936,0.0924961150776536,8.787753208015266e-08
0.5,drop050_keep050,0.5,106,0.5,0.0116173320244381,50885.0,101770.0,2.7247208183676726e-07,1.0065424198227997e-07,3.405781185434154e-07,0.9945851545183868,0.10405756602142151,1.0065556136038193e-07
0.5,drop050_keep050,0.5,107,0.5,0.00947823607859514,50885.0,101770.0,2.2769661228545082e-07,8.218905909365703e-08,2.819897765407585e-07,0.9940976102924151,0.08465345629190146,8.219046691902779e-08
0.5,drop050_keep050,0.5,108,0.5,0.009664282841909072,50885.0,101770.0,2.3742724303076086e-07,8.452815646136617e-08,2.966724641433538e-07,0.9942403288447594,0.08886656039428521,8.452946713596922e-08
0.5,drop050_keep050,0.5,109,0.5,0.009444404121777184,50885.0,101770.0,2.3723097779343134e-07,8.231353302376832e-08,2.8609554521633945e-07,0.9942045049548528,0.08878236878074942,8.231402177295554e-08
