epoch,valid_mean_error,test_mean_error,valid_mc_error,test_mc_error,train_loss,train_kl_raw,train_nll,snr_q50_db,snr_q75_db
1,0.5185,0.5065,0.6153,0.613,2982.788984449931,10522892.774936061,291.51202634533325,-0.3435780107975006,4.533445835113525
2,0.3961,0.37660000000000005,0.42379999999999995,0.40580000000000005,2961.6542356837435,10497511.337595908,276.8686900809597,-0.717704176902771,4.399394989013672
3,0.2721,0.2593,0.27680000000000005,0.2601,2893.4458675921123,10476567.299232736,214.01685302031916,-1.0299490690231323,4.316803932189941
4,0.2086,0.1926,0.2087,0.1936,2800.7960664012526,10460302.982097186,125.5267303837535,-1.3442038297653198,4.235656261444092
5,0.17200000000000004,0.1582,0.17120000000000002,0.15859999999999996,2758.4610430236953,10442829.71611253,87.66056479334522,-1.690601110458374,4.123205184936523
6,0.1493,0.13780000000000003,0.14970000000000006,0.13980000000000004,2737.4906652113987,10424059.179028125,71.49083871670705,-2.0569801330566406,3.990776538848877
7,0.13239999999999996,0.12439999999999996,0.13370000000000004,0.12450000000000006,2723.6723264416164,10404546.874680296,62.66285579710669,-2.4433646202087402,3.8475260734558105
8,0.12280000000000002,0.11450000000000005,0.12180000000000002,0.11560000000000004,2713.443983151173,10385774.248081831,57.23570590982655,-2.8365063667297363,3.6928203105926514
9,0.11499999999999999,0.10899999999999999,0.11519999999999997,0.10799999999999998,2704.8405568154576,10366515.020460358,53.557903948342386,-3.2345900535583496,3.5281765460968018
10,0.11040000000000005,0.10419999999999996,0.11199999999999999,0.1048,2697.362789222348,10348082.713554988,50.794287791337474,-3.637561082839966,3.3562417030334473
11,0.10709999999999997,0.10299999999999998,0.10740000000000005,0.10229999999999995,2690.8191561101335,10330034.347826088,48.86661517345692,-4.038758277893066,3.1756715774536133
12,0.10460000000000003,0.09770000000000001,0.10509999999999997,0.09789999999999999,2684.8820026524527,10313034.061381076,47.27734302315866,-4.44138240814209,2.9862380027770996
13,0.10570000000000002,0.09799999999999998,0.10460000000000003,0.09730000000000005,2679.2713882173107,10295857.268542212,46.05977405245655,-4.847127914428711,2.787067413330078
14,0.10140000000000005,0.09330000000000005,0.10240000000000005,0.09319999999999995,2673.8545365199407,10279878.946291562,44.72944927947294,-5.244067192077637,2.577688694000244
15,0.09989999999999999,0.09360000000000002,0.10160000000000002,0.0938,2668.8464005804435,10263777.156010235,43.83941049892886,-5.639634609222412,2.361556053161621
16,0.09989999999999999,0.09079999999999999,0.09860000000000002,0.09140000000000004,2664.173247432464,10248700.342710992,43.02222172866391,-6.032405853271484,2.1370785236358643
17,0.09730000000000005,0.08889999999999998,0.09719999999999995,0.08989999999999998,2659.6150832700623,10234009.375959065,42.22133940869889,-6.414920806884766,1.9026315212249756
18,0.09640000000000004,0.08850000000000002,0.09499999999999997,0.08809999999999996,2655.2331686580897,10220202.22250639,41.37067811385444,-6.7877655029296875,1.6612015962600708
19,0.09499999999999997,0.08750000000000002,0.09570000000000001,0.0877,2651.1306776744345,10206627.115089506,40.74006949910122,-7.15327262878418,1.4148821830749512
20,0.09209999999999996,0.08450000000000002,0.09250000000000003,0.08399999999999996,2647.192824263709,10193529.915601024,40.1518825667594,-7.513645172119141,1.1599398851394653
21,0.09330000000000005,0.08450000000000002,0.09230000000000005,0.08489999999999998,2643.3976988341205,10180932.744245533,39.57855011922931,-7.855608940124512,0.8949573636054993
22,0.08989999999999998,0.08199999999999996,0.09019999999999995,0.0827,2639.821646844032,10169015.685422013,39.05032628149634,-8.184581756591797,0.6252750754356384
23,0.08879999999999999,0.08020000000000005,0.08979999999999999,0.08079999999999998,2636.2595689388168,10157614.787723789,38.404088066666965,-8.513298034667969,0.3468286097049713
24,0.08679999999999999,0.07979999999999998,0.08789999999999998,0.08099999999999996,2632.98540713415,10146435.491048586,37.98908057542101,-8.829584121704102,0.06365019828081131
25,0.0857,0.07989999999999997,0.08550000000000002,0.07909999999999995,2629.7760474944052,10135693.143222505,37.52712615127755,-9.137720108032227,-0.22817090153694153
26,0.08350000000000002,0.07779999999999998,0.08540000000000003,0.07750000000000001,2626.5720189867725,10125537.805626595,36.92037696057878,-9.42603874206543,-0.5189658403396606
27,0.08289999999999997,0.07640000000000002,0.08309999999999995,0.07630000000000003,2623.6253914991617,10115609.237851657,36.51301379581847,-9.699752807617188,-0.8205177783966064
28,0.0826,0.07540000000000002,0.08350000000000002,0.0766,2620.8383807794507,10106481.708439896,36.06040612145152,-9.97658920288086,-1.1269173622131348
29,0.08179999999999998,0.07389999999999997,0.08240000000000003,0.07379999999999998,2618.026256044198,10097294.283887459,35.5980111217255,-10.234821319580078,-1.4347002506256104
30,0.08120000000000005,0.07389999999999997,0.08050000000000002,0.07479999999999998,2615.349234110257,10088501.892583128,35.16968602719513,-10.48620319366455,-1.745302677154541
31,0.08079999999999998,0.07369999999999999,0.08030000000000004,0.07399999999999995,2612.9541121773104,10080750.025575453,34.75713322534586,-10.730582237243652,-2.053577184677124
32,0.08020000000000005,0.07150000000000001,0.08050000000000002,0.07230000000000003,2610.2083050271754,10071912.286445018,34.27161816257955,-10.956291198730469,-2.360236167907715
33,0.07740000000000002,0.07069999999999999,0.07720000000000005,0.07089999999999996,2607.9680637837664,10064371.294117646,33.960021589723084,-11.177902221679688,-2.6639647483825684
34,0.07750000000000001,0.06989999999999996,0.07769999999999999,0.07069999999999999,2605.5675370394406,10057005.920716116,33.44321475309484,-11.381681442260742,-2.9669461250305176
35,0.07599999999999996,0.06879999999999997,0.07679999999999998,0.07089999999999996,2603.476084833559,10049918.87979539,33.16430385521308,-11.584997177124023,-3.2558445930480957
36,0.07520000000000004,0.06840000000000002,0.07609999999999995,0.0685,2601.2383930177007,10042749.72634271,32.760163480363545,-11.772415161132812,-3.5515613555908203
37,0.07479999999999998,0.0676,0.07540000000000002,0.06799999999999995,2599.2117161275164,10036363.491048595,32.366796898415025,-11.951528549194336,-3.8396947383880615
38,0.07420000000000004,0.06779999999999997,0.07509999999999994,0.06659999999999999,2597.1085745184632,10029993.186700769,31.892884464215147,-12.13332462310791,-4.119263172149658
39,0.07310000000000005,0.06559999999999999,0.07369999999999999,0.06440000000000001,2595.301108435903,10024036.971867006,31.608747399371616,-12.302231788635254,-4.386554718017578
40,0.07179999999999997,0.06479999999999997,0.07179999999999997,0.06520000000000004,2593.3120085967475,10017971.176470593,31.171002588003798,-12.459341049194336,-4.655322551727295
41,0.07140000000000002,0.06489999999999996,0.07230000000000003,0.06459999999999999,2591.560535011389,10012392.084398985,30.84640377073948,-12.613704681396484,-4.907998085021973
42,0.07120000000000004,0.06499999999999995,0.07189999999999996,0.06469999999999998,2589.6698400785253,10006483.235294115,30.466933899218496,-12.760208129882812,-5.159746170043945
43,0.07120000000000004,0.06259999999999999,0.07240000000000002,0.06230000000000002,2588.116552484616,10001611.690537097,30.159563064575174,-12.900737762451172,-5.393343925476074
44,0.0695,0.06169999999999998,0.07020000000000004,0.062000000000000055,2586.4330105598588,9996134.465473153,29.87684516955517,-13.035547256469727,-5.628892421722412
45,0.06969999999999998,0.061899999999999955,0.07079999999999997,0.062000000000000055,2584.9252623731227,9991573.06138107,29.53570615178179,-13.164785385131836,-5.8520965576171875
46,0.06869999999999998,0.05989999999999995,0.06899999999999995,0.0615,2583.412786849624,9986771.82864451,29.251156441086078,-13.286148071289062,-6.064680099487305
47,0.0676,0.06000000000000005,0.06799999999999995,0.06140000000000001,2581.7760868316404,9981904.306905368,28.85934383606972,-13.412233352661133,-6.278720855712891
48,0.06669999999999998,0.0595,0.06789999999999996,0.059699999999999975,2580.2549352621495,9977373.708439898,28.496917505093553,-13.528636932373047,-6.474442005157471
49,0.0665,0.05830000000000002,0.06599999999999995,0.0595,2578.8740253107017,9973007.496163687,28.23268336957067,-13.642913818359375,-6.661947250366211
