name,percentile,snr,snr_db_20log10
global,0,4.636888775166881e-07,-126.67546642761165
global,1,0.01956799516454339,-34.169073352539705
global,5,0.09809221625328064,-20.167309061857118
global,10,0.19670992195606232,-14.123474678372029
global,25,0.5013784766197205,-5.9966862709819315
global,50,1.0796080231666565,0.6653220675980325
global,75,1.8868102133274078,5.514564368427623
global,90,2.7602663516998294,8.81901982603055
global,95,3.3446713685989375,10.487069050056038
global,98,4.098715963363648,12.252956464314828
global,99,4.712549977302545,13.465119379932107
global,100,38.37668991088867,31.68135025977111
layer0.weight,0,6.546023087139474e-06,-103.68044934628105
layer0.weight,1,0.019831633437424896,-34.052830272619566
layer0.weight,5,0.09946312047541142,-20.046758393798278
layer0.weight,10,0.19924989044666291,-14.012038174415775
layer0.weight,25,0.5075500756502151,-5.890422063144542
layer0.weight,50,1.0933751463890076,0.7753839535929896
layer0.weight,75,1.9139959216117859,5.638820160735049
layer0.weight,90,2.8097462415695187,8.973341979129183
layer0.weight,95,3.410471522808075,10.656288551092318
layer0.weight,98,4.188950185775757,12.442103916838228
layer0.weight,99,4.782635321617127,13.59334533916649
layer0.weight,100,18.736980438232422,25.453992067560783
layer1.weight,0,4.636888775166881e-07,-126.67546642761165
layer1.weight,1,0.019275373853743075,-34.29994379769926
layer1.weight,5,0.09658826291561126,-20.30151288815305
layer1.weight,10,0.1939291775226593,-14.247136888692705
layer1.weight,25,0.4947547987103462,-6.112199696114455
layer1.weight,50,1.0637624859809875,0.5368934136425614
layer1.weight,75,1.8535236120224,5.359962457494527
layer1.weight,90,2.692360806465149,8.602665195412747
layer1.weight,95,3.233633148670197,10.19381496480721
layer1.weight,98,3.8828842544555666,11.783088895646129
layer1.weight,99,4.351975936889648,12.773729707584932
layer1.weight,100,10.761726379394531,20.637638915276682
layer2.weight,0,7.623564306413755e-05,-82.35683863964863
layer2.weight,1,0.06264264665544034,-24.062598386685924
layer2.weight,5,0.2989439055323601,-10.48820942180836
layer2.weight,10,0.6011721551418304,-4.4200229761617935
layer2.weight,25,1.6669772267341614,4.438593229455027
layer2.weight,50,4.116254091262817,12.290043506654664
layer2.weight,75,8.199939250946045,18.276212485696465
layer2.weight,90,12.94013786315918,22.238778052201475
layer2.weight,95,16.024856853485105,24.09588316732834
layer2.weight,98,19.62023422241211,25.8540837514873
layer2.weight,99,21.937194194793708,26.82362147865442
layer2.weight,100,38.37668991088867,31.68135025977111
