schema_version,run_id,method,dataset,model,iid,balanced,noniid_alpha,unbalanced_alpha,num_devices,num_virtual_clients,client_fraction,num_rounds,local_epochs,batch_size,lr,seed,final_global_accuracy,final_global_loss,final_global_nll,final_global_ece,final_local_accuracy_weighted,best_global_accuracy,best_global_accuracy_round,best_global_ece,best_global_ece_round,final_posterior_sigma_mean,final_posterior_snr_raw_p50,final_posterior_snr_frac_gt_1,total_time_sec,mean_round_time_sec,final_model_path
bayesfl_observability_v1,vi_lr0p001_b128_e2,vi,mnist,mlp,0,0,0.1,0.5,300,24,0.05,60,2,128,0.05,42,0.7082,1.1006122486114502,1.1006122486114502,0.259981077079475,0.9067981755864156,0.7103,56,0.03225067350640893,8,0.05524334076667911,0.3380733819043587,0.016900854868821855,337.202373445034,5.476616395057225,outputs/tune_vi_mnist_noniid_unbalanced/vi_lr0p001_b128_e2/final_model.pt
