run_id,round,logical_round,physical_round,phase,client_id,num_examples,distance_m,train_loss,phase1_loss,phase2_loss,local_steps,learning_rate,local_precision_mean,local_precision_min,local_precision_max,local_precision_delta_l2,local_precision_delta_max_abs,local_precision_changed_fraction,local_precision_gradient_l2_mean,local_precision_gradient_max_abs,local_nu_l2,local_implied_mean_l2,sparse_enabled,sparse_selection,sparse_keep_ratio,sparse_kept_coordinates,sparse_total_coordinates,sparse_score_threshold,sparse_score_mean,sparse_selected_score_mean,sparse_dropped_score_mean
fig2_default_proposed_rep00_seed12025,1,1,1,precision,0,57,190.8422478688452,4.143358304207784,4.143358304207784,0.0,1,,9999.999999999935,9999.999995268314,10000.000003610476,4.268360194065147e-05,4.731686203740537e-06,0.9990394711494446,0.0007113933733035785,7.886144916319136e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,1,44,176.931883462129,3.7512541337446734,3.7512541337446734,0.0,1,,9999.999999999973,9999.99999718339,10000.000004819361,2.596623029747132e-05,4.8193614929914474e-06,0.998801052570343,0.00043277050957022366,8.032269729766047e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,2,45,185.00010354152397,3.8175297037760414,3.8175297037760414,0.0,1,,10000.000000000018,9999.999996864566,10000.000004322847,2.9020658985186972e-05,4.322846507420763e-06,0.9987707138061523,0.0004836776508550381,7.204744811450073e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,3,52,148.35181945273038,3.5626917912409857,3.5626917912409857,0.0,1,,9999.999999999947,9999.999996664865,10000.000002854826,3.249952672937749e-05,3.3351352612953633e-06,0.9990090727806091,0.0005416587682843159,5.558558904850072e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,4,59,126.55076390080153,3.8845033807269598,3.8845033807269598,0.0,1,,10000.000000000002,9999.999994597567,10000.000006228232,5.076103780969273e-05,6.228232450666837e-06,0.9991796612739563,0.0008460172963825351,0.00010380387364391624,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,5,46,170.6955517183218,3.755856057871943,3.755856057871943,0.0,1,,10000.000000000007,9999.999996230541,10000.000005003281,2.8114517223763705e-05,5.0032813305733725e-06,0.9982904195785522,0.00046857529754536816,8.338803169124896e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,6,59,137.70571026366684,3.7064309330309855,3.7064309330309855,0.0,1,,10000.000000000004,9999.99999560827,10000.000005975466,4.297988678706696e-05,5.975465683150105e-06,0.99920654296875,0.0007163314422026847,9.959109997007427e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,7,54,83.8005256894009,3.334979530617043,3.334979530617043,0.0,1,,9999.999999999969,9999.999997366089,10000.0000032973,2.3102943405908278e-05,3.2973002817016095e-06,0.9984715580940247,0.0003850490504560574,5.495501105451522e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,8,59,166.50843968578872,4.543932639946372,4.543932639946372,0.0,1,,9999.999999999953,9999.999996362638,10000.00000416482,3.43398838070242e-05,4.1648199839983135e-06,0.9991785287857056,0.0005723313942881674,6.941365824013449e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,9,44,199.91051520759,4.269014878706499,4.269014878706499,0.0,1,,9999.999999999978,9999.999996953338,10000.000003567966,3.2666716777455724e-05,3.567965904949233e-06,0.9988816976547241,0.0005444452756708307,5.946609832271371e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,10,58,118.99017975049581,2.99863176016972,2.99863176016972,0.0,1,,9999.999999999953,9999.999991827566,10000.000006061762,3.976737934225968e-05,8.172433808795176e-06,0.9990371465682983,0.0006627896577971975,0.0001362072363105671,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,11,44,80.2853813059076,2.5329902648925784,2.5329902648925784,0.0,1,,9999.99999999998,9999.999997009323,10000.000002800962,2.7618082929421677e-05,2.9906768759246916e-06,0.9978931546211243,0.0004603013975130828,4.9844628156534545e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,12,57,190.9470805048634,3.5380028440241227,3.5380028440241227,0.0,1,,10000.000000000018,9999.999997659841,10000.000004337628,2.707236166526703e-05,4.337627615313977e-06,0.9985883831977844,0.00045120601844254583,7.229380557357953e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,13,37,158.4014336015482,5.6801910400390625,5.6801910400390625,0.0,1,,9999.999999999989,9999.99999559615,10000.0000020658,2.5285328326045865e-05,4.4038497435394675e-06,0.9986982345581055,0.0004214221418755986,7.339749886466053e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,14,57,168.41806847951582,3.2241975483141445,3.2241975483141445,0.0,1,,10000.000000000007,9999.999996461416,10000.000004094338,3.791830679404762e-05,4.094337782589719e-06,0.9993175864219666,0.0006319717897834906,6.823897080635962e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,15,57,39.14722172563042,3.757639245819627,3.757639245819627,0.0,1,,9999.999999999916,9999.999995885944,10000.000003284442,4.3136883541381566e-05,4.114055627724156e-06,0.9992696642875671,0.0007189480582152996,6.856760358341014e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
