schema_version,run_id,round,method,physical_client_id,virtual_client_id,num_examples,sparse_comm_enabled,sparse_metric,sparse_ratio,sparse_warmup_rounds,sparse_num_params_total,sparse_num_params_sent,sparse_compression_ratio,sparse_threshold,sparse_score_mean,sparse_score_p50,sparse_score_p90,sparse_sent_update_l2,sparse_dropped_update_l2,sparse_sent_update_fraction_l2,update_l2_norm,label_entropy,kl_to_global_label_distribution,local_epochs,batch_size,train_loss,task_loss,prior_loss,regularization_loss,vi_effective_lr,num_batches,update_linf_norm,update_cosine_to_global,drift_from_global_before_l2,vi_elbo_loss,vi_kl_loss,vi_kl_loss_per_example,vi_kl_per_param,vi_likelihood_loss,vi_complexity_cost,vi_loc_l2,vi_scale_mean,vi_scale_std,vi_scale_p50,vi_scale_p90,vi_scale_max,vi_snr_raw_mean,vi_snr_raw_p50,vi_snr_raw_p90,num_examples_train
bayesfl_observability_v1,vi_sparse_random_keep10,1,vi,151,12,233,1,update_snr,0.1,0,159010,15901,0.1,0.10529492284046717,0.05360373280484056,0.04900553325191919,0.10529492272510943,0.7606074829736432,1.0338680799094,0.5925979528502586,1.2835135175801702,0.14950144571405588,2.251522034186354,1,32,192.4018872976303,1.9497171164582217,1.4244860446999337,1.4244860446999337,0.001,,0.007984938099980354,0.9884842010741786,1.2835135175801702,192.4018872976303,331.90524841508454,1.4244860446999337,0.002087323114364408,1.9497171164582217,1.4244860446999337,8.48188314597797,0.05009002876138546,0.00017337382559588728,0.050093576312065125,0.050327764451503755,0.050394605845212936,0.3645031497516165,0.35919638486093974,0.6513981127276364,233
bayesfl_observability_v1,vi_sparse_random_keep10,1,vi,237,19,39,1,update_snr,0.1,0,159010,15901,0.1,0.0397387979918082,0.028375510692710184,0.033072304813833865,0.03973876728927594,0.25180540931369555,0.5549251961878787,0.41321354332839655,0.6093832435535061,1.3898628753106193,0.9179151593699346,1,32,57.33721733093262,2.3013570736616087,1.9144399826179177,1.9144399826179177,0.001,,0.002001360058784485,0.9973688417936107,0.6093832435535061,57.33721733093262,74.66315932209879,1.9144399826179177,0.0004695500869259719,2.3013570736616087,1.9144399826179177,8.405970198835638,0.05003279161297872,7.151705478383823e-05,0.05006812885403633,0.050097621977329254,0.05009770020842552,0.3627298546518476,0.3595066576940087,0.6471056737930481,39
bayesfl_observability_v1,vi_sparse_random_keep10,1,vi,117,9,8,1,update_snr,0.1,0,159010,15901,0.1,0.020019518686325417,0.019992863174254416,0.0199805044644371,0.020019518686325417,0.12609918924959215,0.37829744135157367,0.31622786110939954,0.39876052921841676,0.5623351446188083,1.7518051301834499,1,32,20.688907623291016,2.2197282314300537,3.994162666505935,3.994162666505935,0.001,,0.0010000020265579224,0.9988707904718076,0.39876052921841676,20.688907623291016,31.95330133204748,3.994162666505935,0.00020095152086062185,2.2197282314300537,3.994162666505935,8.393294372525293,0.050017883292766054,4.5381077859790716e-05,0.050048794597387314,0.050048794597387314,0.050048794597387314,0.36239545271834855,0.35960528186270013,0.6462929710674602,8
bayesfl_observability_v1,vi_sparse_random_keep10,1,vi,50,4,14,1,update_snr,0.1,0,159010,15901,0.1,0.020019518686325417,0.019992784089764307,0.0199805044644371,0.020019518686325417,0.12609918907233672,0.37829743974477537,0.31622786191818003,0.398760527638021,0.8953326659680909,1.3255516450199865,1,32,46.122846603393555,2.2936932700020924,2.282378681583954,2.282378681583954,0.001,,0.0010000020265579224,0.9988707091210046,0.398760527638021,46.122846603393555,31.953301542175357,2.282378681583954,0.0002009515221820977,2.2936932700020924,2.282378681583954,8.392993662371275,0.05001808080538048,4.530286489141471e-05,0.050048794597387314,0.050048794597387314,0.050048794597387314,0.3624764899834255,0.35977716602901266,0.6463640551387873,14
bayesfl_observability_v1,vi_sparse_random_keep10,1,vi,263,21,237,1,update_snr,0.1,0,159010,15901,0.1,0.10501374830005526,0.05363935261968225,0.04915146267373587,0.10501098625398445,0.7595731193483679,1.0342075846588685,0.5919484473414621,1.2831744432471033,0.7768433258123565,1.5365177254738465,1,32,215.0593867301941,1.9104064265383949,1.3997538123885116,1.3997538123885116,0.001,,0.007952655665576458,0.9884919215411266,1.2831744432471033,215.0593867301941,331.74165353607725,1.3997538123885116,0.002086294280460834,1.9104064265383949,1.3997538123885116,8.482466709394277,0.05009060068533099,0.00017355125273472825,0.05009455606341362,0.05032777786254883,0.050394803285598755,0.36453969714910284,0.35903641118188023,0.6517062121084009,237
bayesfl_observability_v1,vi_sparse_random_keep10,1,vi,267,21,340,1,update_snr,0.1,0,159010,15901,0.1,0.12132510566335716,0.060830848247021785,0.05451114441253716,0.1213240214945663,0.9062545576460228,1.1636046152652135,0.614459575725637,1.4748806812487132,0.49629795412582844,1.8891532045272958,1,32,264.48974019830877,1.9443949867697323,1.2898541428297459,1.2898541428297459,0.001,,0.010430391877889633,0.9848813545320538,1.4748806812487132,264.48974019830877,438.5504085621136,1.2898541428297459,0.0027580052107547552,1.9443949867697323,1.2898541428297459,8.51398506145736,0.050107505718949764,0.00020858372330104463,0.05010383948683739,0.050397321581840515,0.05054260417819023,0.36523393472766363,0.3592708220607723,0.6553481100151514,340
bayesfl_observability_v1,vi_sparse_random_keep10,1,vi,189,15,1,1,update_snr,0.1,0,159010,15901,0.1,0.020019518686325417,0.019992885005487404,0.0199805044644371,0.020019518686325417,0.12609918892462388,0.37829744133819965,0.31622786038601,0.398760529102965,-0.0,2.3292713582565514,1,32,6.214299201965332,2.3438568115234375,31.953301196083814,31.953301196083814,0.001,,0.0010000020265579224,0.9988710335775463,0.398760529102965,6.214299201965332,31.953301196083814,31.953301196083814,0.00020095152000555822,2.3438568115234375,31.953301196083814,8.394166180293663,0.05001782870075814,4.5402522062283645e-05,0.050048794597387314,0.050048794597387314,0.050048794597387314,0.3624985479566722,0.35990553983759044,0.6465054860938647,1
bayesfl_observability_v1,vi_sparse_random_keep10,1,vi,163,13,167,1,update_snr,0.1,0,159010,15901,0.1,0.09027652573265213,0.047251669328783275,0.044563981860437904,0.09027651626711398,0.632007886567588,0.9201864681543234,0.5661514366401341,1.11632302890245,0.7494436652757661,1.488660305959026,1,32,171.3699714342753,2.1622008592068793,1.5025953829434526,1.5025953829434526,0.001,,0.005997559055685997,0.991253299430592,1.11632302890245,171.3699714342753,250.9334289515566,1.5025953829434526,0.0015780984148893566,2.1622008592068793,1.5025953829434526,8.45871258140187,0.050074650547800144,0.00014544304755647559,0.05008380115032196,0.05026654154062271,0.050294987857341766,0.36389394040142475,0.3592993581611569,0.649667311764357,167
bayesfl_observability_v1,vi_sparse_random_keep10,1,vi,171,13,720,1,update_snr,0.1,0,159010,15901,0.1,0.15416826068738665,0.07547139880446885,0.06497807266013689,0.15416779871974146,1.2134008825165887,1.425896260296042,0.6480790274883141,1.872303887412046,0.8947993234419066,1.3755222828587679,1,32,465.4616000963294,1.735336544778612,0.9839776855246153,0.9839776855246153,0.001,,0.017588749527931213,0.9759715911620457,1.872303887412046,465.4616000963294,708.463933577723,0.9839776855246153,0.004455467791822671,1.735336544778612,0.9839776855246153,8.592570173461608,0.05015260891029613,0.0003045917929002845,0.05013078451156616,0.050573449581861496,0.05111868306994438,0.3675051165895938,0.3595407647840976,0.6631842008544047,720
bayesfl_observability_v1,vi_sparse_random_keep10,1,vi,233,18,389,1,update_snr,0.1,0,159010,15901,0.1,0.12984432873581372,0.06462755246117456,0.057097298953990176,0.12984382529334318,0.9807735690254946,1.2325220549791784,0.6226628746797653,1.5751277439335132,-0.0,2.3277319754160017,1,32,308.9759828860943,1.5107104637322513,1.2863895927117563,1.2863895927117563,0.001,,0.01223124098032713,0.9827966584476556,1.5751277439335132,308.9759828860943,500.4055515648732,1.2863895927117563,0.0031470068018670094,1.5107104637322513,1.2863895927117563,8.52844766185692,0.05011716926133387,0.00022901071111543366,0.05010809935629368,0.05043686181306839,0.050641465932130814,0.36564152992594107,0.35926051840056095,0.6564497542720296,389
