schema_version,run_id,round,method,dataset,model,iid,balanced,noniid_alpha,unbalanced_alpha,num_devices,num_virtual_clients,client_fraction,selected_count,selected_examples,total_examples,local_epochs,batch_size,lr,seed,eval_every,heavy_eval_every,eval_mc_samples,round_time_sec,fit_time_sec,aggregate_time_sec,eval_time_sec,num_fit_failures,active_physical_devices,active_virtual_clients,accuracy,loss,train_loss,global_accuracy,global_error_rate,global_loss,global_nll,global_brier,global_ece,global_mce,global_mean_confidence,global_mean_entropy,global_num_eval_examples,global_mean_accuracy,global_mean_loss,global_mean_nll,global_mean_brier,global_mean_ece,global_mean_mce,global_mean_prediction_confidence,global_mean_prediction_entropy,global_mc_accuracy,global_mc_loss,global_mc_nll,global_mc_brier,global_mc_ece,global_mc_mce,global_mc_mean_confidence,global_mc_mean_entropy,global_mc_posterior_sample_scale,global_mc_samples,global_predictive_entropy,global_expected_entropy,global_mutual_information,global_aleatoric_uncertainty,global_epistemic_uncertainty,global_predictive_variance_mean,global_predictive_variance_std,local_eval_count,local_accuracy_weighted,local_accuracy_mean,local_accuracy_std,local_accuracy_min,local_accuracy_p10,local_accuracy_p25,local_accuracy_p50,local_accuracy_p75,local_accuracy_p90,local_accuracy_max,local_loss_weighted,local_loss_mean,local_loss_std,local_loss_min,local_loss_p50,local_loss_max,local_ece_mean,local_ece_std,local_nll_mean,local_brier_mean,local_forgetting_proxy_mean,local_forgetting_proxy_std,local_forgetting_proxy_weighted,local_global_loss_gap_mean,local_global_acc_gap_mean,client_drift_from_global_l2_mean,client_drift_from_global_l2_std,client_drift_from_global_cosine_mean,client_update_l2_mean,client_update_l2_std,client_update_l2_min,client_update_l2_max,client_update_cosine_mean,train_loss_mean,train_loss_std,task_loss_mean,task_loss_std,prior_loss_mean,prior_loss_std,regularization_loss_mean,regularization_loss_std,vi_elbo_loss_mean,vi_elbo_loss_std,vi_kl_loss_mean,vi_kl_loss_std,vi_likelihood_loss_mean,vi_likelihood_loss_std,vi_complexity_cost_mean,vi_scale_mean,vi_scale_std,vi_scale_p50,vi_scale_p90,vi_scale_max,vi_prior_scale,vi_min_scale,vi_particles,vi_aggregation_mode,ola_prior_lambda,ola_prior_loss_mean,ola_prior_loss_std,ola_task_loss_mean,ola_task_loss_std,ola_fisher_mean,ola_fisher_std,ola_fisher_min,ola_fisher_p10,ola_fisher_p50,ola_fisher_p90,ola_fisher_max,ola_precision_mean,ola_precision_std,ola_precision_min,ola_precision_p10,ola_precision_p50,ola_precision_p90,ola_precision_max,ola_sigma_mean,ola_sigma_std,ola_sigma_p50,ola_sigma_p90,ola_sigma_max,ola_gamma,ola_online_weight_fisher,ola_online_weight_prior,posterior_available,posterior_num_params,posterior_mu_l2,posterior_mu_abs_mean,posterior_mu_abs_std,posterior_mu_abs_p50,posterior_mu_abs_p90,posterior_sigma_mean,posterior_sigma_std,posterior_sigma_min,posterior_sigma_p10,posterior_sigma_p25,posterior_sigma_p50,posterior_sigma_p75,posterior_sigma_p90,posterior_sigma_p95,posterior_sigma_max,posterior_precision_mean,posterior_precision_std,posterior_precision_min,posterior_precision_p50,posterior_precision_p90,posterior_precision_max,posterior_var_trace,posterior_logdet_diag,posterior_entropy_diag_gaussian,posterior_snr_raw_mean,posterior_snr_raw_std,posterior_snr_raw_min,posterior_snr_raw_p10,posterior_snr_raw_p25,posterior_snr_raw_p50,posterior_snr_raw_p75,posterior_snr_raw_p90,posterior_snr_raw_p95,posterior_snr_raw_max,posterior_snr_db_mean,posterior_snr_db_std,posterior_snr_db_p10,posterior_snr_db_p50,posterior_snr_db_p90,posterior_snr_frac_lt_0_5,posterior_snr_frac_lt_1,posterior_snr_frac_lt_2,posterior_snr_frac_lt_5,posterior_snr_frac_gt_1,posterior_snr_frac_gt_2,posterior_snr_frac_gt_5,effective_params_snr_gt_1,effective_params_snr_gt_2,effective_params_snr_gt_5,aggregation_delta_l2,aggregation_delta_linf,aggregation_delta_cosine_to_mean_client_update,aggregation_weight_entropy,aggregation_weight_max,aggregation_weight_min,aggregation_error_proxy,aggregation_energy_before,aggregation_energy_after,posterior_product_precision_mean,posterior_product_precision_std,posterior_product_mu_norm,posterior_product_sigma_mean,selected_label_entropy_mean,selected_label_entropy_std,selected_label_entropy_min,selected_label_entropy_max,selected_kl_to_global_label_mean,selected_kl_to_global_label_std,selected_num_examples_mean,selected_num_examples_std,selected_num_examples_min,selected_num_examples_max,wireless_policy,wireless_selected_channel_snr_db_mean,wireless_selected_channel_snr_db_std,wireless_selected_pathloss_db_mean,wireless_selected_rate_mbps_mean,wireless_selected_delay_ms_mean,wireless_selected_energy_j_mean,wireless_outage_count,ota_noise_power,ota_distortion,ota_mse,digital_packet_error_rate,posterior_snapshot_path,prediction_snapshot_path,snr_histogram_path,calibration_bins_path,posterior_sample_scale,posterior_precision_p10,posterior_precision_p25,posterior_precision_p75,posterior_precision_p95,posterior_snr_db_min,posterior_snr_db_p25,posterior_snr_db_p75,posterior_snr_db_p95,posterior_snr_db_max,train_loss_min,train_loss_p10,train_loss_p50,train_loss_p90,train_loss_max,task_loss_min,task_loss_p10,task_loss_p50,task_loss_p90,task_loss_max,prior_loss_min,prior_loss_p10,prior_loss_p50,prior_loss_p90,prior_loss_max,regularization_loss_min,regularization_loss_p10,regularization_loss_p50,regularization_loss_p90,regularization_loss_max,client_update_l2_p10,client_update_l2_p50,client_update_l2_p90,client_update_cosine_std,client_update_cosine_min,client_update_cosine_p10,client_update_cosine_p50,client_update_cosine_p90,client_update_cosine_max,aggregation_mode,aggregation_delta_cosine,local_nll_std
bayesfl_observability_v1,fedavg_seed42,0,fedavg,mnist,mlp,0,0,0.1,0.5,300,24,0.05,0,,,1,32,0.02,42,1,10,5,1.7727885991334915,,,1.7727913372218609,,,,0.1078,2.2839737342834474,0.0,0.1078,0.8922,2.2839737342834474,2.2839737342834474,0.8973031578063965,0.03257808776050807,0.2757571041584015,0.14037808737754823,2.2793933769226076,10000,0.1078,2.2839737342834474,2.2839737342834474,0.8973031578063965,0.03257808776050807,0.2757571041584015,0.14037808737754823,2.2793933769226076,0.1078,2.2839737342834474,2.2839737342834474,0.8973031578063965,0.03257808776050807,0.2757571041584015,0.14037808737754823,2.2793933769226076,,1,2.2793933769226076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.0001,1,product,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0,101770,6.786648565740691,0.018205730285914008,0.011005761567180238,0.017950959503650665,0.03239535689353943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,random,,,,,,,,,,,,,,,calibration_bins.csv,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bayesfl_observability_v1,fedavg_seed42,1,fedavg,mnist,mlp,0,0,0.1,0.5,300,24,0.05,15,2363,2363,1,32,0.02,42,1,10,5,6.371750716120005,4.94390868768096,0.00649208202958107,1.4276237972080708,0,15,12,0.195,2.2519269649505613,1.0401971195014512,0.195,0.8049999999999999,2.2519269649505613,2.2519269649505613,0.89047386302948,0.13799575589820742,0.21605041573111644,0.3320992454528809,2.0062972003936768,10000,0.195,2.2519269649505613,2.2519269649505613,0.89047386302948,0.13799575589820742,0.21605041573111644,0.3320992454528809,2.0062972003936768,0.195,2.2519269649505613,2.2519269649505613,0.89047386302948,0.13799575589820742,0.21605041573111644,0.3320992454528809,2.0062972003936768,,1,2.0062972003936768,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32160033988183984,0.20159783398411196,0.08510365735824679,0.6738299223171551,0.9984507971285309,1.7331551161980854,0.6630199278892582,1.7331551161980854,0.6630199278892582,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.05,0.0001,1,product,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0,101770,6.809665638074732,0.018241238399137258,0.011086373156193083,0.017972053959965706,0.03242834582924843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32189418226044186,0.03514750301837921,,1.711209525962528,0.3381294964028777,0.00042319085907744394,,,,,,,,0.6906484998061699,0.47288182571049386,,,1.6178549377326719,,157.53333333333333,185.475197503302,1.0,648.0,random,,,,,,,,,,,,,,,calibration_bins.csv,1.0,,,,,,,,,,0.4297453702515007,0.8927639530449318,2.1893298625946045,2.3575896263122558,2.4948177337646484,0.4297453702515007,0.8927639530449318,2.1893298625946045,2.3575896263122558,2.4948177337646484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09716262441400521,0.284041009409448,0.5851483483121676,0.0015446086421038064,0.9951477638916655,0.9963088137967538,0.9991250296273079,0.9998964206891306,0.9999213961348049,fedavg,0.9988847072567087,
bayesfl_observability_v1,fedavg_seed42,2,fedavg,mnist,mlp,0,0,0.1,0.5,300,24,0.05,15,2180,2180,1,32,0.02,42,1,10,5,3.4230223894119263,1.9786673933267593,0.005763951689004898,1.4438650608062744,0,15,13,0.2986,2.4280534481048583,1.0247171988864558,0.2986,0.7014,2.4280534481048583,2.4280534481048583,0.9286588956832885,0.19041647718250748,0.3449709248783006,0.46271014080047607,1.62533850440979,10000,0.2986,2.4280534481048583,2.4280534481048583,0.9286588956832885,0.19041647718250748,0.3449709248783006,0.46271014080047607,1.62533850440979,0.2986,2.4280534481048583,2.4280534481048583,0.9286588956832885,0.19041647718250748,0.3449709248783006,0.46271014080047607,1.62533850440979,,1,1.62533850440979,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31756474666099266,0.16953461637506798,0.08971496516766271,0.7556807062762032,0.998615879695252,1.6778142798461166,0.6838909769805995,1.6778142798461166,0.6838909769805995,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.05,0.0001,1,product,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0,101770,6.840980121938301,0.018285178595800918,0.011202811077807791,0.01800091564655304,0.03247110284864903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4172158712477168,0.04676268994808197,,1.704502058628628,0.4389908256880734,0.0009174311926605505,,,,,,,,0.750533251633368,0.229870570758918,,,1.565437051980861,,145.33333333333334,217.33742327439964,2.0,896.0,random,,,,,,,,,,,,,,,calibration_bins.csv,1.0,,,,,,,,,,0.6796163586633546,0.8859329206335779,1.5304216527938843,2.6435047149658204,2.6706390380859375,0.6796163586633546,0.8859329206335779,1.5304216527938843,2.6435047149658204,2.6706390380859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1559351841304691,0.23729953727809422,0.4848831454164811,0.0014795490774165705,0.9939786865103373,0.9974793729584837,0.999394413140618,0.999736533010818,0.999913219843644,fedavg,0.9981422209215082,
bayesfl_observability_v1,fedavg_seed42,3,fedavg,mnist,mlp,0,0,0.1,0.5,300,24,0.05,15,2209,2209,1,32,0.02,42,1,10,5,3.2831697054207325,1.9011320769786835,0.006914418190717697,1.3816061653196812,0,15,12,0.3961,1.8612802623748779,1.0387032018268658,0.3961,0.6039,1.8612802623748779,1.8612802623748779,0.7542633026123047,0.12980897166728975,0.37129711359739304,0.3267064420700073,1.9548967140197755,10000,0.3961,1.8612802623748779,1.8612802623748779,0.7542633026123047,0.12980897166728975,0.37129711359739304,0.3267064420700073,1.9548967140197755,0.3961,1.8612802623748779,1.8612802623748779,0.7542633026123047,0.12980897166728975,0.37129711359739304,0.3267064420700073,1.9548967140197755,,1,1.9548967140197755,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35101587537313494,0.12547404191821854,0.11424461104539146,0.5260293298700118,0.9985197282687349,1.582876657004771,0.8707128734213807,1.582876657004771,0.8707128734213807,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.05,0.0001,1,product,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0,101770,6.846321278405821,0.018296413263079236,0.011216520828722964,0.018001330085098743,0.03250047937035561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24803448448541746,0.025491461157798767,,1.9545763137175336,0.35083748302399276,0.0009053870529651426,,,,,,,,0.6839854692134526,0.395868036552136,,,1.605505805068147,,147.26666666666668,132.06032291679773,2.0,406.0,random,,,,,,,,,,,,,,,calibration_bins.csv,1.0,,,,,,,,,,0.41701503981788596,0.5809928748484624,1.3282483629558397,2.936540937575404,3.1447075574825973,0.41701503981788596,0.5809928748484624,1.3282483629558397,2.936540937575404,3.1447075574825973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18174891765226966,0.3776867480364832,0.5096027280215825,0.0008992988160781386,0.9970584540953058,0.9972336485854777,0.998476285827421,0.9996449645519226,0.9998607346208955,fedavg,0.999343526653744,
bayesfl_observability_v1,fedavg_seed42,4,fedavg,mnist,mlp,0,0,0.1,0.5,300,24,0.05,15,2335,2335,1,32,0.02,42,1,10,5,3.388261277228594,1.8848106227815151,0.004543773829936981,1.5027895458042622,0,15,10,0.2771,1.934197480392456,0.8386651432297214,0.2771,0.7229,1.934197480392456,1.934197480392456,0.877084765625,0.25285439072102306,0.4661459465789172,0.5299543901443482,1.4952360315322877,10000,0.2771,1.934197480392456,1.934197480392456,0.877084765625,0.25285439072102306,0.4661459465789172,0.5299543901443482,1.4952360315322877,0.2771,1.934197480392456,1.934197480392456,0.877084765625,0.25285439072102306,0.4661459465789172,0.5299543901443482,1.4952360315322877,,1,1.4952360315322877,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3047031849043807,0.13615765894429763,0.16452036483604077,0.7402402384167276,0.998824608382716,1.3640539242228862,0.7872075649729268,1.3640539242228862,0.7872075649729268,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.05,0.0001,1,product,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0,101770,6.881923975428549,0.01834808924812676,0.011345453624323548,0.018000229261815548,0.032581689208745955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37990881461520126,0.033668115735054016,,1.6919175055918885,0.44839400428265525,0.0021413276231263384,,,,,,,,0.55435486216155,0.4521560044710707,,,1.7471083496153843,,155.66666666666666,258.3082568474255,2.0,1047.0,random,,,,,,,,,,,,,,,calibration_bins.csv,1.0,,,,,,,,,,0.3060842195985117,0.521234551680294,1.2733317613601685,2.3701010335575448,3.3054745197296143,0.3060842195985117,0.521234551680294,1.2733317613601685,2.3701010335575448,3.3054745197296143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17051602756187226,0.2912107820612866,0.38651719686284036,0.0012780095146993251,0.9943024436210625,0.998407126037827,0.9991002073436478,0.999690378624783,0.9997121561345323,fedavg,0.9984817941596907,
bayesfl_observability_v1,fedavg_seed42,5,fedavg,mnist,mlp,0,0,0.1,0.5,300,24,0.05,15,1743,1743,1,32,0.02,42,1,10,5,3.3103365637362003,1.94099934771657,0.0056882016360759735,1.3688525967299938,0,15,13,0.5796,1.4410384834289551,0.7828411263420674,0.5796,0.4204,1.4410384834289551,1.4410384834289551,0.6061734038352966,0.18649528741389512,0.3067109484321032,0.39310471305847167,1.7891514427185058,10000,0.5796,1.4410384834289551,1.4410384834289551,0.6061734038352966,0.18649528741389512,0.3067109484321032,0.39310471305847167,1.7891514427185058,0.5796,1.4410384834289551,1.4410384834289551,0.6061734038352966,0.18649528741389512,0.3067109484321032,0.39310471305847167,1.7891514427185058,,1,1.7891514427185058,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3034207788651587,0.09485709438197085,0.13651680152733994,0.45099438091578603,0.9989380354384937,1.3266476171570933,0.6891630092210568,1.3266476171570933,0.6891630092210568,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.05,0.0001,1,product,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0,101770,6.896802556523024,0.01836948837166067,0.011399474446817845,0.018001403659582138,0.03258720636367798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19367106821990188,0.01931331306695938,,2.124958864752726,0.24440619621342513,0.0005737234652897303,,,,,,,,0.6905845621812401,0.34026558851380595,,,1.6135431151187307,,116.2,123.62211236937617,1.0,426.0,random,,,,,,,,,,,,,,,calibration_bins.csv,1.0,,,,,,,,,,0.5592055657939732,0.5841222272401069,1.4663985967636108,2.338649368286133,2.7282445430755615,0.5592055657939732,0.5841222272401069,1.4663985967636108,2.338649368286133,2.7282445430755615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17483348363697349,0.3090662224268801,0.4178726388467113,0.0005864114617384684,0.997868203227606,0.9981631885342868,0.998992333683749,0.9996690786215557,0.9998035098670064,fedavg,0.9996072003697932,
bayesfl_observability_v1,fedavg_seed42,6,fedavg,mnist,mlp,0,0,0.1,0.5,300,24,0.05,15,2411,2411,1,32,0.02,42,1,10,5,3.3196095898747444,1.8914549835026264,0.005335494875907898,1.4276264980435371,0,15,12,0.5968,1.316217077255249,0.7274489524912928,0.5968,0.4032,1.316217077255249,1.316217077255249,0.5882244961738586,0.19742548934668305,0.3052974355331859,0.3993745102882385,1.7374576438903808,10000,0.5968,1.316217077255249,1.316217077255249,0.5882244961738586,0.19742548934668305,0.3052974355331859,0.3993745102882385,1.7374576438903808,0.5968,1.316217077255249,1.316217077255249,0.5882244961738586,0.19742548934668305,0.3052974355331859,0.3993745102882385,1.7374576438903808,,1,1.7374576438903808,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2982475644495953,0.10964968388614414,0.14662216045955742,0.5489338549416103,0.9989466409395996,1.1801812050969973,0.6514142156333187,1.1801812050969973,0.6514142156333187,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.05,0.0001,1,product,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0,101770,6.9192677510888885,0.018401166392432312,0.011481856176973042,0.01800772175192833,0.03264333717525006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2368547340901733,0.02133512869477272,,1.8490103545040277,0.334301119867275,0.0008295313148071339,,,,,,,,0.8148359957643894,0.31612282078522436,,,1.495664966169466,,160.73333333333332,201.06432359377487,2.0,765.0,random,,,,,,,,,,,,,,,calibration_bins.csv,1.0,,,,,,,,,,0.4829878976367449,0.5365425227036864,0.8611479017042345,2.125431474049886,2.564937379302048,0.4829878976367449,0.5365425227036864,0.8611479017042345,2.125431474049886,2.564937379302048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174978787872558,0.2810191790838014,0.4377902563186475,0.0007817348270940991,0.9968766717543031,0.9979736362492814,0.9991723953427816,0.9996697412638902,0.9997752636612546,fedavg,0.9994174924487955,
bayesfl_observability_v1,fedavg_seed42,7,fedavg,mnist,mlp,0,0,0.1,0.5,300,24,0.05,15,2366,2366,1,32,0.02,42,1,10,5,3.266742419451475,1.876650556921959,0.005554713308811188,1.389547385275364,0,15,10,0.4636,1.4065005302429199,0.507062971590375,0.4636,0.5364,1.4065005302429199,1.4065005302429199,0.6483213421821594,0.03319381722658873,0.13009502800499517,0.4539048860549927,1.5744507404327392,10000,0.4636,1.4065005302429199,1.4065005302429199,0.6483213421821594,0.03319381722658873,0.13009502800499517,0.4539048860549927,1.5744507404327392,0.4636,1.4065005302429199,1.4065005302429199,0.6483213421821594,0.03319381722658873,0.13009502800499517,0.4539048860549927,1.5744507404327392,,1,1.5744507404327392,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29521543065252637,0.1022935177586905,0.11705047048548203,0.47300151690089043,0.9989876233977756,1.0383878138081066,0.5280328714447126,1.0383878138081066,0.5280328714447126,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.05,0.0001,1,product,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0,101770,6.944375666506216,0.0184363530295846,0.011573986557192958,0.017982282675802708,0.032687125727534294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21803727438433204,0.02624434232711792,,1.4109014015181773,0.41335587489433645,0.00042265426880811494,,,,,,,,0.5249106133263843,0.4413433088283173,,,1.7986790529036993,,157.73333333333332,238.23139078542013,1.0,765.0,random,,,,,,,,,,,,,,,calibration_bins.csv,1.0,,,,,,,,,,0.18890624959783936,0.42806432731011335,0.9341862866843956,1.563082790374756,2.214492082595825,0.18890624959783936,0.42806432731011335,0.9341862866843956,1.563082790374756,2.214492082595825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16579030509921744,0.2776106452998749,0.4392353988562005,0.0006434280536882192,0.9976811774177231,0.9979976468977235,0.9991966073726561,0.9997041080238892,0.9998572149206276,fedavg,0.9995118641948405,
bayesfl_observability_v1,fedavg_seed42,8,fedavg,mnist,mlp,0,0,0.1,0.5,300,24,0.05,15,2075,2075,1,32,0.02,42,1,10,5,3.8965679071843624,2.348956421017647,0.007750574499368668,1.5468437224626541,0,15,12,0.5996,1.1253846608161926,0.5956248428160885,0.5996,0.4004,1.1253846608161926,1.1253846608161926,0.5179710848808289,0.08818799180388452,0.17419996730924592,0.5114120096206665,1.483199098777771,10000,0.5996,1.1253846608161926,1.1253846608161926,0.5179710848808289,0.08818799180388452,0.17419996730924592,0.5114120096206665,1.483199098777771,0.5996,1.1253846608161926,1.1253846608161926,0.5179710848808289,0.08818799180388452,0.17419996730924592,0.5114120096206665,1.483199098777771,,1,1.483199098777771,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2793147396053622,0.12826415367834776,0.10320574986464685,0.508441495839279,0.9990289633586239,1.0675262821017053,0.6218978185039821,1.0675262821017053,0.6218978185039821,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.05,0.0001,1,product,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0,101770,6.9735147834818205,0.018479276673948414,0.011677226856913197,0.017998941242694855,0.032739863172173506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2609905499189381,0.029032260179519653,,1.781093334836338,0.4130120481927711,0.0019277108433734939,,,,,,,,0.8392664668747916,0.4811242030441931,,,1.4505809226778346,,138.33333333333334,214.31555136190087,2.0,855.0,random,,,,,,,,,,,,,,,calibration_bins.csv,1.0,,,,,,,,,,0.35434478922196994,0.6035070908505257,0.883234457934604,1.7565199829283213,2.8736138343811035,0.35434478922196994,0.6035070908505257,0.883234457934604,1.7565199829283213,2.8736138343811035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148971948044876,0.21954824473380657,0.4908590301280215,0.0008509884528559687,0.997374769260718,0.9975193052597581,0.9995010644949373,0.9997682703474057,0.999889777256847,fedavg,0.9993054764194392,
bayesfl_observability_v1,fedavg_seed42,9,fedavg,mnist,mlp,0,0,0.1,0.5,300,24,0.05,15,1581,1581,1,32,0.02,42,1,10,5,3.4549019932746887,1.9636021666228771,0.007454216480255127,1.4905203245580196,0,15,10,0.7622,0.9423624059677124,0.4479893351104499,0.7622,0.2378,0.9423624059677124,0.9423624059677124,0.41361244840621947,0.24371530182212592,0.3589807731640048,0.5184846979141235,1.491696881866455,10000,0.7622,0.9423624059677124,0.9423624059677124,0.41361244840621947,0.24371530182212592,0.3589807731640048,0.5184846979141235,1.491696881866455,0.7622,0.9423624059677124,0.9423624059677124,0.41361244840621947,0.24371530182212592,0.3589807731640048,0.5184846979141235,1.491696881866455,,1,1.491696881866455,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2323399173899057,0.11773083972132924,0.05766101119452728,0.4526441289918638,0.9993058838255995,0.8602400164807096,0.5893793651292653,0.8602400164807096,0.5893793651292653,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.05,0.0001,1,product,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0,101770,6.987899922318468,0.018500502355335822,0.011728006867269781,0.01800987310707569,0.032777733355760584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16287446649858286,0.017637059092521667,,1.8773831910452832,0.2567994939911448,0.0018975332068311196,,,,,,,,0.6522591627650056,0.3878453786575586,,,1.6377439128665328,,105.4,129.29233027007697,1.0,406.0,random,,,,,,,,,,,,,,,calibration_bins.csv,1.0,,,,,,,,,,0.2755724475690813,0.3098951409970011,0.4648197545455052,1.7625111579895019,2.0813522338867188,0.2755724475690813,0.3098951409970011,0.4648197545455052,1.7625111579895019,2.0813522338867188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07953132222107846,0.24186943020432533,0.391854524933754,0.0006067634927923391,0.9978997040875726,0.9984353852599489,0.9993995741494023,0.999933529250093,0.9999659599788582,fedavg,0.9997299298282025,
