schema_version,run_id,method,dataset,model,iid,balanced,noniid_alpha,unbalanced_alpha,num_devices,num_virtual_clients,client_fraction,num_rounds,local_epochs,batch_size,lr,seed,final_global_accuracy,final_global_loss,final_global_nll,final_global_ece,final_local_accuracy_weighted,best_global_accuracy,best_global_accuracy_round,best_global_ece,best_global_ece_round,final_posterior_sigma_mean,final_posterior_snr_raw_p50,final_posterior_snr_frac_gt_1,total_time_sec,mean_round_time_sec,final_model_path
bayesfl_observability_v1,vi_update_snr_prune098_keep002_seed42,vi,mnist,mlp,0,0,0.1,0.5,300,24,0.05,200,5,256,0.05,42,0.8676,0.49239872217178343,0.49239872217178343,0.05703517079949378,0.9483238122061551,0.8904,185,0.008557366389036206,46,0.07218547176111771,1.661892796839795,0.6842389702269824,920.9083105698228,4.550788341025215,outputs/sparse_comm_mnist_noniid_unbalanced/vi_update_snr_prune098_keep002_seed42/final_model.pt
