schema_version,run_id,round,method,physical_client_id,virtual_client_id,num_examples,sparse_comm_enabled,sparse_metric,sparse_ratio,sparse_warmup_rounds,sparse_num_params_total,sparse_num_params_sent,sparse_compression_ratio,sparse_threshold,sparse_score_mean,sparse_score_p50,sparse_score_p90,sparse_sent_update_l2,sparse_dropped_update_l2,sparse_sent_update_fraction_l2,update_l2_norm,label_entropy,kl_to_global_label_distribution,local_epochs,batch_size,train_loss,task_loss,prior_loss,regularization_loss,num_batches,update_linf_norm,update_cosine_to_global,drift_from_global_before_l2,vi_elbo_loss,vi_kl_loss,vi_kl_per_param,vi_likelihood_loss,vi_complexity_cost,vi_loc_l2,vi_scale_mean,vi_scale_std,vi_scale_p50,vi_scale_p90,vi_scale_max,vi_snr_raw_mean,vi_snr_raw_p50,vi_snr_raw_p90,num_examples_train
bayesfl_observability_v1,vi_update_snr_prune098_keep002_seed42,21,vi,206,16,6,1,update_snr,0.02,20,101770,2036,0.020005895647047262,0.37566737182984633,0.16609666273082704,0.1549568576425649,0.3181788395945846,1.0358506252480764,3.619210376798273,0.2751608313831883,3.764527894617215,0.6365141682948128,1.6395997169315697,5,256,792.2430427372456,,2016.5302098701281,2016.5302098701281,,0.025109106674790382,0.9445239974239621,3.764527894617215,792.2430427372456,2016.5302098701281,0.0198145839625639,,2016.5302098701281,11.46175800101557,0.06012695029651011,0.002670605228236026,0.06007278896868229,0.06360061392188072,0.07241060584783554,0.4783520641008276,0.40782069314690067,0.9740704313290747,6
bayesfl_observability_v1,vi_update_snr_prune098_keep002_seed42,21,vi,210,16,280,1,update_snr,0.02,20,101770,2036,0.020005895647047262,0.5308655539734556,0.19581402739626616,0.1707650866586804,0.3977793970914808,1.5702639056347827,4.341131233617385,0.3401490121544205,4.616400017419177,0.29393881488658424,2.0344083103604644,5,256,1697.272301387787,,3047.1782975829005,3047.1782975829005,,0.046891190111637115,0.9200466477782338,4.616400017419177,1697.272301387787,3047.1782975829005,0.029941812887716426,,3047.1782975829005,11.782204665126448,0.060340065076556273,0.002815325966710871,0.060264794155955315,0.06400422379374504,0.07437139004468918,0.489667476510188,0.415789381130319,0.9998090866556465,280
bayesfl_observability_v1,vi_update_snr_prune098_keep002_seed42,21,vi,52,4,24,1,update_snr,0.02,20,101770,2036,0.020005895647047262,0.3764290248093527,0.1655937116822401,0.15409870723323713,0.3181449777435211,1.0376491692461172,3.6108357852482222,0.2761928272784676,3.756973631324327,1.0880102622771117,1.1812023456676566,5,256,843.7117343902588,,2007.9497154463245,2007.9497154463245,,0.025098923593759537,0.9448707854741916,3.756973631324327,843.7117343902588,2007.9497154463245,0.01973027135154097,,2007.9497154463245,11.473540507706057,0.06012767968400822,0.0026662833486249655,0.06006769835948944,0.06358667239546777,0.07287916541099548,0.478420735601034,0.40668544454599526,0.975867656168904,24
bayesfl_observability_v1,vi_update_snr_prune098_keep002_seed42,21,vi,58,4,463,1,update_snr,0.02,20,101770,2036,0.020005895647047262,0.5286505748986612,0.1966006760544963,0.17207596712844275,0.3982244126319411,1.5683301467493809,4.353806247677473,0.3389030895466569,4.627665533670116,0.8886543877137418,1.3317328076251618,5,256,1709.565756225586,,3060.393180409812,3060.393180409812,,0.045761436223983765,0.9201765589077597,4.627665533670116,1709.565756225586,3060.393180409812,0.030071663362580447,,3060.393180409812,11.819491554649785,0.06032741270359787,0.002817848065851573,0.0602476317435503,0.06400003284215927,0.07384330034255981,0.49134014483412897,0.4173303044025276,1.0039449344478641,463
bayesfl_observability_v1,vi_update_snr_prune098_keep002_seed42,21,vi,190,15,78,1,update_snr,0.02,20,101770,2036,0.020005895647047262,0.3756486698180758,0.16571155813019917,0.15394681167747093,0.31841916853550684,1.0362770829360015,3.6132109604655307,0.2756878753685529,3.7588779758654827,0.06335477530377637,2.1966737571094788,5,256,853.4167387008667,,2010.0992381867331,2010.0992381867331,,0.025048835203051567,0.9445687726358806,3.7588779758654827,853.4167387008667,2010.0992381867331,0.01975139273053683,,2010.0992381867331,11.449008590365974,0.06013139242556547,0.002667241251805349,0.06007266044616699,0.06361012682318687,0.07216094434261322,0.4778449533187279,0.40816705563775113,0.9736999790588231,78
bayesfl_observability_v1,vi_update_snr_prune098_keep002_seed42,21,vi,63,5,8,1,update_snr,0.02,20,101770,2036,0.020005895647047262,0.3773711647018515,0.1654681616781174,0.1542472505944338,0.3182281823965953,1.0379908728418434,3.6118023517378632,0.27620854384891447,3.757996977130521,-0.0,2.3292713582565514,5,256,804.4351150512696,,2010.4805150013794,2010.4805150013794,,0.02507038414478302,0.9447898556081007,3.757996977130521,804.4351150512696,2010.4805150013794,0.01975513918641426,,2010.4805150013794,11.468554451583119,0.06012487697662229,0.0026701143198973,0.060065723955631256,0.06359561309218408,0.07237406075000763,0.4787416738039234,0.4076800849322002,0.9750724359275091,8
bayesfl_observability_v1,vi_update_snr_prune098_keep002_seed42,21,vi,67,5,16,1,update_snr,0.02,20,101770,2036,0.020005895647047262,0.3758966048502128,0.16501470095219337,0.15313684032748232,0.31780571779741856,1.0364932397863225,3.6045884753036614,0.27635028781719984,3.7506501186347307,-0.0,2.311121424016332,5,256,855.1596354961396,,2001.152071379121,2001.152071379121,,0.025088390335440636,0.9450160576991097,3.7506501186347307,855.1596354961396,2001.152071379121,0.019663477167919042,,2001.152071379121,11.46895567270894,0.060127586123179484,0.0026668360274334298,0.060073986649513245,0.0635801151394844,0.07247541844844818,0.47864386562868644,0.4068154080301647,0.9750327118702627,16
bayesfl_observability_v1,vi_update_snr_prune098_keep002_seed42,21,vi,172,13,289,1,update_snr,0.02,20,101770,2036,0.020005895647047262,0.5318297726055011,0.19550922370653184,0.17042352360326818,0.39566569462140583,1.5743213976413253,4.331658331822132,0.34158456137000054,4.6088774953035365,1.2787090971089894,1.0140274784545764,5,256,1765.509055519104,,3036.5678788966557,3036.5678788966557,,0.04660356044769287,0.9205329166325613,4.6088774953035365,1765.509055519104,3036.5678788966557,0.029837554081720112,,3036.5678788966557,11.797165962287158,0.06033266960470548,0.0028202971668211136,0.06025829538702965,0.06398816406726837,0.07367590069770813,0.49004229162723273,0.41532263748344767,1.0009850197030914,289
bayesfl_observability_v1,vi_update_snr_prune098_keep002_seed42,21,vi,38,3,257,1,update_snr,0.02,20,101770,2036,0.020005895647047262,0.5300397733795756,0.1954329172529512,0.1705085916817004,0.3966681037714402,1.5660238649239935,4.333784085965686,0.33984531791119393,4.608048963420518,1.3397067534967495,0.9396094349232524,5,256,1776.3179985523225,,3034.9558962079204,3034.9558962079204,,0.04573023319244385,0.9204951247284451,4.608048963420518,1776.3179985523225,3034.9558962079204,0.029821714613421643,,3034.9558962079204,11.792445801987963,0.06032922980935187,0.0028138872466997584,0.06026156060397625,0.06398458629846573,0.07328491657972336,0.4897243751265964,0.4146705490653092,1.0020478606279688,257
bayesfl_observability_v1,vi_update_snr_prune098_keep002_seed42,21,vi,142,11,1305,1,update_snr,0.02,20,101770,2036,0.020005895647047262,0.5017130378499787,0.17113247949372973,0.14457306999165728,0.3530896549848203,1.5846528674008626,3.841036314578993,0.38137727857531034,4.1550793831257105,1.0393456977703441,1.2528709717652187,5,256,2684.143257459005,,2547.189546318439,2547.189546318439,,0.06046818196773529,0.933877868777228,4.1550793831257105,2684.143257459005,2547.189546318439,0.025028884212621,,2547.189546318439,11.619360313806803,0.06063551650269743,0.003219191597478065,0.06048670969903469,0.0648461326956749,0.07665737718343735,0.4806085238949796,0.4078553515348441,0.9786913538816358,1305
