run_id,round,logical_round,physical_round,phase,client_id,num_examples,distance_m,train_loss,phase1_loss,phase2_loss,local_steps,learning_rate,local_precision_mean,local_precision_min,local_precision_max,local_precision_delta_l2,local_precision_delta_max_abs,local_precision_changed_fraction,local_precision_gradient_l2_mean,local_precision_gradient_max_abs,local_nu_l2,local_implied_mean_l2,sparse_enabled,sparse_selection,sparse_keep_ratio,sparse_kept_coordinates,sparse_total_coordinates,sparse_score_threshold,sparse_score_mean,sparse_selected_score_mean,sparse_dropped_score_mean
fig2_default_proposed_rep00_seed12025,1,1,1,precision,0,57,154.96644013227524,2.440164934124863,2.440164934124863,0.0,1,,10000.000000000024,9999.999998917392,10000.00000111943,6.531637772307875e-06,1.1194297258043662e-06,0.9992055296897888,0.00010886063515670395,1.8657163100893632e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,1,42,190.8422478688452,2.4949007670084633,2.4949007670084633,0.0,1,,10000.000000000055,9999.999999309914,10000.00000046607,5.733044091247141e-06,6.900863809278235e-07,0.9988852143287659,9.555074647983226e-05,1.1501454275320927e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,2,44,186.7160387868168,2.6648484663529826,2.6648484663529826,0.0,1,,9999.99999999996,9999.999999340063,10000.000000723197,6.8295929193572565e-06,7.231974450405687e-07,0.9988980293273926,0.00011382654633989402,1.2053298890923318e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,3,48,48.8084696173102,2.1711936950683595,2.1711936950683595,0.0,1,,10000.000000000024,9999.999999445732,10000.000000754288,5.675321570481517e-06,7.542876119259745e-07,0.998923659324646,9.45886867504924e-05,1.2571452130162666e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,4,55,158.4991524661853,2.6827120694247157,2.6827120694247157,0.0,1,,9999.999999999938,9999.99999926377,10000.000000556822,6.678661103611258e-06,7.362305041169748e-07,0.9991671442985535,0.00011131103651859034,1.2270513292584122e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,5,58,174.2546140238567,2.4360758814318424,2.4360758814318424,0.0,1,,9999.999999999982,9999.999999236406,10000.000000924636,7.258103371456451e-06,9.24635969568044e-07,0.999372124671936,0.00012096838014707034,1.5410602938223874e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,6,55,161.9794984667968,2.4511469615589485,2.4511469615589485,0.0,1,,9999.99999999997,9999.999998748106,10000.000000722144,7.273240295891067e-06,1.251893991138786e-06,0.9988211393356323,0.00012122067019067219,2.086490602720315e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,7,55,15.946149824897818,2.3709001020951703,2.3709001020951703,0.0,1,,9999.999999999913,9999.999998997382,10000.000000643411,7.13231373252864e-06,1.0026178642874584e-06,0.9992311596870422,0.00011887189240604162,1.671028947114986e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,8,47,120.98949031468518,2.0458870096409574,2.0458870096409574,0.0,1,,10000.000000000147,9999.99999957333,10000.00000070375,5.30981583921514e-06,7.0375062932726e-07,0.9989621043205261,8.849694321274e-05,1.1729169998696796e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,9,47,146.23854371638723,2.405839246384641,2.405839246384641,0.0,1,,10000.000000000031,9999.999999548263,10000.000000993918,5.793612469253628e-06,9.939176379702985e-07,0.9990902543067932,9.656017839248245e-05,1.656527978140224e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
