round,num_clients,num_examples,client_id,effective_prior_lambda,local_steps,lr,posterior_mean_abs_mean,posterior_precision_max,posterior_precision_mean,posterior_precision_min,posterior_sigma_mean,prior_loss,server_round,task_loss,train_accuracy,train_loss,update_l2,update_max_abs,update_rms,variance_floor_fraction
1,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009999999999999998,0.026582458038754562,3.7079938278568023,0.00017334069216342243,4.892564901474722e-15,9563.300252570052,0.0,1.0,0.30103204793346094,0.8174541890053613,0.30103204793346094,4.895026565910318,0.46394905647623774,0.0052920659619868984,0.0
2,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.00999984656412525,0.013692289323525775,4.787350665130758,0.000259396821386802,7.022233007343808e-13,1392.218650765517,0.0785280620099499,2.0,0.3345284525342939,0.8189125390093623,0.41305651436112295,3.2539581111898053,0.6422568529761116,0.003517889173857086,0.0
3,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009999386266013141,0.01144199769416273,3.8518222559830986,0.0004985246697633139,7.022233272299672e-13,1280.0281608315115,0.06866506963922213,3.0,0.4070901403068707,0.8142314155397296,0.4757552100145256,6.460484854984234,0.7067041693195403,0.006984499785372627,0.0
4,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009998619134199537,0.011250335962084837,2.5895073632054246,0.0005187444981832694,7.022233272299672e-13,1252.767284613758,0.03324078688927277,4.0,0.3157690557121816,0.8179883171961272,0.3490098425330373,2.360558316333241,0.4682896442826045,0.0025520250296801185,0.0
5,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009997545216242227,0.010409111091994671,2.4963258137948667,0.0005308538299315749,7.022233272299672e-13,1243.7864802584807,0.020334315581494438,5.0,0.31090318644577963,0.8152296551172279,0.33123750176031347,2.1385873506557305,0.378494190959105,0.0023120498270546622,0.0
6,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009996164578717992,0.009783057095119837,2.4933167243515135,0.0005470854389744073,7.022233272299672e-13,1235.5546107180583,0.011205759585111972,6.0,0.2959622054477665,0.8199507881891653,0.3071679650968566,2.0183053044536607,0.3243949607372668,0.0021820116109238104,0.0
7,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009994477307218488,0.009459810148755441,3.062240230514401,0.0005897248074944614,7.022233272299672e-13,1224.3834927276425,0.03750561590485983,7.0,0.32838887906563213,0.81770624949988,0.36589449507698185,3.4554640609848324,0.41410397346726724,0.003735739427311185,0.0
8,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009992483506344916,0.009119773583950963,2.8960475748306638,0.0006077274068327062,7.022233272299672e-13,1220.0458439479828,0.030238968341514908,8.0,0.3123423786160054,0.8158998159558296,0.34258134654568606,2.071331586916927,0.4465377372623592,0.0022393388962278,0.0
9,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009990183299701546,0.008834142351354737,2.734445402114174,0.0006197996643406595,7.022233272299672e-13,1218.813719302093,0.027737434768792552,9.0,0.31560630364247405,0.8161638793310395,0.34334373829880527,2.126729698656899,0.33681916761712627,0.0022992303917181703,0.0
10,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009987576829888066,0.008519415651707888,2.7304298409683434,0.0006294562870542095,7.022233272299672e-13,1217.3738511779188,0.021659449089171296,10.0,0.30180275597118783,0.8195546931263503,0.32346220472734116,1.761399630585223,0.3463436581884192,0.001904268118868291,0.0
11,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009984664258490726,0.008244668364046727,3.0105176683930557,0.0006425770964344515,7.022233272299672e-13,1215.3510459799531,0.01755395364017309,11.0,0.2934308215635586,0.8188625270064817,0.3109847754330974,1.6454585323544906,0.3532190746884482,0.0017789229483608996,0.0
12,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009981445766072338,0.008026111814090941,3.0715306480045155,0.0006580541173108177,7.022233272299672e-13,1212.117087939119,0.01624629111546373,12.0,0.28980997641052814,0.8201528366808034,0.30605626742199654,1.8623898449636676,0.46453939358199786,0.002013449727754317,0.0
13,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009977921552161054,0.00782482334903535,3.219782851577387,0.0006741776623209892,7.022233272299672e-13,1208.9062532380021,0.01838970206019876,13.0,0.29380459613088006,0.8200268064335442,0.3121942979658755,1.9111222462303563,0.44790006589570447,0.0020661348518321615,0.0
14,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009974091835238027,0.00762562847925539,3.1296625895634493,0.0006844020887091113,7.022233272299672e-13,1206.81149211086,0.01956706392057439,14.0,0.29552253440174525,0.8199387853084742,0.3150895983765645,1.6620401750020182,0.2909775616637924,0.001796849540886449,0.0
15,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009969956852723852,0.007452146785734623,3.3709167341256108,0.000696689777418918,7.022233272299672e-13,1204.4958103983017,0.01869959359070794,15.0,0.2924018167068939,0.8221053052732656,0.3111014103955032,1.7172129743708568,0.39591734514988985,0.0018564974487447518,0.0
16,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.00996551686096384,0.007318089238291238,3.6636920938532267,0.0007162515862821414,7.022233272299672e-13,1201.3756353820413,0.020918028999749583,16.0,0.2867525993448068,0.8286708810114428,0.307670628339121,1.9557687549134923,0.301881492738868,0.0021144026734143803,0.0
17,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009960772135212143,0.007195754612645684,3.828353868905779,0.0007308867379126358,7.022233272299672e-13,1199.643822130866,0.017015338787895514,17.0,0.2832807264304693,0.830827398575658,0.30029606554853167,1.7289493956939903,0.2983601120597717,0.001869185820291544,0.0
18,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009955722969614682,0.007072294738343476,4.073424503637655,0.0007495202299771054,7.022233272299672e-13,1198.3444567339413,0.018331718800099903,18.0,0.2752315632943006,0.838479235016404,0.2935632821059134,1.772537928770011,0.26716638270834403,0.0019163098530457269,0.0
19,20,5407.37569016564,8.774045770985037,1.0,428.5856605585341,0.009950369677190905,0.006966093661234061,4.373116655636665,0.0007692724984951451,7.022233272299672e-13,1197.007986660188,0.017060285027077987,19.0,0.2712024222757245,0.8432723853724893,0.2882627072521739,1.7857076571348902,0.25520324396483574,0.0019305477882785526,0.0
