schema_version,run_id,round,method,physical_client_id,virtual_client_id,num_examples,num_batches,local_epochs,batch_size,train_loss,task_loss,prior_loss,regularization_loss,accuracy_local_train_estimate,loss_local_train_estimate,update_l2_norm,update_linf_norm,update_cosine_to_global,drift_from_global_before_l2,drift_from_global_after_l2,label_entropy,kl_to_global_label_distribution,vi_elbo_loss,vi_kl_loss,vi_likelihood_loss,vi_complexity_cost,vi_loc_l2,vi_scale_mean,vi_scale_p50,vi_scale_p90,vi_scale_max,vi_snr_raw_mean,vi_snr_raw_p50,vi_snr_raw_p90,ola_task_loss,ola_prior_loss,ola_fisher_mean,ola_fisher_p50,ola_fisher_p90,ola_fisher_max,ola_precision_mean,ola_precision_p50,ola_precision_p90,ola_sigma_mean,ola_sigma_p50,ola_sigma_p90,ola_snr_raw_mean,ola_snr_raw_p50,ola_snr_raw_p90,channel_snr_db,pathloss_db,rate_mbps,delay_ms,energy_j,ota_contribution_norm,digital_payload_bytes,communication_success,num_examples_seen,ola_fisher_std,ola_precision_std,ola_precision_min,ola_precision_p10,ola_precision_p25,ola_precision_p75,ola_precision_p95,ola_precision_max,ola_sigma_std,ola_sigma_min,ola_sigma_p10,ola_sigma_p25,ola_sigma_p75,ola_sigma_p95,ola_sigma_max,ola_snr_raw_std,ola_snr_raw_min,ola_snr_raw_p10,ola_snr_raw_p25,ola_snr_raw_p75,ola_snr_raw_p95,ola_snr_raw_max,num_examples_train
bayesfl_observability_v1,ola_lr0p005_b64_e1,1,ola,180,14,9,1,1,64,2.226719379425049,2.226719379425049,0.0,0.0,0.0,2.226719379425049,0.03713428941496244,0.004458069801330566,0.9999850313243224,0.03713428941496244,,-0.0,2.3096097079310103,,,,,,,,,,,,,2.226719379425049,0.0,0.0005419889895613011,4.6829718485241756e-05,0.0008533543441444635,0.7949758768081665,1.000541988399088,1.0000468492507935,1.0008533000946045,0.999740818239821,0.9999765753746033,0.9999998807907104,0.01821233869650426,0.017957401009350477,0.032406229372122765,,,,,,,,,9.0,0.006508436429040177,0.006508436513557147,1.0,1.000000238418579,1.0000032186508179,1.0002048909664154,1.0018383264541626,1.7949758768081665,0.002493519029317743,0.746398389339447,0.9995735883712769,0.9998975545167923,0.9999983906745911,1.0,1.0,0.011018177403078878,6.116571637747127e-07,0.003618308084795583,0.009066692285265032,0.027049433965828457,0.03421159662693706,0.10097648167397237,9
bayesfl_observability_v1,ola_lr0p005_b64_e1,1,ola,183,14,18,1,1,64,2.3056769371032715,2.3056769371032715,0.0,0.0,0.05555555555555555,2.3056769371032715,0.022232208146997806,0.002191506326198578,0.9999946343348836,0.022232208146997806,,1.3727655308924485,0.9483462981176023,,,,,,,,,,,,,2.3056769371032715,0.0,0.0001942698712073255,2.40304079852649e-05,0.0003176637226715689,0.19210776686668396,1.0001942716530854,1.0000240802764893,1.0003176927566528,0.9999036785543486,0.9999879598617554,0.9999998807907104,0.018207988377187942,0.017951297634007456,0.032397343331839495,,,,,,,,,18.0,0.0015239093846595995,0.0015239094604278186,1.0,1.000000238418579,1.0000033378601074,1.0001025199890137,1.0007618129253388,1.1921077966690063,0.000708248846644777,0.915887713432312,0.9998412132263184,0.9999487400054932,0.9999983310699463,1.0,1.0,0.011009330804498937,5.024786804624778e-07,0.0036227793174943655,0.009067350877863332,0.027034732152198905,0.03420735549335883,0.08839706163954557,18
bayesfl_observability_v1,ola_lr0p005_b64_e1,1,ola,30,2,2,1,1,64,2.3100805282592773,2.3100805282592773,0.0,0.0,0.0,2.3100805282592773,0.03606259643538482,0.003169916570186615,0.9999858822557077,0.03606259643538482,,0.6931471805599453,1.6262933525338354,,,,,,,,,,,,,2.3100805282592773,0.0,0.0005111570195601263,4.445927152119111e-05,0.0005179863073863089,0.4019351303577423,1.0005111581288,1.0000444650650024,1.0005179643630981,0.999748553857361,0.9999777674674988,1.0,0.018211385683520247,0.017950477192638897,0.032399450151339174,,,,,,,,,2.0,0.003476735434682734,0.0034767353780816275,1.0,1.0,1.0,1.0002007484436035,1.0022374391555786,1.40193510055542,0.001571077844388948,0.8445707559585571,0.9997410774230957,0.9998996257781982,1.0,1.0,1.0,0.01101382346353739,2.5803605832747897e-07,0.003619965464201929,0.009066509698255563,0.02704330100332076,0.0342183387789979,0.08842815047837774,2
bayesfl_observability_v1,ola_lr0p005_b64_e1,1,ola,151,12,210,4,1,64,2.0717455546061196,2.0717455546061196,8.761349165741281e-09,8.761349165741281e-09,0.4857142857142857,2.0717455546061196,0.11153560021249716,0.016779825091362,0.9998650055398419,0.11153560021249716,,0.14950144571405588,2.251522034186354,,,,,,,,,,,,,2.0717455546061196,8.761349165741281e-09,0.00032602029732473276,4.767280552187003e-05,0.0005129714263603091,0.7044839859008789,1.000326021106278,1.0000476837158203,1.000512957572937,0.9998417920479199,0.9999761581420898,0.9999991655349731,0.018211601292485977,0.01794794303818744,0.03239980618285711,,,,,,,,,210.0,0.0040184926697242615,0.004018492393970126,1.0,1.0000016689300537,1.0000081062316895,1.0001779794692993,1.001077127456665,1.704483985900879,0.0016327813746047112,0.7659555077552795,0.9997435808181763,0.9999110102653503,0.9999959468841553,0.9999997615814209,1.0,0.01102371893587926,4.581250352216659e-07,0.003627838610868444,0.009066612384432548,0.02702684584650809,0.034222103739544145,0.13298689298638786,210
bayesfl_observability_v1,ola_lr0p005_b64_e1,1,ola,237,19,36,1,1,64,2.282296895980835,2.282296895980835,0.0,0.0,0.1111111111111111,2.282296895980835,0.020267269955418114,0.0027397572994232178,0.9999955409379417,0.020267269955418114,,1.3898628753106193,0.9179151593699346,,,,,,,,,,,,,2.282296895980835,0.0,0.00016144731649207048,2.1782358089694753e-05,0.00027459964912850436,0.3002506196498871,1.0001614451162402,1.0000218152999878,1.0002745509147644,0.9999200699095573,0.9999890923500061,0.9999997019767761,0.0182078575191509,0.01795085318561095,0.03239325687923825,,,,,,,,,36.0,0.0015386150994941535,0.001538615309784799,1.0,1.0000005960464478,1.000004529953003,1.0000900030136108,1.000584876537323,1.3002506494522095,0.000690082165712363,0.8769735097885132,0.9998627245426178,0.9999549984931946,0.9999977350234985,0.9999999403953552,1.0,0.01100946242267057,3.001917508267098e-07,0.00362730315403409,0.009063248765652489,0.027037496898443116,0.03421513018218933,0.08924830786830126,36
bayesfl_observability_v1,ola_lr0p005_b64_e1,1,ola,117,9,8,1,1,64,2.317547559738159,2.317547559738159,0.0,0.0,0.25,2.317547559738159,0.032650958906246405,0.0032917633652687073,0.9999884269000022,0.032650958906246405,,0.5623351446188083,1.7518051301834499,,,,,,,,,,,,,2.317547559738159,0.0,0.0004190175246571146,4.710047141998075e-05,0.000672267773188652,0.4334280788898468,1.000419016195747,1.0000470876693726,1.0006722450256347,0.9997950933145214,0.9999764561653137,0.9999998211860657,0.01821041159277262,0.017955510934314998,0.032396430197603014,,,,,,,,,8.0,0.0037985396738534,0.0037985396488368875,1.0,1.0000003576278687,1.0000044107437134,1.0001879930496216,1.0016210734844209,1.4334280490875244,0.0016270767092453485,0.8352414965629578,0.999664056301117,0.9999060034751892,0.9999977946281433,1.0,1.0,0.01101237528468815,1.9926241437470524e-07,0.003619064820771988,0.00906651385289126,0.027040165698779962,0.03421606973927378,0.08864644378672518,8
bayesfl_observability_v1,ola_lr0p005_b64_e1,1,ola,24,1,27,1,1,64,2.1893298625946045,2.1893298625946045,0.0,0.0,0.2222222222222222,2.1893298625946045,0.02127591259783577,0.001967907417565584,0.9999950862827747,0.02127591259783577,,1.3110298871791874,1.0210991742953581,,,,,,,,,,,,,2.1893298625946045,0.0,0.00017791669648159554,2.1415800802060403e-05,0.00032431145082227966,0.15490637719631195,1.0001779167382951,1.0000214576721191,1.000324273109436,0.9999117063465129,0.9999892711639404,0.9999998211860657,0.018208046533347552,0.01795081225115685,0.03239353004598983,,,,,,,,,27.0,0.0013680562769924987,0.001368056265670102,1.0,1.0000003576278687,1.0000032186508179,1.000078797340393,1.000774621963501,1.1549063920974731,0.0006427275999722213,0.9305219054222107,0.9998379230499268,0.9999606013298035,0.9999983906745911,0.9999999403953552,1.0,0.011009492464417415,1.6959387387252088e-07,0.003624780522591851,0.00906161689546603,0.02703414344343472,0.03421606698007547,0.0883460015270924,27
bayesfl_observability_v1,ola_lr0p005_b64_e1,1,ola,50,4,13,1,1,64,2.384284734725952,2.384284734725952,0.0,0.0,0.0,2.384284734725952,0.02737832503259628,0.0029951147735118866,0.9999918628045162,0.02737832503259628,,0.8953326659680909,1.3255516450199865,,,,,,,,,,,,,2.384284734725952,0.0,0.000294614444962312,3.871155058732256e-05,0.0004407847503898666,0.3588288128376007,1.000294613927219,1.000038743019104,1.0004408359527588,0.999854658425317,0.999980628490448,0.9999999403953552,0.01820899383635558,0.01796094417117742,0.032399828547232716,,,,,,,,,13.0,0.002422271477457818,0.002422271400050916,1.0,1.0000001192092896,1.0000040531158447,1.000151515007019,1.0009335279464722,1.3588287830352783,0.0010826567094287848,0.8578624129295349,0.9997796416282654,0.9999242424964905,0.9999979734420776,1.0,1.0,0.011010916667413839,3.887438598167508e-07,0.003615694152895221,0.00906716481655598,0.027035018245579474,0.03421634126471535,0.08847389858389441,13
bayesfl_observability_v1,ola_lr0p005_b64_e1,1,ola,189,15,1,1,1,64,2.4948177337646484,2.4948177337646484,0.0,0.0,0.0,2.4948177337646484,0.07101024869993712,0.007313597947359085,0.9999452611416643,0.07101024869993712,,-0.0,2.3292713582565514,,,,,,,,,,,,,2.4948177337646484,0.0,0.001981902739727981,1.9412997062318027e-05,0.0014633152168244123,2.139549493789673,1.0019818994927947,1.0000194311141968,1.0014632940292358,0.9990770366871956,0.9999902844429016,1.0,0.01822667847166792,0.017966227677165873,0.032417761576684564,,,,,,,,,1.0,0.017642332498756536,0.017642332532290937,1.0,1.0,1.0,1.0004431009292603,1.0087671279907227,3.139549493789673,0.005567534294543515,0.5643731355667114,0.9992691874504089,0.9997785091400146,1.0,1.0,1.0,0.011037530830907675,3.0228071068419707e-07,0.0036297944840007483,0.009068302111691108,0.02705350704488433,0.0342328251790355,0.1148641890493983,1
bayesfl_observability_v1,ola_lr0p005_b64_e1,1,ola,263,21,214,4,1,64,2.0924829890794845,2.0924829890794845,6.936557446815046e-09,6.936557446815046e-09,0.38317757009345793,2.0924829890794845,0.09632855514638418,0.014821712858974934,0.9998993133865584,0.09632855514638418,,0.7768433258123565,1.5365177254738465,,,,,,,,,,,,,2.0924829890794845,6.936557446815046e-09,0.0002446351271511285,3.312781518616248e-05,0.0003701058449223639,0.552465558052063,1.0002446345991525,1.0000331401824951,1.0003701448440552,0.999880327300003,0.9999834299087524,0.9999991655349731,0.0182105236891342,0.017956434054566296,0.0324085419106951,,,,,,,,,214.0,0.002934109266987191,0.00293410934139246,1.0,1.0000016689300537,1.0000051259994507,1.0001243352890015,1.0009571969509126,1.552465558052063,0.0012245586317559795,0.802581250667572,0.9998149871826172,0.9999378323554993,0.9999974370002747,0.9999996423721313,1.0,0.011017391486863488,5.809402280247303e-08,0.0036199029728513233,0.009077672076958667,0.027039131840176346,0.03422096267258577,0.10012262911241365,214
bayesfl_observability_v1,ola_lr0p005_b64_e1,1,ola,267,21,306,5,1,64,2.0566992603875454,2.0566992603875454,1.5558171523793837e-08,1.5558171523793837e-08,0.5,2.0566992603875454,0.11460915015166094,0.016414031386375427,0.999857468519187,0.11460915015166094,,0.49629795412582844,1.8891532045272958,,,,,,,,,,,,,2.0566992603875454,1.5558171523793837e-08,0.00022163662793733127,3.219539030396845e-05,0.0003803673607762903,0.43512406945228577,1.0002216373115904,1.0000321865081787,1.0003803968429565,0.9998911769056035,0.9999839067459106,0.999998927116394,0.018210619567995103,0.017949827356910725,0.0323957989095451,,,,,,,,,306.0,0.002484796897764791,0.002484796736285163,1.0,1.000002145767212,1.0000077486038208,1.0001119375228882,1.0007350444793701,1.4351240396499634,0.001082709592569264,0.8347477912902832,0.9998098611831665,0.9999440312385559,0.9999961256980896,0.9999995827674866,1.0,0.011019900282557994,2.5185357079791287e-07,0.00363221370413948,0.009062978816736048,0.027025907098538644,0.03421838906580223,0.12158912008659066,306
