round,Nt,accuracy,loss,distortion,rho_ref,m0
0.0,0.0,0.0716,2.3026980838775635,nan,0.0,160.0
1.0,301.0,0.0704,2.302690460205078,7.041477140860698e-05,4.972965195147102e-11,160.0
2.0,602.0,0.0704,2.302682608795166,7.017722922916492e-05,4.934468813048433e-11,160.0
3.0,903.0,0.0711,2.3026760444641114,7.244016943116505e-05,5.0014960282295454e-11,160.0
4.0,1204.0,0.0703,2.302668667221069,7.307927374090167e-05,5.0941141810805e-11,160.0
5.0,1505.0,0.0704,2.3026611343383787,7.471084847515268e-05,5.0828188240689914e-11,160.0
6.0,1806.0,0.0712,2.3026536140441896,7.477852919870705e-05,5.199281245664192e-11,160.0
7.0,2107.0,0.0723,2.3026462043762206,7.837180018636854e-05,5.160060688536001e-11,160.0
8.0,2408.0,0.0716,2.3026394020080567,7.605515207638305e-05,5.088780963816288e-11,160.0
9.0,2709.0,0.0708,2.302632509613037,7.789401256938707e-05,5.2350926228993815e-11,160.0
10.0,3010.0,0.0718,2.30262513961792,7.77633335439983e-05,5.3928186829550473e-11,160.0
11.0,3311.0,0.0724,2.3026180393218993,8.278101612987011e-05,5.113939376513372e-11,160.0
12.0,3612.0,0.0738,2.302610573577881,8.191490805870054e-05,5.1590675809887195e-11,160.0
13.0,3913.0,0.0746,2.3026031158447267,8.488509505068104e-05,5.233939816185933e-11,160.0
14.0,4214.0,0.076,2.3025959800720215,8.535966486917337e-05,5.231862003225155e-11,160.0
15.0,4515.0,0.0768,2.3025874549865724,8.87474522517192e-05,5.350979614909354e-11,160.0
16.0,4816.0,0.0797,2.3025801242828368,8.670392455956821e-05,5.3731276647440177e-11,160.0
17.0,5117.0,0.083,2.3025722110748292,9.321357632121634e-05,5.477206571910031e-11,160.0
18.0,5418.0,0.0839,2.3025656421661376,9.366747691720082e-05,5.4573385935553106e-11,160.0
19.0,5719.0,0.0845,2.302557358932495,9.631148471076554e-05,5.575283883203641e-11,160.0
20.0,6020.0,0.0858,2.302549987030029,9.881916542096603e-05,5.506991628320634e-11,160.0
21.0,6321.0,0.0883,2.3025421859741213,9.995322271223324e-05,5.4260619412774006e-11,160.0
22.0,6622.0,0.0897,2.302534297943115,9.922497965417572e-05,5.512398583767152e-11,160.0
23.0,6923.0,0.0905,2.302526279449463,0.00010528524397688254,5.533821663406768e-11,160.0
24.0,7224.0,0.0917,2.302518394470215,0.00010709627918590595,5.703091273923197e-11,160.0
25.0,7525.0,0.0929,2.3025100662231446,0.0001085644159356783,5.947618082471948e-11,160.0
26.0,7826.0,0.0932,2.302501738739014,0.00010807005178426363,6.170072397212106e-11,160.0
27.0,8127.0,0.0944,2.302492990875244,0.00011439496910143363,6.018936189498503e-11,160.0
28.0,8428.0,0.095,2.3024853706359862,0.0001176863903442307,6.195076533317405e-11,160.0
29.0,8729.0,0.0961,2.3024764083862306,0.00011961536709460089,6.304911876100618e-11,160.0
30.0,9030.0,0.0973,2.3024678020477296,0.00012290926507774086,6.54313613474023e-11,160.0
31.0,9331.0,0.0983,2.3024595275878905,0.0001292240308013311,6.612130228808396e-11,160.0
32.0,9632.0,0.0993,2.3024510829925537,0.00013037851018875277,6.621535937350404e-11,160.0
33.0,9933.0,0.0997,2.3024414222717287,0.00013642568577858824,6.667287937869725e-11,160.0
34.0,10234.0,0.0995,2.3024337463378908,0.00013849446499347202,6.964728563197004e-11,160.0
35.0,10535.0,0.1,2.302425206756592,0.0001425039509812109,7.118756123919438e-11,160.0
36.0,10836.0,0.1,2.3024161346435545,0.00014663377522482546,7.335732880968683e-11,160.0
37.0,11137.0,0.0996,2.3024065227508546,0.00015312222412837648,7.416463139520665e-11,160.0
38.0,11438.0,0.0995,2.3023968887329103,0.0001577758296226736,7.821755615671419e-11,160.0
39.0,11739.0,0.0999,2.302387176513672,0.00017136824296149205,7.580500552949616e-11,160.0
40.0,12040.0,0.1001,2.3023765727996826,0.0001715956658248016,8.055477319300343e-11,160.0
41.0,12341.0,0.1,2.3023664001464845,0.00017891812382709763,8.193254260132133e-11,160.0
42.0,12642.0,0.1003,2.3023568099975584,0.00018696153265881476,8.524952951517696e-11,160.0
43.0,12943.0,0.1002,2.302347459411621,0.00019256979208809362,8.753904410596719e-11,160.0
44.0,13244.0,0.1002,2.3023377380371093,0.00020216012436829916,9.090700076893225e-11,160.0
45.0,13545.0,0.1001,2.302329330062866,0.000212778580092883,9.145284518010196e-11,160.0
46.0,13846.0,0.1001,2.302319622039795,0.00022317651623142597,9.162117884928441e-11,160.0
47.0,14147.0,0.1001,2.3023088588714598,0.00023796556522074058,9.35937795495191e-11,160.0
48.0,14448.0,0.1,2.3022975982666014,0.0002477255862963579,9.556134801391255e-11,160.0
49.0,14749.0,0.0999,2.3022857486724853,0.0002593546362058186,9.863989735760418e-11,160.0
50.0,15050.0,0.0999,2.3022752853393555,0.00027806872001781845,9.858718793562942e-11,160.0
51.0,15351.0,0.0999,2.3022648384094238,0.00029747785438415434,1.0185464130366945e-10,160.0
52.0,15652.0,0.0999,2.302252758026123,0.0003044542768658478,1.0748746083820748e-10,160.0
53.0,15953.0,0.1,2.3022428085327147,0.0003254148941262259,1.1092002064208542e-10,160.0
54.0,16254.0,0.1,2.3022317539215087,0.00035288324407328054,1.1117329332656986e-10,160.0
55.0,16555.0,0.1,2.302221413421631,0.00037104999694911287,1.1787489513700674e-10,160.0
56.0,16856.0,0.1,2.3022109329223635,0.0003985767659917484,1.1838660645250407e-10,160.0
57.0,17157.0,0.1,2.3022009208679197,0.0004275524627217388,1.2358923749453626e-10,160.0
58.0,17458.0,0.1,2.3021912788391115,0.00045778160151403296,1.3020490682514893e-10,160.0
59.0,17759.0,0.1,2.3021813095092774,0.0005004364771751471,1.3266585827819898e-10,160.0
60.0,18060.0,0.1,2.30216969871521,0.0005333270505651873,1.4003901996303435e-10,160.0
61.0,18361.0,0.1,2.3021591583251952,0.0005828078618712167,1.470693829005452e-10,160.0
