round,Nt,accuracy,loss,distortion,rho_ref,m0
0.0,0.0,0.0716,2.3026980838775635,nan,0.0,20.0
1.0,301.0,0.0704,2.302693105316162,6.378447958825375e-05,1.032966480316497e-11,20.0
2.0,602.0,0.0701,2.3026881717681884,6.349404549070623e-05,1.039118154005363e-11,20.0
3.0,903.0,0.0715,2.3026834255218507,6.600713079544447e-05,1.0512350985854644e-11,20.0
4.0,1204.0,0.0704,2.302678737258911,6.634183519939106e-05,1.0543449937958009e-11,20.0
5.0,1505.0,0.0698,2.3026737941741944,6.674971662046105e-05,1.0483963129788275e-11,20.0
6.0,1806.0,0.0707,2.3026687705993654,6.70644558584855e-05,1.0450542731981985e-11,20.0
7.0,2107.0,0.0714,2.302664114379883,6.691165429033966e-05,1.051442540423768e-11,20.0
8.0,2408.0,0.0716,2.3026596076965333,6.848126469644502e-05,1.0430488471899242e-11,20.0
9.0,2709.0,0.0711,2.302654899597168,6.90741246194294e-05,1.039245684868063e-11,20.0
10.0,3010.0,0.0715,2.302650260925293,7.092213210412668e-05,1.049155961460225e-11,20.0
11.0,3311.0,0.0714,2.302645460128784,7.079158725207281e-05,1.0378801741118846e-11,20.0
12.0,3612.0,0.0717,2.3026405082702635,7.262117038171889e-05,1.036391075867116e-11,20.0
13.0,3913.0,0.0719,2.3026356994628907,7.40472417389209e-05,1.0299037675727808e-11,20.0
14.0,4214.0,0.0727,2.302630973815918,7.468708195888152e-05,1.0230841237782653e-11,20.0
15.0,4515.0,0.074,2.3026256774902345,7.487149497295987e-05,1.0211188694808806e-11,20.0
16.0,4816.0,0.0758,2.302620714187622,7.492156045563741e-05,1.0100642763293342e-11,20.0
17.0,5117.0,0.0765,2.302615797424316,7.584065151289561e-05,1.0054304804971479e-11,20.0
18.0,5418.0,0.0779,2.3026110794067383,7.562517843108125e-05,1.0188790145756588e-11,20.0
19.0,5719.0,0.0792,2.3026058700561522,7.895518962027614e-05,1.045544270051669e-11,20.0
20.0,6020.0,0.0796,2.302600789260864,7.768324884049718e-05,1.0513423722948675e-11,20.0
21.0,6321.0,0.0807,2.302595980834961,8.071144678453079e-05,1.0565679321774923e-11,20.0
22.0,6622.0,0.0824,2.3025907512664796,8.040485819230076e-05,1.0530419557675224e-11,20.0
23.0,6923.0,0.0842,2.3025856426239013,8.00026898913185e-05,1.071930161588248e-11,20.0
24.0,7224.0,0.085,2.302580448913574,8.203460945212025e-05,1.0863623012309122e-11,20.0
25.0,7525.0,0.0856,2.302575439453125,8.26016316066242e-05,1.0738269861099185e-11,20.0
26.0,7826.0,0.0871,2.3025704692840576,8.276551525237353e-05,1.0927514797215595e-11,20.0
27.0,8127.0,0.0887,2.3025652851104734,8.492391588017235e-05,1.0972345947258797e-11,20.0
28.0,8428.0,0.09,2.3025604118347167,8.680045144143158e-05,1.1013229743401278e-11,20.0
29.0,8729.0,0.0904,2.3025550678253173,8.82977088961641e-05,1.1280534068246811e-11,20.0
30.0,9030.0,0.0905,2.302549710083008,8.759860590305479e-05,1.1255003873785795e-11,20.0
31.0,9331.0,0.0914,2.3025444763183596,8.88340568193402e-05,1.1454541877086202e-11,20.0
32.0,9632.0,0.0922,2.302539504241943,9.24503277318028e-05,1.1547345000486331e-11,20.0
33.0,9933.0,0.0939,2.3025338508605957,9.19451383191337e-05,1.144595174009173e-11,20.0
34.0,10234.0,0.0944,2.30252924118042,9.30891252084188e-05,1.1596796826888625e-11,20.0
35.0,10535.0,0.0945,2.3025239040374754,9.425992284984603e-05,1.1669823981603775e-11,20.0
36.0,10836.0,0.0955,2.302518410491943,9.56968840961411e-05,1.1835214900008805e-11,20.0
37.0,11137.0,0.0969,2.3025127998352053,9.624076245623831e-05,1.1909152055298222e-11,20.0
38.0,11438.0,0.0973,2.3025073638916016,9.812320562426026e-05,1.1956090095218301e-11,20.0
39.0,11739.0,0.0978,2.3025019088745116,9.990875377532297e-05,1.2108433426178439e-11,20.0
40.0,12040.0,0.0983,2.3024959609985354,0.00010283681421392465,1.2349527816074296e-11,20.0
41.0,12341.0,0.0989,2.302490491485596,0.0001043102706235045,1.2614217139830847e-11,20.0
42.0,12642.0,0.099,2.302485020828247,0.00010525290153568764,1.2884555855696088e-11,20.0
43.0,12943.0,0.0995,2.302479510498047,0.00010649146801548083,1.2958716664144312e-11,20.0
44.0,13244.0,0.0996,2.3024740993499755,0.00010759744399393593,1.319508297308089e-11,20.0
45.0,13545.0,0.1,2.3024687660217285,0.00010764870487575547,1.3348742333385265e-11,20.0
46.0,13846.0,0.1,2.302463102722168,0.00011096356081936088,1.3167789156541934e-11,20.0
47.0,14147.0,0.0999,2.3024567642211915,0.00011129602363988474,1.33382732766119e-11,20.0
48.0,14448.0,0.0999,2.3024509910583495,0.00011388925490113294,1.332317068513117e-11,20.0
49.0,14749.0,0.1,2.3024446098327638,0.00011692990202702593,1.3432120387691377e-11,20.0
50.0,15050.0,0.0998,2.3024384941101075,0.00011807075286061666,1.342944091423091e-11,20.0
51.0,15351.0,0.0998,2.3024325073242187,0.00012189910571087814,1.3379823226680563e-11,20.0
52.0,15652.0,0.0999,2.30242601852417,0.00012287994042875123,1.3887804566400558e-11,20.0
53.0,15953.0,0.0997,2.302419854736328,0.0001274409955610368,1.396683387130836e-11,20.0
54.0,16254.0,0.0997,2.302413794708252,0.00012893753347229154,1.3698642559071632e-11,20.0
55.0,16555.0,0.0997,2.3024081661224365,0.00013013740453523209,1.356112518931677e-11,20.0
56.0,16856.0,0.0998,2.3024015274047853,0.0001340864544680073,1.3787030072437812e-11,20.0
57.0,17157.0,0.0999,2.302395157623291,0.00013453227780127044,1.370932497854535e-11,20.0
58.0,17458.0,0.0998,2.302389186477661,0.00013832701000742535,1.3763632574174196e-11,20.0
59.0,17759.0,0.1,2.3023828948974607,0.00014104821981281607,1.3957324855588474e-11,20.0
60.0,18060.0,0.0999,2.3023762886047363,0.00014555933519693764,1.4070989488265957e-11,20.0
61.0,18361.0,0.0999,2.3023694759368896,0.00014596399759496075,1.4235795716159549e-11,20.0
62.0,18662.0,0.0999,2.302363090515137,0.00015079593282410562,1.4324795154843318e-11,20.0
63.0,18963.0,0.0999,2.3023564750671386,0.00015024653868226485,1.46553895957561e-11,20.0
64.0,19264.0,0.0999,2.3023500106811525,0.00015703299578902018,1.4559106876493505e-11,20.0
65.0,19565.0,0.1,2.302343048095703,0.0001575795926319634,1.4712516340417798e-11,20.0
66.0,19866.0,0.1,2.3023353996276854,0.00016312400091087742,1.484205172028457e-11,20.0
67.0,20167.0,0.1,2.3023288581848145,0.00016974149443071138,1.501189798496465e-11,20.0
68.0,20468.0,0.1,2.302321750640869,0.00016985341997026598,1.4786450762937973e-11,20.0
69.0,20769.0,0.1,2.3023147285461425,0.0001756325050191304,1.4762730571124914e-11,20.0
70.0,21070.0,0.1,2.3023073493957518,0.00018092377413803475,1.4767350566853878e-11,20.0
71.0,21371.0,0.1,2.302300354385376,0.0001828314134599638,1.492199537802678e-11,20.0
72.0,21672.0,0.1,2.3022932258605957,0.00018762340280326252,1.4917675546192067e-11,20.0
73.0,21973.0,0.1,2.3022863967895506,0.00019348112538230966,1.4991595620980882e-11,20.0
74.0,22274.0,0.1,2.302278704071045,0.00019274753701977368,1.4741398301779212e-11,20.0
75.0,22575.0,0.1,2.3022718181610107,0.0001992712604945778,1.4516514622988074e-11,20.0
76.0,22876.0,0.1,2.302264601135254,0.00020337412929243554,1.4566753421462488e-11,20.0
77.0,23177.0,0.1,2.302257083129883,0.0002096792678076326,1.5053934591835684e-11,20.0
78.0,23478.0,0.1,2.302249797821045,0.00021299452248316452,1.5050613661871114e-11,20.0
79.0,23779.0,0.1,2.302243021774292,0.00022279201705958528,1.495595868088226e-11,20.0
80.0,24080.0,0.1,2.302234993362427,0.00022684985709449566,1.5244427839470006e-11,20.0
