schema_version,run_id,method,dataset,model,iid,balanced,noniid_alpha,unbalanced_alpha,num_devices,num_virtual_clients,client_fraction,num_rounds,local_epochs,batch_size,lr,seed,final_global_accuracy,final_global_loss,final_global_nll,final_global_ece,final_local_accuracy_weighted,best_global_accuracy,best_global_accuracy_round,best_global_ece,best_global_ece_round,final_posterior_sigma_mean,final_posterior_snr_raw_p50,final_posterior_snr_frac_gt_1,total_time_sec,mean_round_time_sec,final_model_path,accuracy_drop_best_to_final,best_global_loss,best_global_loss_round,best_accuracy_model_path,best_ece_model_path,best_loss_model_path
bayesfl_observability_v1,vi_sparse_bayesian_keep005_seed42,vi,mnist,mlp,0,0,0.01,0.1,300,24,0.05,200,5,256,0.05,42,0.8548,0.5186132022380829,0.5186132022380829,0.050610509596764976,0.8542927255613822,0.8689,180,0.03257808820903302,0,0.08267267442891209,1.2103339159545188,0.5757983688709836,1033.795998068992,5.1043123165203435,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/vi_sparse_bayesian_keep005_seed42/final_model.pt,0.014100000000000001,0.45632044900655744,180,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/vi_sparse_bayesian_keep005_seed42/best_checkpoints/best_accuracy_model.pt,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/vi_sparse_bayesian_keep005_seed42/best_checkpoints/best_ece_model.pt,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/vi_sparse_bayesian_keep005_seed42/best_checkpoints/best_loss_model.pt
