schema_version,run_id,round,method,aggregation_mode,num_results_received,num_failures,total_selected_examples,aggregation_weight_entropy,aggregation_weight_min,aggregation_weight_max,global_before_l2,global_after_l2,aggregation_delta_l2,aggregation_delta_linf,aggregation_delta_cosine,client_update_l2_mean,client_update_l2_std,client_update_l2_min,client_update_l2_max,client_update_cosine_mean,client_update_cosine_std,pairwise_update_cosine_mean,pairwise_update_cosine_std,update_conflict_fraction,fedavg_equivalent_delta_l2,bayes_product_delta_l2,bayes_vs_fedavg_delta_l2,aggregation_energy_before,aggregation_energy_after,aggregation_error_proxy
bayesfl_observability_v1,vi_sparse_bayesian_keep005_seed42,26,vi,product,24,0,10937,1.3809978530797322,9.143275121148396e-05,0.4221450123434214,17.95720886776903,18.864951177321707,5.755992942743163,0.06452994048595428,0.9523153848563306,3.984743381013012,0.35480663031202075,3.769694318600015,4.873697804686072,0.9760927606203864,0.004334218296780561,,,,,5.755992942743163,,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep005_seed42,27,vi,product,24,0,2366,0.5453174643493481,0.00042265426880811494,0.8516483516483516,18.864951177321707,19.542298678485608,5.098126296566302,0.059248751029372215,0.9653721861288006,3.8754047570089796,0.2395002167301435,3.7740425310065886,4.704003001875111,0.9794885816736224,0.0026366934625543198,,,,,5.098126296566302,,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep005_seed42,28,vi,product,24,0,3978,1.2011442193561024,0.00025138260432378077,0.4057315233785822,19.542298678485608,20.269373733777503,5.478873434707751,0.06667087972164154,0.9627762434694922,3.9243427826775257,0.31081382350758596,3.774107138138497,4.898136085952075,0.9803166857930262,0.003246535887985764,,,,,5.478873434707751,,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep005_seed42,29,vi,product,24,0,3697,1.191772290437916,0.0002704895861509332,0.5242088179605086,20.269373733777503,21.02096775369122,5.549430975983603,0.0626795431599021,0.9645240809134402,3.9481881384493693,0.3528758647732953,3.7719625085235853,4.885109811253973,0.9814262945332876,0.003434441925837711,,,,,5.549430975983603,,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep005_seed42,30,vi,product,24,0,5036,0.33347497995308906,0.00019857029388403494,0.9164019062748213,21.02096775369122,21.62382533093059,5.04740490261147,0.0707367192953825,0.9723763583277325,3.8724451753542386,0.25535550199865337,3.7766408627421906,4.7815121198545265,0.9833948402981256,0.0023011991292075755,,,,,5.04740490261147,,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep005_seed42,31,vi,product,24,0,2148,0.469719903911803,0.0004655493482309125,0.8491620111731844,21.62382533093059,22.185978674518925,5.007993675112613,0.058302247896790504,0.974190510888568,3.8764641584102395,0.2586317799745473,3.7761178638962054,4.7813206211068096,0.9842440353567603,0.002224210422997992,,,,,5.007993675112613,,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep005_seed42,32,vi,product,24,0,629,1.5871259469747605,0.001589825119236884,0.43084260731319557,22.185978674518925,22.722545982791765,4.844467696161067,0.04732096381485462,0.9770085748750796,3.8526243753527742,0.24258217811682117,3.775694207166372,4.7599991493830585,0.9852058161751525,0.001989773793044597,,,,,4.844467696161067,,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep005_seed42,33,vi,product,24,0,4678,0.9848305211294929,0.00021376656690893543,0.6885421120136811,22.722545982791765,23.327065412841044,5.226080434103444,0.07929915306158364,0.9745812122696089,3.8820348661667907,0.25519117261033647,3.777188192201346,4.777924989549725,0.9856580632590847,0.0020004886304114443,,,,,5.226080434103444,,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep005_seed42,34,vi,product,24,0,4327,0.8106534253513439,0.00023110700254217703,0.7443956551883522,23.327065412841044,23.87289325903583,5.219963629601032,0.06183480843901634,0.9758028009463486,3.884298300732628,0.2513350228908497,3.7793756505100244,4.77702572514424,0.9863648757163773,0.0018724221809192122,,,,,5.219963629601032,,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep005_seed42,35,vi,product,24,0,2319,1.2363081942875787,0.00043122035360068997,0.475636050021561,23.87289325903583,24.481339328806218,5.538011014491557,0.06366302073001862,0.9740783154758803,3.9715420047972567,0.3667062096365892,3.7706270979874095,4.773367601780517,0.9863410290010838,0.0026114273815453087,,,,,5.538011014491557,,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep005_seed42,36,vi,product,24,0,1649,1.2578425105009796,0.0006064281382656155,0.6440266828380837,24.481339328806218,24.98349083305152,4.940261275486067,0.06868108734488487,0.9802543593993394,3.8530245859996404,0.19185916799675454,3.780803930986828,4.5661399533380225,0.9878133487320169,0.0012836916444821332,,,,,4.940261275486067,,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep005_seed42,37,vi,product,24,0,3372,0.2253130614845944,0.0002965599051008304,0.9552194543297746,24.98349083305152,25.417681306343407,4.765005776388134,0.06606590282171965,0.9822708943800379,3.8160080236782696,0.08598788954687851,3.7810485449423723,4.136279782925248,0.9885290641499793,0.0005257704437528005,,,,,4.765005776388134,,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep005_seed42,38,vi,product,24,0,687,0.8401014108887029,0.001455604075691412,0.6768558951965066,25.417681306343407,25.86668771050531,4.865904262233267,0.04741192888468504,0.9821471901300317,3.85761753855309,0.24781710347732458,3.786203362400626,4.7847328199363695,0.9886357320140715,0.0015748588967025544,,,,,4.865904262233267,,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep005_seed42,39,vi,product,24,0,1904,1.1066255257481628,0.0005252100840336134,0.6244747899159664,25.86668771050531,26.391134462559986,5.211686309169206,0.06561371684074402,0.980307198997638,3.9169841509716,0.31326574757548104,3.7883901033133034,4.831465666710096,0.9886641811478609,0.0019195423920002773,,,,,5.211686309169206,,,,
bayesfl_observability_v1,vi_sparse_bayesian_keep005_seed42,40,vi,product,24,0,2117,0.22796783829355072,0.0004723665564478035,0.9593764761454889,26.391134462559986,26.8356523078971,4.819390596932434,0.07004432380199432,0.9837417596002043,3.8226940692095472,0.11124653915431952,3.7811806346405565,4.238203843149854,0.9896650338312359,0.0006168035101156874,,,,,4.819390596932434,,,,
