round,parameter,kind,numel,mean_abs,sigma_mean,precision_mean,precision_min,precision_max,zero_precision_fraction
0,conv1.weight,fola,2400,0.04142514616250992,1000000.0,0.0,0.0,0.0,1.0
0,conv1.bias,fola,32,0.0,1000000.0,0.0,0.0,0.0,1.0
0,conv2.weight,fola,51200,0.024921415373682976,1000000.0,0.0,0.0,0.0,1.0
0,conv2.bias,fola,64,0.0,1000000.0,0.0,0.0,0.0,1.0
0,fc1.weight,fola,819200,0.026658393442630768,1000000.0,0.0,0.0,0.0,1.0
0,fc1.bias,fola,512,0.0,1000000.0,0.0,0.0,0.0,1.0
0,fc2.weight,fola,5120,0.0539950355887413,1000000.0,0.0,0.0,0.0,1.0
0,fc2.bias,fola,10,0.0,1000000.0,0.0,0.0,0.0,1.0
1,conv1.weight,fola,2400,0.04243812710046768,39.289825439453125,0.0009602867648936808,0.00015807592717465013,0.0038746390491724014,0.0
1,conv1.bias,fola,32,0.02256937325000763,19.906774520874023,0.003593944013118744,0.0005808681598864496,0.012264498509466648,0.0
1,conv2.weight,fola,51200,0.01894945651292801,200.4248046875,7.737513806205243e-05,9.932765010489675e-08,0.0009049031068570912,0.0
1,conv2.bias,fola,64,0.013414806686341763,34.73130798339844,0.0015637147007510066,3.533722701831721e-05,0.004041978158056736,0.0
1,fc1.weight,fola,819200,0.007877088151872158,5114.71435546875,1.060115664586192e-05,0.0,0.0005712881102226675,5.9814453125e-05
1,fc1.bias,fola,512,0.0037028833758085966,315.630615234375,0.0001747925707604736,1.888487144441342e-09,0.0012740117963403463,0.0
1,fc2.weight,fola,5120,0.03866228833794594,4046.247314453125,0.0016315586399286985,3.891813087075757e-12,0.10242977738380432,0.0
1,fc2.bias,fola,10,0.08610746264457703,11.768404960632324,0.015763385221362114,0.0022756403777748346,0.03731168061494827,0.0
2,conv1.weight,fola,2400,0.04381721094250679,26.099651336669922,0.0024802025873214006,0.00028737474349327385,0.00987011194229126,0.0
2,conv1.bias,fola,32,0.03186590224504471,12.614164352416992,0.010020099580287933,0.0012265826808288693,0.03754055127501488,0.0
2,conv2.weight,fola,51200,0.016890063881874084,149.36703491210938,0.00017889948503579944,1.3950445065802342e-07,0.0032604075968265533,0.0
2,conv2.bias,fola,64,0.017992986366152763,26.805044174194336,0.0034773831721395254,3.818308323388919e-05,0.013355571776628494,0.0
2,fc1.weight,fola,819200,0.0058107273653149605,3066.494140625,2.6860787329496816e-05,2.4515467797228076e-17,0.0013447742676362395,0.0
2,fc1.bias,fola,512,0.0047586821019649506,264.9636535644531,0.0003784571890719235,1.8934318557484175e-09,0.0030705055687576532,0.0
2,fc2.weight,fola,5120,0.039210639894008636,1638.1424560546875,0.003051446285098791,6.5474544189148e-12,0.17132319509983063,0.0
2,fc2.bias,fola,10,0.11208057403564453,8.359712600708008,0.03002563677728176,0.00491775618866086,0.0707031860947609,0.0
3,conv1.weight,fola,2400,0.04528901353478432,20.605274200439453,0.003983631730079651,0.0004548224387690425,0.015101187862455845,0.0
3,conv1.bias,fola,32,0.039920955896377563,9.787664413452148,0.016813768073916435,0.002351524541154504,0.06494899839162827,0.0
3,conv2.weight,fola,51200,0.01585157960653305,126.55181884765625,0.0002873888879548758,1.448838418127707e-07,0.005056045483797789,0.0
3,conv2.bias,fola,64,0.022033296525478363,23.659177780151367,0.005188419949263334,3.901014133589342e-05,0.01984347775578499,0.0
3,fc1.weight,fola,819200,0.004924657754600048,2958.006591796875,4.253280349075794e-05,2.4515467797228076e-17,0.002405886771157384,0.0
3,fc1.bias,fola,512,0.005567625164985657,253.70347595214844,0.0005632907850667834,1.8934318557484175e-09,0.005612496752291918,0.0
3,fc2.weight,fola,5120,0.040011484175920486,1592.5108642578125,0.004328456707298756,6.5474544189148e-12,0.23678900301456451,0.0
3,fc2.bias,fola,10,0.1225142702460289,7.204720497131348,0.04302193596959114,0.0065161120146512985,0.102475605905056,0.0
4,conv1.weight,fola,2400,0.04684711620211601,17.108095169067383,0.005754794925451279,0.0006468754727393389,0.021308066323399544,0.0
4,conv1.bias,fola,32,0.04618992283940315,8.110713958740234,0.024812500923871994,0.003866516752168536,0.09433414787054062,0.0
4,conv2.weight,fola,51200,0.0152604840695858,112.49374389648438,0.000422661192715168,1.4649923230081185e-07,0.007826240733265877,0.0
4,conv2.bias,fola,64,0.025126159191131592,21.741899490356445,0.007077326998114586,3.93131012970116e-05,0.030272727832198143,0.0
4,fc1.weight,fola,819200,0.004421334248036146,2911.39208984375,5.972853978164494e-05,2.4515467797228076e-17,0.0037519014440476894,0.0
4,fc1.bias,fola,512,0.006219050381332636,246.98106384277344,0.0007593806367367506,1.8934318557484175e-09,0.008627977222204208,0.0
4,fc2.weight,fola,5120,0.04080059379339218,1563.905029296875,0.005540521815419197,6.5474544189148e-12,0.2987252473831177,0.0
4,fc2.bias,fola,10,0.13003826141357422,6.419717311859131,0.05566687509417534,0.008070706389844418,0.1349107325077057,0.0
5,conv1.weight,fola,2400,0.048349715769290924,14.663348197937012,0.007847418077290058,0.0008956551901064813,0.028905300423502922,0.0
5,conv1.bias,fola,32,0.050530292093753815,6.957207679748535,0.033955156803131104,0.005437953397631645,0.12211882323026657,0.0
5,conv2.weight,fola,51200,0.01490890234708786,103.06922149658203,0.0005884829442948103,1.4678582260785333e-07,0.011678788810968399,0.0
5,conv2.bias,fola,64,0.027764149010181427,20.42962646484375,0.009117615409195423,3.9367307181237265e-05,0.040402285754680634,0.0
5,fc1.weight,fola,819200,0.004098045639693737,2882.49462890625,7.877926691435277e-05,2.4515467797228076e-17,0.005337843205779791,0.0
5,fc1.bias,fola,512,0.006752918008714914,242.38986206054688,0.0009608628461137414,1.8934318557484175e-09,0.01214447058737278,0.0
5,fc2.weight,fola,5120,0.04153561592102051,1553.251708984375,0.006722708232700825,6.5474544189148e-12,0.35466283559799194,0.0
5,fc2.bias,fola,10,0.13571974635124207,5.872175693511963,0.06771005690097809,0.00950714573264122,0.1651415228843689,0.0
6,conv1.weight,fola,2400,0.04972628876566887,13.012886047363281,0.009817440994083881,0.001190505106933415,0.0358562208712101,0.0
6,conv1.bias,fola,32,0.05350077897310257,6.167259693145752,0.04325318709015846,0.00644400529563427,0.14973680675029755,0.0
6,conv2.weight,fola,51200,0.014693082310259342,96.43425750732422,0.000765626784414053,1.4692767535962048e-07,0.01588960364460945,0.0
6,conv2.bias,fola,64,0.029833687469363213,19.484909057617188,0.011098658666014671,3.938991358154453e-05,0.04983561113476753,0.0
6,fc1.weight,fola,819200,0.003867702791467309,2864.964111328125,9.721034439280629e-05,2.4515467797228076e-17,0.007100549526512623,0.0
6,fc1.bias,fola,512,0.007165934890508652,239.201416015625,0.0011639617150649428,1.8934318557484175e-09,0.01573464646935463,0.0
6,fc2.weight,fola,5120,0.042189113795757294,1545.654052734375,0.007857379503548145,6.5474544189148e-12,0.4091328978538513,0.0
6,fc2.bias,fola,10,0.13938698172569275,5.455321311950684,0.07975093275308609,0.010935901664197445,0.19525548815727234,0.0
7,conv1.weight,fola,2400,0.05102100968360901,11.736663818359375,0.011926224455237389,0.0015775549691170454,0.04223645478487015,0.0
7,conv1.bias,fola,32,0.05666287988424301,5.571499347686768,0.05295823514461517,0.007530840579420328,0.17875291407108307,0.0
7,conv2.weight,fola,51200,0.014560786075890064,91.42843627929688,0.0009684332180768251,1.4695561389999057e-07,0.02043256163597107,0.0
7,conv2.bias,fola,64,0.031575970351696014,18.740449905395508,0.013196524232625961,3.939262387575582e-05,0.06015957519412041,0.0
7,fc1.weight,fola,819200,0.0036974891554564238,2851.84033203125,0.00011700520553858951,2.4515467797228076e-17,0.008686120621860027,0.0
7,fc1.bias,fola,512,0.00750396866351366,236.65841674804688,0.0013642619596794248,1.8934318557484175e-09,0.019010601565241814,0.0
7,fc2.weight,fola,5120,0.04277973622083664,1541.2677001953125,0.00891956128180027,6.5474544189148e-12,0.45978468656539917,0.0
7,fc2.bias,fola,10,0.14248421788215637,5.1238861083984375,0.09071476757526398,0.012391643598675728,0.22426219284534454,0.0
8,conv1.weight,fola,2400,0.05224844068288803,10.747902870178223,0.014098428189754486,0.0019768027123063803,0.04815004765987396,0.0
8,conv1.bias,fola,32,0.05939614027738571,5.101551055908203,0.06323647499084473,0.00862248707562685,0.20824536681175232,0.0
8,conv2.weight,fola,51200,0.014490047469735146,87.59158325195312,0.0011838143691420555,1.4696699679461744e-07,0.02573237381875515,0.0
8,conv2.bias,fola,64,0.0330951027572155,18.134864807128906,0.015355832874774933,3.939337329939008e-05,0.07490880787372589,0.0
8,fc1.weight,fola,819200,0.003565271385014057,2842.779052734375,0.00013686918828170747,2.4515467797228076e-17,0.010504261590540409,0.0
8,fc1.bias,fola,512,0.00780160678550601,234.6918182373047,0.0015628477558493614,1.8934318557484175e-09,0.022471606731414795,0.0
8,fc2.weight,fola,5120,0.043314628303050995,1537.1094970703125,0.009978952817618847,6.5474544189148e-12,0.508226752281189,0.0
8,fc2.bias,fola,10,0.14533306658267975,4.855841636657715,0.10176466405391693,0.013754960149526596,0.25256064534187317,0.0
9,conv1.weight,fola,2400,0.05337756499648094,9.910186767578125,0.01644781604409218,0.002321709878742695,0.05417094752192497,0.0
