run_id,experiment,condition,method,realization,round,logical_round,physical_round,phase,bin,lower,upper,count,confidence,accuracy
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,0,0,0,model,0,0.0,0.1,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,0,0,0,model,1,0.1,0.2,5,0.1955673723760992,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,0,0,0,model,2,0.2,0.30000000000000004,1466,0.27960138728973444,0.08390177353342429
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,0,0,0,model,3,0.30000000000000004,0.4,6697,0.34771071916583307,0.1073615051515604
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,0,0,0,model,4,0.4,0.5,1771,0.43243608127043465,0.032185206098249576
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,0,0,0,model,5,0.5,0.6000000000000001,61,0.5140927246961643,0.03278688524590164
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,0,0,0,model,6,0.6000000000000001,0.7000000000000001,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,0,0,0,model,7,0.7000000000000001,0.8,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,0,0,0,model,8,0.8,0.9,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,0,0,0,model,9,0.9,1.0,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,1,1,2,natural_mean,0,0.0,0.1,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,1,1,2,natural_mean,1,0.1,0.2,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,1,1,2,natural_mean,2,0.2,0.30000000000000004,124,0.28477474614760034,0.03225806451612903
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,1,1,2,natural_mean,3,0.30000000000000004,0.4,2484,0.36234936434280685,0.04428341384863124
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,1,1,2,natural_mean,4,0.4,0.5,3713,0.44995674191620794,0.0983032588203609
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,1,1,2,natural_mean,5,0.5,0.6000000000000001,2836,0.5445690249764297,0.172425952045134
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,1,1,2,natural_mean,6,0.6000000000000001,0.7000000000000001,804,0.6335242902358764,0.1318407960199005
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,1,1,2,natural_mean,7,0.7000000000000001,0.8,39,0.7117997031635007,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,1,1,2,natural_mean,8,0.8,0.9,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,1,1,2,natural_mean,9,0.9,1.0,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,2,2,4,natural_mean,0,0.0,0.1,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,2,2,4,natural_mean,1,0.1,0.2,1523,0.18563424097434517,0.06369008535784636
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,2,2,4,natural_mean,2,0.2,0.30000000000000004,7608,0.24324817039787516,0.14313880126182965
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,2,2,4,natural_mean,3,0.30000000000000004,0.4,857,0.3255746319352026,0.20420070011668612
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,2,2,4,natural_mean,4,0.4,0.5,12,0.41053817580298824,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,2,2,4,natural_mean,5,0.5,0.6000000000000001,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,2,2,4,natural_mean,6,0.6000000000000001,0.7000000000000001,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,2,2,4,natural_mean,7,0.7000000000000001,0.8,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,2,2,4,natural_mean,8,0.8,0.9,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,2,2,4,natural_mean,9,0.9,1.0,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,3,3,6,natural_mean,0,0.0,0.1,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,3,3,6,natural_mean,1,0.1,0.2,291,0.19113310684023516,0.027491408934707903
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,3,3,6,natural_mean,2,0.2,0.30000000000000004,8415,0.24762204016853354,0.08366013071895424
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,3,3,6,natural_mean,3,0.30000000000000004,0.4,1263,0.328643237054053,0.04671417260490895
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,3,3,6,natural_mean,4,0.4,0.5,31,0.4189757563143729,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,3,3,6,natural_mean,5,0.5,0.6000000000000001,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,3,3,6,natural_mean,6,0.6000000000000001,0.7000000000000001,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,3,3,6,natural_mean,7,0.7000000000000001,0.8,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,3,3,6,natural_mean,8,0.8,0.9,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,3,3,6,natural_mean,9,0.9,1.0,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,4,4,8,natural_mean,0,0.0,0.1,0,0.0,0.0
fig3_labels_1_proposed_rep00_seed2025,fig3,labels_1,proposed,0,4,4,8,natural_mean,1,0.1,0.2,428,0.18437198240268607,0.02570093457943925
