round,parameter,kind,numel,mean_abs,sigma_mean,sigma_min,sigma_max,snr_mean
0,conv1.mu_kernel,bbb,432,0.07886157929897308,0.04883968457579613,0.03567647188901901,0.06762874126434326,1.6317718029022217
0,stage1.0.conv1.mu_kernel,bbb,2304,0.07908609509468079,0.04866112396121025,0.03457474336028099,0.0698685273528099,1.6418967247009277
0,stage1.0.conv2.mu_kernel,bbb,2304,0.08150334656238556,0.04868077486753464,0.0317380465567112,0.06772402673959732,1.6888470649719238
0,stage1.1.conv1.mu_kernel,bbb,2304,0.08141928911209106,0.0489237979054451,0.033420711755752563,0.06517975777387619,1.683260440826416
0,stage1.1.conv2.mu_kernel,bbb,2304,0.07953203469514847,0.04867657646536827,0.0332198292016983,0.06520623713731766,1.647842288017273
0,stage1.2.conv1.mu_kernel,bbb,2304,0.07786858826875687,0.04891791567206383,0.03568124398589134,0.06975655257701874,1.6036325693130493
0,stage1.2.conv2.mu_kernel,bbb,2304,0.08058656752109528,0.04857075214385986,0.03568381443619728,0.06555839627981186,1.681147813796997
0,stage1.3.conv1.mu_kernel,bbb,2304,0.07821241766214371,0.0488399863243103,0.03499048575758934,0.07026530057191849,1.6153960227966309
0,stage1.3.conv2.mu_kernel,bbb,2304,0.07921537011861801,0.04877655208110809,0.03578150272369385,0.07563862204551697,1.6428313255310059
0,stage1.4.conv1.mu_kernel,bbb,2304,0.08073088526725769,0.04878601059317589,0.03424844145774841,0.06604181230068207,1.6728367805480957
0,stage1.4.conv2.mu_kernel,bbb,2304,0.07932117581367493,0.04867648705840111,0.03474902734160423,0.0684426948428154,1.644844889640808
0,stage1.5.conv1.mu_kernel,bbb,2304,0.07867036759853363,0.04881689324975014,0.0333840437233448,0.06578363478183746,1.6217526197433472
0,stage1.5.conv2.mu_kernel,bbb,2304,0.0803832933306694,0.048752233386039734,0.032588787376880646,0.07403150200843811,1.6683751344680786
0,stage1.6.conv1.mu_kernel,bbb,2304,0.07848400622606277,0.04898442327976227,0.0344613641500473,0.06733110547065735,1.619460105895996
0,stage1.6.conv2.mu_kernel,bbb,2304,0.0806119367480278,0.048815540969371796,0.03592642396688461,0.0699399784207344,1.667725682258606
0,stage1.7.conv1.mu_kernel,bbb,2304,0.0797564834356308,0.04888198897242546,0.03466730937361717,0.06569371372461319,1.6474573612213135
0,stage1.7.conv2.mu_kernel,bbb,2304,0.08040820062160492,0.04883360117673874,0.03527546674013138,0.06813719123601913,1.6674726009368896
0,stage1.8.conv1.mu_kernel,bbb,2304,0.07990603893995285,0.0487709641456604,0.033351071178913116,0.07014503329992294,1.6536871194839478
0,stage1.8.conv2.mu_kernel,bbb,2304,0.08079242706298828,0.0488465316593647,0.03371458500623703,0.06761554628610611,1.6625016927719116
0,stage2.0.conv1.mu_kernel,bbb,4608,0.08012869954109192,0.04882530868053436,0.033202968537807465,0.0688849687576294,1.6554951667785645
0,stage2.0.conv2.mu_kernel,bbb,9216,0.07975485175848007,0.04882732778787613,0.032010044902563095,0.0694955438375473,1.6497739553451538
0,stage2.0.shortcut.mu_kernel,bbb,512,0.07948076725006104,0.04893345758318901,0.0367889478802681,0.062328942120075226,1.6295225620269775
0,stage2.1.conv1.mu_kernel,bbb,9216,0.07963461428880692,0.048688821494579315,0.0330677404999733,0.06955450773239136,1.6508759260177612
0,stage2.1.conv2.mu_kernel,bbb,9216,0.0783034935593605,0.04894443601369858,0.032700613141059875,0.0701829344034195,1.614561676979065
0,stage2.2.conv1.mu_kernel,bbb,9216,0.08007261157035828,0.04877542704343796,0.03483884036540985,0.06886203587055206,1.6576846837997437
0,stage2.2.conv2.mu_kernel,bbb,9216,0.08006267994642258,0.04873921722173691,0.03358529135584831,0.06869712471961975,1.6565049886703491
0,stage2.3.conv1.mu_kernel,bbb,9216,0.07953177392482758,0.04880736023187637,0.03372717276215553,0.07047156989574432,1.6451424360275269
0,stage2.3.conv2.mu_kernel,bbb,9216,0.07960739731788635,0.048831600695848465,0.03349282965064049,0.06803669035434723,1.647367000579834
0,stage2.4.conv1.mu_kernel,bbb,9216,0.07981812208890915,0.04880440980195999,0.032755933701992035,0.07044044137001038,1.6517020463943481
0,stage2.4.conv2.mu_kernel,bbb,9216,0.07922586053609848,0.04884655028581619,0.03425755351781845,0.07275457680225372,1.6349977254867554
0,stage2.5.conv1.mu_kernel,bbb,9216,0.0802045613527298,0.04875895008444786,0.030997559428215027,0.07458195835351944,1.658494234085083
0,stage2.5.conv2.mu_kernel,bbb,9216,0.07993768155574799,0.04875646531581879,0.03415381908416748,0.06809695065021515,1.6555259227752686
0,stage2.6.conv1.mu_kernel,bbb,9216,0.08101345598697662,0.04881332069635391,0.033803898841142654,0.06872247159481049,1.6744953393936157
0,stage2.6.conv2.mu_kernel,bbb,9216,0.07906684279441833,0.048797085881233215,0.03464183956384659,0.0704437717795372,1.6359574794769287
0,stage2.7.conv1.mu_kernel,bbb,9216,0.0804700255393982,0.04878360778093338,0.033186767250299454,0.07123178243637085,1.665910243988037
0,stage2.7.conv2.mu_kernel,bbb,9216,0.0799185037612915,0.04886750876903534,0.0346030592918396,0.06891872733831406,1.6506260633468628
0,stage2.8.conv1.mu_kernel,bbb,9216,0.08065566420555115,0.04881082475185394,0.03346623107790947,0.06905528903007507,1.664931297302246
