schema_version,run_id,round,method,aggregation_mode,num_results_received,num_failures,total_selected_examples,aggregation_weight_entropy,aggregation_weight_min,aggregation_weight_max,global_before_l2,global_after_l2,aggregation_delta_l2,aggregation_delta_linf,aggregation_delta_cosine,client_update_l2_mean,client_update_l2_std,client_update_l2_min,client_update_l2_max,client_update_cosine_mean,client_update_cosine_std,pairwise_update_cosine_mean,pairwise_update_cosine_std,update_conflict_fraction,fedavg_equivalent_delta_l2,bayes_product_delta_l2,bayes_vs_fedavg_delta_l2,aggregation_energy_before,aggregation_energy_after,aggregation_error_proxy
bayesfl_observability_v1,ola_precision_update_prune095_keep005_seed42,152,ola,ola,24,0,3195,2.0137961398546564,0.04913928012519562,0.2431924882629108,8.389778233340136,8.400021285078731,0.06739477726018489,0.0043448880314826965,0.9999685194822642,0.08502766351579599,0.04656419921314962,0.006059186248386262,0.164339951921325,0.999933290670391,5.712629281839356e-05,,,,,0.06739477726018489,,,,
bayesfl_observability_v1,ola_precision_update_prune095_keep005_seed42,153,ola,ola,24,0,3189,1.376902986355205,0.0015678896205707118,0.5374725619316401,8.400021285078731,8.406440878023655,0.1380785437003058,0.013500012457370758,0.9998652930226348,0.08963412854479089,0.0596771439760102,0.01192494592326796,0.20804617175409082,0.999917861623789,9.533967600556562e-05,,,,,0.1380785437003058,,,,
bayesfl_observability_v1,ola_precision_update_prune095_keep005_seed42,154,ola,ola,24,0,1658,1.9750239503439793,0.0012062726176115801,0.2195416164053076,8.406440878023655,8.41184518693963,0.08879749233486851,0.009541317820549011,0.9999444535472154,0.08684863284628784,0.040307117203595096,0.017973468152533527,0.16594521317220493,0.9999351549809984,5.096663333066768e-05,,,,,0.08879749233486851,,,,
bayesfl_observability_v1,ola_precision_update_prune095_keep005_seed42,155,ola,ola,24,0,2297,1.6840635966079576,0.00043535045711797995,0.455811928602525,8.41184518693963,8.421104186987714,0.11963408723505761,0.0109032541513443,0.9998995822749323,0.07289419023236268,0.05295803221169299,1.6582589208492287e-05,0.20591125865434332,0.9999426799375449,7.533960668141434e-05,,,,,0.11963408723505761,,,,
bayesfl_observability_v1,ola_precision_update_prune095_keep005_seed42,156,ola,ola,24,0,2249,1.7550494170585282,0.0008892841262783459,0.3468208092485549,8.421104186987714,8.427464350014537,0.1104960791988728,0.01358517725020647,0.9999142653264597,0.08356825074459648,0.04955028779405181,0.005638435912468743,0.19707992855847076,0.9999334703841863,7.457104353937558e-05,,,,,0.1104960791988728,,,,
bayesfl_observability_v1,ola_precision_update_prune095_keep005_seed42,157,ola,ola,24,0,2332,1.6807691296280887,0.0008576329331046312,0.3666380789022298,8.427464350014537,8.431932906786132,0.10483649135636124,0.009726464748382568,0.999922806426679,0.08065869775806495,0.04238930500033975,0.014666865311766251,0.1679366961399124,0.9999415771263759,5.3180119434671465e-05,,,,,0.10483649135636124,,,,
bayesfl_observability_v1,ola_precision_update_prune095_keep005_seed42,158,ola,ola,24,0,1873,2.2005955982887673,0.002135611318739989,0.19701014415376403,8.431932906786132,8.437233845384588,0.06430905306319075,0.005128458142280579,0.9999711313752572,0.08867017574324755,0.0451884603710145,0.02475072182034829,0.15739484203442797,0.9999303634079335,5.934576746311483e-05,,,,,0.06430905306319075,,,,
bayesfl_observability_v1,ola_precision_update_prune095_keep005_seed42,159,ola,ola,24,0,3725,2.044933469808092,0.00026845637583892615,0.21422818791946308,8.437233845384588,8.444470222590535,0.09034078775940346,0.006882496178150177,0.9999430924643782,0.09373557282720599,0.05225480660562824,0.007727174187466273,0.17415910428359446,0.99991913650824,6.777259348142662e-05,,,,,0.09034078775940346,,,,
bayesfl_observability_v1,ola_precision_update_prune095_keep005_seed42,160,ola,ola,24,0,2728,1.211052257568177,0.004398826979472141,0.6312316715542522,8.444470222590535,8.454309374852334,0.11239203996434256,0.013734564185142517,0.9999122091202419,0.08483895477651258,0.05091624411796062,0.012793128329891271,0.17828754522926665,0.9999314165391125,6.616472010359314e-05,,,,,0.11239203996434256,,,,
bayesfl_observability_v1,ola_precision_update_prune095_keep005_seed42,161,ola,ola,24,0,2168,1.8722157687136884,0.012453874538745387,0.3095018450184502,8.454309374852334,8.460079573997461,0.06946351672218597,0.005593534559011459,0.9999665016201271,0.0704638283564045,0.04317318397383816,0.0030739958275105453,0.1494480939686555,0.999952246405405,5.03848770714256e-05,,,,,0.06946351672218597,,,,
bayesfl_observability_v1,ola_precision_update_prune095_keep005_seed42,162,ola,ola,24,0,3158,1.858648581143231,0.004433185560481318,0.26979100696643443,8.460079573997461,8.469829033583874,0.09297849003707452,0.008732050657272339,0.999940339846307,0.09315665754579107,0.04147262815203836,0.03562342532135758,0.1743888576020721,0.9999274069010065,5.8270380214401964e-05,,,,,0.09297849003707452,,,,
bayesfl_observability_v1,ola_precision_update_prune095_keep005_seed42,163,ola,ola,24,0,1133,1.734063175887301,0.00176522506619594,0.4227714033539276,8.469829033583874,8.474068251171296,0.06390453858642894,0.008803784847259521,0.9999716762043095,0.05610430680391868,0.02491120114586933,0.008264128907748518,0.09384739088210454,0.9999737421095471,1.790772177475066e-05,,,,,0.06390453858642894,,,,
bayesfl_observability_v1,ola_precision_update_prune095_keep005_seed42,164,ola,ola,24,0,2246,1.8469634998687465,0.003561887800534283,0.40382902938557436,8.474068251171296,8.479527209954217,0.07537463986340087,0.006347164511680603,0.9999606746211661,0.0817525119800837,0.04070103113265268,0.007236222182045269,0.1307890568335033,0.9999419418646628,3.9409340334141506e-05,,,,,0.07537463986340087,,,,
bayesfl_observability_v1,ola_precision_update_prune095_keep005_seed42,165,ola,ola,24,0,1853,1.8897298045920745,0.0010793308148947653,0.41284403669724773,8.479527209954217,8.4861097894325,0.10128714034554916,0.009842678904533386,0.9999290160495413,0.08168481295646073,0.04460344200097665,0.012646721629784318,0.17360323973053612,0.999939788397411,5.821988731290453e-05,,,,,0.10128714034554916,,,,
bayesfl_observability_v1,ola_precision_update_prune095_keep005_seed42,166,ola,ola,24,0,2226,1.2025932815431621,0.0013477088948787063,0.6868823000898473,8.4861097894325,8.492909724197554,0.11163511213636379,0.014257336035370827,0.9999138625281297,0.06792941187276881,0.042321306521367154,0.010397643669730837,0.16567151594924875,0.9999555628762965,5.168530437358501e-05,,,,,0.11163511213636379,,,,
