round,num_examples,train_loss,train_accuracy,lr,local_steps,update_l2,update_rms,update_max_abs,client_id,server_round
1,9494.0,0.4451500273068528,0.7899199494417527,0.01,2970.0,2.80719099726421,0.003034884433289132,0.19393198192119598,0.0,1.0
1,184.0,0.019300618190470194,1.0,0.01,60.0,0.14610534807979517,0.00015795606602464707,0.01672063022851944,8.0,1.0
1,5350.0,0.21344630898611847,0.9351214953271028,0.01,1680.0,1.2085168965490254,0.001306540638053467,0.10673801600933075,9.0,1.0
1,65.0,1.5421067686407612,0.49538461538461537,0.01,30.0,0.3215967158197983,0.00034768167452431934,0.047043219208717346,11.0,1.0
1,111.0,0.13250355768722255,0.9711711711711711,0.01,40.0,0.22189876066993636,0.00023989714101379231,0.03439877042546868,1.0,1.0
1,4331.0,0.005543628970108034,0.9990302470561071,0.01,1360.0,0.25887292972267545,0.00027987031355578067,0.04202178120613098,3.0,1.0
1,51.0,0.2165039692439285,0.9176470588235294,0.01,20.0,0.13656001786294603,0.0001476365066808219,0.015583343803882599,14.0,1.0
1,1.0,0.18357083161827176,0.9,0.01,10.0,0.14385415328391152,0.0001555222750752649,0.01723325252532959,5.0,1.0
1,4.0,0.5460414543747902,0.9,0.01,10.0,0.20648495650179036,0.0002232331112512066,0.027283601462841034,15.0,1.0
1,555.0,0.02412393256297979,0.9942342342342342,0.01,180.0,0.23794054075444218,0.00025724008230569616,0.03857216238975525,2.0,1.0
1,325.0,0.011003714232445838,1.0,0.01,110.0,0.15520081457639864,0.00016778927285344725,0.01752222515642643,12.0,1.0
1,5113.0,0.11064053749175276,0.9770780363778604,0.01,1600.0,0.5175271459630211,0.000559504173609281,0.0858842134475708,19.0,1.0
1,1.0,0.1785148953553289,0.9,0.01,10.0,0.14348356610337093,0.000155121629281482,0.017453275620937347,7.0,1.0
1,4601.0,0.002644848556367036,0.9993044990219517,0.01,1440.0,0.2555323802177113,0.00027625880949313304,0.050053417682647705,10.0,1.0
1,351.0,0.042438673075234475,0.9908831908831909,0.01,110.0,0.23960940919077572,0.0002590443139534794,0.03876948356628418,4.0,1.0
1,9998.0,0.6674473937570298,0.598249649929986,0.01,3130.0,1.9193598831311776,0.002075040649842256,0.18380838632583618,17.0,1.0
1,1.0,0.18389362138696014,0.9,0.01,10.0,0.14333177763926377,0.0001549575291374873,0.017703063786029816,13.0,1.0
1,9.0,0.5941249042749405,0.7888888888888889,0.01,10.0,0.15467618939810704,0.0001672220949206096,0.014307920821011066,18.0,1.0
1,9443.0,0.5329559103975252,0.7312083024462565,0.01,2960.0,2.139148022701876,0.0023126559756447246,0.20214395225048065,16.0,1.0
1,1.0,0.18436240302398801,0.9,0.01,10.0,0.14424057667086093,0.000155940041562424,0.016860246658325195,6.0,1.0
2,1.0,0.27016908540390433,0.9,0.01,10.0,0.20228460596458175,0.00021869206702865266,0.016754960641264915,6.0,2.0
2,1.0,0.2843405791092664,0.9,0.01,10.0,0.20227724618119877,0.00021868411028753916,0.017504343762993813,5.0,2.0
2,325.0,0.019449232494046623,0.9996923076923077,0.01,110.0,0.20220745565933668,0.00021860865900239442,0.018683552742004395,12.0,2.0
2,351.0,0.024355218670147862,0.9908831908831909,0.01,110.0,0.2510460028893108,0.00027140853862481906,0.03377491235733032,4.0,2.0
2,555.0,0.025111532226212215,0.9942342342342342,0.01,180.0,0.27235164525486855,0.0002944422981443787,0.039252422749996185,2.0,2.0
2,1.0,0.28070954005233945,0.9,0.01,10.0,0.20116043701059189,0.00021747671586010885,0.016101256012916565,13.0,2.0
2,4601.0,0.0024656721334363092,0.9993044990219517,0.01,1440.0,0.31342625791047907,0.00033884850444575935,0.04481983184814453,10.0,2.0
2,184.0,0.033296473063882844,1.0,0.01,60.0,0.1901000920355889,0.00020551925773768065,0.016585849225521088,8.0,2.0
2,51.0,0.2384417501150393,0.9196078431372549,0.01,20.0,0.19174581079238304,0.00020729846201748706,0.01759149879217148,14.0,2.0
2,5113.0,0.10450886976057268,0.977038920398983,0.01,1600.0,0.6826493932684468,0.0007380196142847944,0.07116320729255676,19.0,2.0
2,4331.0,0.005582310692223872,0.9990302470561071,0.01,1360.0,0.29916556886468193,0.00032343111986621163,0.04440801590681076,3.0,2.0
2,9998.0,0.5623357561379104,0.7088417683536707,0.01,3130.0,2.382836226493035,0.002576109918387749,0.18298524618148804,17.0,2.0
2,65.0,1.1035095178851715,0.5046153846153846,0.01,30.0,0.3382830624120518,0.00036572146361264654,0.06162775307893753,11.0,2.0
2,111.0,0.07491130092902831,0.9711711711711711,0.01,40.0,0.2290117374681412,0.00024758705686927086,0.02893660217523575,1.0,2.0
2,5350.0,0.1776268324767039,0.9425233644859813,0.01,1680.0,1.2938591113286517,0.0013988050259734629,0.09766112267971039,9.0,2.0
2,9494.0,0.33564971604484345,0.8560775226458817,0.01,2970.0,2.6443941157925677,0.0028588829706712314,0.16471155732870102,0.0,2.0
2,9.0,0.591332632303238,0.8,0.01,10.0,0.2022182613338653,0.00021862034113355333,0.01751759648323059,18.0,2.0
2,4.0,0.33080583307892086,0.9,0.01,10.0,0.21324442573515648,0.00023054084626946225,0.028133627027273178,15.0,2.0
2,1.0,0.2755171710625291,0.9,0.01,10.0,0.20341459104088885,0.0002199137060696996,0.016481788828969002,7.0,2.0
2,9443.0,0.47613273835606357,0.774425500370645,0.01,2960.0,2.0316837704412642,0.0021964752146496113,0.2139621526002884,16.0,2.0
3,1.0,0.2747830386273563,0.9,0.01,10.0,0.21943145260262073,0.00023722970767814738,0.02044288069009781,6.0,3.0
3,9998.0,0.5043534815418742,0.7522004400880176,0.01,3130.0,2.444926362259937,0.002643236233157005,0.14695246517658234,17.0,3.0
3,184.0,0.033406344062203296,0.9989130434782608,0.01,60.0,0.2118236506138057,0.0002290048309775943,0.02385614439845085,8.0,3.0
3,325.0,0.01965195790841244,0.9990769230769231,0.01,110.0,0.22633995596967157,0.00024469856510410143,0.026521306484937668,12.0,3.0
3,9.0,0.5826529115438461,0.8,0.01,10.0,0.2207101767908746,0.0002386121501757131,0.015925563871860504,18.0,3.0
3,5350.0,0.14740323145212345,0.9488598130841122,0.01,1680.0,1.254963613662364,0.001356754684365966,0.10536155104637146,9.0,3.0
3,351.0,0.028078224984288847,0.9908831908831909,0.01,110.0,0.27572411334417213,0.0002980883097324632,0.028812304139137268,4.0,3.0
3,9494.0,0.28716159262593377,0.8840214872551085,0.01,2970.0,2.3781221961392105,0.002571013529380796,0.13483400642871857,0.0,3.0
3,1.0,0.27429874213412403,0.9,0.01,10.0,0.22411449899249022,0.00024229259958783106,0.02137332782149315,13.0,3.0
3,4601.0,0.0025504663759399557,0.9993044990219517,0.01,1440.0,0.342580128443185,0.0003703670679977457,0.04850708693265915,10.0,3.0
3,5113.0,0.09249470538655345,0.9774300801877567,0.01,1600.0,0.799780830492394,0.0008646516731030862,0.0891287811100483,19.0,3.0
3,111.0,0.08642814115973542,0.9711711711711711,0.01,40.0,0.2533762566641373,0.0002739278010881593,0.02609093487262726,1.0,3.0
3,1.0,0.2831112860701978,0.9,0.01,10.0,0.22160795300756383,0.00023958274571668725,0.022673726081848145,5.0,3.0
3,65.0,1.0598352005848517,0.5876923076923077,0.01,30.0,0.3736975143969895,0.00040400840922742584,0.04361832141876221,11.0,3.0
3,1.0,0.313221734482795,0.9,0.01,10.0,0.22411863925379163,0.00024229707566893337,0.020591460168361664,7.0,3.0
3,51.0,0.24974848605765432,0.9313725490196079,0.01,20.0,0.2122051780600663,0.00022941730441052325,0.018273212015628815,14.0,3.0
3,9443.0,0.4449763553302463,0.7934978290797416,0.01,2960.0,1.8785101763154142,0.0020308775916675877,0.18708005547523499,16.0,3.0
3,555.0,0.023186903746357096,0.9942342342342342,0.01,180.0,0.29093984454202393,0.0003145382006727219,0.04208257794380188,2.0,3.0
