epoch,valid_mean_error,test_mean_error,valid_mc_error,test_mc_error,train_loss,train_kl_raw,train_nll,snr_q50_db,snr_q75_db
14,0.21189999999999998,0.19910000000000005,0.21150000000000002,0.19840000000000002,2806.739895315734,10549153.675191816,108.43730336260003,0.17542460560798645,4.835061550140381
15,0.20240000000000002,0.18710000000000004,0.20350000000000001,0.1876,2798.8522401697455,10550070.94373402,101.14538728367643,0.1855047345161438,4.846616744995117
16,0.19510000000000005,0.17930000000000001,0.19640000000000002,0.17910000000000004,2794.014757590526,10550854.020460362,95.13387829324488,0.19464221596717834,4.85632848739624
17,0.18789999999999996,0.17220000000000002,0.18820000000000003,0.17149999999999999,2788.3340809619617,10551879.872122768,89.86837784164705,0.20326389372348785,4.864686965942383
18,0.18159999999999998,0.16649999999999998,0.1804,0.16800000000000004,2783.5851969414016,10552261.493606133,85.37206352214363,0.21035254001617432,4.873195171356201
19,0.17469999999999997,0.15969999999999995,0.1754,0.15980000000000005,2779.7529754248403,10553575.652173907,81.61965302372222,0.21722941100597382,4.880856990814209
20,0.1703,0.15449999999999997,0.1694,0.1543,2777.544177043163,10554174.09718669,78.32975935874997,0.22360840439796448,4.887181758880615
21,0.16590000000000005,0.1513,0.16479999999999995,0.1511,2774.939112670586,10554601.168797957,75.50024069666561,0.2292657196521759,4.8937883377075195
22,0.16010000000000002,0.14700000000000002,0.16010000000000002,0.14749999999999996,2772.433849803017,10555168.734015344,72.96930435063598,0.2338913083076477,4.8996381759643555
23,0.15559999999999996,0.14129999999999998,0.15759999999999996,0.1412,2769.414174794538,10555772.35549872,70.62742585477315,0.2397756278514862,4.9057817459106445
24,0.15300000000000002,0.14039999999999997,0.1543,0.1401,2768.4752927131353,10556370.455242982,68.72928304257603,0.24445806443691254,4.911205768585205
25,0.1481,0.13670000000000004,0.14749999999999996,0.13580000000000003,2766.3786258453583,10556548.470588233,66.89477454183046,0.24969084560871124,4.915988445281982
26,0.1441,0.1331,0.14400000000000002,0.13190000000000002,2764.6518963279623,10557002.263427112,65.18966028940346,0.2536062002182007,4.92063045501709
27,0.14149999999999996,0.12960000000000005,0.1422,0.13029999999999997,2763.970041611614,10557782.744245525,63.71391489560644,0.2577288746833801,4.92512321472168
28,0.13749999999999996,0.12580000000000002,0.1382,0.12660000000000005,2762.6300806401646,10557911.260869564,62.27139189542105,0.26187068223953247,4.929398536682129
29,0.13529999999999998,0.12370000000000003,0.13549999999999995,0.12580000000000002,2761.344857267105,10558537.253196932,61.064165812928884,0.26547473669052124,4.933900356292725
30,0.13239999999999996,0.12090000000000001,0.13260000000000005,0.12129999999999996,2760.0916060816007,10558676.40409207,59.87438517031461,0.2688162922859192,4.93753719329834
31,0.12980000000000003,0.12129999999999996,0.13039999999999996,0.12060000000000004,2758.74982019215,10559276.772378517,58.826155630828836,0.2717621922492981,4.940895080566406
32,0.12760000000000005,0.1189,0.128,0.121,2758.106240040812,10559246.547314573,57.75973294153236,0.27456915378570557,4.9440155029296875
33,0.125,0.1179,0.12639999999999996,0.11739999999999995,2757.59524368325,10559558.222506389,56.89136072924682,0.27724581956863403,4.947353839874268
34,0.12329999999999997,0.11609999999999998,0.12480000000000002,0.11660000000000004,2756.842402436241,10559967.391304344,55.96445565577357,0.28003498911857605,4.951086044311523
35,0.12190000000000001,0.11439999999999995,0.12209999999999999,0.11539999999999995,2755.1389266499514,10560185.104859333,55.291986031300574,0.2830066680908203,4.954154968261719
36,0.12119999999999997,0.11370000000000002,0.12070000000000003,0.11409999999999998,2755.491562728688,10560360.785166241,54.55419523819636,0.2850043773651123,4.957183837890625
37,0.11929999999999996,0.11229999999999996,0.1199,0.11119999999999997,2754.7960241469,10560607.861892588,53.79322953480287,0.2878161072731018,4.960274696350098
38,0.11839999999999995,0.11099999999999999,0.11939999999999995,0.11119999999999997,2754.3876888684895,10560772.759590797,53.02691969908107,0.2899043560028076,4.963336944580078
39,0.11660000000000004,0.10999999999999999,0.11699999999999999,0.10929999999999995,2753.7937267722996,10561335.89002557,52.5214808188436,0.29229801893234253,4.966076850891113
40,0.11550000000000005,0.10809999999999997,0.11570000000000003,0.10940000000000005,2753.538226608118,10561205.695652172,51.87273361615817,0.29389122128486633,4.968990802764893
41,0.11360000000000003,0.10729999999999995,0.11570000000000003,0.10860000000000003,2752.7742570842956,10561737.473145775,51.36190269548263,0.2957623600959778,4.971327781677246
42,0.11250000000000004,0.10609999999999997,0.11360000000000003,0.10809999999999997,2752.8289801458586,10561833.713554986,50.78792612997773,0.2981899380683899,4.9737677574157715
43,0.11219999999999997,0.10519999999999996,0.11270000000000002,0.10599999999999998,2751.4551236233174,10561948.145780055,50.320577036084444,0.3007388114929199,4.976317405700684
44,0.11140000000000005,0.10419999999999996,0.11140000000000005,0.10399999999999998,2750.7710360992905,10562093.120204614,49.92419769696871,0.30225348472595215,4.978772163391113
45,0.10940000000000005,0.10429999999999995,0.10999999999999999,0.10409999999999997,2750.599882242927,10562391.601023028,49.50427224142166,0.3041343092918396,4.98103141784668
46,0.10809999999999997,0.10350000000000004,0.11009999999999998,0.10299999999999998,2750.7047613587824,10562429.861892583,49.10276720286027,0.30539000034332275,4.983129501342773
47,0.10819999999999996,0.1028,0.10760000000000003,0.10340000000000005,2749.8041453495666,10562594.969309462,48.67505353064178,0.3075625002384186,4.985179424285889
48,0.1079,0.10240000000000005,0.10860000000000003,0.10250000000000004,2749.187191575381,10562807.930946287,48.21910001066948,0.30958759784698486,4.987899303436279
49,0.10740000000000005,0.10140000000000005,0.1079,0.10050000000000003,2748.8072968309834,10562960.736572891,47.86932571098934,0.3110083043575287,4.989913463592529
50,0.10629999999999995,0.10089999999999999,0.10660000000000003,0.10119999999999996,2749.1374088443486,10563334.670076726,47.5887304925553,0.31278836727142334,4.992025375366211
51,0.10619999999999996,0.09999999999999998,0.10640000000000005,0.10070000000000001,2748.975265688302,10563654.50383631,47.28316781222058,0.3145880401134491,4.99418830871582
52,0.10529999999999995,0.09909999999999997,0.10670000000000002,0.10029999999999994,2748.317724203517,10563311.792838864,46.86372087678639,0.3166399598121643,4.996241569519043
53,0.1059,0.09840000000000004,0.10619999999999996,0.09989999999999999,2746.957733095763,10563781.033248086,46.51386258059453,0.31868886947631836,4.998074531555176
54,0.10499999999999998,0.09719999999999995,0.10709999999999997,0.09740000000000004,2748.161541946098,10564085.207161125,46.21993206833937,0.3199159801006317,4.999782085418701
55,0.10450000000000004,0.09860000000000002,0.10570000000000002,0.09750000000000003,2747.519476156404,10564044.900255758,45.87252447611232,0.3214552402496338,5.001643657684326
56,0.10389999999999999,0.0968,0.10460000000000003,0.09709999999999996,2748.0775957912456,10564353.40664962,45.74384059564537,0.3230181932449341,5.003203868865967
57,0.10340000000000005,0.09540000000000004,0.10389999999999999,0.09699999999999998,2747.915614642751,10564139.176470587,45.44738063178099,0.3241778612136841,5.004563331604004
58,0.10309999999999997,0.09550000000000003,0.1028,0.09540000000000004,2747.0785877686335,10564422.046035802,44.99533093737825,0.325347363948822,5.006478309631348
59,0.10299999999999998,0.09499999999999997,0.1028,0.09609999999999996,2746.3663940917495,10564638.826086955,44.826273471803056,0.32639557123184204,5.008199691772461
60,0.10270000000000001,0.09430000000000005,0.10219999999999996,0.09560000000000002,2746.3475183745472,10564599.485933507,44.57897862875854,0.32747453451156616,5.0102105140686035
61,0.10129999999999995,0.09340000000000004,0.10240000000000005,0.09409999999999996,2745.991290065642,10564914.13810742,44.29682745774992,0.3295104205608368,5.0116987228393555
62,0.10099999999999998,0.0938,0.10199999999999998,0.09319999999999995,2746.314972362859,10565138.381074166,44.14598910826851,0.3307160437107086,5.013266086578369
63,0.1018,0.09330000000000005,0.10140000000000005,0.09430000000000005,2745.771448189039,10565314.468030684,43.91426957659711,0.33188867568969727,5.015124797821045
64,0.10089999999999999,0.09289999999999998,0.10099999999999998,0.09230000000000005,2746.06459983962,10565398.028132996,43.74285046218911,0.33307206630706787,5.016566276550293
65,0.10140000000000005,0.09250000000000003,0.10089999999999999,0.09340000000000004,2745.2684558468422,10565378.521739125,43.422346924881765,0.33456864953041077,5.017989635467529
66,0.10070000000000001,0.09219999999999995,0.10129999999999995,0.09240000000000004,2745.8987929302752,10565439.562659841,43.22079154597528,0.335866779088974,5.019395351409912
67,0.10129999999999995,0.09230000000000005,0.09989999999999999,0.0928,2745.1326954200194,10565539.156010224,42.94468472375891,0.33725976943969727,5.020815849304199
68,0.10119999999999996,0.09140000000000004,0.09909999999999997,0.09209999999999996,2744.873544449085,10565908.148337595,42.86645827817797,0.33859384059906006,5.022068023681641
69,0.09989999999999999,0.0917,0.10040000000000004,0.0917,2744.6610865824723,10566027.923273666,42.53368073778078,0.3392266631126404,5.023463726043701
70,0.10019999999999996,0.0907,0.09919999999999995,0.09109999999999996,2744.508535316835,10566087.539641945,42.4406329786686,0.3399505615234375,5.024534225463867
71,0.09989999999999999,0.09099999999999997,0.09830000000000005,0.09060000000000001,2744.6989108278312,10566271.212276213,42.08279776512201,0.34089595079421997,5.026025772094727
72,0.09830000000000005,0.09079999999999999,0.09840000000000004,0.09050000000000002,2744.5664046353363,10566097.074168807,42.07048124913367,0.34174513816833496,5.02726936340332
73,0.09919999999999995,0.08999999999999997,0.09909999999999997,0.08960000000000001,2744.8288506705408,10566758.092071611,41.91584590511861,0.3429182469844818,5.028641700744629
74,0.09930000000000005,0.08979999999999999,0.09840000000000004,0.09030000000000005,2743.806959815643,10566415.88491048,41.65777460083631,0.3436403274536133,5.030274391174316
75,0.09909999999999997,0.08940000000000003,0.09870000000000001,0.08860000000000001,2744.2924157262187,10566593.217391301,41.4773244589491,0.34510278701782227,5.031575679779053
76,0.09789999999999999,0.08940000000000003,0.0968,0.08899999999999997,2743.352417250727,10566581.092071617,41.33214682752214,0.3459918797016144,5.032693862915039
77,0.09840000000000004,0.08860000000000001,0.09770000000000001,0.08899999999999997,2743.5975753462226,10566596.166240418,41.07890410069614,0.3476250171661377,5.033786773681641
78,0.09760000000000002,0.08840000000000003,0.09599999999999997,0.08809999999999996,2743.736950496276,10566776.508951398,40.93917422282423,0.3484536409378052,5.035104274749756
79,0.09719999999999995,0.08740000000000003,0.09660000000000002,0.08789999999999998,2742.906062552994,10566671.77493606,40.82208113902058,0.34936127066612244,5.036354064941406
80,0.0968,0.08720000000000006,0.09540000000000004,0.08840000000000003,2743.833196805869,10566919.705882357,40.62472105879918,0.35025838017463684,5.037405014038086
81,0.09550000000000003,0.08679999999999999,0.09530000000000005,0.08689999999999998,2743.2107867755567,10567038.741687978,40.46013020371535,0.3516227602958679,5.038435459136963
82,0.09530000000000005,0.08650000000000002,0.09440000000000004,0.08760000000000001,2741.80624622823,10567518.063938618,40.2250902122244,0.35301673412323,5.039917945861816
83,0.0948,0.0857,0.09450000000000003,0.08609999999999995,2742.625690565083,10567345.882352943,40.113731211103755,0.35386770963668823,5.041182518005371
84,0.09450000000000003,0.08599999999999997,0.0938,0.08660000000000001,2742.8468373925457,10567315.158567779,39.86755643293381,0.35444775223731995,5.043112754821777
85,0.0938,0.08530000000000004,0.09360000000000002,0.08620000000000005,2741.917126814117,10567264.81841433,39.78404517795727,0.3552066683769226,5.043991565704346
86,0.09299999999999997,0.08489999999999998,0.09399999999999997,0.08560000000000001,2742.299612703835,10567608.96930947,39.56963265460467,0.3557945787906647,5.045303821563721
87,0.09309999999999996,0.08499999999999996,0.09319999999999995,0.08420000000000005,2741.974776938751,10567746.115089513,39.414724213387956,0.35668206214904785,5.0464019775390625
88,0.09289999999999998,0.08460000000000001,0.0938,0.08520000000000005,2742.237128401659,10567953.07161126,39.31773373537966,0.3576723039150238,5.04752779006958
89,0.0917,0.08389999999999997,0.09240000000000004,0.08440000000000003,2741.488274059634,10567900.429667525,39.200029617075444,0.3585357666015625,5.049036502838135
90,0.0917,0.08350000000000002,0.09209999999999996,0.08360000000000001,2741.3602886297504,10567995.386189263,38.94529745097051,0.35986456274986267,5.050302028656006
91,0.09140000000000004,0.08450000000000002,0.09209999999999996,0.08430000000000004,2741.533413382141,10568117.987212284,38.95222986811564,0.36040496826171875,5.051645278930664
92,0.09050000000000002,0.08330000000000004,0.09099999999999997,0.08340000000000003,2741.8096492552695,10568110.150895135,38.78063689229434,0.3612021207809448,5.052937984466553
93,0.0907,0.0827,0.08950000000000002,0.08389999999999997,2741.6715608167524,10568375.24296675,38.5444669918636,0.3624202609062195,5.054075241088867
94,0.0907,0.08299999999999996,0.09079999999999999,0.08299999999999996,2741.4821975908035,10568086.416879794,38.43514627081048,0.3638298809528351,5.055176734924316
95,0.08979999999999999,0.08250000000000002,0.0907,0.08289999999999997,2741.018201581659,10568417.751918169,38.37220277078925,0.36483073234558105,5.056770324707031
96,0.08899999999999997,0.08230000000000004,0.09040000000000004,0.08330000000000004,2741.3815694452865,10568431.5882353,38.1424398300288,0.365680068731308,5.058084487915039
97,0.08950000000000002,0.08179999999999998,0.08919999999999995,0.08199999999999996,2741.4570583455697,10568555.158567775,37.92184082626379,0.36623698472976685,5.059364318847656
98,0.08819999999999995,0.08299999999999996,0.08919999999999995,0.08309999999999995,2739.8155778070222,10568868.176470593,37.8741538103889,0.3672236502170563,5.060347557067871
99,0.08840000000000003,0.08150000000000002,0.08699999999999997,0.0816,2741.7618876991387,10568864.442455245,37.741063905798875,0.368329793214798,5.0613627433776855
100,0.08689999999999998,0.08179999999999998,0.08760000000000001,0.0806,2741.5273322766416,10569077.81329924,37.63814470530162,0.3691748380661011,5.062747001647949
101,0.08730000000000004,0.08120000000000005,0.08779999999999999,0.08109999999999995,2740.36773289439,10569052.329923274,37.50018059811021,0.36982184648513794,5.063750267028809
102,0.08720000000000006,0.08030000000000004,0.08760000000000001,0.0807,2740.749963245731,10568878.72634271,37.31009668462415,0.37088993191719055,5.064487934112549
103,0.08720000000000006,0.08050000000000002,0.0877,0.07979999999999998,2739.9337829238625,10569271.112531967,37.29551729948623,0.37183094024658203,5.0653767585754395
104,0.08660000000000001,0.07999999999999996,0.08679999999999999,0.08009999999999995,2740.531346660135,10569136.726342712,37.144103330724384,0.3726919889450073,5.066486835479736
105,0.08540000000000003,0.07889999999999997,0.08660000000000001,0.07989999999999997,2740.168831144758,10569282.60869565,36.913442599499,0.37335360050201416,5.067591190338135
106,0.08579999999999999,0.0786,0.08689999999999998,0.07889999999999997,2739.9051374937962,10569475.611253193,36.71168178060783,0.37382572889328003,5.06855583190918
107,0.08579999999999999,0.0786,0.08609999999999995,0.07850000000000001,2739.7711995434593,10569523.046035808,36.5650744011335,0.3745497465133667,5.069563865661621
108,0.0857,0.07909999999999995,0.08650000000000002,0.07940000000000003,2739.708144148903,10569707.982097192,36.50916577361118,0.374999463558197,5.070642471313477
109,0.08489999999999998,0.07730000000000004,0.08579999999999999,0.07779999999999998,2739.717874244044,10569910.662404086,36.42174432466709,0.37600401043891907,5.071766376495361
110,0.08479999999999999,0.07809999999999995,0.08660000000000001,0.07699999999999996,2739.8076672175957,10569695.6112532,36.28422878099523,0.3767620027065277,5.073144912719727
111,0.08430000000000004,0.07779999999999998,0.08520000000000005,0.07769999999999999,2739.5144730345955,10569543.005115082,36.205163282506604,0.37795913219451904,5.074148178100586
112,0.08420000000000005,0.07720000000000005,0.08430000000000004,0.07740000000000002,2739.483357658773,10570116.191815844,36.08244560563654,0.3787006735801697,5.075085639953613
113,0.08350000000000002,0.07669999999999999,0.08460000000000001,0.07669999999999999,2738.603672656859,10569954.150895134,35.94541475535046,0.3790401220321655,5.076055526733398
114,0.08340000000000003,0.07620000000000005,0.08409999999999995,0.07679999999999998,2739.0238880050188,10570123.728900246,35.76371950505639,0.3798866271972656,5.07758903503418
115,0.08350000000000002,0.07609999999999995,0.08430000000000004,0.07689999999999997,2739.121046929713,10570282.83631713,35.660596788996614,0.3805897831916809,5.078434467315674
116,0.08240000000000003,0.07599999999999996,0.08409999999999995,0.07640000000000002,2739.0169158237936,10570341.838874679,35.530068709722244,0.3813003897666931,5.0795111656188965
117,0.08209999999999995,0.0766,0.08350000000000002,0.07750000000000001,2739.4669909879667,10570446.549872132,35.43716864573683,0.3820425570011139,5.080912113189697
118,0.0826,0.07599999999999996,0.08309999999999995,0.07609999999999995,2738.852010129357,10570480.347826088,35.399631390486235,0.382487952709198,5.082154273986816
119,0.08220000000000005,0.07440000000000002,0.08330000000000004,0.07450000000000001,2738.050351118493,10570364.583120206,35.06167782298132,0.38368478417396545,5.083301544189453
120,0.08230000000000004,0.07479999999999998,0.0816,0.07469999999999999,2738.7188455040223,10570548.434782617,35.021920011476496,0.3843936324119568,5.084292411804199
121,0.08250000000000002,0.07499999999999996,0.08299999999999996,0.07450000000000001,2739.0053272052146,10570954.9488491,34.89011736721032,0.3852232098579407,5.08523416519165
122,0.08120000000000005,0.07389999999999997,0.0817,0.07440000000000002,2737.8326345721794,10570825.984654736,34.75276425061628,0.3855114281177521,5.0863518714904785
123,0.08179999999999998,0.07369999999999999,0.08189999999999997,0.07399999999999995,2737.610946362589,10570710.70588236,34.710625485081195,0.38633549213409424,5.087258338928223
124,0.0806,0.07379999999999998,0.08179999999999998,0.07399999999999995,2738.0649380257014,10571137.900255755,34.52106156800408,0.38698267936706543,5.088356971740723
125,0.08030000000000004,0.07379999999999998,0.08079999999999998,0.07320000000000004,2738.632559437275,10571047.375959085,34.44466312340156,0.38798531889915466,5.089475631713867
126,0.08140000000000003,0.07269999999999999,0.08079999999999998,0.07379999999999998,2738.269606770762,10571196.534526851,34.2198819333635,0.3886066675186157,5.090317726135254
127,0.07979999999999998,0.07310000000000005,0.08079999999999998,0.07289999999999996,2738.017983829278,10571297.652173918,34.21497424972027,0.38962841033935547,5.091547966003418
128,0.0796,0.0726,0.08040000000000003,0.07350000000000001,2737.701142523295,10571265.785166238,34.11455877845549,0.39066392183303833,5.0924787521362305
129,0.08009999999999995,0.07279999999999998,0.08020000000000005,0.07279999999999998,2737.9801255589564,10571397.593350379,33.818512470216085,0.39145925641059875,5.093517303466797
130,0.07950000000000002,0.07210000000000005,0.08020000000000005,0.07210000000000005,2736.911028627848,10571765.74936061,33.826884040442245,0.39213624596595764,5.094944953918457
131,0.07899999999999996,0.07230000000000003,0.08050000000000002,0.07210000000000005,2737.537863192352,10571497.245524298,33.72194036986211,0.39318928122520447,5.0960283279418945
132,0.07920000000000005,0.07199999999999995,0.0796,0.07169999999999999,2737.4072640338513,10571692.969309459,33.638467713085255,0.3938206136226654,5.097262382507324
133,0.07869999999999999,0.07179999999999997,0.0796,0.07220000000000004,2737.951629704526,10571980.787723789,33.50282724921964,0.3946691155433655,5.098189353942871
134,0.07830000000000004,0.07089999999999996,0.07869999999999999,0.07140000000000002,2737.158140704453,10571868.897698214,33.448867797851555,0.39563626050949097,5.099373817443848
135,0.0786,0.07099999999999995,0.07889999999999997,0.07099999999999995,2736.45110981056,10571875.823529417,33.281630938010444,0.3969079256057739,5.100340843200684
136,0.07809999999999995,0.06989999999999996,0.0776,0.07069999999999999,2736.8073571612413,10572059.391304353,33.135117067400444,0.3978080749511719,5.1017303466796875
137,0.07720000000000005,0.07050000000000001,0.07840000000000003,0.0706,2736.983916836318,10572086.20716113,32.98410303940247,0.39897310733795166,5.103048324584961
138,0.07740000000000002,0.06999999999999995,0.07830000000000004,0.07030000000000003,2737.211004437696,10572227.953964189,32.816800022369165,0.3996742367744446,5.103939533233643
139,0.07730000000000004,0.06989999999999996,0.07769999999999999,0.07020000000000004,2737.070539874494,10572451.680306906,32.78236551601868,0.4003194570541382,5.10516357421875
140,0.07730000000000004,0.0696,0.07740000000000002,0.06999999999999995,2735.954016997687,10572428.588235298,32.6945370066806,0.4012879729270935,5.106186389923096
141,0.07679999999999998,0.06930000000000003,0.07699999999999996,0.07030000000000003,2737.0383534955795,10572508.652173918,32.55959512510565,0.4022345542907715,5.1072773933410645
142,0.07650000000000001,0.06899999999999995,0.07689999999999997,0.06930000000000003,2736.5837588761474,10572697.071611248,32.48066070683474,0.40329575538635254,5.108417987823486
143,0.07630000000000003,0.06889999999999996,0.07709999999999995,0.0686,2736.91312930651,10572441.289002556,32.30165421322486,0.40455594658851624,5.109331130981445
144,0.07669999999999999,0.0686,0.07650000000000001,0.06830000000000003,2735.7071754743365,10572744.989769831,32.17850903415924,0.40534013509750366,5.110169410705566
145,0.07640000000000002,0.06789999999999996,0.07609999999999995,0.06810000000000005,2735.741364261993,10572735.639386186,32.05180864992653,0.40623098611831665,5.111530303955078
146,0.07589999999999997,0.06720000000000004,0.07679999999999998,0.06889999999999996,2736.0447054689785,10572996.782608697,32.03368756716206,0.4068416357040405,5.1125993728637695
147,0.0756,0.06769999999999998,0.07569999999999999,0.06889999999999996,2736.2360505325964,10572773.411764706,31.904875882141415,0.4076192080974579,5.113802433013916
148,0.07499999999999996,0.06789999999999996,0.07630000000000003,0.06769999999999998,2736.270279028224,10572850.6803069,31.77825846269612,0.40867918729782104,5.114668846130371
149,0.07509999999999994,0.06610000000000005,0.07609999999999995,0.06710000000000005,2735.4701148713657,10573241.918158568,31.72767217933675,0.4093672037124634,5.115871906280518
150,0.07410000000000005,0.06740000000000002,0.07509999999999994,0.06840000000000002,2735.8895960732225,10573210.764705887,31.58636064114778,0.4098541736602783,5.116882801055908
151,0.07479999999999998,0.06630000000000003,0.07489999999999997,0.06769999999999998,2735.9142791133413,10573482.514066493,31.48968759034295,0.41075390577316284,5.117880821228027
152,0.07520000000000004,0.06589999999999996,0.07450000000000001,0.0675,2736.321579962434,10573557.040920718,31.456099319945796,0.4115079343318939,5.118915557861328
153,0.0736,0.06610000000000005,0.0736,0.0675,2735.13654270806,10573564.47570333,31.18938350189679,0.41217944025993347,5.119823455810547
154,0.0736,0.06559999999999999,0.07410000000000005,0.06669999999999998,2735.056697718626,10573565.677749358,31.06754590544251,0.4132073223590851,5.120724678039551
155,0.07399999999999995,0.06579999999999997,0.07420000000000004,0.06740000000000002,2735.419246419915,10573556.460358063,30.919084670903413,0.4139285385608673,5.121335029602051
156,0.07330000000000003,0.06579999999999997,0.07350000000000001,0.06640000000000001,2735.230710707661,10573882.158567777,30.889963981745463,0.41513240337371826,5.122375011444092
157,0.07340000000000002,0.06499999999999995,0.07269999999999999,0.06630000000000003,2734.6115890780998,10573920.283887465,30.867317977768696,0.4159250259399414,5.123241424560547
158,0.0726,0.06479999999999997,0.07279999999999998,0.0665,2735.4820846352713,10574164.731457794,30.68539097485944,0.4167476296424866,5.124027252197266
159,0.07230000000000003,0.06489999999999996,0.07189999999999996,0.06530000000000002,2734.839723682163,10573983.585677752,30.66117839618107,0.417404443025589,5.125260353088379
160,0.07199999999999995,0.06469999999999998,0.0726,0.06599999999999995,2734.546045527734,10574019.90025575,30.47332431959069,0.41841790080070496,5.126087188720703
161,0.07130000000000003,0.06479999999999997,0.07269999999999999,0.06589999999999996,2734.4645979532534,10574108.081841426,30.31469984371644,0.4192570447921753,5.126947402954102
162,0.07110000000000005,0.06520000000000004,0.07250000000000001,0.06559999999999999,2734.3508407124446,10574149.953964192,30.233933748796485,0.42008090019226074,5.128159523010254
163,0.07179999999999997,0.06430000000000002,0.07250000000000001,0.06489999999999996,2734.04193676219,10574648.24296675,30.224129367057632,0.42074429988861084,5.129190444946289
164,0.07169999999999999,0.06410000000000005,0.07220000000000004,0.06430000000000002,2735.0021727896083,10574501.048593342,30.022769162112183,0.42128241062164307,5.130401134490967
165,0.07069999999999999,0.06340000000000001,0.07140000000000002,0.0645,2733.96136509976,10574152.306905365,29.888648316073606,0.42177069187164307,5.131385803222656
166,0.07079999999999997,0.06340000000000001,0.07099999999999995,0.06369999999999998,2734.817510331684,10574528.442455247,29.717763398309486,0.42230820655822754,5.132461071014404
167,0.07079999999999997,0.06440000000000001,0.07110000000000005,0.06430000000000002,2734.4674546175875,10574794.161125327,29.67811594472822,0.4231090545654297,5.133423805236816
168,0.07030000000000003,0.06320000000000003,0.06969999999999998,0.06420000000000003,2734.3206554495787,10574694.117647052,29.57230791350459,0.424193799495697,5.134244441986084
169,0.06979999999999997,0.06320000000000003,0.0706,0.06330000000000002,2733.98367719333,10574896.907928392,29.40979613428532,0.42496246099472046,5.1356024742126465
170,0.06989999999999996,0.06310000000000004,0.06989999999999996,0.06369999999999998,2733.2965729828047,10575165.299232744,29.390988545039725,0.42605337500572205,5.136591911315918
171,0.07030000000000003,0.06310000000000004,0.07079999999999997,0.06369999999999998,2733.2615641547636,10575136.125319695,29.284738857727874,0.4270727038383484,5.137443542480469
172,0.07010000000000005,0.06310000000000004,0.07030000000000003,0.0635,2733.544312891753,10575428.166240405,29.161241572836143,0.42788296937942505,5.138608932495117
173,0.0696,0.06220000000000003,0.0696,0.06240000000000001,2733.111133746176,10574926.053708449,28.997432562396355,0.4287976026535034,5.139800071716309
174,0.06969999999999998,0.0625,0.07010000000000005,0.06269999999999998,2733.543409191437,10575251.493606146,28.974552710647792,0.4292253255844116,5.140820503234863
175,0.06869999999999998,0.061899999999999955,0.06879999999999997,0.062000000000000055,2732.774896048526,10575684.289002562,28.82511733072188,0.42951804399490356,5.1418776512146
176,0.0685,0.061899999999999955,0.06920000000000004,0.06230000000000002,2733.458957201381,10575521.959079284,28.68036691368082,0.43025463819503784,5.143272876739502
177,0.06840000000000002,0.06110000000000004,0.06940000000000002,0.062000000000000055,2733.415214158085,10575662.851662397,28.634413624053707,0.4306512475013733,5.144502639770508
178,0.06869999999999998,0.062100000000000044,0.06989999999999996,0.06240000000000001,2733.836938014115,10575612.982097184,28.51497241847044,0.43093013763427734,5.145556926727295
179,0.06840000000000002,0.062100000000000044,0.06869999999999998,0.062100000000000044,2734.3310929710574,10575604.585677747,28.403281870400495,0.4314902424812317,5.146615982055664
