run_id,experiment,condition,method,realization,round,logical_round,physical_round,phase,bin,lower,upper,count,confidence,accuracy
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,0,0,0,model,0,0.0,0.1,0,0.0,0.0
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,0,0,0,model,1,0.1,0.2,39,0.18982067269501454,0.0
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,0,0,0,model,2,0.2,0.30000000000000004,2831,0.2662737245268624,0.08336276933945602
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,0,0,0,model,3,0.30000000000000004,0.4,4900,0.34761607191701926,0.12959183673469388
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,0,0,0,model,4,0.4,0.5,2092,0.43598624854503576,0.13145315487571702
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,0,0,0,model,5,0.5,0.6000000000000001,138,0.5194565397638328,0.08695652173913043
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,0,0,0,model,6,0.6000000000000001,0.7000000000000001,0,0.0,0.0
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,0,0,0,model,7,0.7000000000000001,0.8,0,0.0,0.0
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,0,0,0,model,8,0.8,0.9,0,0.0,0.0
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,0,0,0,model,9,0.9,1.0,0,0.0,0.0
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,1,1,2,natural_mean,0,0.0,0.1,0,0.0,0.0
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,1,1,2,natural_mean,1,0.1,0.2,143,0.19046183849784215,0.09090909090909091
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,1,1,2,natural_mean,2,0.2,0.30000000000000004,3872,0.25961577975411587,0.07670454545454546
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,1,1,2,natural_mean,3,0.30000000000000004,0.4,4291,0.34435944894867426,0.1051037054299697
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,1,1,2,natural_mean,4,0.4,0.5,1613,0.43497074040611977,0.11717296962182269
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,1,1,2,natural_mean,5,0.5,0.6000000000000001,81,0.5176722577922507,0.07407407407407407
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,1,1,2,natural_mean,6,0.6000000000000001,0.7000000000000001,0,0.0,0.0
