run_id,experiment,condition,method,realization,seed,round,logical_round,physical_round,phase,num_clients,labels_per_client,mean_samples_per_client,power_dbm,noise_dbm,num_subchannels,path_loss_exponent,path_loss_reference_m,gamma_db,power_control_mode,deterministic_payload_mode,deterministic_reference_power_mode,accuracy,nll,ece,posterior_predictive_accuracy,posterior_predictive_nll,posterior_predictive_ece,posterior_mean_accuracy,posterior_mean_nll,posterior_mean_ece,train_loss,phase1_train_loss,phase2_train_loss,posterior_variance,posterior_precision_mean,posterior_precision_min,posterior_precision_max,posterior_precision_std,posterior_precision_offset_l2,posterior_precision_offset_max_abs,global_mean_update_l2,global_mean_update_max_abs,global_model_update_l2,ideal_model_update_l2,received_model_update_l2,global_precision_update_l2,global_precision_update_max_abs,channel_uses_round,channel_uses_cumulative,ofdm_symbols_round,ofdm_symbols_cumulative,aircomp_nmse,aircomp_distortion_nmse,aircomp_clipped_fraction,aircomp_average_symbol_power_watts,aircomp_maximum_symbol_power_watts,aircomp_noise_l2,aircomp_ideal_l2,aircomp_received_l2,aircomp_delta_bar,aircomp_retained_magnitude_ratio,aircomp_distorted_to_ideal_norm_ratio,precision_aircomp_nmse,precision_aircomp_distortion_nmse,precision_aircomp_clipped_fraction,precision_aircomp_average_symbol_power_watts,precision_aircomp_maximum_symbol_power_watts,precision_aircomp_noise_l2,precision_aircomp_ideal_l2,precision_aircomp_received_l2,precision_aircomp_delta_bar,precision_aircomp_retained_magnitude_ratio,precision_aircomp_distorted_to_ideal_norm_ratio,mean_aircomp_nmse,mean_aircomp_distortion_nmse,mean_aircomp_clipped_fraction,mean_aircomp_average_symbol_power_watts,mean_aircomp_maximum_symbol_power_watts,mean_aircomp_noise_l2,mean_aircomp_ideal_l2,mean_aircomp_received_l2,mean_aircomp_delta_bar,mean_aircomp_retained_magnitude_ratio,mean_aircomp_distorted_to_ideal_norm_ratio,wall_time_sec
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,12025,0,0,0,model,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,0.1158,2.823290348483483,0.2290310907207671,0.1158,2.823290348483483,0.2290310907207671,0.1272,2.351072470115224,0.015341561064124098,nan,0.0,0.0,0.0025000000000000014,399.99999999999994,399.99999999999994,399.99999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.60376049997285
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,12025,1,1,2,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,0.0956,2.8396792402501343,0.22976539947081326,0.0956,2.8396792402501343,0.22976539947081326,0.1135,2.321510651778477,0.031185261260718116,4.96452188367869,4.003892406370581,0.9606294773081083,0.0024999999965984233,400.0000005442523,399.99997965892,400.00002873231375,2.547318882491915e-06,0.0006504001548094825,2.8732313808177423e-05,0.21939953921488348,0.009051894769072533,0.0,0.0,0.0,0.0006504001548094825,2.8732313808177423e-05,124692,124692,122,122,0.043247768997157474,0.04324777374911137,0.03022106470342925,0.020414542540027752,0.19952623149688797,1.4082861094770016e-06,0.22142851106711506,0.2194005019859504,7.97411743077024e-06,0.9809138088430363,0.9634795191783025,0.04034511802366469,0.04034512040247578,0.03150843678824624,0.024071920204008123,0.1995262314968853,5.2299177650622515e-09,0.0006947848506414687,0.0006504001548255178,2.197408526908782e-10,0.9846802547547167,0.9361172987166889,0.04615041997065027,0.04615042709574696,0.02893369261861226,0.01675716487604738,0.19952623149688797,1.4082763983345173e-06,0.2214274210377089,0.2193995379469283,1.594801512068779e-05,0.9771473629313558,0.9908417396399163,81.98535800003447
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,12025,2,2,4,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,0.0884,2.5269939622207787,0.16954954616874224,0.0884,2.5269939622207787,0.16954954616874224,0.1811,2.2807347113899077,0.06261364941447975,4.238638920332391,3.425092350903565,0.8135465694288259,0.0024999999937375932,400.000001001985,399.99997391481395,400.0000461043578,3.4666912071943447e-06,0.0009010353779926847,4.610435786389644e-05,0.15104987767044545,0.008545204997062683,0.0,0.0,0.0,0.0005595688260625341,2.352331540578234e-05,124692,249384,122,244,0.06292431391484177,0.06292431073929569,0.03692860485207029,0.021306995018218172,0.19952623149688797,1.4085765975857907e-06,0.14704228524860663,0.15105091669695847,8.038911597971646e-06,0.9821378658850481,0.9827655381182281,0.03767352257618879,0.03767349965819025,0.04193292272158599,0.02496264787649859,0.19952623149688645,4.4435304635971486e-09,0.0005963848945701672,0.0005595688260501262,1.6048634758582272e-10,0.9851052691568677,0.9382679191190962,0.08817510525349476,0.08817512182040112,0.0319242869825546,0.01765134215993775,0.19952623149688797,1.4085695887329746e-06,0.14704107581281542,0.15104988023073834,1.6077662709595705e-05,0.9791704626132286,1.0272631571173598,172.01481859991327
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,12025,3,3,6,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,0.0986,2.4833551440353014,0.15623520213484354,0.0986,2.4833551440353014,0.15623520213484354,0.1183,2.275570662917375,0.0015462787590920929,3.787149298334522,3.060184883489841,0.7269644148446808,0.002499999991465136,400.0000013655783,399.99997487817194,400.00005056251155,4.069583073969898e-06,0.0010718240389527192,5.056251160340253e-05,0.13881021242144614,0.007294744253158569,0.0,0.0,0.0,0.0004753972430879032,1.935541763486981e-05,124692,374076,122,366,0.0686569835731757,0.0686569890695596,0.029881628332210565,0.018992620386291306,0.19952623149688797,1.4054898513919042e-06,0.13983292805412137,0.13881102725759525,8.042505826783613e-06,0.9827191237864625,0.9661119376354417,0.0398883527868164,0.03988835972147466,0.032058191383569114,0.02220938034566774,0.19952623149688714,3.8553605055453315e-09,0.0005059941464745467,0.00047539724309986605,1.1929756798537378e-10,0.9855420298829038,0.939531140884408,0.09742561435953502,0.09742561841764454,0.02770506528085202,0.015775860426914878,0.19952623149688797,1.4054845636153423e-06,0.13983201256548095,0.13881021318970052,1.608489235599924e-05,0.9798962176900212,0.9926927343864753,252.98799149994738
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,12025,4,4,8,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,0.0979,2.5962710701715723,0.28379146165126007,0.0979,2.5962710701715723,0.28379146165126007,0.1594,2.276706201116359,0.04755728621408342,3.5846688274477922,2.8813675732341237,0.7033012542136686,0.002499999989483985,400.00000168256247,399.999971676951,400.0000550930595,4.539413922166363e-06,0.0012088099997765763,5.509305952955401e-05,0.1378390463091054,0.007572703063488007,0.0,0.0,0.0,0.0004204005588648704,1.959797975814581e-05,124692,498768,122,488,0.0689796568013473,0.06897964569311117,0.028829836717672343,0.02004639699169896,0.19952623149688797,1.4165328991837362e-06,0.1389226340275867,0.1378396858764946,8.144445755833292e-06,0.9836799651053065,0.9661833529649493,0.040418973566359914,0.04041895841792539,0.03265446059089597,0.023882672825577322,0.19952623149688664,3.417865895134414e-09,0.0004471578274270368,0.00042040055887635137,9.443043493643268e-11,0.9856531815906062,0.9401614907130011,0.09754034003633467,0.09754033296829695,0.02500521284444872,0.0162101211578206,0.19952623149688797,1.4165287757975846e-06,0.13892191438012996,0.13783904478013767,1.6288797081231646e-05,0.981706748620007,0.9922052152168975,342.4497684999369
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,12025,5,5,10,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,0.0976,2.349467071221005,0.10782833217374982,0.0976,2.349467071221005,0.10782833217374982,0.1622,2.2724205821577517,0.05094508424177767,3.3702429884842973,2.7392827288891244,0.6309602595951731,0.002499999987728616,400.0000019634215,399.999968951774,400.00006044047814,4.9299929092778664e-06,0.0013250110452418752,6.044047819386833e-05,0.11839357740276146,0.0042228251695632935,0.0,0.0,0.0,0.00037626398942227274,1.347662509942893e-05,124692,623460,122,610,0.08893693911509476,0.08893693308998306,0.047734106591792475,0.02467422207681921,0.19952623149688797,1.461744766980342e-06,0.11611532028485151,0.11839417725751537,8.638661724665425e-06,0.9841835613499414,0.9823697845255789,0.035342342168934004,0.035342335586228325,0.05621293114751995,0.02873336401773938,0.19952623149687598,3.0540175595334454e-09,0.00039811539627245397,0.00037626398942844537,7.481238169051716e-11,0.9866868240979566,0.9451128626500411,0.14253153606125551,0.1425315305937378,0.03925528203606501,0.02061508013589904,0.19952623149688797,1.4617415766034571e-06,0.1161146377894919,0.1183935793609359,1.727724863694916e-05,0.9816802986019264,1.0196267064011166,431.92204670002684
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,12025,6,6,12,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,0.1417,2.3122523980014305,0.06136723754070235,0.1417,2.3122523980014305,0.06136723754070235,0.1475,2.2666389921394847,0.034201810629665846,3.3864929554932797,2.703957123678874,0.6825358318144056,0.002499999986106205,400.0000022230073,399.9999712380424,400.0000618543838,5.274546933052268e-06,0.0014292017003280787,6.185438382999564e-05,0.12430478885509173,0.0050668865442276,0.0,0.0,0.0,0.00035673880922795596,1.625113480940854e-05,124692,748152,122,732,0.09086377552495939,0.09086374583170082,0.032310023157293796,0.0207723130236847,0.19952623149688797,1.4807840649964742e-06,0.12551301169514203,0.12430530118785174,8.855647931522558e-06,0.9841887424048757,0.9653341222568846,0.039623928729764384,0.039623916557621736,0.036469460751291184,0.02435592416941047,0.1995262314968846,2.9080730846638068e-09,0.0003793923784418773,0.00035673880923084433,6.827493209187355e-11,0.9860860303937462,0.9402898671820608,0.1421036223201544,0.1421035751057799,0.028150585563296412,0.017188701877958935,0.19952623149688797,1.4807812094493963e-06,0.1255124382928164,0.1243047892915817,1.7711227588113025e-05,0.9822914544160053,0.9903783773317085,521.6953155000228
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,12025,7,7,14,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,0.1193,2.3716405638721945,0.11048497626333964,0.1193,2.3716405638721945,0.11048497626333964,0.124,2.2602749168579472,0.005439998969435686,3.2868513104535255,2.659865973519116,0.6269853369344095,0.002499999984644631,400.00000245685914,399.9999726676008,400.00006800364474,5.57409948168115e-06,0.0015210052406732536,6.800364479886412e-05,0.12389437463639486,0.0057008713483810425,0.0,0.0,0.0,0.0003349520091700967,1.949759700892173e-05,124692,872844,122,854,0.070737926937611,0.07073792173123213,0.024233918063006975,0.02001701955548539,0.19952623149688797,1.4821425647434849e-06,0.12406941907307668,0.12389482794846209,8.817489213570457e-06,0.9852391234939457,0.9721686336174652,0.03301154494263555,0.03301154293432607,0.028444498622405057,0.023544704476539283,0.19952623149687304,2.7312206641471677e-09,0.00035416770339230443,0.00033495200917333615,6.022390258679125e-11,0.9871907883643647,0.9457440713414254,0.10846430893258643,0.10846430052813817,0.020023337503608893,0.016489334634431498,0.19952623149688797,1.4821400482606492e-06,0.12406891356971173,0.12389437517309078,1.7634918203238328e-05,0.9832874586235266,0.998593195893505,611.2186491000466
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,12025,8,8,16,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,0.1459,2.315024995408809,0.09443716301785549,0.1459,2.315024995408809,0.09443716301785549,0.1918,2.2519722339397346,0.07706625602468849,3.245138876049966,2.627601094013307,0.6175377820366591,0.002499999983169488,400.000002692882,399.99996662363196,400.00007374196997,5.8781568628663465e-06,0.001614414294694073,7.374197002718574e-05,0.11617426535919691,0.003937036730349064,0.0,0.0,0.0,0.0003329394998192181,1.5855107108109223e-05,124692,997536,122,976,0.08376340403587805,0.08376341594782188,0.026936376797182034,0.020844264529218552,0.19952623149688797,1.475812908866912e-06,0.11578357136068883,0.11617474230848143,8.71893014034916e-06,0.9848093756779914,0.9738469683893085,0.03742856848822057,0.037428579968315265,0.02782376889606747,0.024384274456881856,0.1995262314968822,2.7062675788393754e-09,0.00035257254251671314,0.00033293949981802527,5.91059142995449e-11,0.9868292056859673,0.944314874242549,0.13009823958353553,0.13009825192732852,0.026048984698296602,0.017304254601555245,0.19952623149688797,1.4758104275597214e-06,0.115783034550136,0.1161742652300049,1.7437801174784023e-05,0.9827895456700156,1.0033790625360681,699.912919400027
fig2_default_proposed_rep00_seed12025,fig2,default,proposed,0,12025,9,9,18,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,0.124,2.3818310094487924,0.08263028881694426,0.124,2.3818310094487924,0.08263028881694426,0.2322,2.237456738804967,0.11703220862373709,3.1227788790604025,2.508116109061047,0.6146627699993553,0.002499999981835511,400.0000029063184,399.99996384351846,400.00007753008845,6.1565717654311555e-06,0.0016999238259050532,7.753008850386323e-05,0.12040207796793437,0.004926536697894335,0.0,0.0,0.0,0.00032109772234867204,1.5314474069327844e-05,124692,1122228,122,1098,0.08635508769708966,0.08635510072220796,0.02545605030591971,0.02029287830824327,0.19952623149688797,1.4757096104560496e-06,0.11955737698589722,0.120402504505304,8.833059694547857e-06,0.9854075259152733,0.9755794026491482,0.03634216102435307,0.036342173442982094,0.029084865107625188,0.02392248306227692,0.19952623149688783,2.621215640018786e-09,0.0003401135907539019,0.00032109772235656736,5.510061112592589e-11,0.9869209455107392,0.9440895797847534,0.13636801436982623,0.13636802800143383,0.021827235504214233,0.01666327355420962,0.19952623149688797,1.475707282499112e-06,0.1195568932119488,0.12040207634174108,1.7666064288484587e-05,0.9838941063198074,1.007069225513543,789.7927331000101
