round,num_examples,train_loss,train_accuracy,lr,local_steps,update_l2,update_rms,update_max_abs,client_id,server_round
1,5482.0,1.204697048250927,0.5253557095950383,0.01,430.0,3.1423539371954377,0.0033525466094222844,0.28063246607780457,12.0,1.0
1,5362.0,0.8884786255788287,0.6558000745990302,0.01,420.0,2.5493227488970525,0.002719847448427752,0.4604339003562927,7.0,1.0
1,3337.0,0.021569973140163727,0.995774647887324,0.01,270.0,2.2311189553757576,0.0023803589406413746,0.26662421226501465,17.0,1.0
1,2909.0,0.5281781810538472,0.8459951873496047,0.01,230.0,1.9029506582796971,0.0020302394016784233,0.2715754508972168,16.0,1.0
1,1469.0,0.9572876337558092,0.6558202859087815,0.01,120.0,1.8903162752786138,0.0020167599023161622,0.2452450841665268,19.0,1.0
1,1988.0,1.1340712493454186,0.46634808853118714,0.01,160.0,1.8970159463265779,0.002023907715676787,0.21417485177516937,2.0,1.0
1,6619.0,0.824829785499459,0.6479377549478773,0.01,520.0,3.717731419841873,0.003966411204925443,0.25349852442741394,1.0,1.0
1,2383.0,0.8075408197729916,0.7742341586235837,0.01,190.0,1.7215876906356806,0.0018367450294969185,0.22119145095348358,15.0,1.0
1,103.0,1.243847668170929,0.7407766990291262,0.01,10.0,0.7673942264724096,0.0008187253770485447,0.10150987654924393,11.0,1.0
1,3768.0,0.8670449855474404,0.6916932059447983,0.01,300.0,2.4971862496034114,0.002664223528453274,0.27818945050239563,13.0,1.0
1,3511.0,0.7484064827733351,0.7103674166904016,0.01,280.0,2.4082725389528483,0.0025693623622287136,0.28406819701194763,10.0,1.0
1,1021.0,0.9295522613168113,0.721743388834476,0.01,80.0,1.661625188711144,0.001772771624038016,0.22487570345401764,5.0,1.0
1,877.0,0.8238933844400512,0.7957810718358038,0.01,70.0,1.5888837807390095,0.0016951645289953626,0.2782153785228729,0.0,1.0
1,4106.0,0.13960495046784213,0.9799074525085241,0.01,330.0,1.6588175430338092,0.0017697761743897156,0.32733380794525146,8.0,1.0
