round,num_examples,train_loss,task_loss,prior_loss,train_accuracy,effective_prior_lambda,variance_floor_fraction,lr,local_steps,update_l2,update_rms,update_max_abs,posterior_mean_abs_mean,posterior_precision_mean,posterior_precision_min,posterior_precision_max,posterior_sigma_mean,client_id,server_round
1,2955.0,0.8546084800710533,0.8546084800710533,0.0,0.6328257191201354,0.01,0.0,0.01,930.0,0.9665133567699659,0.0010449080037253763,0.1460018754005432,0.026314655603785857,0.0002913991967850752,4.381891595043154e-15,8.74524211883545,1282.747169732767,18.0,1.0
1,1.0,0.18975241384468972,0.18975241384468972,0.0,0.9,0.01,0.0,0.01,10.0,0.14922983658542474,0.00016133398421295966,0.026550933718681335,0.02630474009623795,0.004546227712144206,0.0,50.333072662353516,16836.713649451493,17.0,1.0
1,4791.0,0.003893743100935478,0.003893743100935478,0.0,0.9993320809851806,0.01,0.0,0.01,1500.0,0.2742802495318448,0.00029652733300801086,0.035478319972753525,0.026304943362089005,4.113298140474063e-05,0.0,0.49395284056663513,20610.660985497896,6.0,1.0
1,3884.0,0.01282973357295077,0.01282973357295077,0.0,0.9978887744593203,0.01,0.0,0.01,1220.0,0.23832593836214988,0.00025765673981186475,0.04266715049743652,0.026304895204694412,3.8022764896027054e-05,0.0,0.47979119420051575,18007.61894144977,15.0,1.0
1,805.0,0.04803422461732389,0.04803422461732389,0.0,0.9935403726708074,0.01,0.0,0.01,260.0,0.2801203120318973,0.0003028410875007112,0.04537602700293064,0.02630469549331078,0.00026884911540292266,0.0,3.7601468563079834,10965.595844336,3.0,1.0
1,1.0,0.19861208107322453,0.19861208107322453,0.0,0.9,0.01,0.0,0.01,10.0,0.14740364285022317,0.00015935966648946497,0.02683955430984497,0.026304800979886002,0.0039257597345324574,0.0,47.65278625488281,16723.76461376143,13.0,1.0
1,5304.0,0.3054706180676099,0.3054706180676099,0.0,0.8848227752639517,0.01,0.0,0.01,1660.0,1.4024900376869778,0.0015162470909059734,0.1186431273818016,0.026330057470276363,0.00026693765065952455,1.7342340942212014e-13,2.8788564205169678,1192.595789176701,16.0,1.0
1,1135.0,0.021502260193023585,0.021502260193023585,0.0,0.9973568281938326,0.01,0.0,0.01,360.0,0.16795877627240866,0.00018158204270396825,0.021655287593603134,0.026304957893126875,2.9029181549414627e-05,0.0,0.3686714172363281,18286.85317352297,14.0,1.0
1,3780.0,0.24629794471419206,0.24629794471419206,0.0,0.9312169312169312,0.01,0.0,0.01,1190.0,0.8175037676646513,0.0008838121314362255,0.12351286225020885,0.026312105956514443,0.000129358062451716,0.0,2.13301157951355,3805.3382969357,8.0,1.0
1,1.0,0.19681393334176392,0.19681393334176392,0.0,0.9,0.01,0.0,0.01,10.0,0.15963395681789594,0.0001725819906957275,0.027976825833320618,0.026304865723418943,0.004538462381979283,0.0,52.26262283325195,16971.80969630016,10.0,1.0
1,3064.0,0.009947109167730343,0.009947109167730343,0.0,0.9985966057441253,0.01,0.0,0.01,960.0,0.28974363137337383,0.0003132449617274667,0.06232824921607971,0.02630490312301345,5.5571821617117576e-05,0.0,1.1091806888580322,16862.78715946234,5.0,1.0
1,4743.0,0.003661097933926153,0.003661097933926153,0.0,0.99932532152646,0.01,0.0,0.01,1490.0,0.30260092535096716,0.00032714512077786556,0.06040459871292114,0.02630486666227238,3.2210633146411525e-05,0.0,0.516799807548523,21179.188912616657,11.0,1.0
1,1.0,0.19207389708608388,0.19207389708608388,0.0,0.9,0.01,0.0,0.01,10.0,0.15295706784091775,0.00016536353408241577,0.027353942394256592,0.026304826126264103,0.004489670595707783,0.0,52.16063690185547,18220.464480490817,2.0,1.0
1,5173.0,0.5289800572344627,0.5289800572344627,0.0,0.7570462014305045,0.01,0.0,0.01,1620.0,1.5820150222722476,0.0017103334860373647,0.14708039164543152,0.026335935344150668,0.00030629153289389686,3.59016202183815e-14,3.8545472621917725,1234.892362834669,9.0,1.0
1,6075.0,0.5604847624907768,0.5604847624907768,0.0,0.7946172839506173,0.01,0.0,0.01,1900.0,1.9997897239341795,0.0021619942173276324,0.15010404586791992,0.026351482254859195,0.0004451402168152482,7.994818457431052e-13,3.1995739936828613,729.0160223110394,19.0,1.0
1,170.0,0.11095492828856496,0.11095492828856496,0.0,0.9823529411764705,0.01,0.0,0.01,60.0,0.15964785691013014,0.00017259701823520873,0.021031606942415237,0.026304925600040583,0.00021545844547644002,0.0,2.2229385375976562,8876.771854544051,0.0,1.0
1,1.0,0.20004084610845893,0.20004084610845893,0.0,0.9,0.01,0.0,0.01,10.0,0.14777508593140304,0.00015976123760665092,0.026161551475524902,0.02630474954848691,0.004634994297979698,0.0,49.70054626464844,18496.110529025307,7.0,1.0
1,4999.0,0.0032795590149280345,0.0032795590149280345,0.0,0.9993598719743949,0.01,0.0,0.01,1570.0,0.26980814424492044,0.0002916924917975111,0.03605265915393829,0.0263048953560714,4.0286146131424405e-05,0.0,0.4678935408592224,20004.43805020278,4.0,1.0
1,349.0,0.022940188865729388,0.022940188865729388,0.0,0.9908309455587393,0.01,0.0,0.01,110.0,0.1879184648853473,0.00020316067711956035,0.03072097315452993,0.02630472555620565,0.00039075536212084065,0.0,5.162255764007568,14562.15298076753,12.0,1.0
