name,percentile,snr,snr_db_20log10
global,0,1.2914847502543125e-07,-137.77821435147808
global,1,0.002270589205436409,-52.87722862356728
global,5,0.011475029634311795,-38.804923684443025
global,10,0.022935289517045022,-32.78991546611982
global,25,0.05827315617352724,-24.690629182859773
global,50,0.1245923638343811,-18.0901714884033
global,75,0.21796287596225739,-13.23234940659718
global,90,0.3374709725379944,-9.435271538658005
global,95,0.5740460544824544,-4.8210652743941615
global,98,4.9676628780365,13.923042310274239
global,99,7.029543719291627,16.938542726151095
global,100,85.93428039550781,38.683328891697634
layer0.weight,0,2.1217283574515022e-07,-133.46620438241183
layer0.weight,1,0.0022962204460054638,-52.779728406899764
layer0.weight,5,0.011600264720618725,-38.71064199926843
layer0.weight,10,0.02317482139915228,-32.69967208275158
layer0.weight,25,0.058926692232489586,-24.593758734777794
layer0.weight,50,0.12599465250968933,-17.992957738096408
layer0.weight,75,0.22066094353795052,-13.125490582529599
layer0.weight,90,0.34410887658596034,-9.26608248467306
layer0.weight,95,0.6814522534608816,-3.331291360198903
layer0.weight,98,5.146735391616827,14.230636809777941
layer0.weight,99,7.248461289405823,17.204916477781126
layer0.weight,100,58.12983703613281,35.28798210873813
layer1.weight,0,1.2914847502543125e-07,-137.77821435147808
layer1.weight,1,0.0022407086519524457,-52.99229217834531
layer1.weight,5,0.011346430890262127,-38.902814555211386
layer1.weight,10,0.022688675113022326,-32.88381727305917
layer1.weight,25,0.05760552268475294,-24.790717568849466
layer1.weight,50,0.12311603128910065,-18.193707853302307
layer1.weight,75,0.21483641117811203,-13.357842221687726
layer1.weight,90,0.3280694931745529,-9.680683046161205
layer1.weight,95,0.47870983034372366,-6.398553083165936
layer1.weight,98,4.5119597816467305,13.08730439620118
layer1.weight,99,5.84725320339203,15.339038009642758
layer1.weight,100,36.67192840576172,31.28667496166681
layer2.weight,0,4.606393486028537e-05,-86.73277933216053
layer2.weight,1,0.004667309229262173,-46.61866954530136
layer2.weight,5,0.0239968977868557,-32.39689864288533
layer2.weight,10,0.04598452635109425,-26.74776575566922
layer2.weight,25,0.11970690451562405,-18.437615992759685
layer2.weight,50,2.8786786794662476,9.183847046370602
layer2.weight,75,12.052156209945679,21.62129500944839
layer2.weight,90,21.21494293212891,26.532837293777614
layer2.weight,95,27.81618938446044,28.885952640589785
layer2.weight,98,36.15305549621583,31.1629001470018
layer2.weight,99,42.83707344055178,32.636395741269155
layer2.weight,100,85.93428039550781,38.683328891697634
