round,num_examples,train_loss,train_accuracy,lr,local_steps,update_l2,update_rms,update_max_abs,client_id,server_round
1,1.0,0.7889767438173294,0.9,0.01,10.0,0.4086960444341606,0.0005531968395202704,0.0610475093126297,32.0,1.0
1,5.0,1.2144914746284485,0.9,0.01,10.0,0.43293795337090646,0.0005860098495564035,0.063025226816535,19.0,1.0
1,1.0,0.7889767438173294,0.9,0.01,10.0,0.4086960444341606,0.0005531968395202704,0.0610475093126297,68.0,1.0
1,1.0,0.7889767438173294,0.9,0.01,10.0,0.4086960444341606,0.0005531968395202704,0.0610475093126297,92.0,1.0
1,481.0,0.3505946799071037,0.9137214137214137,0.01,160.0,0.9950673454759663,0.0013468887651928523,0.11117460206151009,23.0,1.0
1,7.0,1.6003580033779143,0.8571428571428571,0.01,10.0,0.41086936177454114,0.0005561385667533727,0.07674064487218857,73.0,1.0
1,1.0,0.7889767438173294,0.9,0.01,10.0,0.4086960444341606,0.0005531968395202704,0.0610475093126297,64.0,1.0
1,12.0,1.431154477596283,0.9,0.01,10.0,0.4135248798073205,0.0005597329841768554,0.07150780968368053,40.0,1.0
1,1.0,0.7889767438173294,0.9,0.01,10.0,0.4086960444341606,0.0005531968395202704,0.0610475093126297,61.0,1.0
1,1.0,1.0093009248375893,0.9,0.01,10.0,0.4347357115261393,0.0005884432328573687,0.053897928446531296,62.0,1.0
1,1.0,1.1981375962495804,0.9,0.01,10.0,0.4435791966892874,0.0006004134687067788,0.06174768880009651,16.0,1.0
1,1.0,0.7889767438173294,0.9,0.01,10.0,0.4086960444341606,0.0005531968395202704,0.0610475093126297,43.0,1.0
1,1.0,0.7889767438173294,0.9,0.01,10.0,0.4086960444341606,0.0005531968395202704,0.0610475093126297,13.0,1.0
1,1.0,1.2067956268787383,0.9,0.01,10.0,0.4374982197604617,0.0005921824685196362,0.06280525401234627,71.0,1.0
1,1.0,0.7889767438173294,0.9,0.01,10.0,0.4086960444341606,0.0005531968395202704,0.0610475093126297,49.0,1.0
1,1.0,0.7889767438173294,0.9,0.01,10.0,0.4086960444341606,0.0005531968395202704,0.0610475093126297,39.0,1.0
1,7.0,1.1092847466468811,0.8857142857142857,0.01,10.0,0.4326684432939002,0.0005856450500315509,0.058715563267469406,99.0,1.0
1,1.0,0.7889767438173294,0.9,0.01,10.0,0.4086960444341606,0.0005531968395202704,0.0610475093126297,45.0,1.0
1,1.0,0.7889767438173294,0.9,0.01,10.0,0.4086960444341606,0.0005531968395202704,0.0610475093126297,96.0,1.0
1,524.0,0.5209222352743604,0.851526717557252,0.01,170.0,1.3481629003034858,0.0018248267037644778,0.14655696600675583,81.0,1.0
1,108.0,0.43995079614773946,0.9962962962962963,0.01,40.0,0.6884314414877947,0.0009318370041596613,0.09863422345370054,77.0,1.0
1,45.0,1.0088504638274511,0.9111111111111111,0.01,20.0,0.6160158437011238,0.0008338177539782201,0.10390320792794228,84.0,1.0
1,4.0,1.358517900109291,0.9,0.01,10.0,0.4255978223569408,0.000576074501921189,0.06937604025006294,51.0,1.0
1,1.0,0.7889767438173294,0.9,0.01,10.0,0.4086960444341606,0.0005531968395202704,0.0610475093126297,63.0,1.0
1,7.0,1.4421676635742187,0.9,0.01,10.0,0.42086570860453887,0.0005696692763073627,0.0727384015917778,56.0,1.0
1,608.0,0.09848197248372201,0.99375,0.01,190.0,0.8453742122758392,0.0011442693141070282,0.10898582823574543,3.0,1.0
1,1.0,0.7889767438173294,0.9,0.01,10.0,0.4086960444341606,0.0005531968395202704,0.0610475093126297,67.0,1.0
1,1.0,0.7889767438173294,0.9,0.01,10.0,0.4086960444341606,0.0005531968395202704,0.0610475093126297,58.0,1.0
1,149.0,0.4482296174842139,0.9731543624161074,0.01,50.0,0.7692270132545642,0.001041199097474001,0.12187386676669121,47.0,1.0
