round,num_clients,num_examples,client_id,local_steps,lr,server_round,train_accuracy,train_loss,update_l2,update_max_abs,update_rms
1,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999997,1.0,0.9281641353583804,0.4285608061809228,0.8841008943807379,0.11194958171665534,0.0011966884124498985
2,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999995,2.0,0.9514122035704765,0.25532205062286034,0.7459114483231349,0.08581132251268218,0.001009639954665185
3,100,358.83852917665865,41.054756195043964,116.96509459099387,0.01,3.0,0.9615907274180653,0.1845512935994182,0.6456351900416584,0.07341782742919135,0.0008739094774176428
4,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999998,4.0,0.9690913935518255,0.14855316343890898,0.5749772624694832,0.0653454309849956,0.00077826934888619
5,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999995,5.0,0.9741673328004264,0.12647487116695946,0.5205268795959677,0.05890888573635715,0.0007045671926590573
6,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999998,6.0,0.9778976818545163,0.11059692169678688,0.47994549813016607,0.05449966190427444,0.0006496376373673499
7,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000004,7.0,0.9801358912869707,0.09864120969950653,0.44652002724358664,0.05059766511826709,0.0006043940752978091
8,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000002,8.0,0.981521449507061,0.08883926769073494,0.4201783163056381,0.047830275639851545,0.0005687388458506913
9,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999998,9.0,0.9828803623767651,0.08136804917267522,0.3969190020332336,0.045327785507353835,0.000537255841989675
10,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000005,10.0,0.9835731414868105,0.07534255086222957,0.37926453359100354,0.043306425378122855,0.0005133593637177267
11,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999997,11.0,0.985011990407674,0.06960838787979379,0.36258608934360115,0.04128139038384606,0.0004907839980604648
12,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000002,12.0,0.9856648014921395,0.06517156621504856,0.34836488608759114,0.039703353488735424,0.0004715346688767376
13,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000004,13.0,0.9861177724487078,0.0615847834923656,0.33614176678624985,0.038381125098389646,0.00045498987707200366
14,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000005,14.0,0.9863842259525712,0.058624700861903786,0.32626320471854153,0.037163252892633246,0.00044161859690112137
15,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999997,15.0,0.9871436184385824,0.05600628260115773,0.31602787925632575,0.036141339852096194,0.00042776441413065074
16,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999997,16.0,0.9875033306687981,0.053026687373739945,0.3088206104794391,0.03539513246956076,0.00041800890422727757
17,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000002,17.0,0.9883559818811617,0.05079367548917887,0.3002405723103413,0.03447279136767127,0.00040639526112319586
18,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999995,18.0,0.9886757260857977,0.04863109483372624,0.2937289093188215,0.033451980917275054,0.0003975812991678823
19,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000012,19.0,0.9889821476152412,0.04646774292267875,0.288092026561334,0.03307425032447713,0.0003899514095013315
20,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000016,20.0,0.989208633093525,0.04507354783952202,0.2813349200889026,0.03239554954993484,0.0003808052237337979
21,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999995,21.0,0.9895283772981612,0.0439386248943573,0.2769219024169384,0.031773649696697444,0.0003748319155451713
22,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000002,22.0,0.9897415401012523,0.042524775801456485,0.27228052858336055,0.031282504365062046,0.0003685495123491189
23,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000002,23.0,0.9906874500399679,0.040249791810399414,0.2673592701416305,0.03070448523773441,0.00036188826702144043
24,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000004,24.0,0.9906075139888089,0.03947262807592784,0.2637615198459643,0.030244817737603593,0.0003570184765743589
25,100,358.83852917665865,41.054756195043964,116.96509459099387,0.01,25.0,0.9913402611244333,0.03802834577334956,0.2599158665948624,0.029922691709368173,0.00035181313325535117
26,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000004,26.0,0.9911803890221156,0.03737977590700798,0.2570888918650328,0.029455846673348666,0.0003479866379729931
27,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000005,27.0,0.9912070343725021,0.03666386265457088,0.25317022570236597,0.029134901064743857,0.0003426824669005193
28,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000012,28.0,0.9917399413802289,0.035442518566714244,0.24972419969269286,0.028695291035055227,0.0003380180452027386
29,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000002,29.0,0.9923128164135361,0.0344895738390239,0.24696622321723635,0.028631855570593324,0.00033428494357263595
30,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000007,30.0,0.9925925925925925,0.03296133077206972,0.24440596840434556,0.02836411924994395,0.0003308194711509034
31,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000004,31.0,0.9924993338662403,0.03272175125135281,0.24082365979785172,0.02791393322160042,0.00032597058204055613
32,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999998,32.0,0.9922462030375695,0.032371191341144065,0.23868150008330455,0.027601815168474087,0.0003230710286928457
33,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000005,33.0,0.9926592059685582,0.031492243055638726,0.23628183753080365,0.02728996963519442,0.00031982292840404406
34,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999995,34.0,0.9930588862243536,0.03070730075257606,0.23410399646530236,0.027044450530308274,0.00031687507801297736
35,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000007,35.0,0.99279243272049,0.03082248727447612,0.23167064243352667,0.02689137334111092,0.00031358137410234644
36,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000002,36.0,0.9932587263522514,0.029739483803036315,0.2308211231455736,0.026785468284041374,0.00031243149415707366
37,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000002,37.0,0.9929256594724217,0.029548737242180174,0.22721028472335883,0.026439320838312495,0.0003075439880742756
38,100,358.83852917665865,41.054756195043964,116.96509459099387,0.01,38.0,0.9928990141220354,0.02960744464943624,0.2263003511520149,0.02612326174776213,0.00030631233344317204
39,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000005,39.0,0.9935518252065013,0.028289511650604223,0.2239084233847972,0.0260464897830152,0.00030307470269238385
40,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000004,40.0,0.993538502531308,0.028004145599200954,0.22291707674501304,0.02586906857965582,0.00030173285014581207
41,100,358.83852917665865,41.054756195043964,116.96509459099387,0.01,41.0,0.9936051159072737,0.02745217763028793,0.2210443990365617,0.025574959555072295,0.0002991980583271407
42,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000002,42.0,0.9938316013855581,0.026384057858812832,0.21874898245063956,0.025548205409502242,0.0002960910617755283
43,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000002,43.0,0.9941913136157738,0.026042693522524786,0.2168902151166383,0.025314657723959442,0.00029357509855891165
44,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999997,44.0,0.9934319211297626,0.02727271914076671,0.21540374627390643,0.02506742236747469,0.00029156306571190114
45,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000004,45.0,0.994204636290967,0.025399094293453873,0.21400853259868244,0.025011137148535117,0.0002896745527054737
46,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000007,46.0,0.9942712496669331,0.025188140006214225,0.2127914422791931,0.02473836488562817,0.0002880271413166893
47,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999998,47.0,0.993738342659206,0.0260886646734158,0.21047394927978044,0.0244066944885288,0.00028489026289482813
48,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999997,48.0,0.9942446043165466,0.02498226824009567,0.21036624046982288,0.02435618926608413,0.00028474447197253134
49,100,358.83852917665865,41.054756195043964,116.96509459099387,0.01,49.0,0.9939515054622965,0.025036757469697943,0.20941846072948722,0.024322863965802233,0.00028346159007520125
50,100,358.83852917665865,41.054756195043964,116.96509459099387,0.009999999999999997,50.0,0.9942712496669331,0.024517082476873755,0.2073668397744828,0.024047830830522473,0.0002806845868630135
51,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000005,51.0,0.9943511857180921,0.024044346451604814,0.20516941677103068,0.023834235616186087,0.000277710231037569
52,100,358.83852917665865,41.054756195043964,116.96509459099387,0.01000000000000001,52.0,0.9947108979483082,0.023378724039757402,0.20433538636996673,0.023964628339073188,0.00027658131631422956
53,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000004,53.0,0.9947508659738876,0.023104321838862334,0.203105557191236,0.02370911716355261,0.0002749166620458828
54,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000005,54.0,0.9947508659738871,0.022626525827343084,0.2017093673103013,0.023560770220274172,0.00027302682768114774
55,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000005,55.0,0.994351185718092,0.023129329247471603,0.2010654324927293,0.023515262087799492,0.00027215521976913307
56,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000004,56.0,0.9951505462296828,0.021821147922508798,0.19971749881494125,0.023278408164961614,0.0002703307033330422
57,100,358.83852917665865,41.054756195043964,116.96509459099387,0.010000000000000004,57.0,0.995003996802558,0.021861301685561534,0.19903714163805325,0.023266884119227175,0.0002694097953743648
58,100,358.83852917665865,41.054756195043964,116.96509459099387,0.01000000000000001,58.0,0.9951505462296826,0.021318608955409418,0.19732238087057194,0.023216378120502,0.00026708875446872725
59,100,358.83852917665865,41.054756195043964,116.96509459099387,0.01,59.0,0.9949107380762056,0.021807894237099952,0.19691416691988167,0.0231421341445805,0.0002665362101746356
