schema_version,run_id,round,method,physical_client_id,virtual_client_id,num_examples,num_batches,local_epochs,batch_size,train_loss,task_loss,prior_loss,regularization_loss,accuracy_local_train_estimate,loss_local_train_estimate,update_l2_norm,update_linf_norm,update_cosine_to_global,drift_from_global_before_l2,drift_from_global_after_l2,label_entropy,kl_to_global_label_distribution,vi_elbo_loss,vi_kl_loss,vi_likelihood_loss,vi_complexity_cost,vi_loc_l2,vi_scale_mean,vi_scale_p50,vi_scale_p90,vi_scale_max,vi_snr_raw_mean,vi_snr_raw_p50,vi_snr_raw_p90,ola_task_loss,ola_prior_loss,ola_fisher_mean,ola_fisher_p50,ola_fisher_p90,ola_fisher_max,ola_precision_mean,ola_precision_p50,ola_precision_p90,ola_sigma_mean,ola_sigma_p50,ola_sigma_p90,ola_snr_raw_mean,ola_snr_raw_p50,ola_snr_raw_p90,channel_snr_db,pathloss_db,rate_mbps,delay_ms,energy_j,ota_contribution_norm,digital_payload_bytes,communication_success,vi_kl_per_param,vi_scale_std,num_examples_train
bayesfl_observability_v1,smoke_vi_mnist,1,vi,15,3,342,,1,32,147.27148758281362,,138.88447829649326,138.88447829649326,,,0.829930749458624,0.010492302477359772,0.9863480992450101,0.829930749458624,,1.2985927805091027,1.0543347356550556,147.27148758281362,138.88447829649326,,138.88447829649326,5.039830873733739,0.05010864022393771,0.05010520480573177,0.05039888508617878,0.050539106130599976,0.37177189414730716,0.3586813058516026,0.6566363809311698,,,,,,,,,,,,,,,,,,,,,,,,0.0027291113833070005,0.00020901842637952348,342
bayesfl_observability_v1,smoke_vi_mnist,1,vi,27,5,4806,,1,32,306.88775915499554,,270.202921440263,270.202921440263,,,1.143932045303906,0.02844586968421936,0.9745615569101755,1.143932045303906,,1.2530575555136367,1.083640527519532,306.88775915499554,270.202921440263,,270.202921440263,5.104103532313509,0.05023697340686374,0.05019751004874706,0.051027873530983925,0.053819287568330765,0.3747230818194708,0.35956277505476714,0.6679257006952346,,,,,,,,,,,,,,,,,,,,,,,,0.005309548466108528,0.0006025353669010602,4806
bayesfl_observability_v1,smoke_vi_mnist,1,vi,21,4,1152,,1,32,244.46506575743356,,259.01048384066985,259.01048384066985,,,1.1306167865227967,0.019588015973567963,0.9750043776148308,1.1306167865227967,,1.5249506784896467,0.7610772411746858,244.46506575743356,259.01048384066985,,259.01048384066985,5.088317428762102,0.0501776629309654,0.050144970417022705,0.050674523785710336,0.0515860989689827,0.3733365782454338,0.3584130656264939,0.6687539013202556,,,,,,,,,,,,,,,,,,,,,,,,0.00508961453803635,0.00036567085675328194,1152
bayesfl_observability_v1,smoke_vi_mnist,1,vi,24,4,270,,1,32,126.45941225687663,,117.94786956950685,117.94786956950685,,,0.7650502886047799,0.008706530556082726,0.9883357446817564,0.7650502886047799,,0.957950800540371,1.4191188247520772,126.45941225687663,117.94786956950685,,117.94786956950685,5.0232999268198055,0.050094261852152155,0.05009484849870205,0.05035225562751293,0.050443630665540695,0.37062434643926767,0.3582611999828301,0.6547924234050435,,,,,,,,,,,,,,,,,,,,,,,,0.0023177022906171515,0.0001864974458134516,270
bayesfl_observability_v1,smoke_vi_mnist,1,vi,11,2,4,,1,32,10.083984375,,10.226420543975028,10.226420543975028,,,0.22558809087328643,0.0010000020265579224,0.9989727137321674,0.22558809087328643,,1.3862943611198906,0.939276547692685,10.083984375,10.226420543975028,,10.226420543975028,4.978134422036293,0.05001795200228773,0.050048794597387314,0.050048794597387314,0.050048794597387314,0.368944606181206,0.3595311974462203,0.6494055208885651,,,,,,,,,,,,,,,,,,,,,,,,0.00020095147463106754,4.5352716839222335e-05,4
bayesfl_observability_v1,smoke_vi_mnist,1,vi,14,2,274,,1,32,120.92763127221002,,118.45080371146133,118.45080371146133,,,0.7666830459834738,0.008779439143836498,0.98833162402651,0.7666830459834738,,0.9046127705927123,1.4102412850023194,120.92763127221002,118.45080371146133,,118.45080371146133,5.033447234689679,0.050097536848187095,0.050098154693841934,0.050353764370083806,0.050444696098566055,0.3715790847839673,0.3597581189291944,0.6561829313744267,,,,,,,,,,,,,,,,,,,,,,,,0.002327585060158407,0.00018517410249012598,274
bayesfl_observability_v1,smoke_vi_mnist,2,vi,8,1,472,,1,32,165.64862085978191,,176.4582386580655,176.4582386580655,,,0.9389199132065887,0.013958936557173729,0.9830169909271734,0.9389199132065887,,1.6089164906125724,0.6965551597414836,165.64862085978191,176.4582386580655,,176.4582386580655,5.115986869299017,0.0503317704816263,0.05031317099928856,0.05097733438014984,0.05289347097277641,0.37426712961248987,0.3572551532906403,0.6715511883970052,,,,,,,,,,,,,,,,,,,,,,,,0.0034674442652400375,0.0004941756711904532,472
bayesfl_observability_v1,smoke_vi_mnist,2,vi,16,3,2899,,1,32,292.2228074545389,,270.69984191156357,270.69984191156357,,,1.1543150698224915,0.026201795786619186,0.974783147174841,1.1543150698224915,,1.393841414721813,0.8699262401482634,292.2228074545389,270.69984191156357,,270.69984191156357,5.172711787995687,0.050434561886477505,0.05039529874920845,0.05132397338747978,0.05383993312716484,0.37720985314951094,0.35832791205189296,0.6776312547115418,,,,,,,,,,,,,,,,,,,,,,,,0.005319313065662479,0.0006739021054462443,2899
bayesfl_observability_v1,smoke_vi_mnist,2,vi,17,3,947,,1,32,231.79385849634807,,247.49783636733787,247.49783636733787,,,1.1102915846202128,0.01983620412647724,0.9766722825195333,1.1102915846202128,,1.4785618880198559,0.797476879196456,231.79385849634807,247.49783636733787,,247.49783636733787,5.170310078450071,0.050375132066084044,0.05034870095551014,0.0510953675955534,0.053154584020376205,0.3773066407932543,0.3579227999510167,0.6814775616145746,,,,,,,,,,,,,,,,,,,,,,,,0.0048633884135849455,0.0005475475853047362,947
bayesfl_observability_v1,smoke_vi_mnist,2,vi,4,0,330,,1,32,128.350904378024,,140.3997037006518,140.3997037006518,,,0.8378863009331116,0.010431263595819473,0.9864734037602555,0.8378863009331116,,0.898369570558716,1.4095410508742412,128.350904378024,140.3997037006518,,140.3997037006518,5.111490473985777,0.05031256706509311,0.050292860716581345,0.05093456320464611,0.05297063663601875,0.37415944239391713,0.358774215355093,0.6701502274313884,,,,,,,,,,,,,,,,,,,,,,,,0.002758885904905714,0.00047602035935832897,330
