run_id,experiment,condition,method,realization,seed,round,logical_round,physical_round,phase,num_clients,labels_per_client,mean_samples_per_client,power_dbm,noise_dbm,num_subchannels,path_loss_exponent,path_loss_reference_m,gamma_db,power_control_mode,deterministic_payload_mode,deterministic_reference_power_mode,sparse_enabled,sparse_selection,sparse_keep_ratio,sparse_kept_coordinates,accuracy,nll,ece,posterior_predictive_accuracy,posterior_predictive_nll,posterior_predictive_ece,posterior_mean_accuracy,posterior_mean_nll,posterior_mean_ece,train_loss,phase1_train_loss,phase2_train_loss,posterior_variance,posterior_precision_mean,posterior_precision_min,posterior_precision_max,posterior_precision_std,posterior_precision_offset_l2,posterior_precision_offset_max_abs,global_mean_update_l2,global_mean_update_max_abs,global_model_update_l2,ideal_model_update_l2,received_model_update_l2,global_precision_update_l2,global_precision_update_max_abs,channel_uses_round,channel_uses_cumulative,ofdm_symbols_round,ofdm_symbols_cumulative,aircomp_nmse,aircomp_distortion_nmse,aircomp_clipped_fraction,aircomp_average_symbol_power_watts,aircomp_maximum_symbol_power_watts,aircomp_noise_l2,aircomp_ideal_l2,aircomp_received_l2,aircomp_delta_bar,aircomp_retained_magnitude_ratio,aircomp_distorted_to_ideal_norm_ratio,precision_aircomp_nmse,precision_aircomp_distortion_nmse,precision_aircomp_clipped_fraction,precision_aircomp_average_symbol_power_watts,precision_aircomp_maximum_symbol_power_watts,precision_aircomp_noise_l2,precision_aircomp_ideal_l2,precision_aircomp_received_l2,precision_aircomp_delta_bar,precision_aircomp_retained_magnitude_ratio,precision_aircomp_distorted_to_ideal_norm_ratio,mean_aircomp_nmse,mean_aircomp_distortion_nmse,mean_aircomp_clipped_fraction,mean_aircomp_average_symbol_power_watts,mean_aircomp_maximum_symbol_power_watts,mean_aircomp_noise_l2,mean_aircomp_ideal_l2,mean_aircomp_received_l2,mean_aircomp_delta_bar,mean_aircomp_retained_magnitude_ratio,mean_aircomp_distorted_to_ideal_norm_ratio,wall_time_sec
fig2_default_proposed_rep00_seed12026,fig2,default,proposed,0,12026,0,0,0,model,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,62346,0.1217,2.6846624899788183,0.12645156814819025,0.1217,2.6846624899788183,0.12645156814819025,0.0864,2.345530876785158,0.046233081428706635,nan,0.0,0.0,0.0025000000000000014,399.99999999999994,399.99999999999994,399.99999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.947921399958432
fig2_default_proposed_rep00_seed12026,fig2,default,proposed,0,12026,1,1,2,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,62346,0.0637,2.619201822101864,0.1826321429454713,0.0637,2.619201822101864,0.1826321429454713,0.1232,2.295066477740564,0.01761172390058635,5.055036783939897,4.092348049830615,0.962688734109283,0.0024999999962133494,400.00000060586416,399.9999777593041,400.00002919186255,2.847157963788826e-06,0.0007268296521490752,2.9191862608968222e-05,0.17928253536161531,0.00758989155292511,0.0,0.0,0.0,0.0007268296521490752,2.9191862608968222e-05,124692,124692,122,122,0.068447186557893,0.06844716959058567,0.04283124431023137,0.027453342421423138,0.19952623149688797,1.4076714069134053e-06,0.1875211053588207,0.17928400998543553,7.975060734300526e-06,0.9748759300484579,0.9447032360181498,0.04729028284801226,0.04729027675590915,0.050665660453621905,0.03324488357614402,0.19952623149688423,5.841251149717065e-09,0.0007787469084712837,0.0007268296521356565,2.7497720319799466e-10,0.9806760351910767,0.9333323315593671,0.08960409026777373,0.08960406242526217,0.034996828166840833,0.021661801266702255,0.19952623149688797,1.4076592874792437e-06,0.18751948834253596,0.17928253667079377,1.5949846491397853e-05,0.969075824905839,0.9560741404769325,110.93822380015627
fig2_default_proposed_rep00_seed12026,fig2,default,proposed,0,12026,2,2,4,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,62346,0.1172,2.55189279765982,0.14319570134779322,0.1172,2.55189279765982,0.14319570134779322,0.161,2.276527589083038,0.04411479484215379,4.340172137147018,3.477566390793499,0.8626057463535195,0.0024999999931239222,400.0000011001724,399.9999700547278,400.00004228548744,3.8062476805772913e-06,0.0009892933467777454,4.228548749551919e-05,0.15821683009474954,0.007593654096126556,0.0,0.0,0.0,0.0006020436445961846,2.2849603283248143e-05,124692,249384,122,244,0.08491978053816357,0.08491976871474897,0.0427251514688052,0.027425725114792476,0.19952623149688797,1.4087499560210184e-06,0.153235044918781,0.15821797705300375,7.990472050286192e-06,0.9769951658276097,0.9842739671843056,0.04404719196105938,0.04404717995454636,0.05349380874474706,0.032594803836027565,0.1995262314968843,4.86902075793428e-09,0.0006431896965102112,0.0006020436446128947,1.9086971786506442e-10,0.9821710329170239,0.9360281049367454,0.12579236911526775,0.1257923574749516,0.03195649419286334,0.022256646393557386,0.19952623149688797,1.4087415416697557e-06,0.1532336950486907,0.1582168316147015,1.598075323085452e-05,0.9718192987381956,1.0325198294318658,188.30820369999856
fig2_default_proposed_rep00_seed12026,fig2,default,proposed,0,12026,3,3,6,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,62346,0.109,2.328369478498556,0.0800187688977446,0.109,2.328369478498556,0.0800187688977446,0.192,2.2813009302325655,0.08370927204787731,3.97041516826114,3.18825286440733,0.7821623038538104,0.002499999990549336,400.0000015121063,399.99996898931096,400.0000540327581,4.46362323835339e-06,0.0011767452902065488,5.40327581575184e-05,0.14933020228089686,0.0075386688113212585,0.0,0.0,0.0,0.0005126917526697005,2.733013485567426e-05,124692,374076,122,366,0.08629046724060509,0.08629044640557948,0.04147360755846709,0.027359426383193282,0.19952623149688797,1.4241798917886206e-06,0.1493510842761907,0.14933108204945267,8.077722301770676e-06,0.9782105354032771,0.9686073440504626,0.041307478884960086,0.04130747566257832,0.04918481104834755,0.031707580919230254,0.19952623149688473,4.154642016142424e-09,0.0005469599919705793,0.0005126917526366094,1.3874255426275143e-10,0.9829495751132707,0.9373478769587145,0.1312734555962501,0.13127341714858065,0.033762404068586625,0.02301127184715631,0.19952623149688797,1.4241738317792406e-06,0.14935008272257838,0.14933020194597993,1.6155305860987088e-05,0.9734714956932834,0.9998668111422107,266.4857652001083
fig2_default_proposed_rep00_seed12026,fig2,default,proposed,0,12026,4,4,8,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,62346,0.1539,2.3945974021703447,0.032502305660896805,0.1539,2.3945974021703447,0.032502305660896805,0.1878,2.2838552541196826,0.08127206509038805,3.652700803734565,2.9804951300272124,0.6722056737073526,0.0024999999882520823,400.0000018796669,399.9999681932892,400.00005632527274,4.963483944515008e-06,0.0013252337433787465,5.632527279431088e-05,0.1402601613554944,0.004480049014091492,0.0,0.0,0.0,0.0004447606317077283,1.658141087546028e-05,124692,498768,122,488,0.09377131895130197,0.0937713174808043,0.028568415430352732,0.024411995812350595,0.19952623149688797,1.422871880544774e-06,0.14167800502805822,0.14026086786595857,8.166509284111044e-06,0.9793500895721783,0.9655800175126674,0.038963129155331774,0.03896312657248063,0.03229640417701551,0.02838200196375621,0.19952623149688528,3.5829335964153413e-09,0.0004725654030775815,0.0004447606317084923,1.0346185134149159e-10,0.9838644484701443,0.9411620657156454,0.1485795087472722,0.14857950838912798,0.024840426683689958,0.02044198966094498,0.19952623149688797,1.4228673694451866e-06,0.1416772169075547,0.1402601627066373,1.633291510637075e-05,0.9748357306742123,0.9899979693096894,344.5484398002736
fig2_default_proposed_rep00_seed12026,fig2,default,proposed,0,12026,5,5,10,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,62346,0.1089,2.527497578787888,0.18311965047867973,0.1089,2.527497578787888,0.18311965047867973,0.169,2.2810443592972645,0.061756697106361405,3.468619161933647,2.794963065744415,0.6736560961892318,0.0024999999863510223,400.00000218383656,399.99996611988774,400.00005778578554,5.337463404573765e-06,0.0014399590049736107,5.778578560011738e-05,0.1249156304022242,0.004280216991901398,0.0,0.0,0.0,0.0003927208885317193,1.3425485178686358e-05,124692,623460,122,610,0.10679160645644804,0.10679162446969184,0.03472886161979269,0.02629724215712323,0.19952623149688797,1.4831799180786443e-06,0.12470767015562728,0.12491624816974235,8.80475360631907e-06,0.9803420401461267,0.9709084467985442,0.040593356089411115,0.04059334169589656,0.0384968871273916,0.029629412331012465,0.19952623149688276,3.192367844621133e-09,0.0004177243016373111,0.0003927208885453703,8.166538081215778e-11,0.983884997041247,0.9401437472958207,0.17298985682348497,0.17298990724348712,0.030960836112193784,0.022965071983233998,0.19952623149688797,1.4831764824791816e-06,0.1247069705431599,0.12491563083580996,1.7609425547257328e-05,0.9767990832510064,1.0016731463012676,426.753906799946
fig2_default_proposed_rep00_seed12026,fig2,default,proposed,0,12026,6,6,12,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,62346,0.1284,2.3436517630188196,0.08055924363810338,0.1284,2.3436517630188196,0.08055924363810338,0.1828,2.271040904797849,0.07518891340121626,3.3453787863136313,2.7029187690727112,0.6424600172409201,0.0024999999845914233,400.00000246537235,399.9999631408757,400.00006317275984,5.698488403369522e-06,0.001550319361536349,6.317275989431437e-05,0.12852716386279886,0.005645200610160828,0.0,0.0,0.0,0.00037222833507468886,1.4899520920153009e-05,124692,748152,122,732,0.09885537681172865,0.09885535648603641,0.02512574753032247,0.022988548817313742,0.19952623149688797,1.5173234806421898e-06,0.12815892318133834,0.12852770408233627,9.241908463054974e-06,0.9811986168298459,0.9726297332602254,0.03817333335566531,0.03817331841490611,0.030509988816439234,0.027409682786369002,0.19952623149688392,3.015963570310425e-09,0.00039498698372707246,0.0003722283350860278,7.311998870344337e-11,0.9844402509687998,0.9423813098368589,0.159537420267792,0.15953739455716673,0.019741506244205703,0.018567414848258485,0.19952623149688797,1.5173204832440219e-06,0.12815831450312876,0.12852716507704962,1.8483743806121244e-05,0.977956982690892,1.002878156683592,519.4569121999666
fig2_default_proposed_rep00_seed12026,fig2,default,proposed,0,12026,7,7,14,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,62346,0.2041,2.238267359426429,0.01919957088548224,0.2041,2.238267359426429,0.01919957088548224,0.3142,2.2564929936114937,0.20579078870788214,3.3348511857401464,2.6960382619330554,0.6388129238070908,0.0024999999829595893,400.00000272646577,399.99995966097015,400.0000680631032,6.0240315167316135e-06,0.0016510382970285065,6.80631032423662e-05,0.12767582290256635,0.004991646856069565,0.0,0.0,0.0,0.0003586614809447591,1.4934674823052774e-05,124692,872844,122,854,0.10287445599835285,0.10287449103482915,0.03614666433372672,0.025814399541158377,0.19952623149688797,1.4938730524494093e-06,0.1266139786444248,0.12767632752882452,8.968781596297833e-06,0.9815367372149584,0.9768407558031611,0.037469620073218815,0.03746961628923957,0.04433967068443472,0.02906455024199991,0.199526231496881,2.9102196859226344e-09,0.000379419320419174,0.0003586614809061622,6.827752558085054e-11,0.9847315346452089,0.9452905230233313,0.16827929192348687,0.16827936578041874,0.02795365798301873,0.022564248840316842,0.19952623149688797,1.4938702177417875e-06,0.12661341014738586,0.12767582376154768,1.7937494915070085e-05,0.9783419397847078,1.008390988582991,609.4708858998492
fig2_default_proposed_rep00_seed12026,fig2,default,proposed,0,12026,8,8,16,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,62346,0.1704,2.2404002725602403,0.008978552379673328,0.1704,2.2404002725602403,0.008978552379673328,0.3584,2.2449742338413206,0.2483788503497839,3.2497039939594963,2.6334289598464964,0.6162750341129999,0.002499999981401368,400.00000297578123,399.99995890999827,400.0000732791875,6.319273956876453e-06,0.0017440664154527784,7.327918757482621e-05,0.12367539087771202,0.004877395927906036,0.0,0.0,0.0,0.0003461657846844447,1.3238757617273222e-05,124692,997536,122,976,0.09185607254880143,0.09185610422153265,0.04579659865159317,0.027226566759350007,0.19952623149688797,1.5050921336150492e-06,0.1236351781830322,0.12367587520356917,9.168643448953884e-06,0.9820104389099997,0.969868740971365,0.04051792637362141,0.04051793865625504,0.050584640554325856,0.030821670232969903,0.19952623149688622,2.816510181859635e-09,0.0003684936466558973,0.00034616578467195887,6.402854864333239e-11,0.983960333016978,0.9394077914454086,0.14319421872398144,0.14319426978681024,0.04100855674886048,0.023631463285730108,0.19952623149688797,1.50508949831573e-06,0.12363462903564881,0.12367539074778917,1.8337222869359124e-05,0.9800605448030213,1.0003296904973213,688.0774349002168
fig2_default_proposed_rep00_seed12026,fig2,default,proposed,0,12026,9,9,18,natural_mean,40,1,10,23,-74,1024,4,1000.0,10,paper_reference_kkt,update,coordinated_aggregate,False,,1.0,62346,0.1689,2.3118520969705525,0.07278953803731128,0.1689,2.3118520969705525,0.07278953803731128,0.3607,2.2368702218418983,0.2492514559850097,3.144623674833249,2.5106515554296296,0.6339721194036193,0.0024999999800336997,400.0000031946082,399.999964292582,400.0000752063233,6.594874813214044e-06,0.0018297128239370315,7.520632334490074e-05,0.12280281855800446,0.0043668001890182495,0.0,0.0,0.0,0.0003336560148772685,1.8859528267967107e-05,124692,1122228,122,1098,0.09435118580221799,0.09435118524817038,0.03438002093687844,0.024356729280515063,0.19952623149688797,1.500683008769597e-06,0.12698591699643424,0.12280327248057578,9.189034988009958e-06,0.9814710577842098,0.9528264117364365,0.04335536209829284,0.04335536453543914,0.04019022872357489,0.027638197270648344,0.1995262314968873,2.753531124022949e-09,0.00035548626837045657,0.00033365601487935414,6.101515785385104e-11,0.9841009501064993,0.9385904721132149,0.14534700950614313,0.1453470059609016,0.02856981315018199,0.021075261290381786,0.19952623149688797,1.500680482606514e-06,0.12698541941868086,0.1228028192086903,1.837800896086206e-05,0.9788411654619202,0.9670623513596579,766.5634074001573
