schema_version,run_id,method,dataset,model,iid,balanced,noniid_alpha,unbalanced_alpha,num_devices,num_virtual_clients,client_fraction,num_rounds,local_epochs,batch_size,lr,seed,final_global_accuracy,final_global_loss,final_global_nll,final_global_ece,final_local_accuracy_weighted,best_global_accuracy,best_global_accuracy_round,best_global_ece,best_global_ece_round,final_posterior_sigma_mean,final_posterior_snr_raw_p50,final_posterior_snr_frac_gt_1,total_time_sec,mean_round_time_sec,final_model_path
bayesfl_observability_v1,debug_ola_mnist_safe_cf005,ola,mnist,mlp,0,0,0.1,0.5,300,24,0.05,60,1,32,0.002,42,0.0992,17.00730206298828,17.00730206298828,0.2590789826199412,0.9558769335471563,0.1122,13,0.2483726055562496,13,29.42008400702507,0.0006095381697965221,0.0,473.1576786413789,7.706170285029001,outputs/debug_ola_mnist_safe_cf005/final_model.pt
