round,accuracy,nll,brier,ece,mce,mean_confidence,predictive_entropy,expected_entropy,mutual_information
0.0,0.1191,2.3090767691948133,0.9012682132533999,0.004111658821254971,0.048416803476580395,0.11940395365580916,2.2944285180585013,2.2944285180585013,0.0
1.0,0.1541,2.2893793683450987,0.8966533638300643,0.012359706453979024,0.09582681384156733,0.141740293546021,2.27728481889951,2.27728481889951,0.0
2.0,0.1827,2.247352129913985,0.8884317295902402,0.04241002323031427,0.3607194363361313,0.14028997676968574,2.278774847707902,2.278774847707902,0.0
3.0,0.1944,2.287646729658528,0.8909719393676849,0.03548802401646974,0.5052624419331551,0.21765293844118713,2.1750194947086814,2.1750194947086814,0.0
4.0,0.1956,2.2790511082997726,0.8860754402222214,0.022436854743957544,0.5076689273118973,0.1824769734442234,2.185670303736849,2.185670303736849,0.0
5.0,0.1975,2.391203611533154,0.9212717544361718,0.13509497291594746,0.22341597080230713,0.33251282202750443,1.9293925173743511,1.9293925173743511,0.0
6.0,0.15,2.4933695541973537,0.9250636313420704,0.16003509875386954,0.44301697611808777,0.3098166496142745,1.9646765440047698,1.9646765440047698,0.0
7.0,0.1776,2.3384747572174893,0.8947770770001936,0.044517268131673345,0.6351986068945664,0.21710011494606735,2.0913844003604893,2.0913844003604893,0.0
8.0,0.2494,2.127357660013485,0.8510525038928252,0.059648604338616136,0.8684682846069336,0.20425357859656215,2.184483201232271,2.184483201232271,0.0
9.0,0.2638,2.118436065466263,0.8472246691947175,0.034806040292978284,0.3942263089120388,0.25303358809649945,2.0772662828753856,2.0772662828753856,0.0
10.0,0.1873,2.3701263475421337,0.9011547450470367,0.15296958633661276,0.8684404790401459,0.34009589824080466,1.8839939181830152,1.8839939181830152,0.0
11.0,0.1808,2.4023500367601422,0.9068945163533093,0.13664450480788948,0.17084155210884666,0.3169288731560111,1.8828813212633235,1.8828813212633235,0.0
12.0,0.1753,2.2278722821045864,0.8788179105511353,0.1167100066587329,0.28334321578343713,0.2920100066587329,2.030719657346219,2.030719657346219,0.0
13.0,0.2516,2.1631649633421417,0.8567709317405792,0.02615869247242808,0.21717309479666225,0.22982271572574972,2.0603500542641258,2.0603500542641258,0.0
14.0,0.1837,2.698164723631543,0.9921980180433703,0.2863093698844314,0.4109147476466909,0.46998272219747306,1.5717958699882641,1.5717958699882641,0.0
15.0,0.1668,2.5644778602748963,0.9153032107836768,0.10644376077353954,0.2391448378562928,0.268339096775651,1.8995935662939074,1.8995935662939074,0.0
