schema_version,run_id,round,method,selection_policy,selected_count,available_count,selected_fraction,selected_examples,selected_examples_fraction,selected_label_entropy_mean,selected_label_entropy_std,selected_kl_to_global_label_mean,selected_distance_m_mean,selected_distance_m_std,selected_channel_snr_db_mean,selected_channel_snr_db_std,selection_score_mean,selection_score_std
bayesfl_observability_v1,ola_sparse_random_keep050_seed42,1,ola,random,15,300,0.05,448,0.008283870490560456,0.07229252872071464,0.19097871841885838,2.2197816543380626,361.6795283669392,152.57826110243548,,,,
bayesfl_observability_v1,ola_sparse_random_keep050_seed42,2,ola,random,15,300,0.05,2459,0.0454688337863575,0.13470059543363638,0.3050852072384998,2.16427749950483,318.6982809228768,158.7910538510587,,,,
bayesfl_observability_v1,ola_sparse_random_keep050_seed42,3,ola,random,15,300,0.05,4982,0.09212107764279506,0.026178297815170146,0.09795022139329948,2.2722043451651235,391.6630413447579,109.0222572424693,,,,
bayesfl_observability_v1,ola_sparse_random_keep050_seed42,4,ola,random,15,300,0.05,2645,0.04890811930252769,0.0814314553113897,0.2657142146310462,2.2282068619390647,336.1465964809759,143.0094450022774,,,,
bayesfl_observability_v1,ola_sparse_random_keep050_seed42,5,ola,random,15,300,0.05,968,0.017899077309960983,0.03746370983404179,0.10095435054424745,2.238635834624744,379.2373113530293,140.5303630310132,,,,
bayesfl_observability_v1,ola_sparse_random_keep050_seed42,6,ola,random,15,300,0.05,4128,0.0763299495201642,0.12766981565244911,0.27091975384475764,2.1668102145576515,397.437447231851,111.7054498241561,,,,
bayesfl_observability_v1,ola_sparse_random_keep050_seed42,7,ola,random,15,300,0.05,1767,0.0326732124036168,0.0007673012694668316,0.0028709784627815923,2.291351439736575,347.8301169786681,129.19494726698667,,,,
bayesfl_observability_v1,ola_sparse_random_keep050_seed42,8,ola,random,15,300,0.05,9004,0.16649100423438914,0.01568435304238866,0.05667193397649,2.2715762386774694,401.66157661869215,156.31443195290095,,,,
bayesfl_observability_v1,ola_sparse_random_keep050_seed42,9,ola,random,15,300,0.05,2072,0.038312901018842105,0.09432785365116511,0.24081850171963715,2.196691904372914,374.7170903430047,114.38260577424721,,,,
bayesfl_observability_v1,ola_sparse_random_keep050_seed42,10,ola,random,15,300,0.05,5318,0.0983339805107154,0.08747867143719111,0.22327002095573414,2.2085454630965695,314.51628635475873,144.1118476771205,,,,
bayesfl_observability_v1,ola_sparse_random_keep050_seed42,11,ola,random,15,300,0.05,517,0.009559734472365525,0.0,0.0,2.3056116057041893,312.01242870548106,151.9075279761277,,,,
bayesfl_observability_v1,ola_sparse_random_keep050_seed42,12,ola,random,15,300,0.05,4942,0.09138144634899503,0.049460409183881344,0.18506390537573134,2.257321781803167,393.6294371778715,105.82535247141463,,,,
bayesfl_observability_v1,ola_sparse_random_keep050_seed42,13,ola,random,15,300,0.05,2207,0.040809156635417246,0.005766872506235797,0.021577661111540723,2.2796763536424645,363.0921187829417,152.72996235354054,,,,
