schema_version,run_id,round,method,eval_scope,physical_client_id,virtual_client_id,bin_id,bin_left,bin_right,bin_count,bin_accuracy,bin_confidence,bin_gap,ece_contribution,nll_mean,brier_mean
bayesfl_observability_v1,ola_lr0p05_b64_e5,0,ola,global_test,,,0,0.0,0.06666666666666667,0,,,,,,
bayesfl_observability_v1,ola_lr0p05_b64_e5,0,ola,global_test,,,1,0.06666666666666667,0.13333333333333333,0,,,,,,
bayesfl_observability_v1,ola_lr0p05_b64_e5,0,ola,global_test,,,2,0.13333333333333333,0.2,0,,,,,,
bayesfl_observability_v1,ola_lr0p05_b64_e5,0,ola,global_test,,,3,0.2,0.26666666666666666,2945,0.0869269949066214,0.2011549760206446,0.11422798111402321,0.033640140438079835,14.078516285609712,1.0013924153429947
bayesfl_observability_v1,ola_lr0p05_b64_e5,0,ola,global_test,,,4,0.26666666666666666,0.3333333333333333,91,0.08791208791208792,0.3016425168121254,0.21373042890003746,0.0019449469029903408,15.205845722785362,1.0524852210348778
bayesfl_observability_v1,ola_lr0p05_b64_e5,0,ola,global_test,,,5,0.3333333333333333,0.4,1115,0.09506726457399103,0.39483961727587097,0.29977235270187996,0.03342461732625961,15.10458094122164,1.0757124285526873
bayesfl_observability_v1,ola_lr0p05_b64_e5,0,ola,global_test,,,6,0.4,0.4666666666666667,4960,0.09758064516129032,0.4002790464028235,0.3026984012415332,0.15013840701580045,17.265977379583543,1.1017566557853453
bayesfl_observability_v1,ola_lr0p05_b64_e5,0,ola,global_test,,,7,0.4666666666666667,0.5333333333333333,23,0.21739130434782608,0.5010683497656947,0.28367704541786865,0.0006524572044610979,12.781698125859965,1.003291113221127
bayesfl_observability_v1,ola_lr0p05_b64_e5,0,ola,global_test,,,8,0.5333333333333333,0.6,216,0.12037037037037036,0.5934843865257723,0.47311401615540194,0.010219262748956681,18.2613341819357,1.228872223791701
bayesfl_observability_v1,ola_lr0p05_b64_e5,0,ola,global_test,,,9,0.6,0.6666666666666666,593,0.12141652613827993,0.6002261331069328,0.47880960696865293,0.02839340969324112,19.20585907259438,1.2271265344314188
bayesfl_observability_v1,ola_lr0p05_b64_e5,0,ola,global_test,,,10,0.6666666666666666,0.7333333333333333,1,0.0,0.7078542709350586,0.7078542709350586,7.078542709350586e-05,27.63102149963379,1.5495483875274658
bayesfl_observability_v1,ola_lr0p05_b64_e5,0,ola,global_test,,,11,0.7333333333333333,0.8,20,0.2,0.7939619719982147,0.5939619719982148,0.0011879239439964294,18.269574591517447,1.3033467896282673
bayesfl_observability_v1,ola_lr0p05_b64_e5,0,ola,global_test,,,12,0.8,0.8666666666666667,33,0.3333333333333333,0.8018900481137362,0.4685567147804029,0.0015462371587753297,15.276500197974118,1.0998808737054016
bayesfl_observability_v1,ola_lr0p05_b64_e5,0,ola,global_test,,,13,0.8666666666666667,0.9333333333333333,0,,,,,,
bayesfl_observability_v1,ola_lr0p05_b64_e5,0,ola,global_test,,,14,0.9333333333333333,1.0,3,0.0,1.0,1.0,0.0003,27.63102149963379,2.0
bayesfl_observability_v1,ola_lr0p05_b64_e5,1,ola,global_test,,,0,0.0,0.06666666666666667,0,,,,,,
bayesfl_observability_v1,ola_lr0p05_b64_e5,1,ola,global_test,,,1,0.06666666666666667,0.13333333333333333,0,,,,,,
bayesfl_observability_v1,ola_lr0p05_b64_e5,1,ola,global_test,,,2,0.13333333333333333,0.2,0,,,,,,
bayesfl_observability_v1,ola_lr0p05_b64_e5,1,ola,global_test,,,3,0.2,0.26666666666666666,3006,0.10545575515635396,0.20145427695390627,0.09599852179755232,0.028857155652344226,13.39031481409739,0.9900332314525536
bayesfl_observability_v1,ola_lr0p05_b64_e5,1,ola,global_test,,,4,0.26666666666666666,0.3333333333333333,75,0.08,0.29781447410583495,0.21781447410583493,0.0016336085557937619,15.244453102747599,1.033631207148234
bayesfl_observability_v1,ola_lr0p05_b64_e5,1,ola,global_test,,,5,0.3333333333333333,0.4,1003,0.09770687936191426,0.39488700650268393,0.2971801271407697,0.0298071667522192,15.597983152535953,1.0831430276868825
bayesfl_observability_v1,ola_lr0p05_b64_e5,1,ola,global_test,,,6,0.4,0.4666666666666667,5037,0.09569188008735359,0.40028521913797677,0.3045933390506232,0.15342366487979892,17.03161204559405,1.0963249903291328
bayesfl_observability_v1,ola_lr0p05_b64_e5,1,ola,global_test,,,7,0.4666666666666667,0.5333333333333333,18,0.16666666666666666,0.4990866548485226,0.3324199881818559,0.0005983559787273407,17.120544367366367,1.150570003522767
bayesfl_observability_v1,ola_lr0p05_b64_e5,1,ola,global_test,,,8,0.5333333333333333,0.6,222,0.04504504504504504,0.5924553750334559,0.5474103299884109,0.012152509325742722,19.000867558492196,1.2951694262457323
bayesfl_observability_v1,ola_lr0p05_b64_e5,1,ola,global_test,,,9,0.6,0.6666666666666666,586,0.10409556313993173,0.6001618036637941,0.4960662405238624,0.029069481694698335,19.895528377933307,1.2523677975142775
bayesfl_observability_v1,ola_lr0p05_b64_e5,1,ola,global_test,,,10,0.6666666666666666,0.7333333333333333,2,0.0,0.7136373817920685,0.7136373817920685,0.0001427274763584137,27.63102149963379,1.572754681110382
bayesfl_observability_v1,ola_lr0p05_b64_e5,1,ola,global_test,,,11,0.7333333333333333,0.8,15,0.13333333333333333,0.7957972129185994,0.6624638795852661,0.0009936958193778992,21.32247776687145,1.460054404536883
bayesfl_observability_v1,ola_lr0p05_b64_e5,1,ola,global_test,,,12,0.8,0.8666666666666667,34,0.11764705882352941,0.8000000136740067,0.6823529548504773,0.002320000046491623,19.81452103879522,1.4211630571414442
