round,parameter,kind,numel,mean_abs,sigma_mean,sigma_min,sigma_max,snr_mean
71,conv1.mu_kernel,bbb,2400,0.13498936593532562,0.04860057309269905,0.03250255063176155,0.0655883327126503,2.8090031147003174
71,conv1.mu_bias,bbb,32,0.7535127401351929,0.04994847625494003,0.040565136820077896,0.0696326419711113,15.247413635253906
71,conv2.mu_kernel,bbb,51200,0.08303600549697876,0.048824820667505264,0.03242260590195656,0.07458502799272537,1.7171578407287598
71,conv2.mu_bias,bbb,64,0.30536723136901855,0.04945129528641701,0.03656865283846855,0.06036130338907242,6.227946758270264
71,fc1.mu_weight,bbb,819200,0.07955876737833023,0.04881506413221359,0.02952762506902218,0.07759173214435577,1.6453765630722046
71,fc1.mu_bias,bbb,512,0.1909196674823761,0.048768699169158936,0.03452390804886818,0.06342403590679169,3.9337286949157715
71,fc2.mu_weight,bbb,5120,0.07092837989330292,0.04871223121881485,0.03462281823158264,0.07154928892850876,1.470174789428711
71,fc2.mu_bias,bbb,10,0.18022824823856354,0.048638466745615005,0.042963992804288864,0.0536300428211689,3.6803016662597656
72,conv1.mu_kernel,bbb,2400,0.13569463789463043,0.04859953746199608,0.03250148147344589,0.06558902561664581,2.823795795440674
72,conv1.mu_bias,bbb,32,0.7586013674736023,0.049943938851356506,0.04056612029671669,0.06962792575359344,15.351907730102539
72,conv2.mu_kernel,bbb,51200,0.08305024355649948,0.04882477596402168,0.03242263197898865,0.07458502799272537,1.7174577713012695
72,conv2.mu_bias,bbb,64,0.306674063205719,0.04944930970668793,0.03656872734427452,0.060360927134752274,6.254955291748047
72,fc1.mu_weight,bbb,819200,0.07955655455589294,0.04881506413221359,0.02952762506902218,0.07759173214435577,1.6453306674957275
72,fc1.mu_bias,bbb,512,0.1915205717086792,0.048768606036901474,0.03452371433377266,0.06342330574989319,3.9460690021514893
72,fc2.mu_weight,bbb,5120,0.07082420587539673,0.04871182516217232,0.034621238708496094,0.07154986262321472,1.4680323600769043
72,fc2.mu_bias,bbb,10,0.18239381909370422,0.04863286763429642,0.04295925796031952,0.053626012057065964,3.7270750999450684
73,conv1.mu_kernel,bbb,2400,0.13628323376178741,0.048598531633615494,0.03250127658247948,0.06558694690465927,2.836148738861084
73,conv1.mu_bias,bbb,32,0.7640559077262878,0.04993952065706253,0.04056592285633087,0.06962640583515167,15.465047836303711
73,conv2.mu_kernel,bbb,51200,0.08307084441184998,0.0488247349858284,0.03242262080311775,0.07458502799272537,1.7178826332092285
73,conv2.mu_bias,bbb,64,0.3074581027030945,0.049447428435087204,0.036568623036146164,0.060360945761203766,6.2717061042785645
73,fc1.mu_weight,bbb,819200,0.07955455034971237,0.048815060406923294,0.02952762506902218,0.07759173214435577,1.6452888250350952
73,fc1.mu_bias,bbb,512,0.19211268424987793,0.04876851662993431,0.03452393412590027,0.06342325359582901,3.9581899642944336
73,fc2.mu_weight,bbb,5120,0.07071109861135483,0.04871141165494919,0.03462054580450058,0.07154924422502518,1.4656702280044556
73,fc2.mu_bias,bbb,10,0.18339452147483826,0.04862692579627037,0.04295068979263306,0.0536162406206131,3.7515158653259277
74,conv1.mu_kernel,bbb,2400,0.13706089556217194,0.04859749972820282,0.03250151872634888,0.06558719277381897,2.8524231910705566
74,conv1.mu_bias,bbb,32,0.7687861919403076,0.04993375390768051,0.04056575149297714,0.06961973756551743,15.561981201171875
74,conv2.mu_kernel,bbb,51200,0.0830906331539154,0.048824697732925415,0.03242266923189163,0.07458502799272537,1.7182891368865967
74,conv2.mu_bias,bbb,64,0.308424711227417,0.04944588616490364,0.03656860440969467,0.060361359268426895,6.291747093200684
74,fc1.mu_weight,bbb,819200,0.0795525386929512,0.048815060406923294,0.02952762506902218,0.07759173214435577,1.6452476978302002
74,fc1.mu_bias,bbb,512,0.1925976425409317,0.04876841977238655,0.03452388197183609,0.06342274695634842,3.9681081771850586
74,fc2.mu_weight,bbb,5120,0.07061807811260223,0.04871099442243576,0.03462040424346924,0.07154829800128937,1.4637877941131592
74,fc2.mu_bias,bbb,10,0.18596488237380981,0.048622243106365204,0.042945247143507004,0.053611237555742264,3.806062698364258
75,conv1.mu_kernel,bbb,2400,0.13775379955768585,0.04859647899866104,0.032502446323633194,0.06558310985565186,2.8667969703674316
75,conv1.mu_bias,bbb,32,0.7727275490760803,0.049928925931453705,0.04056384414434433,0.0696156919002533,15.644827842712402
