target_removed_percent,actual_removed_percent,weights_left,test_error_percent,snr_threshold,include_bias,prune_rho,rho_prune_value,samples
0,0.0,2392800,2.080000000000004,-inf,False,True,-20.0,1
50,50.0,1196400,2.1299999999999986,0.12578976154327393,False,True,-20.0,1
75,75.0,598200,2.1700000000000053,0.22058992087841034,False,True,-20.0,1
95,95.0,119640,2.3700000000000054,2.2653086185455322,False,True,-20.0,1
98,98.0,47856,3.280000000000005,4.895492076873779,False,True,-20.0,1
