round,num_examples,train_loss,task_loss,train_accuracy,complexity_per_weight,resolved_kl_weight,effective_kl_weight,variance_floor_fraction,bayesian_dimension,lr,local_steps,rho_grad_l2_mean,rho_grad_nonzero_fraction,rho_update_l2,update_l2,update_rms,update_max_abs,posterior_mu_abs_mean,posterior_sigma_mean,posterior_sigma_min,posterior_sigma_max,posterior_snr_mean,client_id,server_round
1,3511.0,1.4184614914328038,1.291373653194226,0.6702933637140416,2.5307522828917404,1.1382546913167103e-06,1.6004854710504485e-06,0.0,878538.0,0.01,280.0,0.11326424357733882,1.0,0.08200091207681828,14.434734059982661,0.01088963977361172,0.9589035958051682,0.08041027145449736,0.048815081642201656,0.029527512694466802,0.07760009987255866,1.6630037048979898,10.0,1.0
1,1988.0,2.0922867171481343,1.9663563643183026,0.41011066398390345,2.5307648918572676,1.1382546913167103e-06,9.062276036594394e-07,0.0,878538.0,0.01,160.0,0.19719200155729127,1.0,0.0857384518301277,14.2732444358391,0.010767811146441193,0.9091016948223114,0.08040028208571137,0.04881509383978145,0.029527380891991896,0.0775925701184644,1.662797970838399,2.0,1.0
1,5362.0,1.2753229982614607,1.1459316047813768,0.6230324505781425,2.5307345223921267,1.1382546913167103e-06,2.444261776067361e-06,0.0,878538.0,0.01,420.0,0.07640022365247569,1.0,0.07079520110964803,12.41942497619271,0.00936927993436807,0.6878976374864578,0.08021347646685031,0.048815085841342296,0.029528261898494605,0.077595596176318,1.6589275637462446,7.0,1.0
1,2383.0,1.5514007260131075,1.4242859742594425,0.7574485942089803,2.5307221156656077,1.1382546913167103e-06,1.0862879172638048e-06,0.0,878538.0,0.01,190.0,0.16462607138102806,1.0,0.07755987699122906,13.205209461836688,0.00996207990926182,0.7925894111394882,0.08030432802505813,0.04881508763389457,0.029527533505436885,0.07758810244052979,1.6608199297768549,15.0,1.0
1,103.0,8.590232706069946,8.485845303535461,0.6436893203883495,2.530633108641857,1.1382546913167103e-06,4.6952436205695297e-08,0.0,878538.0,0.01,10.0,1.8645356615213042,1.0,0.04516080807499597,7.676131785976214,0.005790914446826473,0.5538182854652405,0.07995004436802876,0.048815105483887504,0.029527582064423276,0.07758949077610233,1.653477705592991,11.0,1.0
1,473.0,2.1799213426183695,2.060071231472064,0.8708245243128964,2.530793623895609,1.1382546913167103e-06,2.1561652743003764e-07,0.0,878538.0,0.01,40.0,0.4360070947790371,1.0,0.061381880385871335,10.725326530235213,0.008091243100377746,0.9198299277340993,0.0801160018748287,0.04881509931464359,0.029527665308583008,0.0775892059873705,1.6569198466224517,3.0,1.0
1,3768.0,1.4174474796798326,1.2901516471319139,0.6367303609341826,2.5307142254138886,1.1382546913167103e-06,1.7176386371170862e-06,0.0,878538.0,0.01,300.0,0.10054259207351816,1.0,0.06999889159789284,11.445717265827835,0.008634709684123052,0.7110579758882523,0.08016930411459325,0.048815097200257826,0.02952774855297398,0.07758858301552433,1.6580238437958024,13.0,1.0
1,877.0,1.9446620414303266,1.8176849510473971,0.7836944127708095,2.530709127794456,1.1382546913167103e-06,3.997794810912114e-07,0.0,878538.0,0.01,70.0,0.31468102902016615,1.0,0.06552484250842054,11.615548745157804,0.008762831450997169,0.7879337519407272,0.08018943865582671,0.0488150957363761,0.02952741557679751,0.07758925938518114,1.6584373335308553,0.0,1.0
1,5482.0,1.689486728141622,1.5602775154345143,0.42787303903684787,2.5307049847931804,1.1382546913167103e-06,2.498963643491472e-06,0.0,878538.0,0.01,430.0,0.06255954239866877,1.0,0.0648689590532432,10.683345870337387,0.008059572668359659,0.526314701884985,0.08011165909345724,0.04881508653484468,0.029527554316421414,0.07758831602906284,1.656845806455546,12.0,1.0
1,1469.0,1.988465217597798,1.864392010844265,0.5793056501021103,2.5307905197802105,1.1382546913167103e-06,6.696420270501592e-07,0.0,878538.0,0.01,120.0,0.2327856103419052,1.0,0.07672426558305806,13.078991969252451,0.009866860764824566,0.7612218260765076,0.08028100141996042,0.04881509280632225,0.029526326493061132,0.07759237431863032,1.6603781984118,19.0,1.0
1,6619.0,1.3244151968414968,1.1954068565201157,0.5223900891373319,2.5307390839842827,1.1382546913167103e-06,3.0172638373349243e-06,0.0,878538.0,0.01,520.0,0.08028814122786544,1.0,0.07066774345321206,12.017205595505752,0.009065843504750093,0.654981330037117,0.08019293914463986,0.048815078200317476,0.02952706179366381,0.0775901315544245,1.6585293477776004,1.0,1.0
1,3337.0,0.20616320411906044,0.08090100401277345,0.9961642193587055,2.5307352058719106,1.1382546913167103e-06,1.5211677632854876e-06,0.0,878538.0,0.01,270.0,0.025514838972593785,1.0,0.06856467383306195,13.598019917842867,0.010258418196301978,1.346340611577034,0.08034785379029856,0.0488151085804227,0.029527575127420404,0.07758908139261644,1.6617026777506112,17.0,1.0
1,4106.0,0.48006810316923937,0.3539630503648712,0.9790306867998052,2.530745403503357,1.1382546913167103e-06,1.8717155636949992e-06,0.0,878538.0,0.01,330.0,0.056218147449692266,1.0,0.0608951047353238,12.003257238969422,0.009055320790754577,0.9536948204040527,0.08020262004123066,0.04881510151107395,0.02952837983046442,0.07759032734881582,1.6587242352826124,8.0,1.0
1,1029.0,2.485604841299029,2.369730483547244,0.4994169096209913,2.5306475929328043,1.1382546913167103e-06,4.6906851316175207e-07,0.0,878538.0,0.01,90.0,0.35124224755797384,1.0,0.06940757041507806,11.324575116759602,0.008543319405696559,0.8214181512594223,0.08013519527738791,0.04881509774480617,0.029527561253419474,0.0776140931965956,1.6573205463799585,18.0,1.0
1,2909.0,1.3661008601911537,1.2379128947664513,0.8364042626332073,2.5307557691944123,1.1382546913167103e-06,1.3260644361394916e-06,0.0,878538.0,0.01,230.0,0.170053268267206,1.0,0.10443915952813432,17.16414973928297,0.012948725408062528,1.2383453696966171,0.08055858582953744,0.048815100739137175,0.029527533505436885,0.07758819143568317,1.6661047234681545,16.0,1.0
1,1021.0,2.1990087873671826,2.0696649840074235,0.7099902056807051,2.5306290678377032,1.1382546913167103e-06,4.654217220001447e-07,0.0,878538.0,0.01,80.0,0.3018993204870042,1.0,0.08007049084298934,14.054148009447523,0.010602523642759066,0.8091217130422592,0.08039424645585395,0.048815091568904574,0.029527484946529178,0.07759073673862402,1.662711574132708,5.0,1.0
1,2926.0,1.1990668008202001,1.0701314501011119,0.6604921394395079,2.5307203793713815,1.1382546913167103e-06,1.3338138673579073e-06,0.0,878538.0,0.01,230.0,0.1457060921396803,1.0,0.06585164584847734,10.393514021867757,0.007840921987880266,0.53185173869133,0.0800885059438161,0.04881509112064372,0.029527956664963047,0.07759554277431333,1.6563782736117671,14.0,1.0
1,1781.0,1.5177738585577862,1.3888368168418024,0.7883211678832117,2.5308131317516795,1.1382546913167103e-06,8.118668823528478e-07,0.0,878538.0,0.01,140.0,0.14349402643541742,1.0,0.06175662914804864,12.029350751122223,0.00907500587442786,0.92491315305233,0.08019949042259823,0.048815088614829714,0.029527575127420404,0.07758950857543145,1.6586544153036606,4.0,1.0
