schema_version,run_id,round,method,scope,physical_client_id,virtual_client_id,layer_name,param_name,num_params,mu_mean,mu_std,mu_abs_mean,mu_abs_p50,mu_abs_p90,mu_l2,sigma_mean,sigma_std,sigma_min,sigma_p10,sigma_p50,sigma_p90,sigma_p95,sigma_max,variance_mean,variance_sum,precision_mean,precision_std,precision_min,precision_p50,precision_p90,precision_max,snr_raw_mean,snr_raw_std,snr_raw_p10,snr_raw_p50,snr_raw_p75,snr_raw_p90,snr_raw_p95,snr_db_mean,snr_db_std,snr_db_p50,snr_db_p90,snr_frac_lt_1,snr_frac_lt_2,snr_frac_gt_1,snr_frac_gt_2,effective_params_snr_gt_1,effective_params_snr_gt_2,sigma_p25,sigma_p75,precision_p10,precision_p25,precision_p75,precision_p95,snr_raw_min,snr_raw_p25,snr_raw_max,snr_db_min,snr_db_p10,snr_db_p25,snr_db_p75,snr_db_p95,snr_db_max
bayesfl_observability_v1,vi_lr0p001_b64_e2,0,vi,global,,,all,all,101770,7.458042091457173e-05,0.021273687481880188,0.018205730244517326,0.017950959503650665,0.03239535689353943,6.786648565740691,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0025000000745058065,254.42500758245592,399.9999694824219,0.0,399.9999694824219,399.9999694824219,399.9999694824219,399.9999694824219,0.36411460028526754,0.22011522805922998,0.07242771781943845,0.35901918471603017,0.5406802625744649,0.6479071282032619,0.6841858858599633,-11.498671040772567,8.744585173811934,-8.89764687311774,-3.7697448394038156,0.9944973960892208,1.0,0.005502603910779208,0.0,560,0,0.05000000074505806,0.05000000074505806,399.9999694824219,399.9999694824219,399.9999694824219,399.9999694824219,6.045614123482405e-06,0.1813276736949228,1.7675912116473373,-104.37119008748505,-22.801903982871416,-14.830718202269454,-5.341189680580216,-3.2965177836834982,4.9476366722187795
bayesfl_observability_v1,vi_lr0p001_b64_e2,0,vi,global,,,layers.0.weight,layers.0.weight,100352,7.121538510546088e-05,0.02063717506825924,0.017878415063023567,0.017816731706261635,0.03215851560235024,6.537561905004954,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0025000000745058065,250.8800074768067,399.9999694824219,0.0,399.9999694824219,399.9999694824219,399.9999694824219,399.9999694824219,0.3575682782455068,0.2061652724825636,0.07186931730112764,0.3563346288083063,0.5366458570604603,0.6431703024501569,0.6787256608957555,-11.597253165911958,8.701166191609445,-8.962839412353139,-3.8334803355541602,1.0,1.0,0.0,0.0,0,0,0.05000000074505806,0.05000000074505806,399.9999694824219,399.9999694824219,399.9999694824219,399.9999694824219,6.045614123482405e-06,0.17992479458203486,0.7142826063149974,-104.37119008748505,-22.869129612413026,-14.898179689565477,-5.406244381406432,-3.3661146185322735,-2.9225985073217275
bayesfl_observability_v1,vi_lr0p001_b64_e2,0,vi,global,,,layers.0.bias,layers.0.bias,128,-0.000523235707078129,0.020830050110816956,0.01762477122247219,0.018720826134085655,0.03292828351259232,0.23573945249703368,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0025000000745058065,0.32000000953674324,399.9999694824219,0.0,399.9999694824219,399.9999694824219,399.9999694824219,399.9999694824219,0.35249542731670636,0.22229006525702538,0.03536714071721421,0.3744165170949839,0.5448492348852677,0.6585656604252819,0.6908650593192529,-12.73141739738486,10.55935720216079,-8.533251866108579,-3.6280284674629195,1.0,1.0,0.0,0.0,0,0,0.05000000074505806,0.05000000074505806,399.9999694824219,399.9999694824219,399.9999694824219,399.9999694824219,0.0010830164521685609,0.15301194046486455,0.7131689680497919,-59.307298910595385,-29.081943934019897,-16.307310864038644,-5.274507528843568,-3.212220335232037,-2.9361512487309223
bayesfl_observability_v1,vi_lr0p001_b64_e2,0,vi,global,,,layers.1.weight,layers.1.weight,1280,0.0004751242813654244,0.05031140521168709,0.043717630207538605,0.04466675966978073,0.07775529325008393,1.8000757545785542,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0025000000745058065,3.2000000953674324,399.9999694824219,0.0,399.9999694824219,399.9999694824219,399.9999694824219,399.9999694824219,0.8743526499911276,0.4980889869589904,0.19056399068504928,0.8933351800660164,1.2931244627407184,1.5551058417976937,1.6504629157084507,-3.7236797261049235,8.409797866974772,-0.9797185354106583,3.835199013599732,0.5640625,1.0,0.4359375,0.0,558,0,0.05000000074505806,0.05000000074505806,399.9999694824219,399.9999694824219,399.9999694824219,399.9999694824219,0.0015341452443233977,0.4408768778075485,1.7675912116473373,-56.28267043151698,-14.399183699432166,-7.113653621580468,2.232806494943011,4.352115411356349,4.9476366722187795
bayesfl_observability_v1,vi_lr0p001_b64_e2,0,vi,global,,,layers.1.bias,layers.1.bias,10,-0.009774142876267433,0.04699142649769783,0.04480103403329849,0.04450853541493416,0.05939694866538047,0.15178037229179525,0.05000000074505806,0.0,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.0025000000745058065,0.025000000745058065,399.9999694824219,0.0,399.9999694824219,399.9999694824219,399.9999694824219,399.9999694824219,0.8960205853399156,0.344439166862764,0.47285440603659956,0.8901706950163029,0.9488001137960915,1.1879389555821807,1.4447916456054024,-1.6270637547813174,3.536836787739816,-1.0134332312625758,1.4231007642983189,0.8,1.0,0.2,0.0,2,0,0.05000000074505806,0.05000000074505806,399.9999694824219,399.9999694824219,399.9999694824219,399.9999694824219,0.35738396856391963,0.7897386395812243,1.701644335628625,-8.937298657197754,-6.539354208380377,-2.0607877204339022,-0.45774010513319136,3.020238306176153,4.617375848053993
bayesfl_observability_v1,vi_lr0p001_b64_e2,5,vi,global,,,all,all,101770,3.715565981110558e-05,0.021644411608576775,0.01843263767659664,0.017993644811213017,0.03298137784004212,6.904882243725522,0.05052320621365957,0.00026260557356794554,0.04950958117842674,0.050189677625894547,0.05051635764539242,0.05086681433022022,0.0509677529335022,0.0516924150288105,0.002552663327795238,259.7845468697214,391.79001382380017,4.0689989097564085,374.2366943359375,391.8645324707031,396.9823303222656,407.96368408203125,0.3648445896194622,0.22459430846947917,0.07231829919515817,0.35605058688530744,0.5345227764654976,0.6528264967128239,0.7099658959166768,-11.512927181836263,8.737191872387609,-8.969765885624343,-3.7040445378084828,0.9946546133438144,1.0,0.005345386656185516,0.0,544,0,0.050341349095106125,0.05069899745285511,386.48346557617185,389.04627227783203,394.5938415527344,398.34998474121096,5.289720865529902e-06,0.17907613948891837,1.8897254197749924,-105.53134325283568,-22.815035941544217,-14.939245533575564,-5.440675688165853,-2.9752502535614176,5.527974101039259
bayesfl_observability_v1,vi_lr0p001_b64_e2,5,vi,global,,,layers.0.weight,layers.0.weight,100352,5.405866977525875e-05,0.02102394960820675,0.018108241260051727,0.017855864949524403,0.032668486610054975,6.6600699934440115,0.050523582531426726,0.0002625381029009143,0.04950958117842674,0.05019019246101379,0.05051668360829353,0.05086720660328865,0.050968017987906934,0.0516924150288105,0.002552701318065363,256.16868267049534,391.7841605087932,4.067834845607497,374.2366943359375,391.8594512939453,396.9741973876953,407.96368408203125,0.3584164018164932,0.21142860984346826,0.07184649628937122,0.3533994269069396,0.5305372726759986,0.6464335872376128,0.7004880747904464,-11.611093912822687,8.694945115363732,-9.034683182097861,-3.7895217336107194,1.0,1.0,0.0,0.0,0,0,0.050341757014393806,0.050699193961918354,386.47751770019534,389.0432586669922,394.5874557495117,398.34300537109374,5.289720865529902e-06,0.1777920025424988,0.978132652438483,-105.53134325283568,-22.87188812505771,-15.001755572247667,-5.505681990343639,-3.091985076169752,-0.19204486097989457
bayesfl_observability_v1,vi_lr0p001_b64_e2,5,vi,global,,,layers.0.bias,layers.0.bias,128,-0.0010978432837873697,0.021796593442559242,0.018656384199857712,0.019049525260925293,0.03342611566185951,0.24691289486814938,0.05056258017430082,0.0002989095036546961,0.04992644861340523,0.05015457533299923,0.050568824633955956,0.0509652603417635,0.05106751471757889,0.05129954591393471,0.0025566638607739736,0.3272529741790686,391.18939900398254,4.6252730525316625,379.9906921386719,391.0517883300781,397.5382110595703,401.179443359375,0.3689977117510562,0.22405624104030622,0.0807177699249485,0.3772225079015157,0.5365945004910366,0.6627940989816351,0.7591015000108355,-11.433018168541912,8.722872968386783,-8.468162322662792,-3.572570497596999,1.0,1.0,0.0,0.0,0,0,0.050368775613605976,0.05073799844831228,384.99187927246095,388.4483947753906,394.1642150878906,398.56933746337893,0.0036917940326564257,0.16800082701809588,0.8951703773539749,-48.65525072790436,-21.904907569388516,-15.497284155213178,-5.407079349371148,-2.39419883861296,-0.9618859550662575
bayesfl_observability_v1,vi_lr0p001_b64_e2,5,vi,global,,,layers.1.weight,layers.1.weight,1280,-0.0010734403040260077,0.05025484412908554,0.043613892048597336,0.04453100264072418,0.07808392643928529,1.7983820912757398,0.05048858486698009,0.0002614863563097283,0.04971945658326149,0.05015744380652905,0.05048475228250027,0.050841755047440526,0.050923520140349864,0.05130346864461899,0.002549165576984787,3.2629319385405275,392.3273048639297,4.061924090149563,379.9325866699219,392.3553161621094,397.49273071289065,404.5267639160156,0.8638875724531594,0.4951141973489563,0.16552426834001382,0.8819998284824728,1.2655627132309824,1.5440759163517586,1.6453468430498628,-3.905345662548259,8.66776024414823,-1.0906316183905287,3.7733729598931802,0.578125,1.0,0.421875,0.0,540,0,0.05029766168445349,0.050669155083596706,386.8645416259766,389.50467681884766,395.2796096801758,398.72912445068357,0.0003013384104234316,0.4437489771862782,1.8897254197749924,-70.4189101109086,-15.62276774639965,-7.057258362655813,2.0456727903652796,4.3251490010984615,5.527974101039259
bayesfl_observability_v1,vi_lr0p001_b64_e2,5,vi,global,,,layers.1.bias,layers.1.bias,10,-0.012903708033263683,0.04904824122786522,0.04774760454893112,0.049099598079919815,0.062038186565041537,0.16038191378458022,0.05067432783544064,0.0002028523453046027,0.05036933720111847,0.05049878731369972,0.05059765465557575,0.05091339237987995,0.05100733172148466,0.05110127106308937,0.002567928650647709,0.025679286506477092,389.4438171386719,3.106161283251766,382.9451904296875,390.6062927246094,392.13811950683595,394.15545654296875,0.9423330639768862,0.3376986729768697,0.48126166623595346,0.9708304333877842,1.0527569027988046,1.2158624346138915,1.4314428531614134,-1.1834182258892056,3.623765770826061,-0.2581895114860891,1.6470739725874197,0.6,1.0,0.4,0.0,4,0,0.050543961115181446,0.050781313329935074,385.7783721923828,387.7860107421875,391.4368438720703,393.1467880249023,0.3499434097102852,0.8373622897953705,1.6470232717089361,-9.120043617977645,-6.3956579135732206,-1.5522325154536816,0.4463840003339547,2.990534342313092,4.33399471203877
