target_removed_percent,actual_removed_percent,weights_left,test_error_percent,snr_threshold,include_bias,prune_rho,rho_prune_value,samples
0,0.0,2392800,2.0199999999999996,-inf,False,True,-20.0,1
50,50.00004179204279,1196399,2.0199999999999996,0.12665069103240967,False,True,-20.0,1
75,75.0,598200,2.0299999999999985,0.22332796454429626,False,True,-20.0,1
95,94.9999582079572,119641,2.0199999999999996,3.7692148685455322,False,True,-20.0,1
98,98.0,47856,3.6599999999999966,6.261905670166016,False,True,-20.0,1
