label,run_dir,method,sparse_selection,keep_ratio,keep_percent,final_round,final_global_accuracy,final_global_loss,final_global_ece,best_global_accuracy,best_global_accuracy_round,best_global_ece,best_global_ece_round,cumulative_dense_bytes,cumulative_sparse_bytes,cumulative_sparse_MB,cumulative_saving_ratio,mean_update_energy_retention,selected_score_mean,dropped_score_mean,selected_minus_dropped_score_mean
vi_bayesian_keep100,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/vi_sparse_bayesian_keep100_seed42,vi,bayesian,1.0,100.0,200.0,0.8799,0.4418804749965668,0.08559614147543908,0.9008,142.0,0.013543404000997562,42.0,2198232000.0,2198232000.0,2096.3973999023438,0.0,1.0,0.012306948879475756,nan,nan
vi_bayesian_keep050,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/vi_sparse_bayesian_keep050_seed42,vi,bayesian,0.5,50.0,200.0,0.8995,0.3325542921066284,0.026390255888551498,0.9263,186.0,0.0113989810355008,109.0,2198232000.0,2747790000.0,2620.4967498779297,-0.25,0.945628840722004,0.021390598968432747,0.006152918035985188,0.01523768093244756
vi_bayesian_keep010,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/vi_sparse_bayesian_keep010_seed42,vi,bayesian,0.1,10.0,200.0,0.9153,0.28306732136011126,0.014670744201540976,0.9277,188.0,0.007212503921985639,125.0,2198232000.0,549558000.0,524.0993499755859,0.75,0.5651488189454725,0.04354930220474697,0.016796357767640897,0.02675294443710607
vi_bayesian_keep005,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/vi_sparse_bayesian_keep005_seed42,vi,bayesian,0.05,5.0,200.0,0.912,0.2928310861587524,0.01664440579414374,0.9226,199.0,0.0103911755904555,52.0,2198232000.0,274806000.0,262.07542419433594,0.8749877174019849,0.42680484558659654,0.05490064572180933,0.021120787039821332,0.033779858681988004
vi_bayesian_keep002,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/vi_sparse_bayesian_keep002_seed42,vi,bayesian,0.02,2.0,200.0,0.8869,0.3692898015975952,0.027323377372324452,0.9058,186.0,0.008557366389036206,46.0,2198232000.0,109944000.0,104.85076904296875,0.9499852608823819,0.2869134493458892,0.06808888235079773,0.025474490458696226,0.042614391892101505
vi_random_keep100,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/vi_sparse_random_keep100_seed42,vi,random,1.0,100.0,200.0,0.8799,0.4418804749965668,0.08559614147543908,0.9008,142.0,0.013543404000997562,42.0,2198232000.0,2198232000.0,2096.3973999023438,0.0,1.0,0.012306948879475756,nan,nan
vi_random_keep050,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/vi_sparse_random_keep050_seed42,vi,random,0.5,50.0,200.0,0.878,0.4403913666725159,0.08356542714014653,0.8985,186.0,0.008712633840739717,49.0,2198232000.0,2747790000.0,2620.4967498779297,-0.25,0.7069099566403345,0.012821692175035503,0.012828120063502702,-6.427888467198939e-06
vi_random_keep010,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/vi_sparse_random_keep010_seed42,vi,random,0.1,10.0,200.0,0.8799,0.3881667419433594,0.030964388738572587,0.8886,196.0,0.0084006228283048,84.0,2198232000.0,549558000.0,524.0993499755859,0.75,0.3160884256254902,0.016966427980848672,0.01694863850421505,1.7789476633622153e-05
vi_random_keep005,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/vi_sparse_random_keep005_seed42,vi,random,0.05,5.0,200.0,0.8716,0.4189968550682068,0.029319687558710575,0.8726,194.0,0.0061576374962925414,171.0,2198232000.0,274806000.0,262.07542419433594,0.8749877174019849,0.22337738525114628,0.02063805521862179,0.020642426207449792,-4.370988828002187e-06
vi_random_keep002,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/vi_sparse_random_keep002_seed42,vi,random,0.02,2.0,200.0,0.8515,0.48483709201812747,0.058183661806583395,0.8518,199.0,0.03257808820903302,0.0,2198232000.0,109944000.0,104.85076904296875,0.9499852608823819,0.14136154777012952,0.024979612437916007,0.02496839728722743,1.1215150688578118e-05
