label,run_dir,method,sparse_selection,keep_ratio,keep_percent,final_round,final_global_accuracy,final_global_loss,final_global_ece,best_global_accuracy,best_global_accuracy_round,best_global_ece,best_global_ece_round,cumulative_dense_bytes,cumulative_sparse_bytes,cumulative_sparse_MB,cumulative_saving_ratio,mean_update_energy_retention,selected_score_mean,dropped_score_mean,selected_minus_dropped_score_mean
ola_bayesian_keep100,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/ola_sparse_bayesian_keep100_seed42,ola,bayesian,1.0,100.0,200.0,0.89,0.37353979609012605,0.041448702578246566,0.9114,188.0,0.011356205479800709,129.0,2198232000.0,2198232000.0,2096.3973999023438,0.0,1.0,2.7189365136999076e-07,nan,nan
ola_bayesian_keep050,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/ola_sparse_bayesian_keep050_seed42,ola,bayesian,0.5,50.0,200.0,0.886,0.38119172295331955,0.03721269332617518,0.9132,188.0,0.011688018237054315,122.0,2198232000.0,2747790000.0,2620.4967498779297,-0.25,0.9952598223783503,5.094288208864088e-07,4.0162282038724166e-08,4.692665388476847e-07
ola_bayesian_keep010,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/ola_sparse_bayesian_keep010_seed42,ola,bayesian,0.1,10.0,200.0,0.8824,0.38753630286455154,0.02716965589374303,0.9128,188.0,0.0051440244033932655,143.0,2198232000.0,549558000.0,524.0993499755859,0.75,0.9715990577689352,3.1221068261327687e-06,7.405479899267746e-08,3.0480520271400914e-06
ola_bayesian_keep005,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/ola_sparse_bayesian_keep005_seed42,ola,bayesian,0.05,5.0,200.0,0.8752,0.4094226582288742,0.020331518620252637,0.9078,188.0,0.005681825068593038,192.0,2198232000.0,274806000.0,262.07542419433594,0.8749877174019849,0.9516742750381334,6.010059375454311e-06,9.903386164368445e-08,5.911025513810627e-06
ola_bayesian_keep002,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/ola_sparse_bayesian_keep002_seed42,ola,bayesian,0.02,2.0,200.0,0.8527,0.47645413668155673,0.017581493620574484,0.8922,151.0,0.00583027647286655,133.0,2198232000.0,109944000.0,104.85076904296875,0.9499852608823819,0.9305694376705043,2.2301135475636808e-05,1.2508094918867726e-07,2.217605452644813e-05
ola_random_keep100,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/ola_sparse_random_keep100_seed42,ola,random,1.0,100.0,200.0,0.89,0.37353979609012605,0.041448702578246566,0.9114,188.0,0.011356205479800709,129.0,2198232000.0,2198232000.0,2096.3973999023438,0.0,1.0,2.718936513699908e-07,nan,nan
ola_random_keep050,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/ola_sparse_random_keep050_seed42,ola,random,0.5,50.0,200.0,0.8922,0.36343878363370896,0.04339971114844085,0.9112,188.0,0.012643595297634615,168.0,2198232000.0,2747790000.0,2620.4967498779297,-0.25,0.7159806989588662,2.777030052984706e-07,2.7243879900656165e-07,5.264206291908934e-09
ola_random_keep010,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/ola_sparse_random_keep010_seed42,ola,random,0.1,10.0,200.0,0.9016,0.3478986231803894,0.06320012686252593,0.9076,199.0,0.02801892223656176,16.0,2198232000.0,549558000.0,524.0993499755859,0.75,0.3252823982377001,3.700394828753866e-07,3.554366186902567e-07,1.4602864185129901e-08
ola_random_keep005,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/ola_sparse_random_keep005_seed42,ola,random,0.05,5.0,200.0,0.897,0.3743061986207962,0.08111372153759001,0.9008,199.0,0.02801892223656176,16.0,2198232000.0,274806000.0,262.07542419433594,0.8749877174019849,0.22937763415672993,4.1500799944810494e-07,3.874782936123914e-07,2.752970583571354e-08
ola_random_keep002,outputs/sparse_selection_ablation_mnist_noniid_unbalanced/ola_sparse_random_keep002_seed42,ola,random,0.02,2.0,200.0,0.8861,0.4485397786140442,0.12393535836786035,0.8866,199.0,0.02801892223656176,16.0,2198232000.0,109944000.0,104.85076904296875,0.9499852608823819,0.14220229766779055,4.3316884874682975e-07,4.314676338343012e-07,1.701214912528531e-09
