round,num_clients,num_examples,client_id,local_steps,lr,server_round,train_accuracy,train_loss,update_l2,update_max_abs,update_rms
1,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,1.0,0.7063173496775228,0.7776078775361999,1.3334545763206256,0.12980787810313513,0.0014226496149101055
2,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,2.0,0.7245323078155669,0.7336459347709808,1.2920664947758045,0.10192851025919383,0.001378493076459372
3,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,3.0,0.7383848095180867,0.7001853688358065,1.247972668035342,0.08432826485027964,0.0013314498049852728
4,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,4.0,0.748483755958819,0.6757794208383543,1.2061153219440335,0.07744715888177434,0.0012867926127903425
5,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,5.0,0.7569362656731964,0.6550059502050863,1.1831404083505377,0.07246854334277009,0.0012622809027127725
6,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,6.0,0.7635099947922926,0.6392863386127994,1.1539437625068243,0.06977548648342327,0.0012311312874924052
7,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,7.0,0.770043664623643,0.6233733783531544,1.1352952966349774,0.06160594151429458,0.0012112354220745883
8,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,8.0,0.7753354965348715,0.6113156558629775,1.125349813637966,0.06294778893405208,0.0012006246837659505
9,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.020000000000000004,9.0,0.7785442454833155,0.6020665870363164,1.1171500090778368,0.06252197340707315,0.0011918763926678064
10,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,10.0,0.7824660497536354,0.5922348517174644,1.1156380272660902,0.05883183622016182,0.0011902632740956182
11,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,11.0,0.784272723630974,0.5839157575977889,1.1067956524556992,0.05776159086846341,0.0011808294310969275
12,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,12.0,0.7880182670352119,0.5762296492810116,1.1049009386630904,0.061203339891168995,0.0011788079795264832
13,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,13.0,0.7915354724992989,0.5655560922873399,1.102355207938007,0.0544571915857497,0.0011760919643730475
14,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,14.0,0.7944878420061693,0.5584342522985292,1.0962251086993815,0.055892184656723375,0.0011695518215919906
15,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,15.0,0.7968393221968515,0.5520192452772466,1.0892207308691282,0.05071550613225261,0.0011620789195525446
16,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.020000000000000004,16.0,0.7991347193846893,0.5462274018708012,1.0944599654982732,0.054219504926975505,0.001167668607615368
17,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,17.0,0.8022393141849937,0.5382527936360926,1.0898680692201137,0.05305996833608505,0.001162769558493008
18,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,18.0,0.8039538517005167,0.5339187138520026,1.089081527548144,0.05047189165466362,0.0011619304048940706
19,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,19.0,0.8065136401874776,0.527351824963128,1.087640964684403,0.04862668290888747,0.0011603934824973518
20,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.020000000000000004,20.0,0.809337819973561,0.5216753089552653,1.0863072092005557,0.04918979911741545,0.0011589705118471513
21,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,21.0,0.8098145254977366,0.5172716686332439,1.082913211142338,0.04750104843453901,0.0011553494885920119
22,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,22.0,0.8109041381244242,0.5127850573324214,1.0902180926832994,0.04925897141319148,0.0011631429950944138
23,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,23.0,0.8134559147538356,0.5082338591673162,1.0893508982482314,0.04761868405011418,0.0011622177938532094
24,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,24.0,0.8155510155029444,0.5030101001401024,1.0860604333087005,0.05001305057230877,0.001158707229067407
25,20,1927.8050314465409,9.575571846332572,607.1009093458318,0.02,25.0,0.8166486399871808,0.4995688354580923,1.0842786243001659,0.04829678167273149,0.0011568062345042249
