schema_version,run_id,method,dataset,model,iid,balanced,noniid_alpha,unbalanced_alpha,num_devices,num_virtual_clients,client_fraction,num_rounds,local_epochs,batch_size,lr,seed,final_global_accuracy,final_global_loss,final_global_nll,final_global_ece,final_local_accuracy_weighted,best_global_accuracy,best_global_accuracy_round,best_global_ece,best_global_ece_round,final_posterior_sigma_mean,final_posterior_snr_raw_p50,final_posterior_snr_frac_gt_1,total_time_sec,mean_round_time_sec,final_model_path
bayesfl_observability_v1,smoke_ola_mnist,ola,mnist,mlp,0,0,0.3,0.5,30,6,0.2,3,1,32,0.02,42,0.1021,19.525918643188476,19.525918643188476,0.32842963581085205,0.9467343118629594,0.104,0,0.32832645888030526,1,0.999955517976545,0.018079252165360087,0.0,21.869156327098608,4.856974897906184,outputs/smoke_ola_mnist/final_model.pt
