round,Nt,accuracy,loss,distortion,rho_ref,m0
0.0,0.0,0.0716,2.3026980838775635,nan,0.0,160.0
1.0,301.0,0.0728,2.3026919773101806,6.657229335755264e-05,4.972965195147102e-11,160.0
2.0,602.0,0.0731,2.3026855651855467,6.704852581775099e-05,4.934565499127771e-11,160.0
3.0,903.0,0.0744,2.3026801010131837,6.820836630500011e-05,4.976297443401497e-11,160.0
4.0,1204.0,0.0745,2.302674136352539,7.006186991475466e-05,5.043542192113187e-11,160.0
5.0,1505.0,0.0749,2.3026683952331544,6.815699387827395e-05,5.050013201668762e-11,160.0
6.0,1806.0,0.0757,2.302662233734131,7.090526577072884e-05,5.1605501286565224e-11,160.0
7.0,2107.0,0.0763,2.302656597900391,7.19717714829583e-05,5.139217428037607e-11,160.0
8.0,2408.0,0.0777,2.3026507762908937,7.216108280378607e-05,5.230959990367352e-11,160.0
9.0,2709.0,0.0778,2.3026457649230956,7.357171676964334e-05,5.277150099513442e-11,160.0
10.0,3010.0,0.0784,2.302639852142334,7.57475598045257e-05,5.3538421974371215e-11,160.0
11.0,3311.0,0.0787,2.3026337326049804,7.802601473897213e-05,5.1864255817265033e-11,160.0
12.0,3612.0,0.079,2.3026276195526125,8.027384191659912e-05,5.367850740201788e-11,160.0
13.0,3913.0,0.08,2.302621558380127,8.003994481344264e-05,5.2619202051861025e-11,160.0
14.0,4214.0,0.0806,2.3026158935546874,8.239526156360961e-05,5.1735397428904165e-11,160.0
15.0,4515.0,0.0804,2.3026094116210936,8.561808763121041e-05,5.3166149006484536e-11,160.0
16.0,4816.0,0.0814,2.3026034282684327,8.748561140781926e-05,5.200452862868241e-11,160.0
17.0,5117.0,0.0819,2.3025974082946776,8.863552641569605e-05,5.425593438681312e-11,160.0
18.0,5418.0,0.0826,2.3025920669555666,8.919733218080949e-05,5.450286434074662e-11,160.0
19.0,5719.0,0.0844,2.302585689544678,9.089076217117688e-05,5.543828411411929e-11,160.0
20.0,6020.0,0.0844,2.3025798957824706,9.394655396313121e-05,5.5668708691245406e-11,160.0
21.0,6321.0,0.085,2.3025741203308105,9.367697584631858e-05,5.650956016727229e-11,160.0
22.0,6622.0,0.0853,2.302567665863037,9.879844178118052e-05,5.675167879091521e-11,160.0
