schema_version,run_id,round,method,aggregation_mode,num_results_received,num_failures,total_selected_examples,aggregation_weight_entropy,aggregation_weight_min,aggregation_weight_max,global_before_l2,global_after_l2,aggregation_delta_l2,aggregation_delta_linf,aggregation_delta_cosine,client_update_l2_mean,client_update_l2_std,client_update_l2_min,client_update_l2_max,client_update_cosine_mean,client_update_cosine_std,pairwise_update_cosine_mean,pairwise_update_cosine_std,update_conflict_fraction,fedavg_equivalent_delta_l2,bayes_product_delta_l2,bayes_vs_fedavg_delta_l2,aggregation_energy_before,aggregation_energy_after,aggregation_error_proxy
bayesfl_observability_v1,ola_lr0p005_b64_e2_lam0p01_pinit0p001_fclip10p0,1,ola,ola,24,0,2363,1.711209525962528,0.00042319085907744394,0.3381294964028777,6.786648565740691,6.806318469008699,0.27068830094545165,0.04543708451092243,0.9992110635300759,0.1428084114360957,0.09990601413663099,0.039897718215969054,0.3661596136359219,0.9996713426504639,0.0004047054928227957,,,,,0.27068830094545165,,,,
bayesfl_observability_v1,ola_lr0p005_b64_e2_lam0p01_pinit0p001_fclip10p0,2,ola,ola,24,0,2180,1.7045020586286277,0.0009174311926605505,0.4389908256880734,6.806318469008699,6.819086265502124,0.23909010204924688,0.029389627277851105,0.9993859347973565,0.13008750968899735,0.09466998273855956,0.04092566111554872,0.408316428876145,0.9997214613160583,0.00043953838845065083,,,,,0.23909010204924688,,,,
bayesfl_observability_v1,ola_lr0p005_b64_e2_lam0p01_pinit0p001_fclip10p0,3,ola,ola,24,0,2209,1.9545763137175336,0.0009053870529651426,0.35083748302399276,6.819086265502124,6.8350060555708225,0.24340980585290195,0.03793862462043762,0.9993671229600134,0.15324245469976383,0.09500029735663114,0.03565352252344933,0.33098480146469045,0.9996511367489441,0.00037251144135806274,,,,,0.24340980585290195,,,,
bayesfl_observability_v1,ola_lr0p005_b64_e2_lam0p01_pinit0p001_fclip10p0,4,ola,ola,24,0,2335,1.6919175055918885,0.0021413276231263384,0.44839400428265525,6.8350060555708225,6.85015136215892,0.23576989754786415,0.03985700011253357,0.9994088307601756,0.13839105031302507,0.0849178440180069,0.05532965530332282,0.41767482141743273,0.9997189469674385,0.0004347280727857652,,,,,0.23576989754786415,,,,
bayesfl_observability_v1,ola_lr0p005_b64_e2_lam0p01_pinit0p001_fclip10p0,5,ola,ola,24,0,1743,2.124958864752726,0.0005737234652897303,0.24440619621342513,6.85015136215892,6.861825754440244,0.14323798102262456,0.02708398550748825,0.999783203648117,0.1297450384043892,0.06511047726128442,0.03870052511402624,0.24870898725625107,0.9997758896719573,0.00020762218894556912,,,,,0.14323798102262456,,,,
bayesfl_observability_v1,ola_lr0p005_b64_e2_lam0p01_pinit0p001_fclip10p0,6,ola,ola,24,0,2411,1.8490103545040277,0.0008295313148071339,0.334301119867275,6.861825754440244,6.874072076681926,0.14683674616855583,0.01587556302547455,0.9997730373689472,0.14060989603627702,0.08048141395781297,0.04768354008472418,0.3345173574358818,0.9997221293291074,0.0003212643761568092,,,,,0.14683674616855583,,,,
bayesfl_observability_v1,ola_lr0p005_b64_e2_lam0p01_pinit0p001_fclip10p0,7,ola,ola,24,0,2366,1.4109014015181776,0.00042265426880811494,0.41335587489433645,6.874072076681926,6.889684535214835,0.20173404056867902,0.032557353377342224,0.9995729232093192,0.1492824953700464,0.09026023308674509,0.05171598070523031,0.3871349019683668,0.9996792885526078,0.00040374840989451796,,,,,0.20173404056867902,,,,
bayesfl_observability_v1,ola_lr0p005_b64_e2_lam0p01_pinit0p001_fclip10p0,8,ola,ola,24,0,2075,1.7810933348363378,0.0019277108433734939,0.4130120481927711,6.889684535214835,6.9048604225510415,0.2005988249451328,0.029484808444976807,0.9995794866703601,0.13121718708164473,0.09131611995331802,0.04520343706215662,0.3993231267869571,0.999732126718984,0.0004085795023465445,,,,,0.2005988249451328,,,,
bayesfl_observability_v1,ola_lr0p005_b64_e2_lam0p01_pinit0p001_fclip10p0,9,ola,ola,24,0,1581,1.8773831910452832,0.0018975332068311196,0.2567994939911448,6.9048604225510415,6.916335890858425,0.11286497162338109,0.019793525338172913,0.9998680089696895,0.1188514820613183,0.06844659628739173,0.04790132816052273,0.2652146645107941,0.9998033414195888,0.0002097119311988889,,,,,0.11286497162338109,,,,
bayesfl_observability_v1,ola_lr0p005_b64_e2_lam0p01_pinit0p001_fclip10p0,10,ola,ola,24,0,2556,2.1466275087525,0.000782472613458529,0.18896713615023475,6.916335890858425,6.929310582750457,0.1276947119582544,0.024648651480674744,0.999831638509662,0.14873785894317615,0.06919499238878353,0.06015262031506848,0.28300944483021667,0.9997198624718858,0.0002352093596491507,,,,,0.1276947119582544,,,,
bayesfl_observability_v1,ola_lr0p005_b64_e2_lam0p01_pinit0p001_fclip10p0,11,ola,ola,24,0,3421,1.9726654132494301,0.00029231218941829873,0.38146740719087985,6.929310582750457,6.947182477955812,0.1786670339057248,0.017248325049877167,0.9996717590428233,0.14863576078529767,0.09416397343036452,0.0524421987913668,0.39630816188425805,0.9996796686183964,0.00041130384908530295,,,,,0.1786670339057248,,,,
bayesfl_observability_v1,ola_lr0p005_b64_e2_lam0p01_pinit0p001_fclip10p0,12,ola,ola,24,0,1928,1.9709510218510513,0.0005186721991701245,0.22095435684647302,6.947182477955812,6.958055901254326,0.10823202248160961,0.012647435069084167,0.99988005578131,0.12159548350689367,0.048624508241747195,0.05655027007426703,0.22583258004340004,0.9998230815495209,0.00014111983653387962,,,,,0.10823202248160961,,,,
bayesfl_observability_v1,ola_lr0p005_b64_e2_lam0p01_pinit0p001_fclip10p0,13,ola,ola,24,0,1779,2.3512864796870225,0.002810567734682406,0.16245081506464307,6.958055901254326,6.966312160795537,0.07062186508049882,0.009050041437149048,0.9999492564462181,0.11055352298940054,0.046094846828936824,0.04794989431762439,0.20050680419719774,0.9998523357760843,0.00011197227315545891,,,,,0.07062186508049882,,,,
bayesfl_observability_v1,ola_lr0p005_b64_e2_lam0p01_pinit0p001_fclip10p0,14,ola,ola,24,0,1333,1.838203206378032,0.0015003750937734434,0.2768192048012003,6.966312160795537,6.975155512271779,0.10429640699817923,0.014041393995285034,0.9998888733402148,0.11498916772052058,0.05535022860064296,0.037482910508184336,0.2421946609913001,0.9998326317370324,0.00015336402183384657,,,,,0.10429640699817923,,,,
