run_id,round,logical_round,physical_round,phase,client_id,num_examples,distance_m,train_loss,phase1_loss,phase2_loss,local_steps,local_precision_mean,local_precision_min,local_precision_max,local_precision_delta_l2,local_precision_delta_max_abs,local_precision_changed_fraction,local_precision_gradient_l2_mean,local_precision_gradient_max_abs,local_nu_l2,local_implied_mean_l2,sparse_enabled,sparse_selection,sparse_keep_ratio,sparse_kept_coordinates,sparse_total_coordinates,sparse_score_threshold,sparse_score_mean,sparse_selected_score_mean,sparse_dropped_score_mean
fig2_default_proposed_rep00_seed12025,1,1,1,precision,0,57,154.96644013227524,2.757528472364995,2.757528472364995,0.0,1,10000.000000000053,9999.999998024825,10000.000002064447,8.764311009045099e-06,2.0644474716391414e-06,0.9993208646774292,0.00017528622094833239,4.1288939943012064e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,1,42,190.8422478688452,1.7593673706054687,1.7593673706054687,0.0,1,9999.999999999944,9999.999999008376,10000.000001708451,6.412555411891515e-06,1.7084512364817783e-06,0.9985392689704895,0.00012825109440867742,3.416901187315745e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,2,44,186.7160387868168,2.761562139337713,2.761562139337713,0.0,1,9999.999999999998,9999.99999921793,10000.000001292288,6.967310580058401e-06,1.292288288823329e-06,0.9990774393081665,0.0001393462185270082,2.5845754854617165e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,3,48,48.8084696173102,2.6606348037719725,2.6606348037719725,0.0,1,10000.000000000053,9999.99999902052,10000.000000817243,7.603744681283514e-06,9.79480319074355e-07,0.9987314343452454,0.00015207491051711175,1.9589607335199803e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,4,55,158.4991524661853,2.114281560724432,2.114281560724432,0.0,1,9999.999999999945,9999.99999904499,10000.000001540973,7.403608011879378e-06,1.5409732441185042e-06,0.9991286993026733,0.00014807216001863087,3.0819448501419317e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,5,58,174.2546140238567,2.6690133982691275,2.6690133982691275,0.0,1,9999.999999999874,9999.999998763771,10000.000001008832,8.899611757735246e-06,1.2362288543954492e-06,0.9993208646774292,0.000177992233486411,2.4724563064153106e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,6,55,161.9794984667968,1.7907983398437497,1.7907983398437497,0.0,1,9999.99999999992,9999.999998619825,10000.00000065716,8.287142430929691e-06,1.3801745808450505e-06,0.9989621043205261,0.00016574284503628248,2.7603486813973593e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,7,55,15.946149824897818,2.3628263161399152,2.3628263161399152,0.0,1,9999.999999999767,9999.999998648766,10000.000001741006,8.857573611383642e-06,1.7410056898370385e-06,0.9995643496513367,0.00017715146890842499,3.482012539087263e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,8,47,120.98949031468518,1.7161772058365192,1.7161772058365192,0.0,1,10000.000000000098,9999.999999127207,10000.000000986865,5.777678622927951e-06,9.868654160527512e-07,0.9987826943397522,0.00011555357439819658,1.9737299231357656e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,9,47,146.23854371638723,2.5152458353245515,2.5152458353245515,0.0,1,10000.000000000005,9999.999999165688,10000.000001575287,7.183732646068502e-06,1.5752866602269933e-06,0.9993336796760559,0.000143674645548858,3.150575080273443e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,10,39,137.16380619341038,2.5206512451171874,2.5206512451171874,0.0,1,10000.000000000035,9999.999998945897,10000.000000929469,6.023883451935359e-06,1.0541025403654203e-06,0.9992696046829224,0.00012047765680534569,2.1082056959542198e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,11,41,185.3568799863515,2.677811450493045,2.677811450493045,0.0,1,9999.99999999996,9999.999999101141,10000.000000834481,6.511944096823758e-06,8.988590707303956e-07,0.9991543292999268,0.00013023888327595,1.7977198229182757e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,12,48,146.71373703974692,2.7071856816609703,2.7071856816609703,0.0,1,10000.000000000075,9999.999999093354,10000.000001620278,8.078180879680862e-06,1.6202775441342965e-06,0.9992183446884155,0.00016156361408646057,3.24055614061173e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,13,43,110.58934315816717,2.7176728004632995,2.7176728004632995,0.0,1,10000.00000000002,9999.999998203255,10000.00000069967,6.315258305809047e-06,1.7967449821298942e-06,0.998923659324646,0.0001263051718234626,3.593490026810999e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
fig2_default_proposed_rep00_seed12025,1,1,1,precision,14,64,119.94165958852787,1.9260793685913087,1.9260793685913087,0.0,1,10000.000000000216,9999.999998930623,10000.000001145636,9.294316941810205e-06,1.1456359061412513e-06,0.9992311596870422,0.00018588633040831214,2.291271769101646e-05,0.0,0.0,False,,1.0,0,0,nan,nan,nan,nan
