schema_version,run_id,round,method,physical_client_id,virtual_client_id,num_examples,sparse_comm_enabled,sparse_metric,sparse_selection_method,sparse_ratio,sparse_warmup_rounds,sparse_num_params_total,sparse_num_params_sent,sparse_compression_ratio,sparse_threshold,sparse_score_mean,sparse_score_p50,sparse_score_p90,sparse_selection_score_mean,sparse_selection_score_p50,sparse_selection_score_p90,sparse_selected_score_mean,sparse_selected_score_p50,sparse_selected_score_p90,sparse_dropped_score_mean,sparse_dropped_score_p50,sparse_dropped_score_p90,sparse_selected_selection_score_mean,sparse_selected_selection_score_p50,sparse_selected_selection_score_p90,sparse_dropped_selection_score_mean,sparse_dropped_selection_score_p50,sparse_dropped_selection_score_p90,sparse_sent_update_l2,sparse_dropped_update_l2,sparse_sent_update_fraction_l2,sparse_dropped_update_fraction_l2,sparse_update_energy_retention,sparse_dense_bytes,sparse_sent_bytes,sparse_index_bytes,sparse_value_bytes,sparse_byte_saving_ratio,update_l2_norm,label_entropy,kl_to_global_label_distribution,local_epochs,batch_size,train_loss,task_loss,prior_loss,regularization_loss,vi_effective_lr,num_batches,update_linf_norm,update_cosine_to_global,drift_from_global_before_l2,vi_elbo_loss,vi_kl_loss,vi_kl_loss_per_example,vi_kl_per_param,vi_likelihood_loss,vi_complexity_cost,vi_loc_l2,vi_scale_mean,vi_scale_std,vi_scale_p50,vi_scale_p90,vi_scale_max,vi_snr_raw_mean,vi_snr_raw_p50,vi_snr_raw_p90,num_examples_train
bayesfl_observability_v1,vi_sparse_random_keep005_seed42,21,vi,38,3,257,1,update_snr,random,0.05,20,101770,5089,0.05000491303920605,0.9507948730037706,0.1954329172529512,0.1705085916817004,0.3966681037714402,0.5002191823010207,0.49949374639140853,0.9012292267979253,0.19740994352473634,0.17346531395600928,0.3983784902575782,0.19532885247603415,0.17035578351784086,0.3965542440522851,0.9756201463460468,0.9756274593995864,0.9952895313989158,0.4751954909239648,0.4744637502125465,0.855707420770277,1.0392259655029228,4.489334543326597,0.2255240718474297,0.9742375957728975,0.2255240718474297,814160,101780,40712,61068,0.8749877174019849,4.608048963420518,1.3397067534967495,0.9396094349232524,5,256,1776.3179985523225,0.3639572454101844,11.809166911314865,11.809166911314865,0.005,,0.04573023319244385,0.9204951247284451,4.608048963420518,1776.3179985523225,3034.9558962079204,11.809166911314865,0.029821714613421643,0.3639572454101844,11.809166911314865,11.792445801987963,0.06032922980935187,0.0028138872466997584,0.06026156060397625,0.06398458629846573,0.07328491657972336,0.4897243751265964,0.4146705490653092,1.0020478606279688,257
bayesfl_observability_v1,vi_sparse_random_keep005_seed42,21,vi,206,16,6,1,update_snr,random,0.05,20,101770,5089,0.05000491303920605,0.9495558701791852,0.16609666273082704,0.1549568576425649,0.3181788395945846,0.5002671430058051,0.5017224987174163,0.900089777399105,0.16924318276401257,0.15956904965230387,0.3187198081602793,0.16593103928414277,0.15473152368484658,0.318122181623909,0.9748944855385335,0.9749761374905008,0.9950080184421339,0.4752841727619199,0.47646360202980553,0.8546798467543144,0.8514753690380736,3.666968770697755,0.22618383841850995,0.9740846324823474,0.22618383841850995,814160,101780,40712,61068,0.8749877174019849,3.764527894617215,0.6365141682948128,1.6395997169315697,5,256,792.2430427372456,0.11653387546539307,336.08836831168804,336.08836831168804,0.005,,0.025109106674790382,0.9445239974239621,3.764527894617215,792.2430427372456,2016.5302098701281,336.08836831168804,0.0198145839625639,0.11653387546539307,336.08836831168804,11.46175800101557,0.06012695029651011,0.002670605228236026,0.06007278896868229,0.06360061392188072,0.07241060584783554,0.4783520641008276,0.40782069314690067,0.9740704313290747,6
bayesfl_observability_v1,vi_sparse_random_keep005_seed42,21,vi,210,16,280,1,update_snr,random,0.05,20,101770,5089,0.05000491303920605,0.9494003801194029,0.19581402739626616,0.1707650866586804,0.3977793970914808,0.49772220411779516,0.49587227752572455,0.8982682365808972,0.1943176500019959,0.16967246282592327,0.40195195379244064,0.19589279224726522,0.17086082856852983,0.3975980549660245,0.974870648534931,0.9748902679518434,0.9952316640721148,0.47260653057657404,0.4713525046018603,0.8535396813366315,1.0276309870478237,4.500569261247615,0.2226044067174071,0.9749088563091381,0.2226044067174071,814160,101780,40712,61068,0.8749877174019849,4.616400017419177,0.29393881488658424,2.0344083103604644,5,256,1697.272301387787,0.11285831651517324,10.882779634224645,10.882779634224645,0.005,,0.046891190111637115,0.9200466477782338,4.616400017419177,1697.272301387787,3047.1782975829005,10.882779634224645,0.029941812887716426,0.11285831651517324,10.882779634224645,11.782204665126448,0.060340065076556273,0.002815325966710871,0.060264794155955315,0.06400422379374504,0.07437139004468918,0.489667476510188,0.415789381130319,0.9998090866556465,280
bayesfl_observability_v1,vi_sparse_random_keep005_seed42,21,vi,63,5,8,1,update_snr,random,0.05,20,101770,5089,0.05000491303920605,0.9502488335198908,0.1654681616781174,0.1542472505944338,0.3182281823965953,0.5007180769369296,0.5009814212980599,0.9006317822046186,0.16409001979184834,0.15297410220844498,0.31480921845352144,0.1655407029639877,0.15429960304131418,0.31834393882364426,0.9747911312339121,0.9743750445438888,0.9949946650116348,0.4757642827755396,0.47664508823603025,0.855943525739763,0.8353899589724675,3.6639684628241698,0.22229660216766406,0.9749790872960872,0.22229660216766406,814160,101780,40712,61068,0.8749877174019849,3.757996977130521,-0.0,2.3292713582565514,5,256,804.4351150512696,0.6235241889953613,251.31006437517243,251.31006437517243,0.005,,0.02507038414478302,0.9447898556081007,3.757996977130521,804.4351150512696,2010.4805150013794,251.31006437517243,0.01975513918641426,0.6235241889953613,251.31006437517243,11.468554451583119,0.06012487697662229,0.0026701143198973,0.060065723955631256,0.06359561309218408,0.07237406075000763,0.4787416738039234,0.4076800849322002,0.9750724359275091,8
bayesfl_observability_v1,vi_sparse_random_keep005_seed42,21,vi,67,5,16,1,update_snr,random,0.05,20,101770,5089,0.05000491303920605,0.9491955674133,0.16501470095219337,0.15313684032748232,0.31780571779741856,0.498199209249161,0.4975204658843189,0.8985699446842813,0.16741277312398775,0.15428514436232438,0.3224763837056586,0.16488847357264347,0.15306617370377842,0.31749534123029954,0.9749477503925312,0.9752362116815093,0.9954634016373728,0.4731045854256733,0.4724956234162472,0.8537123040875474,0.85166473385162,3.6526762097848438,0.2270712294970434,0.9738781529199129,0.2270712294970434,814160,101780,40712,61068,0.8749877174019849,3.7506501186347307,-0.0,2.311121424016332,5,256,855.1596354961396,0.28983306884765625,125.07200446119506,125.07200446119506,0.005,,0.025088390335440636,0.9450160576991097,3.7506501186347307,855.1596354961396,2001.152071379121,125.07200446119506,0.019663477167919042,0.28983306884765625,125.07200446119506,11.46895567270894,0.060127586123179484,0.0026668360274334298,0.060073986649513245,0.0635801151394844,0.07247541844844818,0.47864386562868644,0.4068154080301647,0.9750327118702627,16
bayesfl_observability_v1,vi_sparse_random_keep005_seed42,21,vi,125,10,4,1,update_snr,random,0.05,20,101770,5089,0.05000491303920605,0.9496867086634884,0.16580454790460003,0.15488662409872272,0.3184818426164265,0.4999594279388275,0.5012258098831556,0.8996601018854915,0.16528791128477707,0.15266186315615132,0.3195371001529538,0.16583174211812993,0.15498176390973828,0.31841769468538855,0.9747965069771118,0.9750222230802356,0.9948804366452656,0.4749654177897204,0.47614997630512934,0.8531250850983666,0.840709184573813,3.666844433741918,0.22347481991683563,0.9747097028670322,0.22347481991683563,814160,101780,40712,61068,0.8749877174019849,3.7619861820972775,0.5623351446188083,1.818115478821869,5,256,824.2191893815994,0.5128307938575745,503.22084605250495,503.22084605250495,0.005,,0.025090064853429794,0.9445731078023591,3.7619861820972775,824.2191893815994,2012.8833842100198,503.22084605250495,0.019778749967672395,0.5128307938575745,503.22084605250495,11.458949174815583,0.060129026156308676,0.0026689770185549674,0.06006692536175251,0.06358311548829079,0.07204889506101608,0.4781049168541899,0.4075540756247866,0.9712073810509402,4
bayesfl_observability_v1,vi_sparse_random_keep005_seed42,21,vi,127,10,1,1,update_snr,random,0.05,20,101770,5089,0.05000491303920605,0.9496288893906994,0.16493220922735582,0.15313683330101163,0.31823835253103644,0.4981977659765395,0.4980687990836175,0.8985551288549081,0.16798912884231354,0.15760754524355686,0.32161849843562723,0.16477130207992746,0.15282353235138937,0.3180743756868375,0.9749576458207035,0.9751314823578268,0.9951087236428361,0.47310254531759977,0.47249098346648977,0.8534645787281944,0.8479945134964129,3.6483805345965004,0.2263954456026859,0.9740354727679899,0.2263954456026859,814160,101780,40712,61068,0.8749877174019849,3.745634154604886,-0.0,2.3277319754160017,5,256,821.8169028282166,0.18217407166957855,1996.2795788543535,1996.2795788543535,0.005,,0.02506963722407818,0.945084080445418,3.745634154604886,821.8169028282166,1996.2795788543535,1996.2795788543535,0.01961559967430828,0.18217407166957855,1996.2795788543535,11.460570838329849,0.060132784807520684,0.0026647893501275874,0.060061754658818245,0.06358809471130371,0.07256229221820831,0.47804978472363485,0.4066428420089816,0.9741376679446659,1
bayesfl_observability_v1,vi_sparse_random_keep005_seed42,21,vi,279,22,12,1,update_snr,random,0.05,20,101770,5089,0.05000491303920605,0.9502193949558582,0.16549009950522614,0.15383427088058266,0.3184268114951734,0.4999584541776544,0.5008826387399234,0.8998246819508402,0.16598458259836096,0.1569220450197246,0.3179640755160576,0.16546407138738536,0.153677319257032,0.31843583922581037,0.9753948378728875,0.9756759745326188,0.9950117203068738,0.4749328984156634,0.474717496347384,0.8547153177104112,0.8387473393202817,3.6608675544788745,0.22332518786079858,0.9747439973997989,0.22332518786079858,814160,101780,40712,61068,0.8749877174019849,3.7557220811254104,0.6172417697303416,1.6358465807671725,5,256,793.3772898197174,0.2395928700764974,167.2784375115706,167.2784375115706,0.005,,0.025075796991586685,0.9448782156290263,3.7557220811254104,793.3772898197174,2007.341250138847,167.2784375115706,0.01972429252371865,0.2395928700764974,167.2784375115706,11.470504567280893,0.060130249878262224,0.0026673435885860362,0.06006766855716705,0.06359962373971939,0.07339213043451309,0.4787167194409534,0.4079312899570914,0.9750962152214947,12
bayesfl_observability_v1,vi_sparse_random_keep005_seed42,21,vi,286,22,12,1,update_snr,random,0.05,20,101770,5089,0.05000491303920605,0.9512029269798422,0.165678115427315,0.15437140160831486,0.31817926883055536,0.5004723681008302,0.5009363193004316,0.901955804085122,0.16479137212471487,0.15122395933313734,0.31922305888183705,0.16572479095473958,0.15455096771164176,0.3180889108446561,0.9756161647676586,0.9757247465339005,0.9952446395327706,0.4754622132489204,0.47581353490392586,0.856169102348635,0.8374097035800986,3.66285463522776,0.2228717923321452,0.974847764618998,0.2228717923321452,814160,101780,40712,61068,0.8749877174019849,3.7573606548293434,-0.0,2.185987945410232,5,256,796.2371000528335,0.08457650740941365,167.38489194259992,167.38489194259992,0.005,,0.02506238967180252,0.9447336849850869,3.7573606548293434,796.2371000528335,2008.618703311199,167.38489194259992,0.019736844878757973,0.08457650740941365,167.38489194259992,11.460996258761353,0.06013140997385345,0.002668523927567549,0.06006127595901489,0.06359908506274223,0.07254019379615784,0.47857998712175537,0.40574994826189015,0.9764969496963646,12
bayesfl_observability_v1,vi_sparse_random_keep005_seed42,21,vi,172,13,289,1,update_snr,random,0.05,20,101770,5089,0.05000491303920605,0.9498327763943047,0.19550922370653184,0.17042352360326818,0.39566569462140583,0.49911763708244594,0.49931648656250616,0.9015156079403553,0.1968549154323845,0.17227897248041293,0.4001456922179434,0.19543839050049483,0.17032961725744597,0.39544749310998306,0.9749948150149635,0.975466682313522,0.9947658844889421,0.4740688792241431,0.4733074766358095,0.8555215806829657,1.036132393345749,4.490899846375448,0.22481230937502064,0.9744020861807873,0.22481230937502064,814160,101780,40712,61068,0.8749877174019849,4.6088774953035365,1.2787090971089894,1.0140274784545764,5,256,1765.509055519104,0.13448015298810384,10.507155290299847,10.507155290299847,0.005,,0.04660356044769287,0.9205329166325613,4.6088774953035365,1765.509055519104,3036.5678788966557,10.507155290299847,0.029837554081720112,0.13448015298810384,10.507155290299847,11.797165962287158,0.06033266960470548,0.0028202971668211136,0.06025829538702965,0.06398816406726837,0.07367590069770813,0.49004229162723273,0.41532263748344767,1.0009850197030914,289
