round,num_clients,num_examples,client_id,effective_prior_lambda,local_steps,lr,posterior_mean_abs_mean,posterior_precision_max,posterior_precision_mean,posterior_precision_min,posterior_sigma_mean,prior_loss,server_round,task_loss,train_accuracy,train_loss,update_l2,update_max_abs,update_rms,variance_floor_fraction
1,100,10.0,49.5,0.009999999999999981,10.0,0.009999999999999981,0.01916894681316718,6.598641114234924,1.0003287573126736,1.0,0.999856194996702,0.02468589742074255,1.0,1.4855347660183906,0.8845999999999998,1.4857816254794598,0.40602805150683186,0.07320740716531873,0.0005495855365107099,0.0
2,100,10.0,49.5,0.009999999999999981,10.0,0.009999999999999981,0.019178507164152855,6.258955192565918,1.000698281521164,1.0,0.9996845600379018,0.01644416012149304,2.0,1.196102713741362,0.9128999999999998,1.1962671559154987,0.42534667907718965,0.0651611348008737,0.0005757345630582685,0.0
3,100,10.0,49.5,0.009999999999999981,10.0,0.009999999999999981,0.01918801185690815,5.954155974388122,1.0010864149394816,1.0,0.9995112248923278,0.01293868412161828,3.0,0.941468442760408,0.9289999999999999,0.9415978290438652,0.4203895812294216,0.057675292761996386,0.0005690248067493355,0.0
4,100,10.0,49.5,0.009999999999999981,10.0,0.009999999999999981,0.01919687836523884,5.882534465789795,1.001482678629657,1.0,0.9993413384345731,0.010484376334468835,4.0,0.7512465055286884,0.9420999999999999,0.751351349003613,0.40360097557227964,0.05325173573568463,0.0005463003304154836,0.0
5,100,10.0,49.5,0.009999999999999981,10.0,0.009999999999999981,0.019205020539078747,6.048016185760498,1.0018846952087863,1.0,0.9991762594680764,0.008642619644175283,5.0,0.6179310101568699,0.9533999999999999,0.6180174360573292,0.38402934184896326,0.05068899936974049,0.0005198088434842187,0.0
6,100,10.0,49.5,0.009999999999999981,10.0,0.009999999999999981,0.019212507648640756,6.498738479614258,1.0022968236393568,1.0,0.99901453299321,0.007245234120578971,6.0,0.5272826707102358,0.9614999999999998,0.5273551226966083,0.36514108993673045,0.04849434764124453,0.0004942423585519353,0.0
7,100,10.0,49.5,0.009999999999999981,10.0,0.009999999999999981,0.019219431753803747,7.102468309402465,1.0027252700557827,1.0,0.9988539635995751,0.0061823591674328784,7.0,0.4654604394510388,0.9674999999999999,0.46552226369455457,0.3479916123382812,0.04648633774369955,0.0004710294184315565,0.0
8,100,10.0,49.5,0.009999999999999981,10.0,0.009999999999999981,0.01922588315393143,7.76313102722168,1.0031729734587285,1.0,0.998693545779305,0.005384744642185978,8.0,0.4205802991092205,0.97,0.4206341465748846,0.3328768860524206,0.044697313383221624,0.00045057064735847603,0.0
9,100,10.0,49.5,0.009999999999999981,10.0,0.009999999999999981,0.019231952397885957,8.462410321235657,1.0036407883485636,1.0,0.9985331348690787,0.004782650773471687,9.0,0.38617513071000575,0.9712000000000004,0.38622295738197865,0.31962377256821767,0.043122154972516,0.00043263169102868073,0.0
10,100,10.0,49.5,0.009999999999999981,10.0,0.009999999999999981,0.019237675870630064,9.189317750930787,1.0041285022423703,1.0,0.9983729150817774,0.004323108847427647,10.0,0.35850252672843635,0.9727999999999999,0.3585457582436502,0.30799091696878644,0.0417329472117126,0.0004168858597688976,0.0
11,100,10.0,49.5,0.009999999999999981,10.0,0.009999999999999981,0.019243083641125928,9.964206776618958,1.0046355043410453,1.0,0.9982131786851293,0.003965098312182818,11.0,0.3357030373327434,0.9746,0.3357426884304732,0.29769329724442894,0.040506619671359656,0.00040294735763834,0.0
12,100,10.0,49.5,0.009999999999999981,10.0,0.009999999999999981,0.0192482170617177,10.769855823516846,1.005161132981203,1.0,0.9980541518321838,0.0036809142001438884,12.0,0.3165481840278953,0.9752,0.3165849934015423,0.28849774289378327,0.039411582062020896,0.00039050057310570043,0.0
13,100,10.0,49.5,0.009999999999999981,10.0,0.009999999999999981,0.019253097597875423,11.6118994140625,1.0057045963145295,1.0,0.9978960530611705,0.00345158513484057,13.0,0.3001802369300276,0.9762999999999997,0.30021475281380117,0.2802220241325846,0.03843114703893662,0.0003792988462336136,0.0
14,100,10.0,49.5,0.009999999999999981,10.0,0.009999999999999981,0.01925774877928299,12.481323108673095,1.006265058220749,1.0,0.9977390658141396,0.0032639649906777775,14.0,0.2859769430477172,0.9770999999999996,0.28600958276726307,0.2727266228166637,0.03753991574048996,0.0003691533300844563,0.0
15,100,10.0,49.5,0.009999999999999981,10.0,0.009999999999999981,0.01926219841375368,13.379518451690673,1.0068418320767376,1.0,0.9975832713546325,0.0031084455938544123,15.0,0.27350297837518156,0.9773999999999999,0.27353406298533084,0.2658981103870841,0.036722494773566726,0.000359910491681412,0.0
16,100,10.0,49.5,0.009999999999999981,10.0,0.009999999999999981,0.019266471659011002,14.30631880760193,1.0074341473369253,1.0,0.9974287649637996,0.002978195994452108,16.0,0.26243040404468776,0.9777999999999996,0.2624601859264076,0.2596496105588569,0.035973234418779615,0.00035145273828792345,0.0
