epoch,valid_mean_error,test_mean_error,valid_mc_error,test_mc_error,train_loss,train_kl_raw_first_batch,train_nll_first_batch,snr_q50_db,snr_q75_db
1,0.2702,0.258,0.2743,0.25880000000000003,1070.6346032808508,10540986.0,294.4591064453125,-0.2236286997795105,4.63385534286499
2,0.15059999999999996,0.13880000000000003,0.15159999999999996,0.13929999999999998,903.2631910865575,10522010.0,163.401611328125,-0.3867425322532654,4.669785022735596
3,0.11680000000000001,0.1099,0.11680000000000001,0.11019999999999996,864.0223266913762,10514244.0,94.84330749511719,-0.65117347240448,4.607726097106934
4,0.10670000000000002,0.09840000000000004,0.10840000000000005,0.09899999999999998,853.2777076194349,10500553.0,43.730472564697266,-0.9434324502944946,4.518393039703369
5,0.0978,0.08979999999999999,0.09799999999999998,0.0907,847.7026787096888,10479448.0,39.7904167175293,-1.2513821125030518,4.4198479652404785
6,0.09399999999999997,0.08630000000000004,0.09460000000000002,0.08589999999999998,843.2985752427671,10465823.0,32.07402420043945,-1.5681719779968262,4.31343936920166
7,0.08750000000000002,0.07930000000000004,0.08809999999999996,0.07989999999999997,839.5904637797715,10446519.0,48.5915641784668,-1.8968777656555176,4.204056739807129
8,0.08340000000000003,0.07579999999999998,0.08340000000000003,0.07530000000000003,836.2567354090081,10433461.0,28.978904724121094,-2.228663921356201,4.087000370025635
9,0.07940000000000003,0.07079999999999997,0.08009999999999995,0.07040000000000002,833.2523080967273,10408977.0,33.68370819091797,-2.561469078063965,3.965334892272949
10,0.0756,0.06769999999999998,0.07550000000000001,0.06830000000000003,830.0475126690874,10395455.0,42.822723388671875,-2.89483642578125,3.8392744064331055
11,0.07369999999999999,0.06620000000000004,0.07279999999999998,0.06459999999999999,827.1916556980303,10380008.0,50.194496154785156,-3.23347806930542,3.7084531784057617
12,0.0695,0.06310000000000004,0.0706,0.06259999999999999,824.6010181787987,10366752.0,21.428531646728516,-3.5689845085144043,3.5707621574401855
13,0.0676,0.060799999999999965,0.0676,0.060899999999999954,822.0244179650031,10349912.0,19.491840362548828,-3.9039978981018066,3.4322094917297363
14,0.06389999999999996,0.05720000000000003,0.0645,0.058699999999999974,819.5876194790504,10335392.0,23.85279083251953,-4.241152286529541,3.2872257232666016
15,0.060799999999999965,0.055300000000000016,0.06120000000000003,0.05500000000000005,817.1633154047112,10319478.0,27.26615333557129,-4.573085784912109,3.1350646018981934
16,0.0595,0.053100000000000036,0.06040000000000001,0.053300000000000014,815.0107164309765,10313436.0,30.899734497070312,-4.903322219848633,2.9755406379699707
17,0.05710000000000004,0.05130000000000001,0.05820000000000003,0.051899999999999946,813.0109512055919,10295880.0,39.21819305419922,-5.231240749359131,2.8180363178253174
18,0.05510000000000004,0.049699999999999966,0.05579999999999996,0.05020000000000002,811.0762059048319,10281455.0,13.396766662597656,-5.556478500366211,2.648878812789917
19,0.05459999999999998,0.04820000000000002,0.054200000000000026,0.047900000000000054,809.1191854257415,10271869.0,19.172529220581055,-5.879209995269775,2.4746649265289307
20,0.05259999999999998,0.046699999999999964,0.05300000000000005,0.04690000000000005,807.4429009088768,10260191.0,21.535724639892578,-6.201213359832764,2.295450210571289
21,0.051100000000000034,0.04490000000000005,0.05169999999999997,0.04569999999999996,805.6692497077798,10250809.0,11.135293006896973,-6.505214691162109,2.1119372844696045
22,0.048799999999999955,0.04269999999999996,0.049699999999999966,0.04359999999999997,804.021884303568,10234808.0,13.778388977050781,-6.812901973724365,1.922806739807129
23,0.046699999999999964,0.04179999999999995,0.04749999999999999,0.04249999999999998,802.6567345348466,10223058.0,11.2635498046875,-7.111292839050293,1.732133388519287
24,0.0464,0.03959999999999997,0.04810000000000003,0.04059999999999997,801.1590854030134,10214982.0,18.027423858642578,-7.405669212341309,1.5286808013916016
25,0.04520000000000002,0.03920000000000001,0.046599999999999975,0.03979999999999995,799.8256896816558,10203230.0,28.186906814575195,-7.69415283203125,1.3204078674316406
26,0.04349999999999998,0.039100000000000024,0.044300000000000006,0.03969999999999996,798.4922018612132,10199625.0,11.55865478515625,-7.974086761474609,1.1088252067565918
