label,method,model,metric,round,accuracy_percent,run_dir
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,67,53.81,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,68,61.980000000000004,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,69,54.510000000000005,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,70,63.2,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,71,54.96,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,72,63.580000000000005,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,73,54.96,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,74,65.01,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,75,56.86,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,76,65.85,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,77,58.68,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,78,66.21000000000001,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,79,60.45,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,80,67.25,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,81,61.550000000000004,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,82,68.04,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,83,59.37,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,84,67.24,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,85,58.8,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,86,67.63,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,87,60.25,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,88,68.02,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,89,60.029999999999994,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,90,68.07,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,91,61.63999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,92,68.58999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,93,61.529999999999994,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,94,68.74,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,95,62.38,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,96,69.77,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,97,63.77,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,98,70.14,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,99,66.25,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,100,71.3,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,101,66.8,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,102,72.69,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,103,66.17,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,104,71.89999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,105,66.16,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,106,71.50999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,107,65.47,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,108,72.68,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,109,68.03,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,110,72.78,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,111,67.29,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,112,72.85000000000001,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,113,67.92,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,114,72.98,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,115,67.03,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,116,72.72999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,117,66.61,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,118,72.65,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,119,68.03,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,120,72.08,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,121,69.12,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,122,72.19,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,123,69.86,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,124,71.36,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,125,69.72,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,126,72.41,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,127,71.0,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,128,72.56,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,129,72.13000000000001,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,130,73.17,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,131,72.78999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,132,72.88,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,133,72.69,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,134,73.22,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,135,72.26,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,136,73.18,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,137,72.97,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,138,73.11999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,139,72.28,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,140,73.38,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,141,72.61999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,142,74.81,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,143,73.97,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,144,74.85000000000001,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,145,74.07000000000001,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,146,74.78,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,147,74.48,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,148,75.33999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,149,73.4,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,150,75.29,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,151,74.15,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,152,74.76,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,153,73.94,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,154,75.68,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,155,73.96000000000001,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,156,75.58,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,157,74.45,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,158,75.7,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,159,75.4,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,160,75.38,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,161,75.59,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,162,75.63,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,163,76.2,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,164,76.31,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,165,76.21,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,166,75.88000000000001,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,167,77.36,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,168,76.38000000000001,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,169,76.96,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,170,76.49000000000001,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,171,77.5,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,172,77.01,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,173,77.14999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,174,76.81,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,175,77.47,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,176,76.8,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,177,77.27000000000001,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,178,77.25999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,179,76.74,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,180,77.64,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,181,77.95,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,182,78.03999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,183,78.25,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,184,78.03999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,185,78.42,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,186,77.82,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,187,78.57,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,188,78.03,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,189,78.3,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,190,77.75999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,191,78.13,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,192,78.03,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,193,78.59,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,194,78.23,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,195,78.59,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,196,79.22,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,197,78.45,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,198,78.95,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,199,78.95,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,200,78.86999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,201,78.62,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,202,79.03,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,203,78.96,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,204,79.03999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,205,79.08,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,206,78.96,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,207,79.24,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,208,79.0,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,209,79.4,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,210,78.91,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,211,79.4,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,212,79.23,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,213,79.34,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,214,79.39,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,215,79.24,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,216,79.54,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,217,79.23,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,218,79.17,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,219,79.5,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,220,78.94,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,221,79.64,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,222,79.29,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,223,79.86999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,224,79.22,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,225,79.97999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,226,79.43,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,227,80.07,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,228,79.33,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,229,79.74,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,230,80.02,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,231,80.08,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,232,79.9,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,233,79.82000000000001,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,234,79.97999999999999,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,235,79.82000000000001,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,236,79.61,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,237,79.65,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
FedAvg — ResNet-56,FedAvg,ResNet-56,accuracy,238,79.99000000000001,outputs/run_paperenv_fedavg_cifar10_a0p1_lr001_e10_r300_20260905_212040
