label,method,model,metric,round,accuracy_percent,run_dir
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,52,55.900000000000006,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,53,58.599999999999994,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,54,58.02,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,55,57.96,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,56,58.57,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,57,58.24,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,58,56.92,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,59,59.81999999999999,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,60,59.209999999999994,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,61,60.699999999999996,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,62,59.98,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,63,60.89,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,64,60.540000000000006,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,65,59.75,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,66,61.91,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,67,60.95,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,68,62.1,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,69,61.029999999999994,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,70,62.64999999999999,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,71,61.419999999999995,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,72,62.73,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,73,60.309999999999995,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,74,62.83,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,75,62.27,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,76,62.980000000000004,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,77,62.9,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,78,63.27,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,79,63.580000000000005,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,80,61.47,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,81,62.849999999999994,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,82,62.150000000000006,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,83,63.63999999999999,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,84,64.19,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,85,63.53,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,86,65.0,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,87,64.48,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,88,65.10000000000001,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,89,64.1,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,90,65.68,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,91,64.46,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,92,65.67,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,93,65.61,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,94,65.75,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,95,65.53999999999999,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,96,66.63,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,97,64.55,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,98,65.81,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,99,65.84,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,100,65.03999999999999,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,101,66.72,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,102,64.87,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,103,66.86,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,104,64.58,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,105,66.27,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,106,65.11,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,107,66.34,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,108,65.51,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,109,65.77,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,110,65.5,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,111,65.99000000000001,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,112,66.3,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,113,66.69,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,114,66.25999999999999,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,115,65.82000000000001,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,116,67.04,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,117,65.0,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,118,68.16,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,119,66.62,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,120,67.75999999999999,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,121,66.88,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,122,67.43,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,123,66.27,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,124,66.46,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,125,66.69,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,126,68.0,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,127,66.49000000000001,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,128,67.12,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,129,67.19000000000001,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,130,67.74,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,131,68.36,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,132,67.55,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,133,68.43,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,134,70.41,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,135,67.28,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,136,69.38,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,137,68.4,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,138,70.46,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,139,68.66,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,140,69.62,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,141,68.17999999999999,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,142,70.0,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,143,68.58,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,144,69.93,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,145,69.0,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,146,69.66,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,147,69.73,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,148,71.84,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,149,70.0,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,150,71.44,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,151,70.87,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,152,71.2,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,153,70.22,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,154,70.61,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,155,70.53,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,156,71.97,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,157,70.48,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,158,71.63000000000001,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,159,71.21,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,160,70.87,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,161,69.72,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,162,71.14,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,163,68.92,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,164,70.61,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,165,69.3,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,166,69.86,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,167,69.64,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,168,71.06,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,169,70.19999999999999,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,170,71.12,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,171,71.94,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,172,71.48,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,173,70.87,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,174,71.88,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,175,70.8,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,176,71.43,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,177,70.83,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,178,71.36,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,179,71.35000000000001,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,180,72.45,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,181,71.53,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,182,72.32,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,183,72.28,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,184,72.0,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,185,72.47,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,186,72.05,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,187,72.31,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,188,72.83,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,189,71.98,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,190,72.52,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,191,72.11,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,192,72.34,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,193,71.50999999999999,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,194,72.45,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,195,72.17,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,196,73.04,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,197,71.1,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,198,72.54,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,199,71.50999999999999,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,200,72.3,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,201,71.72,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,202,72.31,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,203,71.19,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,204,73.3,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,205,71.14,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,206,73.42999999999999,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,207,71.89,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,208,73.05,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,209,71.82,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,210,72.3,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,211,73.2,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
FOLA — ResNet-56,FOLA,ResNet-56,fola_mean_accuracy,212,73.41,outputs/run_paperenv_fola_cifar10_a0p1_lr001_e10_lam1_r300_20260904_185125
