label,run_dir,method,sparse_selection,sparse_metric,curve_label,keep_ratio,keep_percent,final_round,final_global_accuracy,final_global_loss,final_global_ece,best_global_accuracy,best_global_accuracy_round,best_global_ece,best_global_ece_round,cumulative_dense_bytes,cumulative_sparse_bytes,cumulative_sparse_MB,cumulative_saving_ratio,mean_update_energy_retention,selected_score_mean,dropped_score_mean,selected_minus_dropped_score_mean
vi_sparse_bayesian_keep005_seed42,outputs/sparse_selection_ablation_mnist_extreme_a001_ub01_cf10_nowarmup/vi_sparse_bayesian_keep005_seed42,vi,bayesian,update_snr,bayesian:update_snr,0.05,5.0,200.0,0.8527,0.49191641092300414,0.04336023834943771,0.8596,191.0,0.018745775015652177,14.0,1628320000.0,203560000.0,194.12994384765625,0.8749877174019849,0.4118174543496889,0.057529844671431296,0.02336442419972934,0.03416542047170196
vi_sparse_bayesian_keep010_seed42,outputs/sparse_selection_ablation_mnist_extreme_a001_ub01_cf10_nowarmup/vi_sparse_bayesian_keep010_seed42,vi,bayesian,update_snr,bayesian:update_snr,0.1,10.0,200.0,0.8771,0.41165349850654603,0.036613307259976885,0.8771,200.0,0.03257808820903302,0.0,1628320000.0,407080000.0,388.22174072265625,0.75,0.5514787927036511,0.04553611207406508,0.018332997150380222,0.027203114923684855
vi_sparse_random_keep005_seed42,outputs/sparse_selection_ablation_mnist_extreme_a001_ub01_cf10_nowarmup/vi_sparse_random_keep005_seed42,vi,random,update_snr,random,0.05,5.0,200.0,0.745,0.7778428908348084,0.04114944363236427,0.745,200.0,0.010751718454062958,157.0,1628320000.0,203560000.0,194.12994384765625,0.8749877174019849,0.22228131635933993,0.022880037872708626,0.023117459635411387,-0.00023742176270276014
vi_sparse_random_keep010_seed42,outputs/sparse_selection_ablation_mnist_extreme_a001_ub01_cf10_nowarmup/vi_sparse_random_keep010_seed42,vi,random,update_snr,random,0.1,10.0,200.0,0.8029,0.6129476498603821,0.01100029504299162,0.8029,200.0,0.01100029504299162,200.0,1628320000.0,407080000.0,388.22174072265625,0.75,0.3150683632543509,0.01842672262321765,0.018569702457903403,-0.00014297983468575248
