round,num_clients,num_examples,client_id,local_steps,lr,server_round,train_accuracy,train_loss,update_l2,update_max_abs,update_rms
1,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,1.0,0.6229263596983796,1.0451617380481775,0.7614105819392392,0.1052180044681728,0.0008231691839711061
2,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,2.0,0.6366115835071395,0.9519104996032399,0.5873661563329909,0.08868173203658111,0.0006350078802023491
3,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,3.0,0.6427562971281888,0.9339958598725194,0.5595626112493367,0.07940578903927935,0.0006049491680424466
4,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,4.0,0.6471362104925398,0.9236146179903296,0.5605645209555721,0.07305554447992357,0.0006060323434209577
5,20,479.3192684100754,11.553986844216269,154.94144071875502,0.019999999999999997,5.0,0.6510829456120648,0.9119459782420307,0.5822769273742175,0.07412408090325198,0.0006295058599409997
6,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,6.0,0.6533130113909835,0.9034946629685807,0.5998384227366679,0.07807154382172463,0.0006484917817940981
7,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,7.0,0.6589122412963262,0.8895865322936839,0.6021686561453068,0.08141388597028722,0.0006510110222393333
8,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,8.0,0.6649767367238891,0.8775752870880275,0.5966829097032594,0.08544241591978385,0.0006450803226545293
9,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,9.0,0.6683940317664047,0.8698847570646474,0.5897408698742588,0.08190132742970298,0.0006375752085982217
10,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,10.0,0.6728220760468475,0.8620380470246799,0.5937312215865493,0.0880077759805961,0.0006418892208285197
11,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,11.0,0.6777153858495106,0.8489476404265323,0.5876190472823701,0.07696365556985525,0.0006352812833325028
12,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,12.0,0.6801540189314937,0.8421813785735014,0.5881724044548002,0.08440439819529971,0.000635879523733777
13,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,13.0,0.6842932777153858,0.8335868060386824,0.5853863003656886,0.08079761438359806,0.000632867436584093
14,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,14.0,0.6878549655061768,0.8276874823669966,0.5832210516510237,0.0767837908908376,0.0006305265628691445
15,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,15.0,0.6908711695812612,0.8207797420971227,0.5892370130928837,0.08085522168301117,0.0006370304836030602
16,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,16.0,0.6912080859939033,0.8145859748991698,0.5876240690810909,0.07778915774387817,0.0006352867124532072
17,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,17.0,0.6955559120808599,0.8083100160305638,0.591659461087182,0.08180766047975002,0.0006396494182304204
18,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,18.0,0.6977057596662923,0.8025840139828447,0.5946204644901554,0.07359542637919542,0.0006428505909127772
19,20,479.3192684100754,11.553986844216269,154.94144071875502,0.02,19.0,0.6991175998716508,0.7951942453606445,0.590895656355696,0.07738973172742365,0.0006388236607055784
20,20,479.3192684100754,11.553986844216269,154.94144071875502,0.019999999999999997,20.0,0.7035937750681854,0.7903959456302276,0.5962741986623088,0.08128513155204581,0.0006446384607444907
