round,num_clients,num_examples,client_id,effective_prior_lambda,local_steps,lr,posterior_mean_abs_mean,posterior_precision_max,posterior_precision_mean,posterior_precision_min,posterior_sigma_mean,prior_loss,server_round,task_loss,train_accuracy,train_loss,update_l2,update_max_abs,update_rms,variance_floor_fraction
1,20,3843.4842210652782,9.873187825390469,0.1,1207.1015218261914,0.02,0.02634619818902003,2.356368730720588,0.00020118395499994912,3.1225916742852268e-12,2565.323750275418,0.0,1.0,0.8628559886954124,0.6512535042050459,0.8628559886954124,1.7374005229939107,0.16205820451004732,0.0018783224250723623,0.0
2,20,3843.4842210652782,9.873187825390469,0.10000000000000002,1207.1015218261914,0.02,0.017400148823508044,1.6331389849561666,0.000357269608049892,1.419344936720579e-11,421.76006006206626,0.010206277907728007,2.0,0.7783602045746576,0.6908410092110531,0.7793808323262785,1.7587731727691558,0.131716331373751,0.0019014286270245084,0.0
3,20,3843.4842210652782,9.873187825390469,0.1,1207.1015218261914,0.02,0.014859950156107962,1.7230781477393748,0.0005484703140993645,1.419344936720579e-11,388.8276580135937,0.010207008715384018,3.0,0.7102932503745895,0.7230857028434121,0.7113139515705815,1.8165934507092982,0.1438497672936964,0.001963938752491569,0.0
4,20,3843.4842210652782,9.873187825390469,0.10000000000000002,1207.1015218261914,0.019999999999999997,0.01360512117053122,1.8585763925903551,0.000754974190002649,1.419344936720579e-11,371.8805686336538,0.010082344161605658,4.0,0.6615016279553099,0.7449939927913496,0.6625098625861675,1.789576497636744,0.14272516537509922,0.0019347304334300206,0.0
5,20,3843.4842210652782,9.873187825390469,0.1,1207.1015218261914,0.02,0.012834848772780016,2.014912675137896,0.0009665614672751889,1.419344936720579e-11,361.23953413548776,0.009676546018636423,5.0,0.6254026250200625,0.7614156988386063,0.6263702798328877,1.7518863568944465,0.13611212563430566,0.0018939832161801971,0.0
6,20,3843.4842210652782,9.873187825390469,0.1,1207.1015218261914,0.02,0.012307581397812684,2.1618829466459224,0.0011796680485725345,1.419344936720579e-11,353.69438040144615,0.009018293527433769,6.0,0.593430437994545,0.7752322787344812,0.5943322673937581,1.7096506445941464,0.13245163820109573,0.001848321732542647,0.0
7,20,3843.4842210652782,9.873187825390469,0.1,1207.1015218261914,0.02,0.011924767065060534,2.349351151134188,0.0013954229282315343,1.419344936720579e-11,347.8498408872506,0.008526753822744983,7.0,0.5680917010888454,0.7854605526631957,0.568944376455141,1.684224084967893,0.12681613191425156,0.0018208328049716272,0.0
8,20,3843.4842210652782,9.873187825390469,0.1,1207.1015218261914,0.02,0.011635409677391517,2.5407505349583945,0.0016099182424724563,1.419344936720579e-11,343.11851543599965,0.007973631824131062,8.0,0.5459759207219389,0.7949499399279134,0.546773284046464,1.6541725444689717,0.12460604660462142,0.001788343760747198,0.0
9,20,3843.4842210652782,9.873187825390469,0.1,1207.1015218261914,0.02,0.011410558379295981,2.7088877958539106,0.0018235126878737204,1.419344936720579e-11,339.0893845268198,0.007335829098022966,9.0,0.5279844441106814,0.8022607128554264,0.528718027088436,1.6227308501786333,0.11670422756315825,0.0017543518062806238,0.0
10,20,3843.4842210652782,9.873187825390469,0.10000000000000002,1207.1015218261914,0.02,0.011234851366026775,2.888047410661715,0.0020341287405979337,1.419344936720579e-11,335.56719939267816,0.006910174754429237,10.0,0.5107347373324185,0.8102162595114135,0.5114257546201445,1.6136685767506709,0.112146454601789,0.0017445544848359712,0.0
11,20,3843.4842210652782,9.873187825390469,0.1,1207.1015218261914,0.019999999999999997,0.011093238915453068,3.09108833296088,0.0022454641551512325,1.419344936720579e-11,332.45266280703026,0.006476711508930406,11.0,0.4965357830705629,0.8151521826191429,0.4971834542461631,1.5903778852460146,0.1071274569448545,0.0017193746673041725,0.0
12,20,3843.4842210652782,9.873187825390469,0.1,1207.1015218261914,0.02,0.010980540224855277,3.242030565844663,0.002454021008175146,1.419344936720579e-11,329.67937025033604,0.006102551372252972,12.0,0.4837865051972204,0.8205426511814178,0.4843967603131088,1.5791863802433603,0.1047290426671123,0.0017072754106626637,0.0
13,20,3843.4842210652782,9.873187825390469,0.1,1207.1015218261914,0.02,0.010888751586959046,3.4237665425456423,0.002660066453000909,1.419344936720579e-11,327.18933659529995,0.0058074765964692635,13.0,0.4712810088813261,0.824503404084902,0.47186175650540213,1.5561551163984066,0.09935934153625284,0.0016823760631689791,0.0
14,20,3843.4842210652782,9.873187825390469,0.1,1207.1015218261914,0.019999999999999997,0.010815625551061797,3.595068800248859,0.0028662457255242187,1.419344936720579e-11,324.8872217807097,0.005424180204232339,14.0,0.4618678176953851,0.8288446135362435,0.4624102357567726,1.5468204584093017,0.09277582108604464,0.001672284263840461,0.0
15,20,3843.4842210652782,9.873187825390469,0.10000000000000002,1207.1015218261914,0.019999999999999997,0.010757790691606718,3.7666766416181505,0.003071242125388089,1.419344936720579e-11,322.78442526228287,0.005180266695550998,15.0,0.45082189783463084,0.8327192631157387,0.45133992450963933,1.5332962141179824,0.08962428575522621,0.0016576630576198206,0.0
16,20,3843.4842210652782,9.873187825390469,0.1,1207.1015218261914,0.02,0.010710364949474254,3.9241830203215216,0.003273340583243165,1.419344936720579e-11,320.8697062335255,0.0049213628479148905,16.0,0.44132185324506346,0.836692030436524,0.4418139894816383,1.5226125077626884,0.08809183154450591,0.0016461127875672622,0.0
17,20,3843.4842210652782,9.873187825390469,0.1,1207.1015218261914,0.02,0.010671928004084764,4.0993445900759315,0.0034739377928557852,1.419344936720579e-11,319.1021717476163,0.004707952094217272,17.0,0.43400684783080007,0.8392851421706048,0.43447764313540366,1.5179824740839465,0.08630865228667849,0.0016411072082707643,0.0
18,20,3843.4842210652782,9.873187825390469,0.10000000000000002,1207.1015218261914,0.02,0.010643116070672566,4.2649281175555736,0.0036747876245320226,1.419344936720579e-11,317.4948903159969,0.004521253082752583,18.0,0.4277295420596746,0.8412715258309973,0.4281816674899031,1.514105480141444,0.08195276365734407,0.0016369157483467607,0.0
19,20,3843.4842210652782,9.873187825390469,0.1,1207.1015218261914,0.02,0.010621635167098496,4.411131060128218,0.003873528689324307,1.419344936720579e-11,316.0060302233002,0.004350169851398692,19.0,0.41916540106310435,0.8453964757709252,0.4196004180378628,1.504927769592817,0.08057583638287492,0.0016269936265871777,0.0
20,20,3843.4842210652782,9.873187825390469,0.10000000000000002,1207.1015218261914,0.02,0.010606007356219162,4.574665282228063,0.004072866323371565,1.419344936720579e-11,314.6228253117155,0.0041832777302353895,20.0,0.41267849301750853,0.8473207849419304,0.4130968207255379,1.5049766118211148,0.07921145779577121,0.0016270464304464422,0.0
21,20,3843.4842210652782,9.873187825390469,0.1,1207.1015218261914,0.02,0.01059437400566957,4.717661852955007,0.004268753314771812,1.419344936720579e-11,313.3565793329854,0.00394703421265701,21.0,0.4076262529991805,0.8493812575090106,0.4080209565352558,1.4865055415752702,0.07847783567042985,0.00160707715738667,0.0
22,20,3843.4842210652782,9.873187825390469,0.10000000000000002,1207.1015218261914,0.02,0.010587896468461476,4.870559026443534,0.004463729687231943,1.419344936720579e-11,312.1726799590825,0.003818968173943661,22.0,0.401511278676572,0.8517360832999602,0.40189317530795987,1.490926453334797,0.07458044319377424,0.0016118566527231145,0.0
23,20,3843.4842210652782,9.873187825390469,0.1,1207.1015218261914,0.02,0.010588173810772322,5.016081066307279,0.004658794524773448,1.419344936720579e-11,311.0388971357007,0.003697356141892633,23.0,0.39523263113882023,0.85399879855827,0.3956023667926214,1.491008716299822,0.07672321891764974,0.0016119455881009471,0.0
24,20,3843.4842210652782,9.873187825390469,0.09999999999999998,1207.1015218261914,0.02,0.010588601408277635,5.141557496234709,0.004851421953404235,1.419344936720579e-11,309.99517053903526,0.0035660627500980822,24.0,0.39061573167640146,0.8556467761313576,0.3909723379251033,1.4811845978052172,0.0751809379984772,0.0016013246277462292,0.0
25,20,3843.4842210652782,9.873187825390469,0.10000000000000002,1207.1015218261914,0.019999999999999997,0.010594198111977196,5.268047275445821,0.00504551536967337,1.419344936720579e-11,308.99418721139483,0.003438510313817333,25.0,0.3851744773576204,0.8581437725270326,0.38551832843945744,1.4805841470360066,0.0685991183959446,0.0016006754739500643,0.0
26,20,3843.4842210652782,9.873187825390469,0.09999999999999998,1207.1015218261914,0.02,0.010603417726038069,5.401449177185917,0.005236846975976505,1.419344936720579e-11,308.052436249998,0.0033155462378780384,26.0,0.3799449659120192,0.8599999999999999,0.3802765206853358,1.47448584320224,0.07432216240373217,0.0015940825319690584,0.0
