schema_version,run_id,method,dataset,model,iid,balanced,noniid_alpha,unbalanced_alpha,num_devices,num_virtual_clients,client_fraction,num_rounds,local_epochs,batch_size,lr,seed,final_global_accuracy,final_global_loss,final_global_nll,final_global_ece,final_local_accuracy_weighted,best_global_accuracy,best_global_accuracy_round,best_global_ece,best_global_ece_round,final_posterior_sigma_mean,final_posterior_snr_raw_p50,final_posterior_snr_frac_gt_1,total_time_sec,mean_round_time_sec,final_model_path
bayesfl_observability_v1,vi_lr0p003_b256_e5_prior0p05,vi,mnist,mlp,0,0,0.1,0.5,300,24,0.05,60,5,256,0.05,42,0.8743,0.43705327205657957,0.43705327205657957,0.06962693698853256,0.9733061589940184,0.8743,60,0.01420363343507051,51,0.07144346294630495,0.3905525239184529,0.08563427336150142,379.4422630779445,6.169840615059509,outputs/tune_vi_mnist_noniid_unbalanced_finetune/vi_lr0p003_b256_e5_prior0p05/final_model.pt
