schema_version,run_id,round,method,selection_policy,selected_count,available_count,selected_fraction,selected_examples,selected_examples_fraction,selected_label_entropy_mean,selected_label_entropy_std,selected_kl_to_global_label_mean,selected_distance_m_mean,selected_distance_m_std,selected_channel_snr_db_mean,selected_channel_snr_db_std,selection_score_mean,selection_score_std
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,1,ola,random,15,300,0.05,2363,0.043654165896914836,0.6906484998061699,0.47288182571049386,1.6178549377326719,361.6795283669392,152.57826110243548,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,2,ola,random,15,300,0.05,2180,0.04027341585072972,0.750533251633368,0.229870570758918,1.565437051980861,318.6982809228768,158.7910538510587,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,3,ola,random,15,300,0.05,2209,0.04080916312580824,0.6839854692134526,0.395868036552136,1.605505805068147,391.6630413447579,109.0222572424693,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,4,ola,random,15,300,0.05,2335,0.043136892665804547,0.55435486216155,0.4521560044710707,1.7471083496153843,336.1465964809759,143.0094450022774,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,5,ola,random,15,300,0.05,1743,0.032200258636615554,0.6905845621812401,0.34026558851380595,1.6135431151187307,379.2373113530293,140.5303630310132,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,6,ola,random,15,300,0.05,2411,0.044540920007389614,0.8148359957643894,0.31612282078522436,1.495664966169466,397.437447231851,111.7054498241561,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,7,ola,random,15,300,0.05,2366,0.04370958802881951,0.5249106133263843,0.4413433088283173,1.7986790529036993,347.8301169786681,129.19494726698667,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,8,ola,random,15,300,0.05,2075,0.038333641234066136,0.8392664668747916,0.4811242030441931,1.4505809226778346,401.66157661869215,156.31443195290095,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,9,ola,random,15,300,0.05,1581,0.029207463513763163,0.6522591627650056,0.3878453786575586,1.6377439128665328,374.7170903430047,114.38260577424721,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,10,ola,random,15,300,0.05,2556,0.047219656382782194,0.6522753084944662,0.4362957414032505,1.6686681009921112,314.51628635475873,144.1118476771205,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,11,ola,random,15,300,0.05,3421,0.06319970441529651,0.5090469835805914,0.42718808183153506,1.7714806975517152,312.01242870548106,151.9075279761277,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,12,ola,random,15,300,0.05,1928,0.03561795677073711,0.8539134779979317,0.4303879395894643,1.4490114860125611,393.6294371778715,105.82535247141463,,,,
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,13,ola,random,15,300,0.05,1779,0.032865324219471644,0.7766686654435714,0.3131197875263915,1.530826327005275,363.0921187829417,152.72996235354054,,,,
