schema_version,run_id,round,method,physical_client_id,virtual_client_id,num_examples,num_batches,local_epochs,batch_size,train_loss,task_loss,prior_loss,regularization_loss,accuracy_local_train_estimate,loss_local_train_estimate,update_l2_norm,update_linf_norm,update_cosine_to_global,drift_from_global_before_l2,drift_from_global_after_l2,label_entropy,kl_to_global_label_distribution,vi_elbo_loss,vi_kl_loss,vi_likelihood_loss,vi_complexity_cost,vi_loc_l2,vi_scale_mean,vi_scale_p50,vi_scale_p90,vi_scale_max,vi_snr_raw_mean,vi_snr_raw_p50,vi_snr_raw_p90,ola_task_loss,ola_prior_loss,ola_fisher_mean,ola_fisher_p50,ola_fisher_p90,ola_fisher_max,ola_precision_mean,ola_precision_p50,ola_precision_p90,ola_sigma_mean,ola_sigma_p50,ola_sigma_p90,ola_snr_raw_mean,ola_snr_raw_p50,ola_snr_raw_p90,sparse_comm_enabled,sparse_metric,sparse_ratio,sparse_warmup_rounds,sparse_num_params_total,sparse_num_params_sent,sparse_compression_ratio,sparse_threshold,sparse_score_mean,sparse_score_p50,sparse_score_p90,sparse_sent_update_l2,sparse_dropped_update_l2,sparse_sent_update_fraction_l2,channel_snr_db,pathloss_db,rate_mbps,delay_ms,energy_j,ota_contribution_norm,digital_payload_bytes,communication_success,num_examples_seen,ola_fisher_std,ola_precision_std,ola_precision_min,ola_precision_p10,ola_precision_p25,ola_precision_p75,ola_precision_p95,ola_precision_max,ola_sigma_std,ola_sigma_min,ola_sigma_p10,ola_sigma_p25,ola_sigma_p75,ola_sigma_p95,ola_sigma_max,ola_snr_raw_std,ola_snr_raw_min,ola_snr_raw_p10,ola_snr_raw_p25,ola_snr_raw_p75,ola_snr_raw_p95,ola_snr_raw_max,num_examples_train
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,1,ola,233,18,351,22,2,32,0.6324399655891789,0.6324399655891789,3.7732370324540145e-10,1.8866185162270073e-11,0.9843304843304843,0.6324399655891789,0.3984234275557594,0.06584794819355011,0.9982879563678766,0.3984234275557594,,-0.0,2.3277319754160017,,,,,,,,,,,,,0.6324399655891789,3.7732370324540145e-10,0.0001804963662266497,2.2508788788400125e-05,0.0002663253573700786,0.45159661769866943,0.001180496413677629,0.0010225088335573673,0.0012663254281505942,30.248425946391915,31.272778511047363,31.6081485748291,0.0006204569053490952,0.0005936704731237102,0.0010710080548056661,0,precision_update,0.1,20,,,,,,,,,,,,,,,,,,,702.0,0.0025476862221848655,0.0025476862022711998,0.0010000014444813132,0.001000925782136619,0.0010045600356534123,0.0010917745530605316,0.0016315877437591553,0.45259660482406616,2.6741375792466866,1.4864296913146973,28.10135898590088,30.264501571655273,31.550922393798828,31.619273281097414,31.622753143310547,0.0006462849211150335,5.95002062466795e-09,0.00011987124304376471,0.0002984913736590165,0.0008926960833913608,0.0011300984040975208,0.05680431934166762,351
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,1,ola,24,1,27,2,2,32,2.144912362098694,2.144912362098694,1.1119791068839313e-12,5.559895534419657e-14,0.2962962962962963,2.144912362098694,0.04193920346840911,0.003969810903072357,0.9999809086332933,0.04193920346840911,,1.3110298871791874,1.0210991742953581,,,,,,,,,,,,,2.144912362098694,1.1119791068839313e-12,0.0001733524194769983,2.0476138161029667e-05,0.0003165080852340908,0.15767300128936768,0.0011733524690685912,0.001020476222038269,0.0013165081385523082,30.202481063522477,31.303908348083496,31.61583709716797,0.0006170291494032034,0.0005938639950197149,0.0010716280818312222,0,precision_update,0.1,20,,,,,,,,,,,,,,,,,,,54.0,0.0013494462078929798,0.0013494462173494028,0.0010000000474974513,0.0010004390496760607,0.0010030379053205252,0.001077310589607805,0.0017529144766740483,0.1586730033159256,2.87160071702143,2.510432243347168,27.56057205200195,30.466989040374756,31.574851989746094,31.620161056518555,31.62277603149414,0.00046920556685477475,1.325014805772813e-10,0.00012032488725751645,0.0002996576206669836,0.0008936306081650485,0.0011306787759870814,0.03129776157326403,27
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,1,ola,151,12,210,14,2,32,1.4015731019633157,1.4015731019633157,1.7860410201062765e-10,8.930205100531383e-12,0.8428571428571429,1.4015731019633157,0.33240946506826796,0.05549459904432297,0.9988050294856566,0.33240946506826796,,0.14950144571405588,2.251522034186354,,,,,,,,,,,,,1.4015731019633157,1.7860410201062765e-10,0.00025661356903717306,3.487080175545998e-05,0.00039322142256423883,0.6517131924629211,0.0012566136166182393,0.0010348708601668477,0.0013932214467786259,29.878393756420262,31.085432052612305,31.594858741760255,0.0006334553564191362,0.0006007267946687976,0.0010844619571213658,0,precision_update,0.1,20,,,,,,,,,,,,,,,,,,,420.0,0.0037751071959590925,0.0037751071527816066,0.0010000051697716117,0.0010017680120654403,0.0010061407228931785,0.0011223854962736368,0.0018424233188852662,0.6527131795883179,3.098891193283951,1.2377667427062988,26.791062355041504,29.84894371032715,31.526126861572266,31.616458892822266,31.62269401550293,0.0008126007594860146,6.643347820200839e-09,0.00012096917525501754,0.00030274474636671423,0.0009042211783031773,0.0011548108096706587,0.1115091508926071,210
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,1,ola,237,19,36,4,2,32,2.199422021706899,2.199422021706899,5.336140034373061e-12,2.668070017186531e-13,0.20833333333333334,2.199422021706899,0.09231647186337381,0.011120077222585678,0.9999075156207918,0.09231647186337381,,1.3898628753106193,0.9179151593699346,,,,,,,,,,,,,2.199422021706899,5.336140034373061e-12,0.00032730145269376507,4.993754373572301e-05,0.0006983150960877538,0.3773246109485626,0.0013273015045799285,0.0010499376221559942,0.001698315143585205,29.27462295069844,30.861586570739746,31.550901412963867,0.0006483074145925162,0.0006132352915810824,0.0011053530240853423,0,precision_update,0.1,20,,,,,,,,,,,,,,,,,,,72.0,0.002514679425452756,0.00251467940104653,0.0010000003967434168,0.0010045613162219524,0.001016562688164413,0.0011746828677132726,0.0023599945940077295,0.37832459807395935,3.76666517141044,1.6258021593093872,24.26559066772461,29.17693519592285,31.364105224609375,31.59462947845459,31.622770309448242,0.0005746652324048218,8.839978109184843e-10,0.00012421609074198266,0.00030819127894781784,0.0009218854465935787,0.0012193013706814273,0.04418969778084843,36
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,1,ola,189,15,1,2,2,32,2.0775561332702637,2.0775561332702637,1.2386890124727046e-11,6.193445062363524e-13,0.5,2.0775561332702637,0.12167230352186606,0.014101043343544006,0.9998393331292854,0.12167230352186606,,-0.0,2.3292713582565514,,,,,,,,,,,,,2.0775561332702637,1.2386890124727046e-11,0.001584346801944238,1.8339183952775784e-05,0.0012942617759108543,1.9911630153656006,0.0025843468419867533,0.001018339185975492,0.0022942619398236275,28.048934195976283,31.33673667907715,31.62277603149414,0.0007583536086215994,0.0006420097732470645,0.0011876680906802509,0,precision_update,0.1,20,,,,,,,,,,,,,,,,,,,2.0,0.015778322726725642,0.01577832286785955,0.0010000000474974513,0.0010000000474974513,0.0010000000474974513,0.0013541828375309706,0.008269824832677766,1.992163062095642,6.16362635836178,0.7084962725639343,20.877500534057617,27.17448616027832,31.62277603149414,31.62277603149414,31.62277603149414,0.0010973453698786314,4.585710450719459e-09,0.00012929181047392982,0.00032253615498281597,0.0009631065544188863,0.0016637418784413872,0.09658181497153852,1
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,1,ola,117,9,8,2,2,32,2.215051293373108,2.215051293373108,2.618858905775734e-12,1.309429452887867e-13,0.375,2.215051293373108,0.06271388328743971,0.006475597620010376,0.9999573072968428,0.06271388328743971,,0.5623351446188083,1.7518051301834499,,,,,,,,,,,,,2.215051293373108,2.618858905775734e-12,0.00039205507403374803,4.588237788993865e-05,0.0006483194767497486,0.41944992542266846,0.001392055126747148,0.0010458824690431356,0.0016483195242471998,29.313423245085755,30.921358108520508,31.61724681854248,0.0006518384951348647,0.0006126892773360717,0.0011041522142304317,0,precision_update,0.1,20,,,,,,,,,,,,,,,,,,,16.0,0.0036483893815956884,0.0036483893410993815,0.0010000000474974513,0.001000349852256477,0.0010039490880444646,0.0011824936955235898,0.002559021022170778,0.4204499125480652,4.030723036971118,1.5422077178955078,24.6308443069458,29.080413818359375,31.5605206489563,31.622695922851562,31.62277603149414,0.0005746848738573133,8.880895049886839e-09,0.0001238962848798263,0.0003090339234773869,0.0009210436441372789,0.0012216533653569986,0.04125786985942709,8
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,1,ola,252,20,369,24,2,32,1.615172209455392,1.615172209455392,2.522365471508506e-10,1.261182735754253e-11,0.7208672086720868,1.615172209455392,0.3910593365232898,0.03840336948633194,0.9983492150125092,0.3910593365232898,,1.0683684981935357,1.1688247118610566,,,,,,,,,,,,,1.615172209455392,2.522365471508506e-10,0.0001339156048909825,3.1464991479879245e-05,0.00021541306050494325,0.10763674974441528,0.0011339156528369471,0.001031465013511479,0.0012154131312854589,30.368398697127688,31.13671112060547,31.55118808746338,0.0006134820744773183,0.0005916364947702211,0.0010661799193934065,0,precision_update,0.1,20,,,,,,,,,,,,,,,,,,,738.0,0.0010825945483941132,0.001082594552783482,0.0010002641938626766,0.0010045431088656187,0.0010097031481564045,0.001088940305635333,0.0014296235574875018,0.1086367517709732,2.255372661762504,3.0339725017547607,28.68388900756836,30.303861141204834,31.470462799072266,31.581424713134766,31.618600845336914,0.0005136883999822716,3.045194107443688e-09,0.00011964440947117289,0.0002975839838489506,0.0008883057287153769,0.0011253067435582891,0.037159417465980775,369
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,1,ola,50,4,13,2,2,32,2.311556100845337,2.311556100845337,1.841339797650776e-12,9.206698988253882e-14,0.0,2.311556100845337,0.05323794004955395,0.005915626883506775,0.9999692322526565,0.05323794004955395,,0.8953326659680909,1.3255516450199865,,,,,,,,,,,,,2.311556100845337,1.841339797650776e-12,0.00028043671325800464,3.738753730431199e-05,0.0004439209937118009,0.35000234842300415,0.0012804367627071924,0.0010373876430094242,0.001443921099416913,29.735289367777174,31.04770278930664,31.62150764465332,0.0006343257153037811,0.0006034196090831144,0.0010887375537652654,0,precision_update,0.1,20,,,,,,,,,,,,,,,,,,,26.0,0.002357668561885069,0.0023576685411076347,0.0010000000474974513,0.00100008025765419,0.0010037196334451437,0.0011465445859357715,0.0017773311119526625,0.3510023355484009,3.377255491054167,1.6878933906555176,26.316508674621584,29.532793045043945,31.56412696838379,31.62277603149414,31.62277603149414,0.0005337343152081023,1.287253395706812e-08,0.00012138769190921822,0.0003038029867685238,0.0009081282044508404,0.0011680426980911934,0.0396091182650016,13
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,1,ola,263,21,214,14,2,32,1.5957937151472146,1.5957937151472146,1.351487119257087e-10,6.757435596285436e-12,0.6144859813084113,1.5957937151472146,0.28317150771521826,0.0435132160782814,0.9991322225674689,0.28317150771521826,,0.7768433258123565,1.5365177254738465,,,,,,,,,,,,,1.5957937151472146,1.351487119257087e-10,0.00019977314167049718,3.12193988065701e-05,0.00030819936364423505,0.41825345158576965,0.0011997731896249107,0.001031219435390085,0.001308199390769005,30.089827349761784,31.140419006347656,31.590089797973633,0.0006235536628822504,0.0005967526820044372,0.0010751965137462593,0,precision_update,0.1,20,,,,,,,,,,,,,,,,,,,428.0,0.002389228621304148,0.0023892286087719827,0.001000140095129609,0.0010020704939961433,0.0010072020813822746,0.0011021298123523593,0.001720948156435042,0.4192534387111664,2.8734932218911835,1.544406771659851,27.647955322265627,30.121986865997314,31.50951385498047,31.604995727539062,31.620561599731445,0.0005832795544056135,2.487979280834369e-09,0.0001199875936068902,0.0003005153249901165,0.0008974903392267022,0.0011367577067880972,0.05013652981001925,214
bayesfl_observability_v1,ola_precision_update_prune090_keep010_seed42,1,ola,267,21,306,20,2,32,1.4291114647404042,1.4291114647404042,2.4434749757320694e-10,1.2217374878660347e-11,0.7107843137254902,1.4291114647404042,0.3719409063781138,0.05592367798089981,0.9985051591424668,0.3719409063781138,,0.49629795412582844,1.8891532045272958,,,,,,,,,,,,,1.4291114647404042,2.4434749757320694e-10,0.00017258940068926474,2.859522010112414e-05,0.00032111137988977134,0.3262030780315399,0.0011725894489254753,0.0010285952594131231,0.001321111456491053,30.222776210137056,31.180116653442383,31.588960647583008,0.0006201324376509411,0.0005938389150906881,0.0010707498198988118,0,precision_update,0.1,20,,,,,,,,,,,,,,,,,,,612.0,0.0020892929430688222,0.0020892929347252954,0.0010000861948356032,0.001002142089419067,0.0010081531945616007,0.0010932177538052201,0.0015466472890693693,0.32720306515693665,2.5795852215463992,1.74820077419281,27.512514114379883,30.24451732635498,31.494646072387695,31.602937698364258,31.621414184570312,0.0006643565647358751,1.0833897621989167e-08,0.00011991117224337792,0.0002998227205382648,0.0008938477585361398,0.0011308545146316113,0.07919650846901338,306
